NU_IDENTIFICADOR;IBGE;co_seq_dirigente;IBGE7;UF;Regiao;Município;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;q_34_3;q_34_9;q_34_10;q_34_11;q_34_12;q_34_13;q_34_14;q_34_15;q_34_16;q_34_17;DataCenso;DataCenso_2018;q_34_2_rec;Idade;Faixas_etarias;d_34_9;d_34_11;d_34_9bin1;d_34_9bin2;d_34_9bin3;d_34_10bin1;d_34_10bin2;d_34_10bin3;d_34_10bin4;d_34_10bin5;d_34_11bin1;d_34_11bin2;d_34_11bin3;d_34_11bin4;d_34_9bin1_sum;d_34_9bin2_sum;d_34_9bin3_sum;d_34_10bin1_sum;d_34_10bin2_sum;d_34_10bin3_sum;d_34_10bin4_sum;d_34_10bin5_sum;d_34_11bin1_sum;d_34_11bin2_sum;d_34_11bin3_sum;d_34_11bin4_sum;nu_trabalhadores
31367097350;313670;860820;3136702;31;3;Juiz de For;516247;510378;5869;Grande;1435,749;1;258;275;264;248;20;22/03/2015;2;2;2;31.08.2018;8/31/2018;12/06/1963;54;4;2;4; ; ;1;1; ; ; ; ; ; ; ;1;7;22;18;4;6;0;0;3;0;0;0;47;47
31686098106;316860;1420250;3168606;31;3;Teófilo Oto;134745;110076;24669;Grande;3242,27;1;257;275;266;254;18;27/02/2018;2;3;99;31.08.2018;8/31/2018;5/21/1979;39;2;2;4; ; ;1;1; ; ; ; ; ; ; ;1;0;2;6;1;2;0;2;1;0;0;0;8;8
31702097728;317020;1084444;3170206;31;3;Uberlândia;604013;587266;16747;Grande;4115,206;2;257;275;292;254;20;08/02/2017;1;2;99;31.08.2018;8/31/2018;12/27/1981;36;2;2;3; ; ;1;1; ; ; ; ; ; ;1; ;0;2;9;1;5;0;0;1;2;0;9;0;11
32015096780;320150;1432740;3201506;32;3;Colatina;111788;98395;13393;Grande;1416,804;1;258;275;138;248;20;10/04/2018;3;99;99;31.08.2018;8/31/2018;9/29/1986;31;2;2;1; ; ;1;1; ; ; ; ;1; ; ; ;1;3;7;1;1;0;0;2;8;1;0;2;11
33002098082;330020;1260882;3300209;33;3;Araruama;112008;106486;5522;Grande;638,48;2;257;275;138;249;18;01/01/2017;2; ; ;31.08.2018;8/31/2018;07/11/1969;49;3;2;1; ; ;1;1; ; ; ; ;1; ; ; ;3;4;3;1;1;0;0;0;3;0;0;7;10
33039095954;330390;1201162;3303906;33;3;Petrópolis;295917;281286;14631;Grande;791,144;2;257;275;142;249;20;01/05/2016;2;3;99;31.08.2018;8/31/2018;11/26/1981;36;2;2;4; ; ;1;1; ; ; ; ; ; ; ;1;3;5;6;1;3;0;0;2;3;0;0;11;14
33042096770;330420;671516;3304201;33;3;Resende;119769;112331;7438;Grande;1099,336;1;257;275;292;21;20;21/03/2000;1;2;99;31.08.2018;8/31/2018;3/21/1972;46;3;2;3; ; ;1;1; ; ; ; ; ; ;1; ;1;2;12;1;7;0;0;2;11;0;4;0;15
33045595880;330455;733544;3304557;33;3;Rio de Jane;6320446;6320446;0;Metrópole;1200,177;1;257;275;293;249;20;13/08/2012;2;3;99;31.08.2018;8/31/2018;03/06/1971;47;3;2;4; ; ;1;1; ; ; ; ; ; ; ;1;1;6;9;2;2;0;1;2;4;0;0;12;16
33045595880;330455;282038;3304557;33;3;Rio de Jane;6320446;6320446;0;Metrópole;1200,177;1;257;275;138;21;20;20/07/2011;1;1;1;31.08.2018;8/31/2018;9/15/1953;64;5;2;1; ; ;1;1; ; ; ; ;1; ; ; ;1;6;9;2;2;0;1;2;4;0;0;12;16
33051097142;330510;553959;3305109;33;3;São João de;458673;458673;0;Grande;35,216;1;257;275;142;249;18;28/08/2017;2;4;99;31.08.2018;8/31/2018;01/03/1985;33;2;2;4; ; ;1;1; ; ; ; ; ; ; ;1;0;4;15;2;9;0;0;4;0;0;0;19;19
33051097142;330510;31948;3305109;33;3;São João de;458673;458673;0;Grande;35,216;1;260;275;142;249;18;28/08/2017;2;4;99;31.08.2018;8/31/2018;11/24/1962;55;4;2;4; ; ;1;1; ; ; ; ; ; ; ;1;0;4;15;2;9;0;0;4;0;0;0;19;19
35041098094;350410;1069000;3504107;35;3;Atibaia;126603;115229;11374;Grande;478,521;2;257;275;139;21;20;01/04/2018;1; ; ;31.08.2018;8/31/2018;1/28/1978;40;2;2;2; ; ;1;1; ; ; ; ; ;1; ; ;1;1;5;1;1;0;0;2;0;7;0;0;7
35162097647;351620;1205202;3516200;35;3;Franca;318640;313046;5594;Grande;605,679;1;257;275;142;253;18;29/01/2018;1; ; ;31.08.2018;8/31/2018;2/29/1992;26;1;2;4; ; ;1;1; ; ; ; ; ; ; ;1;1;6;8;1;4;0;0;2;0;10;0;5;15
35410097238;354100;1122175;3541000;35;3;Praia Grand;262051;262051;0;Grande;149,253;1;257;275;292;21;20;04/12/2015;1; ; ;31.08.2018;8/31/2018;11/22/1967;50;3;2;3; ; ;1;1; ; ; ; ; ; ;1; ;1;3;5;1;1;0;0;3;7;1;1;0;9
35414097198;354140;839773;3541406;35;3;Presidente;207610;203375;4235;Grande;560,637;1;257;275;293;254;20;06/04/2015;3;3;3;31.08.2018;8/31/2018;04/08/1986;32;2;2;4; ; ;1;1; ; ; ; ; ; ; ;1;1;5;7;1;2;0;0;2;6;3;0;4;13
35498097876;354980;1455477;3549805;35;3;São José do;408258;383490;24768;Grande;431,944;1;257;275;138;248;20;11/06/2018;99;99;99;31.08.2018;8/31/2018;3/21/1983;35;2;2;1; ; ;1;1; ; ; ; ;1; ; ; ;0;8;21;1;9;0;1;6;21;4;1;3;29
35517098026;355170;1127127;3551702;35;3;Sertãozinho;110074;108772;1302;Grande;403,089;2;257;275;292;21;263;06/06/2017;1;99;99;31.08.2018;8/31/2018;9/25/1969;48;3;2;3; ; ;1;1; ; ; ; ; ; ;1; ;1;6;6;2;1;0;0;1;8;0;2;3;13
35517098026;355170;1352285;3551702;35;3;Sertãozinho;110074;108772;1302;Grande;403,089;1;257;275;138;249;272;01/10/2018;2;99;99;31.08.2018;8/31/2018;5/29/1989;29;1;2;1; ; ;1;1; ; ; ; ;1; ; ; ;1;6;6;2;1;0;0;1;8;0;2;3;13
35522096410;355220;911376;3552205;35;3;Sorocaba;586625;580655;5970;Grande;450,382;1;257;275;138;248;20;01/07/2018;99;99;99;31.08.2018;8/31/2018;08/02/1972;46;3;2;1; ; ;1;1; ; ; ; ;1; ; ; ;0;3;7;1;2;0;0;1;10;0;0;0;10
41014098054;410140;651505;4101408;41;4;Apucarana;120919;114098;6821;Grande;558,389;1;258;275;138;249;20;05/08/2015;1;1;99;31.08.2018;8/31/2018;1/14/1985;33;2;2;1; ; ;1;1; ; ; ; ;1; ; ; ;2;1;3;1;1;0;0;0;4;0;2;0;6
41042098089;410420;1098822;4104204;41;4;Campo Largo;112377;94171;18206;Grande;1243,552;1;257;275;138;248;20;03/08/2015;2;4;99;31.08.2018;8/31/2018;2/18/1984;34;2;2;1; ; ;1;1; ; ; ; ;1; ; ; ;1;4;5;1;2;0;0;1;8;0;0;2;10
41058098102;410580;1453883;4105805;41;4;Colombo;212967;203203;9764;Grande;197,793;1;257;275;138;248;263;20/08/2018;2;99;99;31.08.2018;8/31/2018;01/10/1973;45;3;2;1; ; ;1;1; ; ; ; ;1; ; ; ;2;4;4;1;1;0;0;1;6;0;2;2;10
41069097716;410690;487208;4106902;41;4;Curitiba;1751907;1751907;0;Metrópole;435,036;1;257;275;138;248;20;22/05/2017;2;3;4;31.08.2018;8/31/2018;11/24/1966;51;4;2;1; ; ;1;1; ; ; ; ;1; ; ; ;0;2;7;1;2;0;0;1;9;0;0;0;9
41069097826;410690;655610;4106902;41;4;Curitiba;1751907;1751907;0;Metrópole;435,036;1;258;275;138;21;263;15/05/2018;1;2;99;31.08.2018;8/31/2018;8/23/1973;45;3;2;1; ; ;1;1; ; ; ; ;1; ; ; ;0;2;4;1;2;0;0;0;6;0;0;0;6
41152096128;411520;1491046;4115200;41;4;Maringá;357077;350653;6424;Grande;487,052;1;257;275;138;248;20;18/06/2018;2;2;2;31.08.2018;8/31/2018;6/23/1979;39;2;2;1; ; ;1;1; ; ; ; ;1; ; ; ;3;10;9;1;4;0;0;2;20;0;0;2;22
41255095964;412550;735569;4125506;41;4;São José do;264210;236895;27315;Grande;946,435;2;258;275;138;249;20;30/10/2017;2;4;99;31.08.2018;8/31/2018;3/13/1978;40;2;2;1; ; ;1;1; ; ; ; ;1; ; ; ;1;5;9;1;3;0;0;2;14;0;1;0;15
42014098079;420140;1417996;4201406;42;4;Araranguá;61310;50526;10784;Médio;303,299;1;257;275;138;252;20;24/03/2008;99; ; ;31.08.2018;8/31/2018;9/27/1978;39;2;2;1; ; ;1;1; ; ; ; ;1; ; ; ;0;1;5;1;1;0;0;2;1;3;1;1;6
42046097682;420460;1493703;4204608;42;4;Criciúma;192308;189630;2678;Grande;235,701;1;258;275;292;21;20;19/03/2018;1;1;1;31.08.2018;8/31/2018;1/25/1962;56;4;2;3; ; ;1;1; ; ; ; ; ; ;1; ;3;3;2;1;1;0;0;0;1;0;4;3;8
43046096272;430460;1412703;4304606;43;4;Canoas;323827;323827;0;Grande;131,096;2;260;275;292;21;263;07/11/2017;1;1;1;31.08.2018;8/31/2018;6/13/1969;49;3;2;3; ; ;1;1; ; ; ; ; ; ;1; ;1;1;3;1;1;0;0;0;4;0;1;0;5
43092096164;430920;947653;4309209;43;4;Gravataí;255660;243497;12163;Grande;463,499;1;257;275;138;248;20;13/12/2013;2;99;1;31.08.2018;8/31/2018;10/10/1954;63;5;2;1; ; ;1;1; ; ; ; ;1; ; ; ;2;5;5;2;1;0;1;0;9;0;0;3;12
43092096164;430920;1130864;4309209;43;4;Gravataí;255660;243497;12163;Grande;463,499;1;258;275;138;248;20;18/12/2013;2;99;1;31.08.2018;8/31/2018;05/10/1967;51;4;2;1; ; ;1;1; ; ; ; ;1; ; ; ;2;5;5;2;1;0;1;0;9;0;0;3;12
43134094540;431340;1469464;4313409;43;4;Novo Hambur;238940;234798;4142;Grande;223,821;1;258;275;138;248;263;01/05/2018;2; ; ;31.08.2018;8/31/2018;7/20/1984;34;2;2;1; ; ;1;1; ; ; ; ;1; ; ; ;0;2;10;1;3;0;0;2;11;0;0;1;12
43156098076;431560;1424567;4315602;43;4;Rio Grande;197228;189429;7799;Grande;2709,522;1;258;275;291;253;262;01/03/2018;2;2;2;31.08.2018;8/31/2018;6/27/1991;27;1;2;4; ; ;1;1; ; ; ; ; ; ; ;1;3;5;4;1;2;0;0;1;2;0;3;7;12
50032097850;500320;714950;5003207;50;5;Corumbá;103703;93452;10251;Grande;64721,719;2;258;275;138;249;20;01/02/2018;3; ; ;31.08.2018;8/31/2018;9/23/1986;31;2;2;1; ; ;1;1; ; ; ; ;1; ; ; ;0;3;4;1;2;0;0;1;1;0;3;3;7
51076098052;510760;1314177;5107602;51;5;Rondonópoli;195476;188028;7448;Grande;4686,622;1;257;275;138;249;18;12/06/2017;2; ; ;31.08.2018;8/31/2018;8/16/1987;31;2;2;1; ; ;1;1; ; ; ; ;1; ; ; ;0;2;6;1;1;0;0;1;4;1;3;0;8
52080098058;520800;1413170;5208004;52;5;Formosa;100085;92023;8062;Grande;5811,788;1;257;275;266;21;20;08/01/2018;1;99;99;31.08.2018;8/31/2018;4/29/1980;38;2;2;4; ; ;1;1; ; ; ; ; ; ; ;1;0;1;3;1;1;0;0;1;0;0;0;4;4
52087098137;520870;281853;5208707;52;5;Goiânia;1302001;1297076;4925;Metrópole;728,841;1;257;275;138;251;18;24/04/2009;3; ; ;31.08.2018;8/31/2018;05/03/1979;39;2;2;1; ; ;1;1; ; ; ; ;1; ; ; ;1;13;15;1;8;0;1;4;9;0;1;19;29
52218598100;522185;1443437;5221858;52;5;Valparaíso;132982;132982;0;Grande;61,45;2;257;275;142;21;20;01/06/2018;2; ; ;31.08.2018;8/31/2018;12/08/1955;62;5;2;4; ; ;1;1; ; ; ; ; ; ; ;1;2;2;4;3;1;0;0;0;0;3;0;5;8
52218598100;522185;1443422;5221858;52;5;Valparaíso;132982;132982;0;Grande;61,45;1;257;275;142;248;20;03/01/2017;2; ; ;31.08.2018;8/31/2018;10/06/1967;50;3;2;4; ; ;1;1; ; ; ; ; ; ; ;1;2;2;4;3;1;0;0;0;0;3;0;5;8
52218598100;522185;1443440;5221858;52;5;Valparaíso;132982;132982;0;Grande;61,45;2;257;275;142;249;18;01/06/2018;3; ; ;31.08.2018;8/31/2018;03/10/1963;55;4;2;4; ; ;1;1; ; ; ; ; ; ; ;1;2;2;4;3;1;0;0;0;0;3;0;5;8
11002096408;110020;1104742;1100205;11;1;Porto Velho;428527;390733;37794;Grande;34090,962;2;257;274;138;249;18;20/03/2014;3;3;99;31.08.2018;8/31/2018;01/10/1985;33;2;2;1; ; ;1; ; ; ; ;1;1; ; ; ;0;0;3;0;0;0;0;1;2;0;1;0;3
12004097308;120040;1441039;1200401;12;1;Rio Branco;336038;308545;27493;Grande;8834,942;1;257;274;293;249;20;02/01/2018;2;3;99;31.08.2018;8/31/2018;12/03/1997;20;1;2;4; ; ;1; ; ; ; ;1; ; ; ;1;6;13;7;0;4;0;0;1;3;0;1;22;26
13025098092;130250;671969;1302504;13;1;Manacapuru;85141;60174;24967;Médio;7336,579;2;257;274;264;249;18;01/01/2017;2;2;2;31.08.2018;8/31/2018;11/22/1966;51;4;2;4; ; ;1; ; ; ; ;1; ; ; ;1;1;4;3;0;2;0;0;1;0;0;0;8;8
13026095800;130260;724406;1302603;13;1;Manaus;1802014;1792881;9133;Metrópole;11401,092;1;257;274;138;249;20;15/10/2012;1;1;1;31.08.2018;8/31/2018;12/29/1985;32;2;2;1; ; ;1; ; ; ; ;1;1; ; ; ;1;3;4;0;2;0;0;1;2;2;0;4;8
13205303522;320530;1373321;3205309;32;3;Vitória;327801;327801;0;Grande;96,536;2;257;274;264;249;18;09/03/2017;2;2;4;31.08.2018;8/31/2018;07/12/1973;45;3;2;4; ; ;1; ; ; ; ;1; ; ; ;1;4;17;20;3;6;0;1;6;1;0;0;40;41
13205303522;320530;732549;3205309;32;3;Vitória;327801;327801;0;Grande;96,536;1;257;274;264;249;18;02/07/2012;2;2;4;31.08.2018;8/31/2018;6/16/1979;39;2;2;4; ; ;1; ; ; ; ;1; ; ; ;1;4;17;20;3;6;0;1;6;1;0;0;40;41
13205303522;320530;1469775;3205309;32;3;Vitória;327801;327801;0;Grande;96,536;1;257;274;264;254;20;04/09/2018;2;2;99;31.08.2018;8/31/2018;8/21/1985;33;2;2;4; ; ;1; ; ; ; ;1; ; ; ;1;4;17;20;3;6;0;1;6;1;0;0;40;41
13205303522;320530;1202301;3205309;32;3;Vitória;327801;327801;0;Grande;96,536;1;257;274;264;249;18;04/02/2016;2;2;99;31.08.2018;8/31/2018;09/02/1982;35;2;2;4; ; ;1; ; ; ; ;1; ; ; ;1;4;17;20;3;6;0;1;6;1;0;0;40;41
13205303522;320530;773988;3205309;32;3;Vitória;327801;327801;0;Grande;96,536;2;257;274;264;249;18;28/09/2017;2;2;4;31.08.2018;8/31/2018;9/26/1986;31;2;2;4; ; ;1; ; ; ; ;1; ; ; ;1;4;17;20;3;6;0;1;6;1;0;0;40;41
13205303522;320530;1091996;3205309;32;3;Vitória;327801;327801;0;Grande;96,536;1;257;274;264;249;18;15/08/2018;2;2;4;31.08.2018;8/31/2018;11/10/1983;34;2;2;4; ; ;1; ; ; ; ;1; ; ; ;1;4;17;20;3;6;0;1;6;1;0;0;40;41
13509503551;350950;734557;3509502;35;3;Campinas;1080113;1061540;18573;Metrópole;794,571;1;258;274;138;21;263;13/06/1997;2;99;99;31.08.2018;8/31/2018;10/02/1965;52;4;2;1; ; ;1; ; ; ; ;1;1; ; ; ;1;5;9;0;2;1;0;3;10;0;0;5;15
13509503551;350950;1179856;3509502;35;3;Campinas;1080113;1061540;18573;Metrópole;794,571;2;258;274;138;248;20;05/10/2015;2;99;99;31.08.2018;8/31/2018;04/05/1972;46;3;2;1; ; ;1; ; ; ; ;1;1; ; ; ;1;5;9;0;2;1;0;3;10;0;0;5;15
13509503551;350950;1179861;3509502;35;3;Campinas;1080113;1061540;18573;Metrópole;794,571;1;260;274;138;249;20;02/05/2016;2;99;99;31.08.2018;8/31/2018;05/09/1964;54;4;2;1; ; ;1; ; ; ; ;1;1; ; ; ;1;5;9;0;2;1;0;3;10;0;0;5;15
13547802262;354780;484357;3547809;35;3;Santo André;676407;676407;0;Grande;175,782;2;257;274;138;249;20;06/03/2018;2; ; ;31.08.2018;8/31/2018;1/17/1984;34;2;2;1; ; ;1; ; ; ; ;1;1; ; ; ;4;21;6;0;3;0;0;1;9;9;0;13;31
13548503089;354850;829360;3548500;35;3;Santos;419400;419086;314;Grande;281,033;2;257;274;138;254;20;01/02/2017;1; ; ;31.08.2018;8/31/2018;1/15/1964;54;4;2;1; ; ;1; ; ; ; ;1;1; ; ; ;0;14;32;1;8;0;2;3;46;0;0;0;46
13548503089;354850;1385373;3548500;35;3;Santos;419400;419086;314;Grande;281,033;1;257;274;138;249;20;30/10/2016;3; ; ;31.08.2018;8/31/2018;11/17/1972;45;3;2;1; ; ;1; ; ; ; ;1;1; ; ; ;0;14;32;1;8;0;2;3;46;0;0;0;46
13548503089;354850;873897;3548500;35;3;Santos;419400;419086;314;Grande;281,033;1;258;274;138;249;20;12/11/2012;2; ; ;31.08.2018;8/31/2018;10/20/1979;38;2;2;1; ; ;1; ; ; ; ;1;1; ; ; ;0;14;32;1;8;0;2;3;46;0;0;0;46
13548903039;354890;237168;3548906;35;3;São Carlos;221950;213061;8889;Grande;1136,907;2;257;274;139;249;20;17/06/2013;2;3; ;31.08.2018;8/31/2018;02/01/1982;36;2;2;2; ; ;1; ; ; ; ;1; ;1; ; ;2;0;4;0;1;0;0;1;0;5;0;1;6
14113700129;411370;231417;4113700;41;4;Londrina;506701;493520;13181;Grande;1652,569;1;258;274;138;249;18;02/08/2004;2; ; ;31.08.2018;8/31/2018;2/21/1977;41;3;2;1; ; ;1; ; ; ; ;1;1; ; ; ;0;9;28;0;8;0;0;2;37;0;0;0;37
14113700129;411370;1059858;4113700;41;4;Londrina;506701;493520;13181;Grande;1652,569;1;258;274;138;249;18;01/03/2016;2; ; ;31.08.2018;8/31/2018;4/20/1988;30;2;2;1; ; ;1; ; ; ; ;1;1; ; ; ;0;9;28;0;8;0;0;2;37;0;0;0;37
15008097764;150080;1318750;1500800;15;1;Ananindeua;471980;470819;1161;Grande;190,451;2;258;274;266;249;18;08/05/2017;2; ; ;31.08.2018;8/31/2018;03/11/1991;27;1;2;4; ; ;1; ; ; ; ;1; ; ; ;1;1;6;7;1;2;0;0;2;0;0;3;11;14
15008097764;150080;1425515;1500800;15;1;Ananindeua;471980;470819;1161;Grande;190,451;2;257;274;266;249;18;12/04/2018;2; ; ;31.08.2018;8/31/2018;10/04/1989;28;1;2;4; ; ;1; ; ; ; ;1; ; ; ;1;1;6;7;1;2;0;0;2;0;0;3;11;14
15014097758;150140;1166319;1501402;15;1;Belém;1393399;1381475;11924;Metrópole;1059,458;1;258;274;292;21;20;12/06/2017;1; ; ;31.08.2018;8/31/2018;3/24/1987;31;2;2;3; ; ;1; ; ; ; ;1; ; ;1; ;0;3;13;1;2;0;2;1;13;0;2;1;16
15017098028;150170;936554;1501709;15;1;Bragança;113227;72621;40606;Grande;2091,93;1;257;274;266;249;20;02/01/2018;2;2;3;31.08.2018;8/31/2018;06/10/1989;29;1;2;4; ; ;1; ; ; ; ;1; ; ; ;1;0;6;3;1;1;0;0;1;3;0;0;6;9
15068097814;150680;1059020;1506807;15;1;Santarém;294580;215790;78790;Grande;17898,389;1;257;274;266;21;263;01/08/2017;1; ; ;31.08.2018;8/31/2018;1/17/1986;32;2;2;4; ; ;1; ; ; ; ;1; ; ; ;1;2;5;10;2;1;0;0;2;1;0;0;16;17
15068097814;150680;1012943;1506807;15;1;Santarém;294580;215790;78790;Grande;17898,389;1;257;274;266;249;18;16/06/2014;2; ; ;31.08.2018;8/31/2018;5/15/1985;33;2;2;4; ; ;1; ; ; ; ;1; ; ; ;1;2;5;10;2;1;0;0;2;1;0;0;16;17
21012098032;210120;485248;2101202;21;2;Bacabal;100014;77860;22154;Grande;1683,073;1;257;274;142;249;18;09/07/2018;2;2;3;31.08.2018;8/31/2018;07/06/1980;38;2;2;4; ; ;1; ; ; ; ;1; ; ; ;1;3;3;5;0;2;0;0;1;0;0;1;10;11
21030097868;210300;1259810;2103000;21;2;Caxias;155129;118534;36595;Grande;5196,769;1;257;274;266;249;18;02/01/2017;2;2;99;31.08.2018;8/31/2018;08/10/1992;26;1;2;4; ; ;1; ; ; ; ;1; ; ; ;1;3;4;7;0;3;0;1;1;0;0;1;13;14
21033098042;210330;1284583;2103307;21;2;Codó;118038;81045;36993;Grande;4361,344;1;257;274;266;249;20;20/02/2017;2;2;2;31.08.2018;8/31/2018;11/16/1989;28;1;2;4; ; ;1; ; ; ; ;1; ; ; ;1;1;6;3;0;2;0;0;1;0;0;1;9;10
21113096454;211130;359896;2111300;21;2;São Luís;1014837;958522;56315;Metrópole;834,827;1;257;274;266;249;18;03/09/2011;2; ; ;31.08.2018;8/31/2018;04/04/1978;40;2;2;4; ; ;1; ; ; ; ;1; ; ; ;1;2;28;8;2;5;0;0;1;3;0;5;30;38
21113096866;211130;330448;2111300;21;2;São Luís;1014837;958522;56315;Metrópole;834,827;1;258;274;138;249;18;26/06/2009;2; ; ;31.08.2018;8/31/2018;03/05/1984;34;2;2;1; ; ;1; ; ; ; ;1;1; ; ; ;3;8;8;2;4;0;0;2;2;0;6;11;19
21113096866;211130;364973;2111300;21;2;São Luís;1014837;958522;56315;Metrópole;834,827;1;257;274;292;249;20;07/01/2013;99; ; ;31.08.2018;8/31/2018;9/16/1987;30;2;2;3; ; ;1; ; ; ; ;1; ; ;1; ;3;8;8;2;4;0;0;2;2;0;6;11;19
21122097838;211220;481165;2112209;21;2;Timon;155460;135133;20327;Grande;1764,612;1;257;274;292;21;18;03/01/2017;1;2;3;31.08.2018;8/31/2018;04/08/1984;34;2;2;3; ; ;1; ; ; ; ;1; ; ;1; ;2;5;5;1;2;0;0;2;3;0;1;8;12
21122097838;211220;1427148;2112209;21;2;Timon;155460;135133;20327;Grande;1764,612;1;260;274;138;249;18;15/02/2018;2;1;99;31.08.2018;8/31/2018;08/02/1989;29;1;2;1; ; ;1; ; ; ; ;1;1; ; ; ;2;5;5;1;2;0;0;2;3;0;1;8;12
22077098060;220770;1444848;2207702;22;2;Parnaíba;145705;137485;8220;Grande;434,229;2;257;274;266;249;18;13/08/2018;2;2;2;31.08.2018;8/31/2018;3/13/1993;25;1;2;4; ; ;1; ; ; ; ;1; ; ; ;1;0;4;6;1;2;0;1;1;3;0;0;7;10
22110095894;221100;1413092;2211001;22;2;Teresina;814230;767557;46673;Grande;1391,981;1;257;274;138;249;272;04/05/2018;2; ; ;31.08.2018;8/31/2018;10/06/1991;26;1;2;1; ; ;1; ; ; ; ;1;1; ; ; ;0;29;12;0;5;0;0;2;6;0;0;35;41
22110095894;221100;484563;2211001;22;2;Teresina;814230;767557;46673;Grande;1391,981;1;257;274;138;249;18;01/08/2011;2; ; ;31.08.2018;8/31/2018;6/15/1968;50;3;2;1; ; ;1; ; ; ; ;1;1; ; ; ;0;29;12;0;5;0;0;2;6;0;0;35;41
23037096254;230370;1374147;2303709;23;2;Caucaia;325441;290220;35221;Grande;1228,506;1;257;274;266;249;18;21/06/2017;2;99;99;31.08.2018;8/31/2018;2/28/1994;24;1;2;4; ; ;1; ; ; ; ;1; ; ; ;1;2;4;5;1;4;0;0;1;3;0;0;8;11
23042098022;230420;1107175;2304202;23;2;Crato;121428;100916;20512;Grande;1176,467;2;257;274;266;249;20;03/04/2017;2;3; ;31.08.2018;8/31/2018;8/26/1981;37;2;2;4; ; ;1; ; ; ; ;1; ; ; ;1;0;0;4;0;0;0;1;1;1;0;1;2;4
23044095900;230440;791257;2304400;23;2;Fortaleza;2452185;2452185;0;Metrópole;314,93;1;257;274;266;249;20;01/08/2018;2;3;4;31.08.2018;8/31/2018;4/20/1986;32;2;2;4; ; ;1; ; ; ; ;1; ; ; ;1;0;12;14;1;5;0;2;1;0;0;1;25;26
23044097740;230440;1483185;2304400;23;2;Fortaleza;2452185;2452185;0;Metrópole;314,93;1;258;274;266;249;20;07/11/2018;2;2;99;31.08.2018;8/31/2018;05/03/1964;54;4;2;4; ; ;1; ; ; ; ;1; ; ; ;1;0;16;14;1;4;0;2;2;0;0;1;29;30
23044097740;230440;1211098;2304400;23;2;Fortaleza;2452185;2452185;0;Metrópole;314,93;1;257;274;266;249;20;01/08/2018;2;2;99;31.08.2018;8/31/2018;10/13/1977;40;2;2;4; ; ;1; ; ; ; ;1; ; ; ;1;0;16;14;1;4;0;2;2;0;0;1;29;30
23073097218;230730;686112;2307304;23;2;Juazeiro do;249939;240128;9811;Grande;248,832;1;257;274;138;249;20;20/12/2011;2;2;2;31.08.2018;8/31/2018;7/31/1985;33;2;2;1; ; ;1; ; ; ; ;1;1; ; ; ;0;4;10;0;5;0;1;2;1;1;1;11;14
23073097218;230730;1029504;2307304;23;2;Juazeiro do;249939;240128;9811;Grande;248,832;2;257;274;266;249;20;01/02/2017;2;2;2;31.08.2018;8/31/2018;12/30/1985;32;2;2;4; ; ;1; ; ; ; ;1; ; ; ;1;0;4;10;0;5;0;1;2;1;1;1;11;14
23076597224;230765;1339543;2307650;23;2;Maracanaú;209057;207623;1434;Grande;106,648;1;257;274;266;249;18;01/08/2017;2;2;2;31.08.2018;8/31/2018;9/26/1993;24;1;2;4; ; ;1; ; ; ; ;1; ; ; ;1;2;4;6;0;2;0;0;3;3;0;1;8;12
23076597224;230765;1484564;2307650;23;2;Maracanaú;209057;207623;1434;Grande;106,648;1;257;274;264;249;18;03/09/2018;2;3;2;31.08.2018;8/31/2018;10/03/1995;22;1;2;4; ; ;1; ; ; ; ;1; ; ; ;1;2;4;6;0;2;0;0;3;3;0;1;8;12
23076597224;230765;332262;2307650;23;2;Maracanaú;209057;207623;1434;Grande;106,648;1;257;274;138;21;20;11/09/2017;1;1;1;31.08.2018;8/31/2018;10/10/1971;46;3;2;1; ; ;1; ; ; ; ;1;1; ; ; ;2;4;6;0;2;0;0;3;3;0;1;8;12
23096098104;230960;1409852;2309607;23;2;Pacajus;61838;50675;11163;Médio;254,636;2;257;274;266;249;20;02/01/2018;99; ; ;31.08.2018;8/31/2018;8/25/1991;27;1;2;4; ; ;1; ; ; ; ;1; ; ; ;1;1;1;4;2;0;0;0;1;3;0;0;3;6
23129097932;231290;821563;2312908;23;2;Sobral;188233;166310;21923;Grande;2122,897;2;257;274;266;249;263;16/02/2018;2;2;2;31.08.2018;8/31/2018;05/08/1985;33;2;2;4; ; ;1; ; ; ; ;1; ; ; ;1;3;6;9;0;2;0;1;2;0;0;0;18;18
23129097932;231290;1449771;2312908;23;2;Sobral;188233;166310;21923;Grande;2122,897;1;258;274;266;249;20;16/04/2018;2;2;2;31.08.2018;8/31/2018;01/11/1993;25;1;2;4; ; ;1; ; ; ; ;1; ; ; ;1;3;6;9;0;2;0;1;2;0;0;0;18;18
24081096532;240810;1198952;2408102;24;2;Natal;803739;803739;0;Grande;167,264;1;257;274;138;249;18;01/08/2016;2; ; ;31.08.2018;8/31/2018;9/21/1988;29;1;2;1; ; ;1; ; ; ; ;1;1; ; ; ;2;9;20;3;6;0;2;3;22;0;2;7;31
24081096532;240810;1198917;2408102;24;2;Natal;803739;803739;0;Grande;167,264;2;257;274;138;249;18;22/07/2016;2; ; ;31.08.2018;8/31/2018;05/10/1989;29;1;2;1; ; ;1; ; ; ; ;1;1; ; ; ;2;9;20;3;6;0;2;3;22;0;2;7;31
