NU_IDENTIFICADOR;IBGE;q44_3;q44_9;q44_10;q44_11;q44_12;q44_13;q44_14;q44_15_1;q44_15_2;q44_15_3;IBGE7;UF;Regiao;Município;Pop_Total2010_MICRO;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;Q_incompleto;DataCenso;DataCenso_2022;Faixas_etarias;d44_9;d44_11;d44_9bin1;d44_9bin2;d44_9bin3;d44_10bin1;d44_10bin2;d44_10bin3;d44_10bin4;d44_10bin5;d44_11bin1;d44_11bin2;d44_11bin3;d44_11bin4;d44_9bin1_sum;d44_9bin2_sum;d44_9bin3_sum;d44_10bin1_sum;d44_10bin2_sum;d44_10bin3_sum;d44_10bin4_sum;d44_10bin5_sum;d44_11bin1_sum;d44_11bin2_sum;d44_11bin3_sum;d44_11bin4_sum;nu_trabalhadores;d44_15_1_1bin_Gestão;d44_15_1_1bin_PopRua;d44_15_1_1bin_Abordagem;d44_15_1_1bin_Cadastramento;d44_15_1_1bin_Outros;d44_15_2_1bin_Gestão;d44_15_2_1bin_PopRua;d44_15_2_1bin_Abordagem;d44_15_2_1bin_Cadastramento;d44_15_2_1bin_Outros;d44_15_3_1bin_Gestão;d44_15_3_1bin_PopRua;d44_15_3_1bin_Abordagem;d44_15_3_1bin_Cadastramento;d44_15_3_1bin_Outros;Gestao;PopRua;Abordagem;Cadastramento;Outros;d44_15_1_1bin_Gestão_sum;d44_15_1_1bin_PopRua_sum;d44_15_1_1bin_Abordagem_sum;d44_15_1_1bin_Cadastramento_sum;d44_15_1_1bin_Outros_sum;d44_15_2_1bin_Gestão_sum;d44_15_2_1bin_PopRua_sum;d44_15_2_1bin_Abordagem_sum;d44_15_2_1bin_Cadastramento_sum;d44_15_2_1bin_Outros_sum;d44_15_3_1bin_Gestão_sum;d44_15_3_1bin_PopRua_sum;d44_15_3_1bin_Abordagem_sum;d44_15_3_1bin_Cadastramento_sum;d44_15_3_1bin_Outros_sum;N_BREAK
12004097308;120040;1;257;273;293;249;20;13/05/2021;2;3;99;1200401;12;1;Rio Branco;418113;336038;308545;27493;Grande;8834,942; ;31.08.2022;8/31/2022; ;2;4; ; ;1; ;1; ; ; ; ; ; ;1;5;9;11;1;3;0;0;2;0;0;1;24;25; ;1; ; ; ; ; ;1; ; ; ; ; ; ;1; ;1;1; ;1;3;8;7;1;1;1;10;8; ; ;1;1;1; ;16;25
12004097308;120040;1;257;237;266;254;20;01/06/2022;4;1;2;1200401;12;1;Rio Branco;418113;336038;308545;27493;Grande;8834,942; ;31.08.2022;8/31/2022;2;2;4; ; ;1; ; ; ; ; ; ; ; ;1;5;9;11;1;3;0;0;2;0;0;1;24;25; ; ; ;1; ;1; ; ; ; ; ;1; ; ; ;1;1; ;1; ;3;8;7;1;1;1;10;8; ; ;1;1;1; ;16;25
12004097308;120040;1;252;239;293;252;20;27/09/2022; ; ; ;1200401;12;1;Rio Branco;418113;336038;308545;27493;Grande;8834,942; ;31.08.2022;8/31/2022;2;0;4;1; ; ; ; ; ; ; ; ; ; ;1;5;9;11;1;3;0;0;2;0;0;1;24;25; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;8;7;1;1;1;10;8; ; ;1;1;1; ;16;25
13025098092;130250;0;257;273;266;249;20;02/01/2021;1;2; ;1302504;13;1;Manacapuru;2039536;85141;60174;24967;Médio;7336,579; ;31.08.2022;8/31/2022;2;2;4; ; ;1; ;1; ; ; ; ; ; ;1;0;7;3;0;2;0;0;1;0;0;0;10;10;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1;1; ; ; ;2;3;2; ;3; ;3;1; ;1; ; ;1; ; ;10
13025098092;130250;0;255;238;266;251;20;02/01/2019;2;3; ;1302504;13;1;Manacapuru;2039536;85141;60174;24967;Médio;7336,579; ;31.08.2022;8/31/2022;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;0;7;3;0;2;0;0;1;0;0;0;10;10; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1;1; ; ;2;3;2; ;3; ;3;1; ;1; ; ;1; ; ;10
13025098092;130250;0;255;238;266;248;20;02/01/2021;3; ; ;1302504;13;1;Manacapuru;2039536;85141;60174;24967;Médio;7336,579; ;31.08.2022;8/31/2022;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;0;7;3;0;2;0;0;1;0;0;0;10;10; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;2;3;2; ;3; ;3;1; ;1; ; ;1; ; ;10
13025098092;130250;0;255;239;266;254;20;02/01/2021;99; ; ;1302504;13;1;Manacapuru;2039536;85141;60174;24967;Médio;7336,579; ;31.08.2022;8/31/2022;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;0;7;3;0;2;0;0;1;0;0;0;10;10; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;3;2; ;3; ;3;1; ;1; ; ;1; ; ;10
13025098092;130250;1;257;274;266;249;20;02/01/2019;2;99; ;1302504;13;1;Manacapuru;2039536;85141;60174;24967;Médio;7336,579; ;31.08.2022;8/31/2022;3;2;4; ; ;1; ; ; ; ;1; ; ; ;1;0;7;3;0;2;0;0;1;0;0;0;10;10; ;1; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ;1;2;3;2; ;3; ;3;1; ;1; ; ;1; ; ;10
13025098092;130250;0;255;239;266;248;20;02/01/2021;99; ; ;1302504;13;1;Manacapuru;2039536;85141;60174;24967;Médio;7336,579; ;31.08.2022;8/31/2022;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;0;7;3;0;2;0;0;1;0;0;0;10;10; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;3;2; ;3; ;3;1; ;1; ; ;1; ; ;10
13025098092;130250;0;257;273;264;21;20;02/01/2021;1;2;3;1302504;13;1;Manacapuru;2039536;85141;60174;24967;Médio;7336,579; ;31.08.2022;8/31/2022;3;2;4; ; ;1; ;1; ; ; ; ; ; ;1;0;7;3;0;2;0;0;1;0;0;0;10;10;1; ; ; ; ; ;1; ; ; ; ; ;1; ; ;1;1;1; ; ;2;3;2; ;3; ;3;1; ;1; ; ;1; ; ;10
13025098092;130250;0;255;239;266;252;20;02/01/2021;2; ; ;1302504;13;1;Manacapuru;2039536;85141;60174;24967;Médio;7336,579; ;31.08.2022;8/31/2022;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;0;7;3;0;2;0;0;1;0;0;0;10;10; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;2;3;2; ;3; ;3;1; ;1; ; ;1; ; ;10
13025098092;130250;1;255;238;266;248;20;02/01/2021;3;2; ;1302504;13;1;Manacapuru;2039536;85141;60174;24967;Médio;7336,579; ;31.08.2022;8/31/2022;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;0;7;3;0;2;0;0;1;0;0;0;10;10; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ;1;1; ; ;2;3;2; ;3; ;3;1; ;1; ; ;1; ; ;10
13026095800;130260;1;256;239;142;251;272;04/10/2022;1; ; ;1302603;13;1;Manaus;2039536;1802014;1792881;9133;Metrópole;11401,092; ;31.08.2022;8/31/2022;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;6;3;0;2;0;0;0;1;2;1;7;11;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;4;2; ; ;3; ; ; ; ; ; ; ; ; ; ;11
13026095800;130260;1;255;238;142;252;272;04/10/2021;99; ; ;1302603;13;1;Manaus;2039536;1802014;1792881;9133;Metrópole;11401,092; ;31.08.2022;8/31/2022;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;6;3;0;2;0;0;0;1;2;1;7;11; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4;2; ; ;3; ; ; ; ; ; ; ; ; ; ;11
13026095800;130260;0;252;239;142;252;272;23/03/2021; ; ; ;1302603;13;1;Manaus;2039536;1802014;1792881;9133;Metrópole;11401,092; ;31.08.2022;8/31/2022;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;2;6;3;0;2;0;0;0;1;2;1;7;11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;2; ; ;3; ; ; ; ; ; ; ; ; ; ;11
13026095800;130260;1;255;239;139;248;20;21/02/2022;2; ; ;1302603;13;1;Manaus;2039536;1802014;1792881;9133;Metrópole;11401,092; ;31.08.2022;8/31/2022;4;1;2; ;1; ; ; ; ; ; ; ;1; ; ;2;6;3;0;2;0;0;0;1;2;1;7;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;4;2; ; ;3; ; ; ; ; ; ; ; ; ; ;11
13026095800;130260;1;257;237;139;254;20;01/08/2018;99; ; ;1302603;13;1;Manaus;2039536;1802014;1792881;9133;Metrópole;11401,092; ;31.08.2022;8/31/2022;3;2;2; ; ;1; ; ; ; ; ; ;1; ; ;2;6;3;0;2;0;0;0;1;2;1;7;11; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4;2; ; ;3; ; ; ; ; ; ; ; ; ; ;11
13026095800;130260;1;257;273;292;21;20;07/04/2022;1; ; ;1302603;13;1;Manaus;2039536;1802014;1792881;9133;Metrópole;11401,092; ;31.08.2022;8/31/2022;3;2;3; ; ;1; ;1; ; ; ; ; ;1; ;2;6;3;0;2;0;0;0;1;2;1;7;11;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;4;2; ; ;3; ; ; ; ; ; ; ; ; ; ;11
13026095800;130260;0;256;239;142;251;272;16/07/2018;1; ; ;1302603;13;1;Manaus;2039536;1802014;1792881;9133;Metrópole;11401,092; ;31.08.2022;8/31/2022;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;6;3;0;2;0;0;0;1;2;1;7;11;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;4;2; ; ;3; ; ; ; ; ; ; ; ; ; ;11
13026095800;130260;0;258;273;138;249;272;16/03/2020;2; ; ;1302603;13;1;Manaus;2039536;1802014;1792881;9133;Metrópole;11401,092; ;31.08.2022;8/31/2022;3;2;1; ; ;1; ;1; ; ; ;1; ; ; ;2;6;3;0;2;0;0;0;1;2;1;7;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;4;2; ; ;3; ; ; ; ; ; ; ; ; ; ;11
13026095800;130260;1;252;239;142;252;272;22/06/2019; ; ; ;1302603;13;1;Manaus;2039536;1802014;1792881;9133;Metrópole;11401,092; ;31.08.2022;8/31/2022;5;0;4;1; ; ; ; ; ; ; ; ; ; ;1;2;6;3;0;2;0;0;0;1;2;1;7;11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;2; ; ;3; ; ; ; ; ; ; ; ; ; ;11
13026095800;130260;1;255;238;142;252;272;04/11/2019;99; ; ;1302603;13;1;Manaus;2039536;1802014;1792881;9133;Metrópole;11401,092; ;31.08.2022;8/31/2022;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;6;3;0;2;0;0;0;1;2;1;7;11; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4;2; ; ;3; ; ; ; ; ; ; ; ; ; ;11
13026095800;130260;1;255;238;142;251;272;10/10/2022;1; ; ;1302603;13;1;Manaus;2039536;1802014;1792881;9133;Metrópole;11401,092; ;31.08.2022;8/31/2022;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;6;3;0;2;0;0;0;1;2;1;7;11;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;4;2; ; ;3; ; ; ; ; ; ; ; ; ; ;11
13029098174;130290;1;255;238;142;252;20;05/09/2022;1;99; ;1302900;13;1;Maués;242680;52236;25832;26404;Médio;39991,067; ;31.08.2022;8/31/2022;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;1;3;0;1;0;0;0;0;0;3;2;5;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ;1;3; ;1; ; ; ; ; ; ;4; ; ; ; ; ;5
13029098174;130290;0;257;237;292;21;20;05/09/2022;1;99; ;1302900;13;1;Maués;242680;52236;25832;26404;Médio;39991,067; ;31.08.2022;8/31/2022;1;2;3; ; ;1; ; ; ; ; ; ; ;1; ;1;1;3;0;1;0;0;0;0;0;3;2;5;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ;1;3; ;1; ; ; ; ; ; ;4; ; ; ; ; ;5
13029098174;130290;1;253;239;142;251;20;05/09/2022; ; ; ;1302900;13;1;Maués;242680;52236;25832;26404;Médio;39991,067; ;31.08.2022;8/31/2022;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;1;1;3;0;1;0;0;0;0;0;3;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ;1; ; ; ; ; ; ;4; ; ; ; ; ;5
13029098174;130290;0;257;273;292;249;20;05/09/2019;3;99; ;1302900;13;1;Maués;242680;52236;25832;26404;Médio;39991,067; ;31.08.2022;8/31/2022;2;2;3; ; ;1; ;1; ; ; ; ; ;1; ;1;1;3;0;1;0;0;0;0;0;3;2;5; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ;1;3; ;1; ; ; ; ; ; ;4; ; ; ; ; ;5
13029098174;130290;0;257;237;292;248;20;05/09/2022;1;99; ;1302900;13;1;Maués;242680;52236;25832;26404;Médio;39991,067; ;31.08.2022;8/31/2022;2;2;3; ; ;1; ; ; ; ; ; ; ;1; ;1;1;3;0;1;0;0;0;0;0;3;2;5;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ;1;3; ;1; ; ; ; ; ; ;4; ; ; ; ; ;5
13205303522;320530;0;256;239;264;254;20;15/08/2022;2;99;2;3205309;32;3;Vitória;1565393;327801;327801;0;Grande;96,536; ;31.08.2022;8/31/2022;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;3;17;17;2;6;0;1;4;1;0;0;36;37; ;1; ; ; ; ; ; ; ;1; ;1; ; ; ; ;1; ; ;1;1;28; ; ;5; ;6; ;10;18; ;18; ; ;16;37
13205303522;320530;0;253;239;264;252;20;20/10/2014; ; ; ;3205309;32;3;Vitória;1565393;327801;327801;0;Grande;96,536; ;31.08.2022;8/31/2022;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;3;17;17;2;6;0;1;4;1;0;0;36;37; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;28; ; ;5; ;6; ;10;18; ;18; ; ;16;37
13205303522;320530;0;255;239;264;254;20;19/10/2020;2;99;2;3205309;32;3;Vitória;1565393;327801;327801;0;Grande;96,536; ;31.08.2022;8/31/2022;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;3;17;17;2;6;0;1;4;1;0;0;36;37; ;1; ; ; ; ; ; ; ;1; ;1; ; ; ; ;1; ; ;1;1;28; ; ;5; ;6; ;10;18; ;18; ; ;16;37
13205303522;320530;0;255;239;293;254;20;12/02/2016;2;99;2;3205309;32;3;Vitória;1565393;327801;327801;0;Grande;96,536; ;31.08.2022;8/31/2022;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;3;17;17;2;6;0;1;4;1;0;0;36;37; ;1; ; ; ; ; ; ; ;1; ;1; ; ; ; ;1; ; ;1;1;28; ; ;5; ;6; ;10;18; ;18; ; ;16;37
13205303522;320530;1;256;238;293;254;20;01/09/2022;99;2;99;3205309;32;3;Vitória;1565393;327801;327801;0;Grande;96,536; ;31.08.2022;8/31/2022;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;3;17;17;2;6;0;1;4;1;0;0;36;37; ; ; ; ;1; ;1; ; ; ; ; ; ; ;1; ;1; ; ;1;1;28; ; ;5; ;6; ;10;18; ;18; ; ;16;37
13205303522;320530;1;256;239;264;248;20;14/02/2022;2;99;2;3205309;32;3;Vitória;1565393;327801;327801;0;Grande;96,536; ;31.08.2022;8/31/2022;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;3;17;17;2;6;0;1;4;1;0;0;36;37; ;1; ; ; ; ; ; ; ;1; ;1; ; ; ; ;1; ; ;1;1;28; ; ;5; ;6; ;10;18; ;18; ; ;16;37
13205303522;320530;0;255;238;264;251;20;22/02/2017;2;99;2;3205309;32;3;Vitória;1565393;327801;327801;0;Grande;96,536; ;31.08.2022;8/31/2022;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;3;17;17;2;6;0;1;4;1;0;0;36;37; ;1; ; ; ; ; ; ; ;1; ;1; ; ; ; ;1; ; ;1;1;28; ; ;5; ;6; ;10;18; ;18; ; ;16;37
13205303522;320530;0;258;273;138;21;20;14/10/2022;1;2;99;3205309;32;3;Vitória;1565393;327801;327801;0;Grande;96,536; ;31.08.2022;8/31/2022;3;2;1; ; ;1; ;1; ; ; ;1; ; ; ;3;17;17;2;6;0;1;4;1;0;0;36;37;1; ; ; ; ; ;1; ; ; ; ; ; ; ;1;1;1; ; ;1;1;28; ; ;5; ;6; ;10;18; ;18; ; ;16;37
13205303522;320530;1;257;232;264;249;272;04/06/2018;2;99;2;3205309;32;3;Vitória;1565393;327801;327801;0;Grande;96,536; ;31.08.2022;8/31/2022;3;2;4; ; ;1; ; ; ;1; ; ; ; ;1;3;17;17;2;6;0;1;4;1;0;0;36;37; ;1; ; ; ; ; ; ; ;1; ;1; ; ; ; ;1; ; ;1;1;28; ; ;5; ;6; ;10;18; ;18; ; ;16;37
13205303522;320530;0;255;239;264;254;20;13/09/2020;2;99;2;3205309;32;3;Vitória;1565393;327801;327801;0;Grande;96,536; ;31.08.2022;8/31/2022;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;3;17;17;2;6;0;1;4;1;0;0;36;37; ;1; ; ; ; ; ; ; ;1; ;1; ; ; ; ;1; ; ;1;1;28; ; ;5; ;6; ;10;18; ;18; ; ;16;37
13205303522;320530;1;257;239;293;254;20;02/10/2019;99;2;99;3205309;32;3;Vitória;1565393;327801;327801;0;Grande;96,536; ;31.08.2022;8/31/2022;3;2;4; ; ;1; ; ; ; ; ; ; ; ;1;3;17;17;2;6;0;1;4;1;0;0;36;37; ; ; ; ;1; ;1; ; ; ; ; ; ; ;1; ;1; ; ;1;1;28; ; ;5; ;6; ;10;18; ;18; ; ;16;37
13205303522;320530;0;257;237;264;249;20;12/08/2022;2;99;2;3205309;32;3;Vitória;1565393;327801;327801;0;Grande;96,536; ;31.08.2022;8/31/2022;3;2;4; ; ;1; ; ; ; ; ; ; ; ;1;3;17;17;2;6;0;1;4;1;0;0;36;37; ;1; ; ; ; ; ; ; ;1; ;1; ; ; ; ;1; ; ;1;1;28; ; ;5; ;6; ;10;18; ;18; ; ;16;37
13205303522;320530;0;255;238;264;254;272;20/09/2022;2;99;2;3205309;32;3;Vitória;1565393;327801;327801;0;Grande;96,536; ;31.08.2022;8/31/2022;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;3;17;17;2;6;0;1;4;1;0;0;36;37; ;1; ; ; ; ; ; ; ;1; ;1; ; ; ; ;1; ; ;1;1;28; ; ;5; ;6; ;10;18; ;18; ; ;16;37
13205303522;320530;0;257;273;264;249;18;07/01/2022;2;4;99;3205309;32;3;Vitória;1565393;327801;327801;0;Grande;96,536; ;31.08.2022;8/31/2022;3;2;4; ; ;1; ;1; ; ; ; ; ; ;1;3;17;17;2;6;0;1;4;1;0;0;36;37; ;1; ; ; ; ; ; ;1; ; ; ; ; ;1; ;1; ;1;1;1;28; ; ;5; ;6; ;10;18; ;18; ; ;16;37
13205303522;320530;0;257;275;264;248;20;10/10/2017;2;99;2;3205309;32;3;Vitória;1565393;327801;327801;0;Grande;96,536; ;31.08.2022;8/31/2022;3;2;4; ; ;1;1; ; ; ; ; ; ; ;1;3;17;17;2;6;0;1;4;1;0;0;36;37; ;1; ; ; ; ; ; ; ;1; ;1; ; ; ; ;1; ; ;1;1;28; ; ;5; ;6; ;10;18; ;18; ; ;16;37
13205303522;320530;0;257;273;264;254;20;13/06/2022;2;4;99;3205309;32;3;Vitória;1565393;327801;327801;0;Grande;96,536; ;31.08.2022;8/31/2022;2;2;4; ; ;1; ;1; ; ; ; ; ; ;1;3;17;17;2;6;0;1;4;1;0;0;36;37; ;1; ; ; ; ; ; ;1; ; ; ; ; ;1; ;1; ;1;1;1;28; ; ;5; ;6; ;10;18; ;18; ; ;16;37
13205303522;320530;0;253;239;264;248;20;11/05/2016; ; ; ;3205309;32;3;Vitória;1565393;327801;327801;0;Grande;96,536; ;31.08.2022;8/31/2022;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;3;17;17;2;6;0;1;4;1;0;0;36;37; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;28; ; ;5; ;6; ;10;18; ;18; ; ;16;37
13205303522;320530;1;256;238;264;248;20;02/02/2018;2;99;2;3205309;32;3;Vitória;1565393;327801;327801;0;Grande;96,536; ;31.08.2022;8/31/2022;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;3;17;17;2;6;0;1;4;1;0;0;36;37; ;1; ; ; ; ; ; ; ;1; ;1; ; ; ; ;1; ; ;1;1;28; ; ;5; ;6; ;10;18; ;18; ; ;16;37
13205303522;320530;0;257;238;264;248;20;05/06/2021;2;99;2;3205309;32;3;Vitória;1565393;327801;327801;0;Grande;96,536; ;31.08.2022;8/31/2022;3;2;4; ; ;1; ; ; ; ; ; ; ; ;1;3;17;17;2;6;0;1;4;1;0;0;36;37; ;1; ; ; ; ; ; ; ;1; ;1; ; ; ; ;1; ; ;1;1;28; ; ;5; ;6; ;10;18; ;18; ; ;16;37
13205303522;320530;0;257;274;264;249;18;18/08/2022;2;4;99;3205309;32;3;Vitória;1565393;327801;327801;0;Grande;96,536; ;31.08.2022;8/31/2022;2;2;4; ; ;1; ; ; ; ;1; ; ; ;1;3;17;17;2;6;0;1;4;1;0;0;36;37; ;1; ; ; ; ; ; ;1; ; ; ; ; ;1; ;1; ;1;1;1;28; ; ;5; ;6; ;10;18; ;18; ; ;16;37
13205303522;320530;1;256;238;293;254;20;05/06/2018;99;2;99;3205309;32;3;Vitória;1565393;327801;327801;0;Grande;96,536; ;31.08.2022;8/31/2022;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;3;17;17;2;6;0;1;4;1;0;0;36;37; ; ; ; ;1; ;1; ; ; ; ; ; ; ;1; ;1; ; ;1;1;28; ; ;5; ;6; ;10;18; ;18; ; ;16;37
13205303522;320530;0;257;273;264;249;18;06/07/2022;2;4;99;3205309;32;3;Vitória;1565393;327801;327801;0;Grande;96,536; ;31.08.2022;8/31/2022;2;2;4; ; ;1; ;1; ; ; ; ; ; ;1;3;17;17;2;6;0;1;4;1;0;0;36;37; ;1; ; ; ; ; ; ;1; ; ; ; ; ;1; ;1; ;1;1;1;28; ; ;5; ;6; ;10;18; ;18; ; ;16;37
13205303522;320530;1;257;275;264;248;20;04/02/2016;2;4;99;3205309;32;3;Vitória;1565393;327801;327801;0;Grande;96,536; ;31.08.2022;8/31/2022;2;2;4; ; ;1;1; ; ; ; ; ; ; ;1;3;17;17;2;6;0;1;4;1;0;0;36;37; ;1; ; ; ; ; ; ;1; ; ; ; ; ;1; ;1; ;1;1;1;28; ; ;5; ;6; ;10;18; ;18; ; ;16;37
13205303522;320530;0;255;239;264;248;20;08/08/2019;2;99;2;3205309;32;3;Vitória;1565393;327801;327801;0;Grande;96,536; ;31.08.2022;8/31/2022;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;3;17;17;2;6;0;1;4;1;0;0;36;37; ;1; ; ; ; ; ; ; ;1; ;1; ; ; ; ;1; ; ;1;1;28; ; ;5; ;6; ;10;18; ;18; ; ;16;37
13205303522;320530;0;255;238;264;248;20;27/09/2017;2;99;2;3205309;32;3;Vitória;1565393;327801;327801;0;Grande;96,536; ;31.08.2022;8/31/2022;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;3;17;17;2;6;0;1;4;1;0;0;36;37; ;1; ; ; ; ; ; ; ;1; ;1; ; ; ; ;1; ; ;1;1;28; ; ;5; ;6; ;10;18; ;18; ; ;16;37
13205303522;320530;1;257;274;264;249;18;11/05/2022;2;4;99;3205309;32;3;Vitória;1565393;327801;327801;0;Grande;96,536; ;31.08.2022;8/31/2022;1;2;4; ; ;1; ; ; ; ;1; ; ; ;1;3;17;17;2;6;0;1;4;1;0;0;36;37; ;1; ; ; ; ; ; ;1; ; ; ; ; ;1; ;1; ;1;1;1;28; ; ;5; ;6; ;10;18; ;18; ; ;16;37
13205303522;320530;1;255;239;293;254;20;09/09/2022;99;2;99;3205309;32;3;Vitória;1565393;327801;327801;0;Grande;96,536; ;31.08.2022;8/31/2022;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;3;17;17;2;6;0;1;4;1;0;0;36;37; ; ; ; ;1; ;1; ; ; ; ; ; ; ;1; ;1; ; ;1;1;28; ; ;5; ;6; ;10;18; ;18; ; ;16;37
13205303522;320530;1;257;273;264;249;18;14/12/2019;2;4;99;3205309;32;3;Vitória;1565393;327801;327801;0;Grande;96,536; ;31.08.2022;8/31/2022;1;2;4; ; ;1; ;1; ; ; ; ; ; ;1;3;17;17;2;6;0;1;4;1;0;0;36;37; ;1; ; ; ; ; ; ;1; ; ; ; ; ;1; ;1; ;1;1;1;28; ; ;5; ;6; ;10;18; ;18; ; ;16;37
13205303522;320530;0;257;274;264;249;18;06/01/2020;2;4;99;3205309;32;3;Vitória;1565393;327801;327801;0;Grande;96,536; ;31.08.2022;8/31/2022;2;2;4; ; ;1; ; ; ; ;1; ; ; ;1;3;17;17;2;6;0;1;4;1;0;0;36;37; ;1; ; ; ; ; ; ;1; ; ; ; ; ;1; ;1; ;1;1;1;28; ; ;5; ;6; ;10;18; ;18; ; ;16;37
13205303522;320530;0;255;239;264;254;20;04/02/2016;2;99;2;3205309;32;3;Vitória;1565393;327801;327801;0;Grande;96,536; ;31.08.2022;8/31/2022;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;3;17;17;2;6;0;1;4;1;0;0;36;37; ;1; ; ; ; ; ; ; ;1; ;1; ; ; ; ;1; ; ;1;1;28; ; ;5; ;6; ;10;18; ;18; ; ;16;37
13205303522;320530;1;257;274;264;249;18;16/09/2022;2;4;99;3205309;32;3;Vitória;1565393;327801;327801;0;Grande;96,536; ;31.08.2022;8/31/2022;2;2;4; ; ;1; ; ; ; ;1; ; ; ;1;3;17;17;2;6;0;1;4;1;0;0;36;37; ;1; ; ; ; ; ; ;1; ; ; ; ; ;1; ;1; ;1;1;1;28; ; ;5; ;6; ;10;18; ;18; ; ;16;37
13205303522;320530;0;257;279;264;249;18;15/03/2021;2;99;2;3205309;32;3;Vitória;1565393;327801;327801;0;Grande;96,536; ;31.08.2022;8/31/2022;3;2;4; ; ;1; ; ; ; ; ; ; ; ;1;3;17;17;2;6;0;1;4;1;0;0;36;37; ;1; ; ; ; ; ; ; ;1; ;1; ; ; ; ;1; ; ;1;1;28; ; ;5; ;6; ;10;18; ;18; ; ;16;37
13205303522;320530;1;255;239;264;254;20;15/10/2020;99;2;99;3205309;32;3;Vitória;1565393;327801;327801;0;Grande;96,536; ;31.08.2022;8/31/2022;5;1;4; ;1; ; ; ; ; ; ; ; ; ;1;3;17;17;2;6;0;1;4;1;0;0;36;37; ; ; ; ;1; ;1; ; ; ; ; ; ; ;1; ;1; ; ;1;1;28; ; ;5; ;6; ;10;18; ;18; ; ;16;37
