IBGE;Estado_Municipio;NU_IDENTIFICADOR;q37_3;q37_9;q37_10;q37_11;q37_12;q37_13;IBGE7;UF;Regiao;Município;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;Q_incompleto;Estado;DataCenso;DataCenso_2020;d_30_2_Faixas_etarias;d37_9;d37_11;d37_9bin1;d37_9bin2;d37_9bin3;d37_10bin1;d37_10bin2;d37_10bin3;d37_10bin4;d37_10bin5;d37_11bin1;d37_11bin2;d37_11bin3;d37_11bin4;d37_9bin1_sum;d37_9bin2_sum;d37_9bin3_sum;d37_10bin1_sum;d37_10bin2_sum;d37_10bin3_sum;d37_10bin4_sum;d37_10bin5_sum;d37_11bin1_sum;d37_11bin2_sum;d37_11bin3_sum;d37_11bin4_sum;nu_familias_acolhedoras;filter_$
330455;2;3304553306272;0;257;237;265;388;19/06/2020;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177;0;0;31.08.2020;31/ago/20;1,00;2,00;4,00;;;1,00;;;;;;;;;1,00;4,00;1,00;4,00;;;;;1,00;;;;9,00;9;1
330455;2;3304553306272;0;257;274;291;388;15/10/2012;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177;0;0;31.08.2020;31/ago/20;4,00;2,00;4,00;;;1,00;;;;;1,00;;;;1,00;4,00;1,00;4,00;;;;;1,00;;;;9,00;9;1
330455;2;3304553306272;0;257;235;265;388;28/05/2019;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177;0;0;31.08.2020;31/ago/20;3,00;2,00;4,00;;;1,00;;;;;;;;;1,00;4,00;1,00;4,00;;;;;1,00;;;;9,00;9;1
330455;2;3304553306272;0;252;239;265;388;17/07/2018;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177;0;0;31.08.2020;31/ago/20;4,00;0,00;4,00;1,00;;;;;;;;;;;1,00;4,00;1,00;4,00;;;;;1,00;;;;9,00;9;1
330455;2;3304553306288;0;255;239;291;388;26/07/2018;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177;0;0;31.08.2020;31/ago/20;4,00;1,00;4,00;;1,00;;;;;;;;;;1,00;5,00;10,00;1,00;1,00;;;;;;;;16,00;16;1
330455;2;3304553306288;0;253;239;291;388;22/09/2015;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177;0;0;31.08.2020;31/ago/20;4,00;0,00;4,00;1,00;;;;;;;;;;;1,00;5,00;10,00;1,00;1,00;;;;;;;;16,00;16;1
330455;2;3304553306288;0;254;239;265;388;18/11/2020;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177;0;0;31.08.2020;31/ago/20;3,00;0,00;4,00;1,00;;;;;;;;;;;1,00;5,00;10,00;1,00;1,00;;;;;;;;16,00;16;1
330455;2;3304553306288;0;253;239;265;388;01/06/2019;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177;0;0;31.08.2020;31/ago/20;3,00;0,00;4,00;1,00;;;;;;;;;;;1,00;5,00;10,00;1,00;1,00;;;;;;;;16,00;16;1
330455;2;3304553306288;0;255;239;265;388;08/02/2017;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177;0;0;31.08.2020;31/ago/20;2,00;1,00;4,00;;1,00;;;;;;;;;;1,00;5,00;10,00;1,00;1,00;;;;;;;;16,00;16;1
330455;2;3304553306288;0;257;275;265;388;18/11/2019;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177;0;0;31.08.2020;31/ago/20;3,00;2,00;4,00;;;1,00;1,00;;;;;;;;1,00;5,00;10,00;1,00;1,00;;;;;;;;16,00;16;1
330455;2;3304553306288;0;255;239;291;388;16/08/2016;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177;0;0;31.08.2020;31/ago/20;3,00;1,00;4,00;;1,00;;;;;;;;;;1,00;5,00;10,00;1,00;1,00;;;;;;;;16,00;16;1
330455;2;3304553306288;0;255;239;265;388;22/04/2020;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177;0;0;31.08.2020;31/ago/20;3,00;1,00;4,00;;1,00;;;;;;;;;;1,00;5,00;10,00;1,00;1,00;;;;;;;;16,00;16;1
330455;2;3304553306288;0;255;239;291;388;17/08/2015;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177;0;0;31.08.2020;31/ago/20;2,00;1,00;4,00;;1,00;;;;;;;;;;1,00;5,00;10,00;1,00;1,00;;;;;;;;16,00;16;1
330455;2;3304553306288;0;255;239;265;388;05/01/2020;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177;0;0;31.08.2020;31/ago/20;2,00;1,00;4,00;;1,00;;;;;;;;;;1,00;5,00;10,00;1,00;1,00;;;;;;;;16,00;16;1
330455;2;3304553306288;0;255;239;265;388;16/09/2019;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177;0;0;31.08.2020;31/ago/20;2,00;1,00;4,00;;1,00;;;;;;;;;;1,00;5,00;10,00;1,00;1,00;;;;;;;;16,00;16;1
330455;2;3304553306288;0;255;239;265;388;15/06/2020;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177;0;0;31.08.2020;31/ago/20;2,00;1,00;4,00;;1,00;;;;;;;;;;1,00;5,00;10,00;1,00;1,00;;;;;;;;16,00;16;1
330455;2;3304553306288;0;255;239;291;388;30/06/2010;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177;0;0;31.08.2020;31/ago/20;4,00;1,00;4,00;;1,00;;;;;;;;;;1,00;5,00;10,00;1,00;1,00;;;;;;;;16,00;16;1
330455;2;3304553306288;0;255;239;265;388;01/06/2019;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177;0;0;31.08.2020;31/ago/20;4,00;1,00;4,00;;1,00;;;;;;;;;;1,00;5,00;10,00;1,00;1,00;;;;;;;;16,00;16;1
330455;2;3304553306288;0;253;239;291;388;01/07/2016;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177;0;0;31.08.2020;31/ago/20;4,00;0,00;4,00;1,00;;;;;;;;;;;1,00;5,00;10,00;1,00;1,00;;;;;;;;16,00;16;1
330455;2;3304553307013;0;255;239;265;388;12/02/2012;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177;0;0;31.08.2020;31/ago/20;4,00;1,00;4,00;;1,00;;;;;;;;;;1,00;;1,00;2,00;;;;;;;;;3,00;3;1
330455;2;3304553307013;0;261;237;291;388;26/08/2019;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177;0;0;31.08.2020;31/ago/20;3,00;2,00;4,00;;;1,00;;;;;;;;;1,00;;1,00;2,00;;;;;;;;;3,00;3;1
330455;2;3304553307013;0;258;237;291;388;21/08/2019;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177;0;0;31.08.2020;31/ago/20;4,00;2,00;4,00;;;1,00;;;;;;;;;1,00;;1,00;2,00;;;;;;;;;3,00;3;1
330455;2;3304553310057;0;253;239;291;388;20/09/2016;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177;0;0;31.08.2020;31/ago/20;4,00;0,00;4,00;1,00;;;;;;;;;;;1,00;4,00;4,00;1,00;;;;;;;;;9,00;9;1
330455;2;3304553310057;0;253;239;291;388;01/11/2016;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177;0;0;31.08.2020;31/ago/20;3,00;0,00;4,00;1,00;;;;;;;;;;;1,00;4,00;4,00;1,00;;;;;;;;;9,00;9;1
330455;2;3304553310057;0;255;238;291;388;26/08/2019;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177;0;0;31.08.2020;31/ago/20;2,00;1,00;4,00;;1,00;;;;;;;;;;1,00;4,00;4,00;1,00;;;;;;;;;9,00;9;1
330455;2;3304553310057;1;256;237;291;388;12/05/2020;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177;0;0;31.08.2020;31/ago/20;2,00;1,00;4,00;;1,00;;;;;;;;;;1,00;4,00;4,00;1,00;;;;;;;;;9,00;9;1
330455;2;3304553310057;1;257;237;291;388;18/12/2019;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177;0;0;31.08.2020;31/ago/20;5,00;2,00;4,00;;;1,00;;;;;;;;;1,00;4,00;4,00;1,00;;;;;;;;;9,00;9;1
330455;2;3304553310057;0;253;239;291;388;05/10/2016;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177;0;0;31.08.2020;31/ago/20;5,00;0,00;4,00;1,00;;;;;;;;;;;1,00;4,00;4,00;1,00;;;;;;;;;9,00;9;1
330455;2;3304553310057;0;255;239;291;388;29/08/2016;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177;0;0;31.08.2020;31/ago/20;5,00;1,00;4,00;;1,00;;;;;;;;;;1,00;4,00;4,00;1,00;;;;;;;;;9,00;9;1
330455;2;3304553310057;0;255;239;291;388;29/08/2016;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177;0;0;31.08.2020;31/ago/20;5,00;1,00;4,00;;1,00;;;;;;;;;;1,00;4,00;4,00;1,00;;;;;;;;;9,00;9;1
330455;2;3304553310057;0;253;239;291;388;19/01/2015;3304557;33;3;Rio de Janeiro;6320446;6320446;0;Metrópole;1200,177;0;0;31.08.2020;31/ago/20;4,00;0,00;4,00;1,00;;;;;;;;;;;1,00;4,00;4,00;1,00;;;;;;;;;9,00;9;1
330490;2;3304903306228;0;255;239;265;388;31/12/2000;3304904;33;3;São Gonçalo;999728;998999;729;Metrópole;248,319;0;0;31.08.2020;31/ago/20;3,00;1,00;4,00;;1,00;;;;;;;;;;1,00;2,00;8,00;4,00;;;;;;;;;14,00;14;1
330490;2;3304903306228;0;255;239;265;388;31/12/2000;3304904;33;3;São Gonçalo;999728;998999;729;Metrópole;248,319;0;0;31.08.2020;31/ago/20;5,00;1,00;4,00;;1,00;;;;;;;;;;1,00;2,00;8,00;4,00;;;;;;;;;14,00;14;1
330490;2;3304903306228;0;257;237;265;388;25/09/2018;3304904;33;3;São Gonçalo;999728;998999;729;Metrópole;248,319;0;0;31.08.2020;31/ago/20;2,00;2,00;4,00;;;1,00;;;;;;;;;1,00;2,00;8,00;4,00;;;;;;;;;14,00;14;1
330490;2;3304903306228;0;257;237;265;388;31/12/2000;3304904;33;3;São Gonçalo;999728;998999;729;Metrópole;248,319;0;0;31.08.2020;31/ago/20;2,00;2,00;4,00;;;1,00;;;;;;;;;1,00;2,00;8,00;4,00;;;;;;;;;14,00;14;1
330490;2;3304903306228;0;257;237;265;388;15/05/2018;3304904;33;3;São Gonçalo;999728;998999;729;Metrópole;248,319;0;0;31.08.2020;31/ago/20;2,00;2,00;4,00;;;1,00;;;;;;;;;1,00;2,00;8,00;4,00;;;;;;;;;14,00;14;1
330490;2;3304903306228;0;255;239;265;388;31/12/2000;3304904;33;3;São Gonçalo;999728;998999;729;Metrópole;248,319;0;0;31.08.2020;31/ago/20;3,00;1,00;4,00;;1,00;;;;;;;;;;1,00;2,00;8,00;4,00;;;;;;;;;14,00;14;1
330490;2;3304903306228;0;255;238;265;388;23/08/2019;3304904;33;3;São Gonçalo;999728;998999;729;Metrópole;248,319;0;0;31.08.2020;31/ago/20;2,00;1,00;4,00;;1,00;;;;;;;;;;1,00;2,00;8,00;4,00;;;;;;;;;14,00;14;1
330490;2;3304903306228;0;255;238;265;388;25/09/2018;3304904;33;3;São Gonçalo;999728;998999;729;Metrópole;248,319;0;0;31.08.2020;31/ago/20;1,00;1,00;4,00;;1,00;;;;;;;;;;1,00;2,00;8,00;4,00;;;;;;;;;14,00;14;1
330490;2;3304903306228;0;251;239;265;388;14/11/2018;3304904;33;3;São Gonçalo;999728;998999;729;Metrópole;248,319;0;0;31.08.2020;31/ago/20;1,00;0,00;4,00;1,00;;;;;;;;;;;1,00;2,00;8,00;4,00;;;;;;;;;14,00;14;1
330490;2;3304903306228;0;255;239;265;388;31/12/2000;3304904;33;3;São Gonçalo;999728;998999;729;Metrópole;248,319;0;0;31.08.2020;31/ago/20;1,00;1,00;4,00;;1,00;;;;;;;;;;1,00;2,00;8,00;4,00;;;;;;;;;14,00;14;1
330490;2;3304903306228;0;255;239;265;388;31/12/2000;3304904;33;3;São Gonçalo;999728;998999;729;Metrópole;248,319;0;0;31.08.2020;31/ago/20;1,00;1,00;4,00;;1,00;;;;;;;;;;1,00;2,00;8,00;4,00;;;;;;;;;14,00;14;1
330490;2;3304903306228;0;253;239;265;388;31/12/2000;3304904;33;3;São Gonçalo;999728;998999;729;Metrópole;248,319;0;0;31.08.2020;31/ago/20;3,00;0,00;4,00;1,00;;;;;;;;;;;1,00;2,00;8,00;4,00;;;;;;;;;14,00;14;1
330490;2;3304903306228;0;257;235;265;388;31/12/2000;3304904;33;3;São Gonçalo;999728;998999;729;Metrópole;248,319;0;0;31.08.2020;31/ago/20;4,00;2,00;4,00;;;1,00;;;;;;;;;1,00;2,00;8,00;4,00;;;;;;;;;14,00;14;1
330490;2;3304903306228;0;255;238;265;388;30/09/2013;3304904;33;3;São Gonçalo;999728;998999;729;Metrópole;248,319;0;0;31.08.2020;31/ago/20;4,00;1,00;4,00;;1,00;;;;;;;;;;1,00;2,00;8,00;4,00;;;;;;;;;14,00;14;1
330630;2;3306303306959;0;257;237;291;388;17/06/2020;3306305;33;3;Volta Redonda;257803;257686;117;Grande;182,105;0;0;31.08.2020;31/ago/20;4,00;2,00;4,00;;;1,00;;;;;;;;;1,00;;2,00;3,00;;;;;;;;;5,00;5;1
330630;2;3306303306959;0;256;239;264;388;17/06/2020;3306305;33;3;Volta Redonda;257803;257686;117;Grande;182,105;0;0;31.08.2020;31/ago/20;3,00;1,00;4,00;;1,00;;;;;;;;;;1,00;;2,00;3,00;;;;;;;;;5,00;5;1
330630;2;3306303306959;0;257;237;291;388;18/11/2019;3306305;33;3;Volta Redonda;257803;257686;117;Grande;182,105;0;0;31.08.2020;31/ago/20;3,00;2,00;4,00;;;1,00;;;;;;;;;1,00;;2,00;3,00;;;;;;;;;5,00;5;1
330630;2;3306303306959;0;257;237;264;388;17/06/2020;3306305;33;3;Volta Redonda;257803;257686;117;Grande;182,105;0;0;31.08.2020;31/ago/20;2,00;2,00;4,00;;;1,00;;;;;;;;;1,00;;2,00;3,00;;;;;;;;;5,00;5;1
330630;2;3306303306959;0;255;419;291;388;18/11/2019;3306305;33;3;Volta Redonda;257803;257686;117;Grande;182,105;0;0;31.08.2020;31/ago/20;2,00;1,00;4,00;;1,00;;;;;;;;;;1,00;;2,00;3,00;;;;;;;;;5,00;5;1
350130;2;3501303311891;0;255;239;142;388;21/08/2020;3501301;35;3;Álvares Machado;23513;21183;2330;Pequeno II;347,647;0;0;31.08.2020;31/ago/20;3,00;1,00;4,00;;1,00;;;;;;;;;;1,00;;1,00;;;;;;;;;;1,00;1;1
350480;2;3504803309478;0;257;239;291;388;17/10/2016;3504800;35;3;Bálsamo;8160;7474;686;Pequeno I;149,881;0;0;31.08.2020;31/ago/20;3,00;2,00;4,00;;;1,00;;;;;;;;;1,00;;1,00;1,00;;;;;;;;;2,00;2;1
350480;2;3504803309478;0;255;239;265;388;17/10/2016;3504800;35;3;Bálsamo;8160;7474;686;Pequeno I;149,881;0;0;31.08.2020;31/ago/20;2,00;1,00;4,00;;1,00;;;;;;;;;;1,00;;1,00;1,00;;;;;;;;;2,00;2;1
350600;2;3506003306051;0;253;239;291;388;07/06/2015;3506003;35;3;Bauru;343937;338184;5753;Grande;667,684;0;0;31.08.2020;31/ago/20;5,00;0,00;4,00;1,00;;;;;;;;;;;1,00;16,00;2,00;1,00;;;;1,00;;;;;19,00;19;1
350600;2;3506003306051;0;253;239;291;388;04/04/2017;3506003;35;3;Bauru;343937;338184;5753;Grande;667,684;0;0;31.08.2020;31/ago/20;2,00;0,00;4,00;1,00;;;;;;;;;;;1,00;16,00;2,00;1,00;;;;1,00;;;;;19,00;19;1
350600;2;3506003306051;1;253;239;291;388;23/01/2015;3506003;35;3;Bauru;343937;338184;5753;Grande;667,684;0;0;31.08.2020;31/ago/20;4,00;0,00;4,00;1,00;;;;;;;;;;;1,00;16,00;2,00;1,00;;;;1,00;;;;;19,00;19;1
350600;2;3506003306051;0;253;238;291;388;16/06/2015;3506003;35;3;Bauru;343937;338184;5753;Grande;667,684;0;0;31.08.2020;31/ago/20;5,00;0,00;4,00;1,00;;;;;;;;;;;1,00;16,00;2,00;1,00;;;;1,00;;;;;19,00;19;1
350600;2;3506003306051;0;253;239;291;388;07/05/2015;3506003;35;3;Bauru;343937;338184;5753;Grande;667,684;0;0;31.08.2020;31/ago/20;4,00;0,00;4,00;1,00;;;;;;;;;;;1,00;16,00;2,00;1,00;;;;1,00;;;;;19,00;19;1
350600;2;3506003306051;0;253;239;362;388;15/06/2018;3506003;35;3;Bauru;343937;338184;5753;Grande;667,684;0;0;31.08.2020;31/ago/20;4,00;0,00;4,00;1,00;;;;;;;;;;;1,00;16,00;2,00;1,00;;;;1,00;;;;;19,00;19;1
350600;2;3506003306051;0;253;239;291;388;04/08/2011;3506003;35;3;Bauru;343937;338184;5753;Grande;667,684;0;0;31.08.2020;31/ago/20;4,00;0,00;4,00;1,00;;;;;;;;;;;1,00;16,00;2,00;1,00;;;;1,00;;;;;19,00;19;1
350600;2;3506003306051;0;255;238;362;388;14/08/2019;3506003;35;3;Bauru;343937;338184;5753;Grande;667,684;0;0;31.08.2020;31/ago/20;4,00;1,00;4,00;;1,00;;;;;;;;;;1,00;16,00;2,00;1,00;;;;1,00;;;;;19,00;19;1
350600;2;3506003306051;0;253;239;291;388;10/05/2016;3506003;35;3;Bauru;343937;338184;5753;Grande;667,684;0;0;31.08.2020;31/ago/20;3,00;0,00;4,00;1,00;;;;;;;;;;;1,00;16,00;2,00;1,00;;;;1,00;;;;;19,00;19;1
350600;2;3506003306051;0;253;239;291;388;04/04/2017;3506003;35;3;Bauru;343937;338184;5753;Grande;667,684;0;0;31.08.2020;31/ago/20;4,00;0,00;4,00;1,00;;;;;;;;;;;1,00;16,00;2,00;1,00;;;;1,00;;;;;19,00;19;1
350600;2;3506003306051;0;253;281;291;388;04/04/2017;3506003;35;3;Bauru;343937;338184;5753;Grande;667,684;0;0;31.08.2020;31/ago/20;3,00;0,00;4,00;1,00;;;;;;;;;;;1,00;16,00;2,00;1,00;;;;1,00;;;;;19,00;19;1
350600;2;3506003306051;0;257;232;362;388;14/08/2019;3506003;35;3;Bauru;343937;338184;5753;Grande;667,684;0;0;31.08.2020;31/ago/20;2,00;2,00;4,00;;;1,00;;;;1,00;;;;;1,00;16,00;2,00;1,00;;;;1,00;;;;;19,00;19;1
350600;2;3506003306051;0;255;238;291;388;01/04/2013;3506003;35;3;Bauru;343937;338184;5753;Grande;667,684;0;0;31.08.2020;31/ago/20;4,00;1,00;4,00;;1,00;;;;;;;;;;1,00;16,00;2,00;1,00;;;;1,00;;;;;19,00;19;1
350600;2;3506003306051;0;253;239;291;388;26/04/2016;3506003;35;3;Bauru;343937;338184;5753;Grande;667,684;0;0;31.08.2020;31/ago/20;3,00;0,00;4,00;1,00;;;;;;;;;;;1,00;16,00;2,00;1,00;;;;1,00;;;;;19,00;19;1
350600;2;3506003306051;0;253;239;291;388;04/04/2017;3506003;35;3;Bauru;343937;338184;5753;Grande;667,684;0;0;31.08.2020;31/ago/20;2,00;0,00;4,00;1,00;;;;;;;;;;;1,00;16,00;2,00;1,00;;;;1,00;;;;;19,00;19;1
350600;2;3506003306051;0;253;239;291;388;15/11/2015;3506003;35;3;Bauru;343937;338184;5753;Grande;667,684;0;0;31.08.2020;31/ago/20;4,00;0,00;4,00;1,00;;;;;;;;;;;1,00;16,00;2,00;1,00;;;;1,00;;;;;19,00;19;1
350600;2;3506003306051;0;253;239;291;388;06/06/2015;3506003;35;3;Bauru;343937;338184;5753;Grande;667,684;0;0;31.08.2020;31/ago/20;2,00;0,00;4,00;1,00;;;;;;;;;;;1,00;16,00;2,00;1,00;;;;1,00;;;;;19,00;19;1
350600;2;3506003306051;0;253;238;291;388;04/04/2017;3506003;35;3;Bauru;343937;338184;5753;Grande;667,684;0;0;31.08.2020;31/ago/20;2,00;0,00;4,00;1,00;;;;;;;;;;;1,00;16,00;2,00;1,00;;;;1,00;;;;;19,00;19;1
350600;2;3506003306051;0;253;239;291;388;04/04/2017;3506003;35;3;Bauru;343937;338184;5753;Grande;667,684;0;0;31.08.2020;31/ago/20;5,00;0,00;4,00;1,00;;;;;;;;;;;1,00;16,00;2,00;1,00;;;;1,00;;;;;19,00;19;1
350600;2;3506003307781;0;252;239;291;388;05/06/2019;3506003;35;3;Bauru;343937;338184;5753;Grande;667,684;0;0;31.08.2020;31/ago/20;4,00;0,00;4,00;1,00;;;;;;;;;;;1,00;12,00;5,00;2,00;1,00;;;;;;;;19,00;19;1
350600;2;3506003307781;0;253;239;291;388;05/06/2019;3506003;35;3;Bauru;343937;338184;5753;Grande;667,684;0;0;31.08.2020;31/ago/20;4,00;0,00;4,00;1,00;;;;;;;;;;;1,00;12,00;5,00;2,00;1,00;;;;;;;;19,00;19;1
350600;2;3506003307781;0;254;239;291;388;30/05/2017;3506003;35;3;Bauru;343937;338184;5753;Grande;667,684;0;0;31.08.2020;31/ago/20;4,00;0,00;4,00;1,00;;;;;;;;;;;1,00;12,00;5,00;2,00;1,00;;;;;;;;19,00;19;1
350600;2;3506003307781;0;252;239;291;388;05/06/2019;3506003;35;3;Bauru;343937;338184;5753;Grande;667,684;0;0;31.08.2020;31/ago/20;4,00;0,00;4,00;1,00;;;;;;;;;;;1,00;12,00;5,00;2,00;1,00;;;;;;;;19,00;19;1
350600;2;3506003307781;0;255;239;291;388;30/05/2017;3506003;35;3;Bauru;343937;338184;5753;Grande;667,684;0;0;31.08.2020;31/ago/20;3,00;1,00;4,00;;1,00;;;;;;;;;;1,00;12,00;5,00;2,00;1,00;;;;;;;;19,00;19;1
350600;2;3506003307781;0;257;237;291;388;30/05/2017;3506003;35;3;Bauru;343937;338184;5753;Grande;667,684;0;0;31.08.2020;31/ago/20;4,00;2,00;4,00;;;1,00;;;;;;;;;1,00;12,00;5,00;2,00;1,00;;;;;;;;19,00;19;1
350600;2;3506003307781;0;252;239;291;388;05/06/2019;3506003;35;3;Bauru;343937;338184;5753;Grande;667,684;0;0;31.08.2020;31/ago/20;3,00;0,00;4,00;1,00;;;;;;;;;;;1,00;12,00;5,00;2,00;1,00;;;;;;;;19,00;19;1
350600;2;3506003307781;0;255;239;291;388;30/05/2017;3506003;35;3;Bauru;343937;338184;5753;Grande;667,684;0;0;31.08.2020;31/ago/20;3,00;1,00;4,00;;1,00;;;;;;;;;;1,00;12,00;5,00;2,00;1,00;;;;;;;;19,00;19;1
350600;2;3506003307781;0;255;238;291;388;19/09/2018;3506003;35;3;Bauru;343937;338184;5753;Grande;667,684;0;0;31.08.2020;31/ago/20;3,00;1,00;4,00;;1,00;;;;;;;;;;1,00;12,00;5,00;2,00;1,00;;;;;;;;19,00;19;1
350600;2;3506003307781;0;252;239;291;388;30/05/2017;3506003;35;3;Bauru;343937;338184;5753;Grande;667,684;0;0;31.08.2020;31/ago/20;4,00;0,00;4,00;1,00;;;;;;;;;;;1,00;12,00;5,00;2,00;1,00;;;;;;;;19,00;19;1
350600;2;3506003307781;0;252;239;291;388;06/09/2017;3506003;35;3;Bauru;343937;338184;5753;Grande;667,684;0;0;31.08.2020;31/ago/20;4,00;0,00;4,00;1,00;;;;;;;;;;;1,00;12,00;5,00;2,00;1,00;;;;;;;;19,00;19;1
350600;2;3506003307781;0;255;238;291;388;01/10/2017;3506003;35;3;Bauru;343937;338184;5753;Grande;667,684;0;0;31.08.2020;31/ago/20;2,00;1,00;4,00;;1,00;;;;;;;;;;1,00;12,00;5,00;2,00;1,00;;;;;;;;19,00;19;1
350600;2;3506003307781;0;253;239;291;388;30/05/2017;3506003;35;3;Bauru;343937;338184;5753;Grande;667,684;0;0;31.08.2020;31/ago/20;3,00;0,00;4,00;1,00;;;;;;;;;;;1,00;12,00;5,00;2,00;1,00;;;;;;;;19,00;19;1
350600;2;3506003307781;0;252;239;291;388;19/09/2018;3506003;35;3;Bauru;343937;338184;5753;Grande;667,684;0;0;31.08.2020;31/ago/20;5,00;0,00;4,00;1,00;;;;;;;;;;;1,00;12,00;5,00;2,00;1,00;;;;;;;;19,00;19;1
350600;2;3506003307781;0;253;239;291;388;01/09/2017;3506003;35;3;Bauru;343937;338184;5753;Grande;667,684;0;0;31.08.2020;31/ago/20;3,00;0,00;4,00;1,00;;;;;;;;;;;1,00;12,00;5,00;2,00;1,00;;;;;;;;19,00;19;1
350600;2;3506003307781;0;252;239;291;388;05/06/2019;3506003;35;3;Bauru;343937;338184;5753;Grande;667,684;0;0;31.08.2020;31/ago/20;3,00;0,00;4,00;1,00;;;;;;;;;;;1,00;12,00;5,00;2,00;1,00;;;;;;;;19,00;19;1
350600;2;3506003307781;0;255;238;291;388;25/07/2017;3506003;35;3;Bauru;343937;338184;5753;Grande;667,684;0;0;31.08.2020;31/ago/20;2,00;1,00;4,00;;1,00;;;;;;;;;;1,00;12,00;5,00;2,00;1,00;;;;;;;;19,00;19;1
350600;2;3506003307781;0;252;239;291;388;05/06/2019;3506003;35;3;Bauru;343937;338184;5753;Grande;667,684;0;0;31.08.2020;31/ago/20;3,00;0,00;4,00;1,00;;;;;;;;;;;1,00;12,00;5,00;2,00;1,00;;;;;;;;19,00;19;1
350600;2;3506003307781;0;257;275;291;388;30/05/2017;3506003;35;3;Bauru;343937;338184;5753;Grande;667,684;0;0;31.08.2020;31/ago/20;1,00;2,00;4,00;;;1,00;1,00;;;;;;;;1,00;12,00;5,00;2,00;1,00;;;;;;;;19,00;19;1
350950;2;3509503302216;0;252;239;291;388;19/07/2017;3509502;35;3;Campinas;1080113;1061540;18573;Metrópole;794,571;0;0;31.08.2020;31/ago/20;5,00;0,00;4,00;1,00;;;;;;;;;;;1,00;5,00;8,00;9,00;;;;;1,00;;;;22,00;22;1
350950;2;3509503302216;0;252;239;291;388;25/03/2013;3509502;35;3;Campinas;1080113;1061540;18573;Metrópole;794,571;0;0;31.08.2020;31/ago/20;4,00;0,00;4,00;1,00;;;;;;;;;;;1,00;5,00;8,00;9,00;;;;;1,00;;;;22,00;22;1
350950;2;3509503302216;1;255;238;291;388;15/10/2013;3509502;35;3;Campinas;1080113;1061540;18573;Metrópole;794,571;0;0;31.08.2020;31/ago/20;4,00;1,00;4,00;;1,00;;;;;;;;;;1,00;5,00;8,00;9,00;;;;;1,00;;;;22,00;22;1
350950;2;3509503302216;1;255;238;291;388;18/04/2017;3509502;35;3;Campinas;1080113;1061540;18573;Metrópole;794,571;0;0;31.08.2020;31/ago/20;2,00;1,00;4,00;;1,00;;;;;;;;;;1,00;5,00;8,00;9,00;;;;;1,00;;;;22,00;22;1
350950;2;3509503302216;1;257;237;291;388;26/10/2015;3509502;35;3;Campinas;1080113;1061540;18573;Metrópole;794,571;0;0;31.08.2020;31/ago/20;4,00;2,00;4,00;;;1,00;;;;;;;;;1,00;5,00;8,00;9,00;;;;;1,00;;;;22,00;22;1
350950;2;3509503302216;0;257;237;291;388;25/03/2013;3509502;35;3;Campinas;1080113;1061540;18573;Metrópole;794,571;0;0;31.08.2020;31/ago/20;4,00;2,00;4,00;;;1,00;;;;;;;;;1,00;5,00;8,00;9,00;;;;;1,00;;;;22,00;22;1
