IBGE;Estado_Municipio;NU_IDENTIFICADOR;q40_3;q40_9;q40_10;q40_11;q40_12;q40_13;q40_14;IBGE7;UF;Regiao;Município;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;Q_incompleto;DataCenso;DataCenso_2020;d40_2_Faixas_etarias;d40_9;d40_11;d40_9bin1;d40_9bin2;d40_9bin3;d40_10bin1;d40_10bin2;d40_10bin3;d40_10bin4;d40_10bin5;d40_11bin1;d40_11bin2;d40_11bin3;d40_11bin4;d40_9bin1_sum;d40_9bin2_sum;d40_9bin3_sum;d40_10bin1_sum;d40_10bin2_sum;d40_10bin3_sum;d40_10bin4_sum;d40_10bin5_sum;d40_11bin1_sum;d40_11bin2_sum;d40_11bin3_sum;d40_11bin4_sum;nu_trabalhadores;filter_$
410530;2;4105303312111;1;257;273;138;21;20;07/05/2018;4105300;41;4;Céu Azul;11032;8387;2645;Pequeno I;1179,449;;31.08.2020;31/ago/20;2,00;2,00;1,00;;;1,00;;1,00;;;;1,00;;;;;;2,00;;1,00;;;1,00;2,00;;;;2;
410550;2;4105503309388;0;257;274;138;21;20;02/09/2013;4105508;41;4;Cianorte;69958;62282;7676;Médio;811,666;;31.08.2020;31/ago/20;2,00;2,00;1,00;;;1,00;;;;;1,00;1,00;;;;;;3,00;;1,00;;;2,00;3,00;;;;3;
410550;2;4105503309388;1;258;273;138;218;18;17/02/2020;4105508;41;4;Cianorte;69958;62282;7676;Médio;811,666;;31.08.2020;31/ago/20;1,00;2,00;1,00;;;1,00;;1,00;;;;1,00;;;;;;3,00;;1,00;;;2,00;3,00;;;;3;
410550;2;4105503309388;0;257;274;138;218;20;05/03/2018;4105508;41;4;Cianorte;69958;62282;7676;Médio;811,666;;31.08.2020;31/ago/20;1,00;2,00;1,00;;;1,00;;;;;1,00;1,00;;;;;;3,00;;1,00;;;2,00;3,00;;;;3;
410580;2;4105803311877;0;257;274;138;218;20;21/10/2019;4105805;41;4;Colombo;212967;203203;9764;Grande;197,793;;31.08.2020;31/ago/20;3,00;2,00;1,00;;;1,00;;;;;1,00;1,00;;;;;;3,00;;1,00;;;1,00;2,00;;;1,00;3;
410580;2;4105803311877;0;257;273;266;21;20;02/03/2020;4105805;41;4;Colombo;212967;203203;9764;Grande;197,793;;31.08.2020;31/ago/20;2,00;2,00;4,00;;;1,00;;1,00;;;;;;;1,00;;;3,00;;1,00;;;1,00;2,00;;;1,00;3;
410580;2;4105803311877;1;258;238;138;216;20;21/10/2019;4105805;41;4;Colombo;212967;203203;9764;Grande;197,793;;31.08.2020;31/ago/20;3,00;2,00;1,00;;;1,00;;;;;;1,00;;;;;;3,00;;1,00;;;1,00;2,00;;;1,00;3;
410620;2;4106203311739;0;257;274;138;21;272;14/09/2013;4106209;41;4;Contenda;15891;9231;6660;Pequeno I;299,037;;31.08.2020;31/ago/20;2,00;2,00;1,00;;;1,00;;;;;1,00;1,00;;;;;;2,00;;1,00;;;1,00;1,00;;1,00;;2;
410620;2;4106203311739;0;257;273;292;218;20;14/09/2013;4106209;41;4;Contenda;15891;9231;6660;Pequeno I;299,037;;31.08.2020;31/ago/20;2,00;2,00;3,00;;;1,00;;1,00;;;;;;1,00;;;;2,00;;1,00;;;1,00;1,00;;1,00;;2;
410630;2;4106303309542;0;257;273;138;218;20;01/01/2019;4106308;41;4;Corbélia;16312;13976;2336;Pequeno I;529,384;;31.08.2020;31/ago/20;3,00;2,00;1,00;;;1,00;;1,00;;;;1,00;;;;;;2,00;;1,00;;;1,00;2,00;;;;2;
410630;2;4106303309542;0;257;274;138;218;20;01/01/2019;4106308;41;4;Corbélia;16312;13976;2336;Pequeno I;529,384;;31.08.2020;31/ago/20;1,00;2,00;1,00;;;1,00;;;;;1,00;1,00;;;;;;2,00;;1,00;;;1,00;2,00;;;;2;
410650;2;4106503308364;0;257;273;264;218;18;05/08/2019;4106506;41;4;Coronel Vivida;21749;15445;6304;Pequeno II;684,417;;31.08.2020;31/ago/20;2,00;2,00;4,00;;;1,00;;1,00;;;;;;;1,00;;;2,00;;1,00;;;1,00;1,00;;;1,00;2;
410650;2;4106503308364;0;257;274;138;218;18;01/03/2020;4106506;41;4;Coronel Vivida;21749;15445;6304;Pequeno II;684,417;;31.08.2020;31/ago/20;1,00;2,00;1,00;;;1,00;;;;;1,00;1,00;;;;;;2,00;;1,00;;;1,00;1,00;;;1,00;2;
410690;2;4106903311672;0;257;274;362;218;18;01/11/2019;4106902;41;4;Curitiba;1751907;1751907;0;Metrópole;435,036;;31.08.2020;31/ago/20;1,00;2,00;4,00;;;1,00;;;;;1,00;;;;1,00;;;3,00;;1,00;;;2,00;;;;3,00;3;
410690;2;4106903311672;0;257;274;362;21;18;01/11/2019;4106902;41;4;Curitiba;1751907;1751907;0;Metrópole;435,036;;31.08.2020;31/ago/20;4,00;2,00;4,00;;;1,00;;;;;1,00;;;;1,00;;;3,00;;1,00;;;2,00;;;;3,00;3;
410690;2;4106903311672;0;257;273;362;218;18;05/11/2019;4106902;41;4;Curitiba;1751907;1751907;0;Metrópole;435,036;;31.08.2020;31/ago/20;2,00;2,00;4,00;;;1,00;;1,00;;;;;;;1,00;;;3,00;;1,00;;;2,00;;;;3,00;3;
410690;2;4106903311674;0;258;274;362;218;18;21/03/2020;4106902;41;4;Curitiba;1751907;1751907;0;Metrópole;435,036;;31.08.2020;31/ago/20;3,00;2,00;4,00;;;1,00;;;;;1,00;;;;1,00;;;3,00;;1,00;;;2,00;;;;3,00;3;
410690;2;4106903311674;0;258;273;362;218;18;01/01/2020;4106902;41;4;Curitiba;1751907;1751907;0;Metrópole;435,036;;31.08.2020;31/ago/20;1,00;2,00;4,00;;;1,00;;1,00;;;;;;;1,00;;;3,00;;1,00;;;2,00;;;;3,00;3;
410690;2;4106903311674;0;257;274;362;21;18;01/08/2020;4106902;41;4;Curitiba;1751907;1751907;0;Metrópole;435,036;;31.08.2020;31/ago/20;3,00;2,00;4,00;;;1,00;;;;;1,00;;;;1,00;;;3,00;;1,00;;;2,00;;;;3,00;3;
410725;2;4107253307845;0;257;274;138;218;20;08/03/2013;4107256;41;4;Douradina;7445;5236;2209;Pequeno I;419,853;;31.08.2020;31/ago/20;2,00;2,00;1,00;;;1,00;;;;;1,00;1,00;;;;;;2,00;;1,00;;;1,00;1,00;;;1,00;2;
410725;2;4107253307845;0;257;273;142;218;20;17/02/2020;4107256;41;4;Douradina;7445;5236;2209;Pequeno I;419,853;;31.08.2020;31/ago/20;3,00;2,00;4,00;;;1,00;;1,00;;;;;;;1,00;;;2,00;;1,00;;;1,00;1,00;;;1,00;2;
410753;2;4107533307481;0;255;239;293;254;262;28/05/2018;4107538;41;4;Entre Rios do Oeste;3926;2642;1284;Pequeno I;122,071;;31.08.2020;31/ago/20;3,00;1,00;4,00;;1,00;;;;;;;;;;1,00;1,00;2,00;3,00;;1,00;;1,00;1,00;4,00;;;2,00;6;
410753;2;4107533307481;0;258;232;138;254;272;30/07/2014;4107538;41;4;Entre Rios do Oeste;3926;2642;1284;Pequeno I;122,071;;31.08.2020;31/ago/20;2,00;2,00;1,00;;;1,00;;;;1,00;;1,00;;;;1,00;2,00;3,00;;1,00;;1,00;1,00;4,00;;;2,00;6;
410753;2;4107533307481;0;258;273;138;218;20;30/07/2014;4107538;41;4;Entre Rios do Oeste;3926;2642;1284;Pequeno I;122,071;;31.08.2020;31/ago/20;2,00;2,00;1,00;;;1,00;;1,00;;;;1,00;;;;1,00;2,00;3,00;;1,00;;1,00;1,00;4,00;;;2,00;6;
410753;2;4107533307481;0;258;274;138;218;20;05/09/2016;4107538;41;4;Entre Rios do Oeste;3926;2642;1284;Pequeno I;122,071;;31.08.2020;31/ago/20;2,00;2,00;1,00;;;1,00;;;;;1,00;1,00;;;;1,00;2,00;3,00;;1,00;;1,00;1,00;4,00;;;2,00;6;
410753;2;4107533307481;0;254;239;142;253;272;07/05/2020;4107538;41;4;Entre Rios do Oeste;3926;2642;1284;Pequeno I;122,071;;31.08.2020;31/ago/20;1,00;0,00;4,00;1,00;;;;;;;;;;;1,00;1,00;2,00;3,00;;1,00;;1,00;1,00;4,00;;;2,00;6;
410753;2;4107533307481;0;255;239;138;220;272;08/10/2018;4107538;41;4;Entre Rios do Oeste;3926;2642;1284;Pequeno I;122,071;;31.08.2020;31/ago/20;4,00;1,00;1,00;;1,00;;;;;;;1,00;;;;1,00;2,00;3,00;;1,00;;1,00;1,00;4,00;;;2,00;6;
410765;2;4107653311570;0;258;273;138;21;20;01/09/2020;4107652;41;4;Fazenda Rio Grande;81675;75928;5747;Médio;116,678;;31.08.2020;31/ago/20;3,00;2,00;1,00;;;1,00;;1,00;;;;1,00;;;;;;3,00;;2,00;;;1,00;3,00;;;;3;
410765;2;4107653311570;0;257;273;138;218;18;09/01/2020;4107652;41;4;Fazenda Rio Grande;81675;75928;5747;Médio;116,678;;31.08.2020;31/ago/20;2,00;2,00;1,00;;;1,00;;1,00;;;;1,00;;;;;;3,00;;2,00;;;1,00;3,00;;;;3;
410765;2;4107653311570;0;257;274;138;218;20;09/01/2020;4107652;41;4;Fazenda Rio Grande;81675;75928;5747;Médio;116,678;;31.08.2020;31/ago/20;3,00;2,00;1,00;;;1,00;;;;;1,00;1,00;;;;;;3,00;;2,00;;;1,00;3,00;;;;3;
410773;2;4107733310348;0;257;274;138;218;272;01/09/2019;4107736;41;4;Fernandes Pinheiro;5932;2094;3838;Pequeno I;406,500;;31.08.2020;31/ago/20;2,00;2,00;1,00;;;1,00;;;;;1,00;1,00;;;;;;2,00;;1,00;;;1,00;2,00;;;;2;
410773;2;4107733310348;0;258;273;138;21;272;01/09/2019;4107736;41;4;Fernandes Pinheiro;5932;2094;3838;Pequeno I;406,500;;31.08.2020;31/ago/20;4,00;2,00;1,00;;;1,00;;1,00;;;;1,00;;;;;;2,00;;1,00;;;1,00;2,00;;;;2;
410830;2;4108303306029;0;258;273;362;21;18;01/09/2016;4108304;41;4;Foz do Iguaçu;256088;253962;2126;Grande;618,353;;31.08.2020;31/ago/20;3,00;2,00;4,00;;;1,00;;1,00;;;;;;;1,00;1,00;2,00;6,00;;3,00;;;3,00;;;;9,00;9;
410830;2;4108303306029;0;255;239;362;220;263;18/09/2017;4108304;41;4;Foz do Iguaçu;256088;253962;2126;Grande;618,353;;31.08.2020;31/ago/20;2,00;1,00;4,00;;1,00;;;;;;;;;;1,00;1,00;2,00;6,00;;3,00;;;3,00;;;;9,00;9;
410830;2;4108303306029;0;257;274;362;218;18;12/06/2019;4108304;41;4;Foz do Iguaçu;256088;253962;2126;Grande;618,353;;31.08.2020;31/ago/20;1,00;2,00;4,00;;;1,00;;;;;1,00;;;;1,00;1,00;2,00;6,00;;3,00;;;3,00;;;;9,00;9;
410830;2;4108303306029;0;257;274;362;218;18;02/02/2015;4108304;41;4;Foz do Iguaçu;256088;253962;2126;Grande;618,353;;31.08.2020;31/ago/20;2,00;2,00;4,00;;;1,00;;;;;1,00;;;;1,00;1,00;2,00;6,00;;3,00;;;3,00;;;;9,00;9;
410830;2;4108303306029;0;258;273;362;218;18;12/09/2013;4108304;41;4;Foz do Iguaçu;256088;253962;2126;Grande;618,353;;31.08.2020;31/ago/20;1,00;2,00;4,00;;;1,00;;1,00;;;;;;;1,00;1,00;2,00;6,00;;3,00;;;3,00;;;;9,00;9;
410830;2;4108303306029;0;257;273;362;218;18;14/07/2017;4108304;41;4;Foz do Iguaçu;256088;253962;2126;Grande;618,353;;31.08.2020;31/ago/20;2,00;2,00;4,00;;;1,00;;1,00;;;;;;;1,00;1,00;2,00;6,00;;3,00;;;3,00;;;;9,00;9;
410830;2;4108303306029;0;257;274;362;218;18;13/02/2017;4108304;41;4;Foz do Iguaçu;256088;253962;2126;Grande;618,353;;31.08.2020;31/ago/20;1,00;2,00;4,00;;;1,00;;;;;1,00;;;;1,00;1,00;2,00;6,00;;3,00;;;3,00;;;;9,00;9;
410830;2;4108303306029;0;256;239;362;216;20;18/03/2020;4108304;41;4;Foz do Iguaçu;256088;253962;2126;Grande;618,353;;31.08.2020;31/ago/20;1,00;1,00;4,00;;1,00;;;;;;;;;;1,00;1,00;2,00;6,00;;3,00;;;3,00;;;;9,00;9;
410830;2;4108303306029;0;252;239;362;220;20;05/12/2019;4108304;41;4;Foz do Iguaçu;256088;253962;2126;Grande;618,353;;31.08.2020;31/ago/20;1,00;0,00;4,00;1,00;;;;;;;;;;;1,00;1,00;2,00;6,00;;3,00;;;3,00;;;;9,00;9;
410840;2;4108403311731;0;258;274;138;21;20;10/04/2020;4108403;41;4;Francisco Beltrão;78943;67449;11494;Médio;735,111;;31.08.2020;31/ago/20;2,00;2,00;1,00;;;1,00;;;;;1,00;1,00;;;;;2,00;6,00;2,00;2,00;;;1,00;6,00;;;2,00;8;
410840;2;4108403311731;1;255;239;266;254;20;27/02/2020;4108403;41;4;Francisco Beltrão;78943;67449;11494;Médio;735,111;;31.08.2020;31/ago/20;3,00;1,00;4,00;;1,00;;;;;;;;;;1,00;;2,00;6,00;2,00;2,00;;;1,00;6,00;;;2,00;8;
410840;2;4108403311731;0;258;275;138;217;20;05/09/2019;4108403;41;4;Francisco Beltrão;78943;67449;11494;Médio;735,111;;31.08.2020;31/ago/20;3,00;2,00;1,00;;;1,00;1,00;;;;;1,00;;;;;2,00;6,00;2,00;2,00;;;1,00;6,00;;;2,00;8;
410840;2;4108403311731;0;257;273;138;217;20;05/09/2019;4108403;41;4;Francisco Beltrão;78943;67449;11494;Médio;735,111;;31.08.2020;31/ago/20;2,00;2,00;1,00;;;1,00;;1,00;;;;1,00;;;;;2,00;6,00;2,00;2,00;;;1,00;6,00;;;2,00;8;
410840;2;4108403311731;0;255;239;264;220;20;01/09/2020;4108403;41;4;Francisco Beltrão;78943;67449;11494;Médio;735,111;;31.08.2020;31/ago/20;2,00;1,00;4,00;;1,00;;;;;;;;;;1,00;;2,00;6,00;2,00;2,00;;;1,00;6,00;;;2,00;8;
410840;2;4108403311731;0;257;275;138;217;20;05/09/2019;4108403;41;4;Francisco Beltrão;78943;67449;11494;Médio;735,111;;31.08.2020;31/ago/20;2,00;2,00;1,00;;;1,00;1,00;;;;;1,00;;;;;2,00;6,00;2,00;2,00;;;1,00;6,00;;;2,00;8;
410840;2;4108403311731;1;257;237;138;217;20;01/10/2020;4108403;41;4;Francisco Beltrão;78943;67449;11494;Médio;735,111;;31.08.2020;31/ago/20;3,00;2,00;1,00;;;1,00;;;;;;1,00;;;;;2,00;6,00;2,00;2,00;;;1,00;6,00;;;2,00;8;
410840;2;4108403311731;0;258;273;138;218;18;05/09/2019;4108403;41;4;Francisco Beltrão;78943;67449;11494;Médio;735,111;;31.08.2020;31/ago/20;3,00;2,00;1,00;;;1,00;;1,00;;;;1,00;;;;;2,00;6,00;2,00;2,00;;;1,00;6,00;;;2,00;8;
410930;2;4109303310590;0;257;274;138;218;20;05/05/2020;4109302;41;4;Guaraniaçu;14582;7804;6778;Pequeno I;1238,320;;31.08.2020;31/ago/20;2,00;2,00;1,00;;;1,00;;;;;1,00;1,00;;;;;;2,00;;1,00;;;1,00;2,00;;;;2;
410930;2;4109303310590;0;257;273;138;21;18;01/08/2019;4109302;41;4;Guaraniaçu;14582;7804;6778;Pequeno I;1238,320;;31.08.2020;31/ago/20;1,00;2,00;1,00;;;1,00;;1,00;;;;1,00;;;;;;2,00;;1,00;;;1,00;2,00;;;;2;
410940;2;4109403307791;0;258;273;138;21;20;12/06/2017;4109401;41;4;Guarapuava;167328;152993;14335;Grande;3178,649;;31.08.2020;31/ago/20;2,00;2,00;1,00;;;1,00;;1,00;;;;1,00;;;;1,00;;5,00;;3,00;;;2,00;5,00;;1,00;;6;
410940;2;4109403307791;0;257;274;138;218;20;01/08/2019;4109401;41;4;Guarapuava;167328;152993;14335;Grande;3178,649;;31.08.2020;31/ago/20;2,00;2,00;1,00;;;1,00;;;;;1,00;1,00;;;;1,00;;5,00;;3,00;;;2,00;5,00;;1,00;;6;
410940;2;4109403307791;0;258;274;138;218;272;14/04/2018;4109401;41;4;Guarapuava;167328;152993;14335;Grande;3178,649;;31.08.2020;31/ago/20;2,00;2,00;1,00;;;1,00;;;;;1,00;1,00;;;;1,00;;5,00;;3,00;;;2,00;5,00;;1,00;;6;
410940;2;4109403307791;0;253;239;138;220;20;02/08/2019;4109401;41;4;Guarapuava;167328;152993;14335;Grande;3178,649;;31.08.2020;31/ago/20;4,00;0,00;1,00;1,00;;;;;;;;1,00;;;;1,00;;5,00;;3,00;;;2,00;5,00;;1,00;;6;
410940;2;4109403307791;0;258;273;138;218;20;01/08/2019;4109401;41;4;Guarapuava;167328;152993;14335;Grande;3178,649;;31.08.2020;31/ago/20;4,00;2,00;1,00;;;1,00;;1,00;;;;1,00;;;;1,00;;5,00;;3,00;;;2,00;5,00;;1,00;;6;
410940;2;4109403307791;0;258;273;292;216;20;01/03/2019;4109401;41;4;Guarapuava;167328;152993;14335;Grande;3178,649;;31.08.2020;31/ago/20;3,00;2,00;3,00;;;1,00;;1,00;;;;;;1,00;;1,00;;5,00;;3,00;;;2,00;5,00;;1,00;;6;
410960;2;4109603310006;0;258;273;138;21;20;01/03/2019;4109609;41;4;Guaratuba;32095;28805;3290;Pequeno II;1326,791;;31.08.2020;31/ago/20;3,00;2,00;1,00;;;1,00;;1,00;;;;1,00;;;;;;1,00;;1,00;;;;1,00;;;;1;
410965;2;4109653308323;0;257;273;138;21;20;13/09/2017;4109658;41;4;Honório Serpa;5955;1988;3967;Pequeno I;502,235;;31.08.2020;31/ago/20;2,00;2,00;1,00;;;1,00;;1,00;;;;1,00;;;;;;3,00;;1,00;;1,00;1,00;1,00;;;2,00;3;
410965;2;4109653308323;0;257;274;266;218;20;13/09/2017;4109658;41;4;Honório Serpa;5955;1988;3967;Pequeno I;502,235;;31.08.2020;31/ago/20;1,00;2,00;4,00;;;1,00;;;;;1,00;;;;1,00;;;3,00;;1,00;;1,00;1,00;1,00;;;2,00;3;
410965;2;4109653308323;1;257;232;266;218;272;13/09/2017;4109658;41;4;Honório Serpa;5955;1988;3967;Pequeno I;502,235;;31.08.2020;31/ago/20;1,00;2,00;4,00;;;1,00;;;;1,00;;;;;1,00;;;3,00;;1,00;;1,00;1,00;1,00;;;2,00;3;
410980;2;4109803307799;0;260;273;138;21;18;02/01/2017;4109807;41;4;Ibiporã;48198;45895;2303;Pequeno II;297,742;;31.08.2020;31/ago/20;4,00;2,00;1,00;;;1,00;;1,00;;;;1,00;;;;;;3,00;;2,00;;;1,00;3,00;;;;3;
410980;2;4109803307799;0;258;274;138;218;272;02/05/2017;4109807;41;4;Ibiporã;48198;45895;2303;Pequeno II;297,742;;31.08.2020;31/ago/20;2,00;2,00;1,00;;;1,00;;;;;1,00;1,00;;;;;;3,00;;2,00;;;1,00;3,00;;;;3;
410980;2;4109803307799;0;258;273;138;218;18;25/10/2017;4109807;41;4;Ibiporã;48198;45895;2303;Pequeno II;297,742;;31.08.2020;31/ago/20;4,00;2,00;1,00;;;1,00;;1,00;;;;1,00;;;;;;3,00;;2,00;;;1,00;3,00;;;;3;
411010;2;4110103312221;0;257;273;138;21;20;22/06/2020;4110102;41;4;Imbituva;28455;17888;10567;Pequeno II;756,535;;31.08.2020;31/ago/20;2,00;2,00;1,00;;;1,00;;1,00;;;;1,00;;;;;;1,00;;1,00;;;;1,00;;;;1;
411070;2;4110703309684;0;257;273;138;218;18;27/07/2020;4110706;41;4;Irati;56207;44932;11275;Médio;999,517;;31.08.2020;31/ago/20;3,00;2,00;1,00;;;1,00;;1,00;;;;1,00;;;;;1,00;3,00;;2,00;;;1,00;4,00;;;;4;
411070;2;4110703309684;0;257;273;138;21;20;27/07/2020;4110706;41;4;Irati;56207;44932;11275;Médio;999,517;;31.08.2020;31/ago/20;3,00;2,00;1,00;;;1,00;;1,00;;;;1,00;;;;;1,00;3,00;;2,00;;;1,00;4,00;;;;4;
411070;2;4110703309684;1;255;238;138;372;20;18/07/2019;4110706;41;4;Irati;56207;44932;11275;Médio;999,517;;31.08.2020;31/ago/20;2,00;1,00;1,00;;1,00;;;;;;;1,00;;;;;1,00;3,00;;2,00;;;1,00;4,00;;;;4;
411070;2;4110703309684;1;258;274;138;218;18;27/07/2020;4110706;41;4;Irati;56207;44932;11275;Médio;999,517;;31.08.2020;31/ago/20;2,00;2,00;1,00;;;1,00;;;;;1,00;1,00;;;;;1,00;3,00;;2,00;;;1,00;4,00;;;;4;
411120;2;4111203307863;0;258;273;142;21;18;22/03/2017;4111209;41;4;Itapejara d'Oeste;10531;6987;3544;Pequeno I;254,014;;31.08.2020;31/ago/20;3,00;2,00;4,00;;;1,00;;1,00;;;;;;;1,00;;;3,00;;1,00;;;1,00;2,00;;;1,00;3;
411120;2;4111203307863;1;258;274;138;218;20;25/10/2019;4111209;41;4;Itapejara d'Oeste;10531;6987;3544;Pequeno I;254,014;;31.08.2020;31/ago/20;1,00;2,00;1,00;;;1,00;;;;;1,00;1,00;;;;;;3,00;;1,00;;;1,00;2,00;;;1,00;3;
411120;2;4111203307863;1;257;237;138;216;20;10/02/2020;4111209;41;4;Itapejara d'Oeste;10531;6987;3544;Pequeno I;254,014;;31.08.2020;31/ago/20;3,00;2,00;1,00;;;1,00;;;;;;1,00;;;;;;3,00;;1,00;;;1,00;2,00;;;1,00;3;
411240;2;4112403309697;0;258;273;266;218;20;31/08/2017;4112405;41;4;Japurá;8549;7619;930;Pequeno I;165,185;;31.08.2020;31/ago/20;2,00;2,00;4,00;;;1,00;;1,00;;;;;;;1,00;;;3,00;;1,00;;;1,00;2,00;;;1,00;3;
411240;2;4112403309697;1;257;274;138;218;20;01/02/2019;4112405;41;4;Japurá;8549;7619;930;Pequeno I;165,185;;31.08.2020;31/ago/20;2,00;2,00;1,00;;;1,00;;;;;1,00;1,00;;;;;;3,00;;1,00;;;1,00;2,00;;;1,00;3;
411240;2;4112403309697;1;257;237;138;21;20;01/06/2020;4112405;41;4;Japurá;8549;7619;930;Pequeno I;165,185;;31.08.2020;31/ago/20;4,00;2,00;1,00;;;1,00;;;;;;1,00;;;;;;3,00;;1,00;;;1,00;2,00;;;1,00;3;
411320;2;4113203310390;0;257;274;138;218;18;07/12/2018;4113205;41;4;Lapa;44932;27222;17710;Pequeno II;2093,859;;31.08.2020;31/ago/20;2,00;2,00;1,00;;;1,00;;;;;1,00;1,00;;;;;;2,00;;1,00;;;1,00;2,00;;;;2;
411320;2;4113203310390;0;257;273;138;21;20;14/08/2020;4113205;41;4;Lapa;44932;27222;17710;Pequeno II;2093,859;;31.08.2020;31/ago/20;2,00;2,00;1,00;;;1,00;;1,00;;;;1,00;;;;;;2,00;;1,00;;;1,00;2,00;;;;2;
411325;2;4113253310212;0;258;273;138;218;18;30/08/2018;4113254;41;4;Laranjal;6360;2031;4329;Pequeno I;559,439;;31.08.2020;31/ago/20;2,00;2,00;1,00;;;1,00;;1,00;;;;1,00;;;;;;2,00;;2,00;;;;2,00;;;;2;
411325;2;4113253310212;0;257;273;138;21;20;30/08/2018;4113254;41;4;Laranjal;6360;2031;4329;Pequeno I;559,439;;31.08.2020;31/ago/20;1,00;2,00;1,00;;;1,00;;1,00;;;;1,00;;;;;;2,00;;2,00;;;;2,00;;;;2;
411345;2;4113453307855;0;257;274;138;218;272;20/11/2014;4113452;41;4;Lindoeste;5361;2384;2977;Pequeno I;361,367;;31.08.2020;31/ago/20;2,00;2,00;1,00;;;1,00;;;;;1,00;1,00;;;;;;3,00;1,00;1,00;;;1,00;2,00;;1,00;;3;
411345;2;4113453307855;0;258;273;138;218;272;24/07/2019;4113452;41;4;Lindoeste;5361;2384;2977;Pequeno I;361,367;;31.08.2020;31/ago/20;2,00;2,00;1,00;;;1,00;;1,00;;;;1,00;;;;;;3,00;1,00;1,00;;;1,00;2,00;;1,00;;3;
411345;2;4113453307855;0;257;275;292;21;20;24/07/2019;4113452;41;4;Lindoeste;5361;2384;2977;Pequeno I;361,367;;31.08.2020;31/ago/20;1,00;2,00;3,00;;;1,00;1,00;;;;;;;1,00;;;;3,00;1,00;1,00;;;1,00;2,00;;1,00;;3;
411370;2;4113703303467;0;260;273;138;218;18;15/02/2017;4113700;41;4;Londrina;506701;493520;13181;Grande;1652,569;;31.08.2020;31/ago/20;3,00;2,00;1,00;;;1,00;;1,00;;;;1,00;;;;;1,00;3,00;;1,00;;;1,00;4,00;;;;4;
411370;2;4113703303467;1;255;238;138;372;18;01/05/2017;4113700;41;4;Londrina;506701;493520;13181;Grande;1652,569;;31.08.2020;31/ago/20;5,00;1,00;1,00;;1,00;;;;;;;1,00;;;;;1,00;3,00;;1,00;;;1,00;4,00;;;;4;
411370;2;4113703303467;1;257;274;138;218;18;16/02/2017;4113700;41;4;Londrina;506701;493520;13181;Grande;1652,569;;31.08.2020;31/ago/20;2,00;2,00;1,00;;;1,00;;;;;1,00;1,00;;;;;1,00;3,00;;1,00;;;1,00;4,00;;;;4;
411370;2;4113703303467;1;257;237;138;216;18;02/02/2014;4113700;41;4;Londrina;506701;493520;13181;Grande;1652,569;;31.08.2020;31/ago/20;3,00;2,00;1,00;;;1,00;;;;;;1,00;;;;;1,00;3,00;;1,00;;;1,00;4,00;;;;4;
411380;2;4113803308319;0;257;273;138;217;18;01/01/2019;4113809;41;4;Lupionópolis;4592;4079;513;Pequeno I;121,064;;31.08.2020;31/ago/20;1,00;2,00;1,00;;;1,00;;1,00;;;;1,00;;;;;;3,00;;2,00;;;1,00;3,00;;;;3;
411380;2;4113803308319;0;257;274;138;217;18;01/01/2019;4113809;41;4;Lupionópolis;4592;4079;513;Pequeno I;121,064;;31.08.2020;31/ago/20;1,00;2,00;1,00;;;1,00;;;;;1,00;1,00;;;;;;3,00;;2,00;;;1,00;3,00;;;;3;
411380;2;4113803308319;0;257;273;138;21;272;18/08/2016;4113809;41;4;Lupionópolis;4592;4079;513;Pequeno I;121,064;;31.08.2020;31/ago/20;4,00;2,00;1,00;;;1,00;;1,00;;;;1,00;;;;;;3,00;;2,00;;;1,00;3,00;;;;3;
411420;2;4114203310136;0;257;273;138;218;18;01/11/2018;4114203;41;4;Mandaguari;32658;30934;1724;Pequeno II;335,814;;31.08.2020;31/ago/20;2,00;2,00;1,00;;;1,00;;1,00;;;;1,00;;;;;;2,00;;1,00;;;1,00;2,00;;;;2;
411420;2;4114203310136;0;258;274;138;218;272;01/04/2020;4114203;41;4;Mandaguari;32658;30934;1724;Pequeno II;335,814;;31.08.2020;31/ago/20;1,00;2,00;1,00;;;1,00;;;;;1,00;1,00;;;;;;2,00;;1,00;;;1,00;2,00;;;;2;
411430;2;4114303311646;1;257;273;138;21;272;01/01/2020;4114302;41;4;Mandirituba;22220;7414;14806;Pequeno II;379,179;;31.08.2020;31/ago/20;3,00;2,00;1,00;;;1,00;;1,00;;;;1,00;;;;;;1,00;;1,00;;;;1,00;;;;1;
411460;2;4114603309192;0;257;273;138;21;272;01/08/2018;4114609;41;4;Marechal Cândido Rondon;46819;39147;7672;Pequeno II;748,002;;31.08.2020;31/ago/20;2,00;2,00;1,00;;;1,00;;1,00;;;;1,00;;;;;;3,00;;2,00;;;1,00;2,00;;;1,00;3;
411460;2;4114603309192;0;257;273;138;218;20;01/08/2018;4114609;41;4;Marechal Cândido Rondon;46819;39147;7672;Pequeno II;748,002;;31.08.2020;31/ago/20;3,00;2,00;1,00;;;1,00;;1,00;;;;1,00;;;;;;3,00;;2,00;;;1,00;2,00;;;1,00;3;
411460;2;4114603309192;1;257;274;291;218;20;01/08/2018;4114609;41;4;Marechal Cândido Rondon;46819;39147;7672;Pequeno II;748,002;;31.08.2020;31/ago/20;2,00;2,00;4,00;;;1,00;;;;;1,00;;;;1,00;;;3,00;;2,00;;;1,00;2,00;;;1,00;3;
