IBGE;Estado_Municipio;NU_IDENTIFICADOR;q40_3;q40_9;q40_10;q40_11;q40_12;q40_13;q40_14;IBGE7;UF;Regiao;Município;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;Q_incompleto;DataCenso;DataCenso_2020;d40_2_Faixas_etarias;d40_9;d40_11;d40_9bin1;d40_9bin2;d40_9bin3;d40_10bin1;d40_10bin2;d40_10bin3;d40_10bin4;d40_10bin5;d40_11bin1;d40_11bin2;d40_11bin3;d40_11bin4;d40_9bin1_sum;d40_9bin2_sum;d40_9bin3_sum;d40_10bin1_sum;d40_10bin2_sum;d40_10bin3_sum;d40_10bin4_sum;d40_10bin5_sum;d40_11bin1_sum;d40_11bin2_sum;d40_11bin3_sum;d40_11bin4_sum;nu_trabalhadores;filter_$
314730;2;3147303311490;1;255;238;292;216;262;03/08/2020;3147303;31;3;Paraisópolis;19379;16058;3321;Pequeno I;331,238;;31.08.2020;31/ago/20;2,00;1,00;3,00;;1,00;;;;;;;;;1,00;;;1,00;3,00;;2,00;;;1,00;3,00;;1,00;;4;
314730;2;3147303311490;1;257;273;138;218;262;03/08/2020;3147303;31;3;Paraisópolis;19379;16058;3321;Pequeno I;331,238;;31.08.2020;31/ago/20;3,00;2,00;1,00;;;1,00;;1,00;;;;1,00;;;;;1,00;3,00;;2,00;;;1,00;3,00;;1,00;;4;
314790;2;3147903306210;1;257;273;266;218;18;03/12/2018;3147907;31;3;Passos;106290;100842;5448;Grande;1338,070;;31.08.2020;31/ago/20;4,00;2,00;4,00;;;1,00;;1,00;;;;;;;1,00;;;3,00;;2,00;;;1,00;;;;3,00;3;
314790;2;3147903306210;1;257;273;266;21;20;10/08/2020;3147907;31;3;Passos;106290;100842;5448;Grande;1338,070;;31.08.2020;31/ago/20;2,00;2,00;4,00;;;1,00;;1,00;;;;;;;1,00;;;3,00;;2,00;;;1,00;;;;3,00;3;
314790;2;3147903306210;1;257;274;266;218;272;11/07/2020;3147907;31;3;Passos;106290;100842;5448;Grande;1338,070;;31.08.2020;31/ago/20;1,00;2,00;4,00;;;1,00;;;;;1,00;;;;1,00;;;3,00;;2,00;;;1,00;;;;3,00;3;
314850;2;3148503303985;0;257;274;138;218;20;01/01/2020;3148509;31;3;Pavão;8589;5204;3385;Pequeno I;601,190;;31.08.2020;31/ago/20;2,00;2,00;1,00;;;1,00;;;;;1,00;1,00;;;;;;2,00;;1,00;;;1,00;1,00;;;1,00;2;
314850;2;3148503303985;0;257;273;266;218;18;01/08/2020;3148509;31;3;Pavão;8589;5204;3385;Pequeno I;601,190;;31.08.2020;31/ago/20;2,00;2,00;4,00;;;1,00;;1,00;;;;;;;1,00;;;2,00;;1,00;;;1,00;1,00;;;1,00;2;
315050;2;3150503307985;0;257;274;142;21;20;02/05/2017;3150505;31;3;Pimenta;8236;6945;1291;Pequeno I;414,969;;31.08.2020;31/ago/20;2,00;2,00;4,00;;;1,00;;;;;1,00;;;;1,00;;;2,00;;1,00;;;1,00;1,00;;;1,00;2;
315050;2;3150503307985;0;258;273;138;218;18;02/05/2017;3150505;31;3;Pimenta;8236;6945;1291;Pequeno I;414,969;;31.08.2020;31/ago/20;3,00;2,00;1,00;;;1,00;;1,00;;;;1,00;;;;;;2,00;;1,00;;;1,00;1,00;;;1,00;2;
315140;2;3151403310088;0;258;273;266;218;18;07/10/2019;3151404;31;3;Pitangui;25311;22624;2687;Pequeno II;569,636;;31.08.2020;31/ago/20;2,00;2,00;4,00;;;1,00;;1,00;;;;;;;1,00;;;2,00;;1,00;;1,00;;;;;2,00;2;
315140;2;3151403310088;0;257;232;266;21;18;07/10/2019;3151404;31;3;Pitangui;25311;22624;2687;Pequeno II;569,636;;31.08.2020;31/ago/20;2,00;2,00;4,00;;;1,00;;;;1,00;;;;;1,00;;;2,00;;1,00;;1,00;;;;;2,00;2;
315180;2;3151803303260;1;257;274;265;254;272;20/03/2019;3151800;31;3;Poços de Caldas;152435;148722;3713;Grande;546,670;;31.08.2020;31/ago/20;2,00;2,00;4,00;;;1,00;;;;;1,00;;;;1,00;;;4,00;;1,00;;;3,00;;;;4,00;4;
315180;2;3151803303260;0;257;274;264;218;18;13/01/2017;3151800;31;3;Poços de Caldas;152435;148722;3713;Grande;546,670;;31.08.2020;31/ago/20;2,00;2,00;4,00;;;1,00;;;;;1,00;;;;1,00;;;4,00;;1,00;;;3,00;;;;4,00;4;
315180;2;3151803303260;0;257;273;362;218;18;01/04/2014;3151800;31;3;Poços de Caldas;152435;148722;3713;Grande;546,670;;31.08.2020;31/ago/20;2,00;2,00;4,00;;;1,00;;1,00;;;;;;;1,00;;;4,00;;1,00;;;3,00;;;;4,00;4;
315180;2;3151803303260;1;257;274;362;21;20;10/08/2020;3151800;31;3;Poços de Caldas;152435;148722;3713;Grande;546,670;;31.08.2020;31/ago/20;2,00;2,00;4,00;;;1,00;;;;;1,00;;;;1,00;;;4,00;;1,00;;;3,00;;;;4,00;4;
315240;2;3152403302702;0;258;273;138;218;272;01/11/2019;3152402;31;3;Poté;15667;9337;6330;Pequeno I;625,111;;31.08.2020;31/ago/20;2,00;2,00;1,00;;;1,00;;1,00;;;;1,00;;;;;;3,00;;2,00;;;1,00;2,00;;;1,00;3;
315240;2;3152403302702;0;257;274;138;218;272;13/11/2019;3152402;31;3;Poté;15667;9337;6330;Pequeno I;625,111;;31.08.2020;31/ago/20;2,00;2,00;1,00;;;1,00;;;;;1,00;1,00;;;;;;3,00;;2,00;;;1,00;2,00;;;1,00;3;
315240;2;3152403302702;0;257;273;266;21;20;17/09/2018;3152402;31;3;Poté;15667;9337;6330;Pequeno I;625,111;;31.08.2020;31/ago/20;1,00;2,00;4,00;;;1,00;;1,00;;;;;;;1,00;;;3,00;;2,00;;;1,00;2,00;;;1,00;3;
315420;2;3154203311815;0;257;273;138;218;18;05/07/2008;3154200;31;3;Resende Costa;10913;8776;2137;Pequeno I;618,312;;31.08.2020;31/ago/20;3,00;2,00;1,00;;;1,00;;1,00;;;;1,00;;;;;;3,00;;1,00;;1,00;1,00;2,00;;1,00;;3;
315420;2;3154203311815;0;257;274;138;218;18;03/09/2018;3154200;31;3;Resende Costa;10913;8776;2137;Pequeno I;618,312;;31.08.2020;31/ago/20;2,00;2,00;1,00;;;1,00;;;;;1,00;1,00;;;;;;3,00;;1,00;;1,00;1,00;2,00;;1,00;;3;
315420;2;3154203311815;1;257;232;292;21;20;01/01/2019;3154200;31;3;Resende Costa;10913;8776;2137;Pequeno I;618,312;;31.08.2020;31/ago/20;5,00;2,00;3,00;;;1,00;;;;1,00;;;;1,00;;;;3,00;;1,00;;1,00;1,00;2,00;;1,00;;3;
315800;2;3158003308832;0;260;275;138;21;263;15/11/2017;3158003;31;3;Santa Maria de Itabira;10552;6336;4216;Pequeno I;597,441;;31.08.2020;31/ago/20;3,00;2,00;1,00;;;1,00;1,00;;;;;1,00;;;;;;3,00;1,00;1,00;;;1,00;1,00;;;2,00;3;
315800;2;3158003308832;0;258;273;266;218;272;22/08/2020;3158003;31;3;Santa Maria de Itabira;10552;6336;4216;Pequeno I;597,441;;31.08.2020;31/ago/20;2,00;2,00;4,00;;;1,00;;1,00;;;;;;;1,00;;;3,00;1,00;1,00;;;1,00;1,00;;;2,00;3;
315800;2;3158003308832;0;257;274;266;218;20;15/11/2017;3158003;31;3;Santa Maria de Itabira;10552;6336;4216;Pequeno I;597,441;;31.08.2020;31/ago/20;1,00;2,00;4,00;;;1,00;;;;;1,00;;;;1,00;;;3,00;1,00;1,00;;;1,00;1,00;;;2,00;3;
316110;2;3161103308638;1;257;273;138;21;18;18/07/2016;3161106;31;3;São Francisco;53828;34204;19624;Médio;3308,100;;31.08.2020;31/ago/20;3,00;2,00;1,00;;;1,00;;1,00;;;;1,00;;;;;;2,00;;1,00;;;1,00;1,00;;;1,00;2;
316110;2;3161103308638;1;257;274;362;218;18;18/06/2016;3161106;31;3;São Francisco;53828;34204;19624;Médio;3308,100;;31.08.2020;31/ago/20;1,00;2,00;4,00;;;1,00;;;;;1,00;;;;1,00;;;2,00;;1,00;;;1,00;1,00;;;1,00;2;
316150;2;3161503308576;0;257;281;292;21;20;01/02/2018;3161502;31;3;São Geraldo;10263;7270;2993;Pequeno I;185,578;;31.08.2020;31/ago/20;2,00;2,00;3,00;;;1,00;;;;;;;;1,00;;;;1,00;;;;;;;;1,00;;1;
316180;2;3161803309614;0;257;274;142;218;18;22/04/2019;3161809;31;3;São Gonçalo do Pará;10398;7960;2438;Pequeno I;265,730;;31.08.2020;31/ago/20;1,00;2,00;4,00;;;1,00;;;;;1,00;;;;1,00;;1,00;3,00;;1,00;;1,00;1,00;2,00;;;2,00;4;
316180;2;3161803309614;0;258;273;138;218;272;02/01/2018;3161809;31;3;São Gonçalo do Pará;10398;7960;2438;Pequeno I;265,730;;31.08.2020;31/ago/20;3,00;2,00;1,00;;;1,00;;1,00;;;;1,00;;;;;1,00;3,00;;1,00;;1,00;1,00;2,00;;;2,00;4;
316180;2;3161803309614;0;256;238;138;216;20;02/01/2018;3161809;31;3;São Gonçalo do Pará;10398;7960;2438;Pequeno I;265,730;;31.08.2020;31/ago/20;3,00;1,00;1,00;;1,00;;;;;;;1,00;;;;;1,00;3,00;;1,00;;1,00;1,00;2,00;;;2,00;4;
316180;2;3161803309614;0;258;232;266;218;18;06/05/2019;3161809;31;3;São Gonçalo do Pará;10398;7960;2438;Pequeno I;265,730;;31.08.2020;31/ago/20;2,00;2,00;4,00;;;1,00;;;;1,00;;;;;1,00;;1,00;3,00;;1,00;;1,00;1,00;2,00;;;2,00;4;
316470;2;3164703306054;0;257;273;266;218;18;19/06/2017;3164704;31;3;São Sebastião do Paraís;64980;59953;5027;Médio;814,925;;31.08.2020;31/ago/20;3,00;2,00;4,00;;;1,00;;1,00;;;;;;;1,00;;;1,00;;1,00;;;;;;;1,00;1;
316555;2;3165553305505;0;257;274;142;218;20;08/07/2013;3165552;31;3;Setubinha;10885;2802;8083;Pequeno I;534,655;;31.08.2020;31/ago/20;2,00;2,00;4,00;;;1,00;;;;;1,00;;;;1,00;;;2,00;;1,00;;;1,00;;;;2,00;2;
316730;2;3167303308247;0;257;273;138;218;18;14/04/2014;3167301;31;3;Silveirânia;2192;1429;763;Pequeno I;157,456;;31.08.2020;31/ago/20;1,00;2,00;1,00;;;1,00;;1,00;;;;1,00;;;;;;2,00;;1,00;;;1,00;1,00;;;1,00;2;
316730;2;3167303308247;0;257;274;266;218;18;02/01/2020;3167301;31;3;Silveirânia;2192;1429;763;Pequeno I;157,456;;31.08.2020;31/ago/20;1,00;2,00;4,00;;;1,00;;;;;1,00;;;;1,00;;;2,00;;1,00;;;1,00;1,00;;;1,00;2;
317020;2;3170203306540;0;257;275;362;21;20;04/01/2016;3170206;31;3;Uberlândia;604013;587266;16747;Grande;4115,206;;31.08.2020;31/ago/20;3,00;2,00;4,00;;;1,00;1,00;;;;;;;;1,00;;1,00;7,00;1,00;3,00;;;3,00;;;;8,00;8;
317020;2;3170203306540;0;255;238;362;216;18;22/10/2018;3170206;31;3;Uberlândia;604013;587266;16747;Grande;4115,206;;31.08.2020;31/ago/20;2,00;1,00;4,00;;1,00;;;;;;;;;;1,00;;1,00;7,00;1,00;3,00;;;3,00;;;;8,00;8;
317020;2;3170203306540;0;258;274;362;218;18;09/09/2020;3170206;31;3;Uberlândia;604013;587266;16747;Grande;4115,206;;31.08.2020;31/ago/20;2,00;2,00;4,00;;;1,00;;;;;1,00;;;;1,00;;1,00;7,00;1,00;3,00;;;3,00;;;;8,00;8;
317020;2;3170203306540;0;257;274;362;218;18;22/05/2020;3170206;31;3;Uberlândia;604013;587266;16747;Grande;4115,206;;31.08.2020;31/ago/20;3,00;2,00;4,00;;;1,00;;;;;1,00;;;;1,00;;1,00;7,00;1,00;3,00;;;3,00;;;;8,00;8;
317020;2;3170203306540;0;258;274;362;218;18;15/10/2018;3170206;31;3;Uberlândia;604013;587266;16747;Grande;4115,206;;31.08.2020;31/ago/20;2,00;2,00;4,00;;;1,00;;;;;1,00;;;;1,00;;1,00;7,00;1,00;3,00;;;3,00;;;;8,00;8;
317020;2;3170203306540;0;257;273;362;218;18;16/09/2020;3170206;31;3;Uberlândia;604013;587266;16747;Grande;4115,206;;31.08.2020;31/ago/20;1,00;2,00;4,00;;;1,00;;1,00;;;;;;;1,00;;1,00;7,00;1,00;3,00;;;3,00;;;;8,00;8;
317020;2;3170203306540;0;257;273;362;218;18;03/02/2020;3170206;31;3;Uberlândia;604013;587266;16747;Grande;4115,206;;31.08.2020;31/ago/20;1,00;2,00;4,00;;;1,00;;1,00;;;;;;;1,00;;1,00;7,00;1,00;3,00;;;3,00;;;;8,00;8;
317020;2;3170203306540;0;257;273;362;218;18;16/10/2019;3170206;31;3;Uberlândia;604013;587266;16747;Grande;4115,206;;31.08.2020;31/ago/20;4,00;2,00;4,00;;;1,00;;1,00;;;;;;;1,00;;1,00;7,00;1,00;3,00;;;3,00;;;;8,00;8;
317030;2;3170303307963;0;257;273;138;218;18;01/01/2015;3170305;31;3;Umburatiba;2705;1558;1147;Pequeno I;405,833;;31.08.2020;31/ago/20;2,00;2,00;1,00;;;1,00;;1,00;;;;1,00;;;;;1,00;3,00;;1,00;;;1,00;3,00;;;1,00;4;
317030;2;3170303307963;0;257;274;138;218;18;18/03/2016;3170305;31;3;Umburatiba;2705;1558;1147;Pequeno I;405,833;;31.08.2020;31/ago/20;1,00;2,00;1,00;;;1,00;;;;;1,00;1,00;;;;;1,00;3,00;;1,00;;;1,00;3,00;;;1,00;4;
317030;2;3170303307963;0;255;239;138;220;263;24/10/2017;3170305;31;3;Umburatiba;2705;1558;1147;Pequeno I;405,833;;31.08.2020;31/ago/20;3,00;1,00;1,00;;1,00;;;;;;;1,00;;;;;1,00;3,00;;1,00;;;1,00;3,00;;;1,00;4;
317030;2;3170303307963;0;257;235;266;21;20;02/01/2018;3170305;31;3;Umburatiba;2705;1558;1147;Pequeno I;405,833;;31.08.2020;31/ago/20;5,00;2,00;4,00;;;1,00;;;;;;;;;1,00;;1,00;3,00;;1,00;;;1,00;3,00;;;1,00;4;
317130;2;3171303310068;0;258;273;292;218;18;25/07/2020;3171303;31;3;Viçosa;72220;67305;4915;Médio;299,418;;31.08.2020;31/ago/20;2,00;2,00;3,00;;;1,00;;1,00;;;;;;1,00;;;;2,00;;1,00;;;1,00;;;2,00;;2;
317130;2;3171303310068;0;257;274;292;218;272;13/07/2020;3171303;31;3;Viçosa;72220;67305;4915;Médio;299,418;;31.08.2020;31/ago/20;2,00;2,00;3,00;;;1,00;;;;;1,00;;;1,00;;;;2,00;;1,00;;;1,00;;;2,00;;2;
317200;2;3172003306050;1;257;274;138;218;18;01/10/2014;3172004;31;3;Visconde do Rio Branco;37942;31380;6562;Pequeno II;243,351;;31.08.2020;31/ago/20;2,00;2,00;1,00;;;1,00;;;;;1,00;1,00;;;;;;3,00;;1,00;;;2,00;2,00;;;1,00;3;
317200;2;3172003306050;0;258;274;266;21;20;01/10/2014;3172004;31;3;Visconde do Rio Branco;37942;31380;6562;Pequeno II;243,351;;31.08.2020;31/ago/20;2,00;2,00;4,00;;;1,00;;;;;1,00;;;;1,00;;;3,00;;1,00;;;2,00;2,00;;;1,00;3;
317200;2;3172003306050;0;257;273;138;218;18;16/01/2018;3172004;31;3;Visconde do Rio Branco;37942;31380;6562;Pequeno II;243,351;;31.08.2020;31/ago/20;4,00;2,00;1,00;;;1,00;;1,00;;;;1,00;;;;;;3,00;;1,00;;;2,00;2,00;;;1,00;3;
320030;2;3200303308918;1;257;274;138;218;20;15/12/2014;3200300;32;3;Alfredo Chaves;13955;6545;7410;Pequeno I;615,791;;31.08.2020;31/ago/20;2,00;2,00;1,00;;;1,00;;;;;1,00;1,00;;;;;;2,00;;1,00;;;1,00;2,00;;;;2;
320030;2;3200303308918;1;258;273;138;218;20;22/07/2019;3200300;32;3;Alfredo Chaves;13955;6545;7410;Pequeno I;615,791;;31.08.2020;31/ago/20;4,00;2,00;1,00;;;1,00;;1,00;;;;1,00;;;;;;2,00;;1,00;;;1,00;2,00;;;;2;
320060;2;3200603306035;0;255;238;292;21;262;16/03/2019;3200607;32;3;Aracruz;81832;71451;10381;Médio;1423,874;;31.08.2020;31/ago/20;2,00;1,00;3,00;;1,00;;;;;;;;;1,00;;;1,00;;;;;;;;;1,00;;1;
320130;2;3201303306006;0;257;273;142;21;20;30/08/2017;3201308;32;3;Cariacica;348738;337643;11095;Grande;279,718;;31.08.2020;31/ago/20;3,00;2,00;4,00;;;1,00;;1,00;;;;;;;1,00;;;3,00;;2,00;;;1,00;2,00;;;1,00;3;
320130;2;3201303306006;0;258;273;138;218;18;06/02/2012;3201308;32;3;Cariacica;348738;337643;11095;Grande;279,718;;31.08.2020;31/ago/20;2,00;2,00;1,00;;;1,00;;1,00;;;;1,00;;;;;;3,00;;2,00;;;1,00;2,00;;;1,00;3;
320130;2;3201303306006;0;257;274;138;218;18;06/02/2017;3201308;32;3;Cariacica;348738;337643;11095;Grande;279,718;;31.08.2020;31/ago/20;1,00;2,00;1,00;;;1,00;;;;;1,00;1,00;;;;;;3,00;;2,00;;;1,00;2,00;;;1,00;3;
320140;2;3201403306913;0;258;274;138;218;272;09/10/2018;3201407;32;3;Castelo;34747;21817;12930;Pequeno II;664,062;;31.08.2020;31/ago/20;3,00;2,00;1,00;;;1,00;;;;;1,00;1,00;;;;;;1,00;;;;;1,00;1,00;;;;1;
320240;2;3202403309022;0;257;274;138;218;20;24/06/2019;3202405;32;3;Guarapari;105286;100528;4758;Grande;591,815;;31.08.2020;31/ago/20;3,00;2,00;1,00;;;1,00;;;;;1,00;1,00;;;;;;3,00;;2,00;;;1,00;3,00;;;;3;
320240;2;3202403309022;0;257;273;138;21;20;20/12/2019;3202405;32;3;Guarapari;105286;100528;4758;Grande;591,815;;31.08.2020;31/ago/20;4,00;2,00;1,00;;;1,00;;1,00;;;;1,00;;;;;;3,00;;2,00;;;1,00;3,00;;;;3;
320240;2;3202403309022;0;258;273;138;218;20;26/12/2019;3202405;32;3;Guarapari;105286;100528;4758;Grande;591,815;;31.08.2020;31/ago/20;2,00;2,00;1,00;;;1,00;;1,00;;;;1,00;;;;;;3,00;;2,00;;;1,00;3,00;;;;3;
320405;2;3204053310094;0;257;274;266;218;18;03/06/2019;3204054;32;3;Pedro Canário;23794;22053;1741;Pequeno II;433,880;;31.08.2020;31/ago/20;3,00;2,00;4,00;;;1,00;;;;;1,00;;;;1,00;;;3,00;;1,00;;;1,00;;;1,00;2,00;3;
320405;2;3204053310094;0;257;237;292;21;20;01/02/2012;3204054;32;3;Pedro Canário;23794;22053;1741;Pequeno II;433,880;;31.08.2020;31/ago/20;2,00;2,00;3,00;;;1,00;;;;;;;;1,00;;;;3,00;;1,00;;;1,00;;;1,00;2,00;3;
320405;2;3204053310094;0;257;273;266;218;18;03/06/2019;3204054;32;3;Pedro Canário;23794;22053;1741;Pequeno II;433,880;;31.08.2020;31/ago/20;1,00;2,00;4,00;;;1,00;;1,00;;;;;;;1,00;;;3,00;;1,00;;;1,00;;;1,00;2,00;3;
320530;2;3205303302915;0;255;238;264;218;18;14/08/2017;3205309;32;3;Vitória;327801;327801;0;Grande;96,536;;31.08.2020;31/ago/20;2,00;1,00;4,00;;1,00;;;;;;;;;;1,00;;1,00;2,00;;1,00;;;1,00;;;;3,00;3;
320530;2;3205303302915;0;258;273;264;21;263;03/09/2019;3205309;32;3;Vitória;327801;327801;0;Grande;96,536;;31.08.2020;31/ago/20;2,00;2,00;4,00;;;1,00;;1,00;;;;;;;1,00;;1,00;2,00;;1,00;;;1,00;;;;3,00;3;
320530;2;3205303302915;0;257;274;264;218;18;07/05/2018;3205309;32;3;Vitória;327801;327801;0;Grande;96,536;;31.08.2020;31/ago/20;2,00;2,00;4,00;;;1,00;;;;;1,00;;;;1,00;;1,00;2,00;;1,00;;;1,00;;;;3,00;3;
330025;2;3300253306637;0;257;273;266;21;272;03/10/2017;3300258;33;3;Arraial do Cabo;27715;27715;0;Pequeno II;156,639;;31.08.2020;31/ago/20;3,00;2,00;4,00;;;1,00;;1,00;;;;;;;1,00;;;3,00;;2,00;;;1,00;;;;3,00;3;
330025;2;3300253306637;0;258;273;266;218;272;01/08/2018;3300258;33;3;Arraial do Cabo;27715;27715;0;Pequeno II;156,639;;31.08.2020;31/ago/20;3,00;2,00;4,00;;;1,00;;1,00;;;;;;;1,00;;;3,00;;2,00;;;1,00;;;;3,00;3;
330025;2;3300253306637;0;258;274;266;218;272;03/10/2017;3300258;33;3;Arraial do Cabo;27715;27715;0;Pequeno II;156,639;;31.08.2020;31/ago/20;2,00;2,00;4,00;;;1,00;;;;;1,00;;;;1,00;;;3,00;;2,00;;;1,00;;;;3,00;3;
330030;2;3300303307919;0;257;237;138;216;20;22/11/2018;3300308;33;3;Barra do Piraí;94778;91957;2821;Médio;584,610;;31.08.2020;31/ago/20;2,00;2,00;1,00;;;1,00;;;;;;1,00;;;;1,00;;5,00;;2,00;;;2,00;5,00;;1,00;;6;
330030;2;3300303307919;0;257;273;138;218;18;02/01/2019;3300308;33;3;Barra do Piraí;94778;91957;2821;Médio;584,610;;31.08.2020;31/ago/20;3,00;2,00;1,00;;;1,00;;1,00;;;;1,00;;;;1,00;;5,00;;2,00;;;2,00;5,00;;1,00;;6;
330030;2;3300303307919;1;257;273;292;21;20;01/08/2019;3300308;33;3;Barra do Piraí;94778;91957;2821;Médio;584,610;;31.08.2020;31/ago/20;3,00;2,00;3,00;;;1,00;;1,00;;;;;;1,00;;1,00;;5,00;;2,00;;;2,00;5,00;;1,00;;6;
330030;2;3300303307919;0;257;274;138;218;18;31/10/2019;3300308;33;3;Barra do Piraí;94778;91957;2821;Médio;584,610;;31.08.2020;31/ago/20;2,00;2,00;1,00;;;1,00;;;;;1,00;1,00;;;;1,00;;5,00;;2,00;;;2,00;5,00;;1,00;;6;
330030;2;3300303307919;0;253;239;138;220;20;01/02/2018;3300308;33;3;Barra do Piraí;94778;91957;2821;Médio;584,610;;31.08.2020;31/ago/20;4,00;0,00;1,00;1,00;;;;;;;;1,00;;;;1,00;;5,00;;2,00;;;2,00;5,00;;1,00;;6;
330030;2;3300303307919;0;257;274;138;218;18;28/01/2020;3300308;33;3;Barra do Piraí;94778;91957;2821;Médio;584,610;;31.08.2020;31/ago/20;1,00;2,00;1,00;;;1,00;;;;;1,00;1,00;;;;1,00;;5,00;;2,00;;;2,00;5,00;;1,00;;6;
330045;2;3300453309664;0;255;238;292;216;20;01/09/2019;3300456;33;3;Belford Roxo;469332;469332;0;Grande;78,985;;31.08.2020;31/ago/20;3,00;1,00;3,00;;1,00;;;;;;;;;1,00;;1,00;1,00;3,00;;2,00;;;1,00;1,00;;4,00;;5;
330045;2;3300453309664;1;254;239;292;220;20;10/08/2020;3300456;33;3;Belford Roxo;469332;469332;0;Grande;78,985;;31.08.2020;31/ago/20;2,00;0,00;3,00;1,00;;;;;;;;;;1,00;;1,00;1,00;3,00;;2,00;;;1,00;1,00;;4,00;;5;
330045;2;3300453309664;0;257;274;292;218;20;04/06/2019;3300456;33;3;Belford Roxo;469332;469332;0;Grande;78,985;;31.08.2020;31/ago/20;1,00;2,00;3,00;;;1,00;;;;;1,00;;;1,00;;1,00;1,00;3,00;;2,00;;;1,00;1,00;;4,00;;5;
330045;2;3300453309664;0;258;273;138;21;20;07/06/2019;3300456;33;3;Belford Roxo;469332;469332;0;Grande;78,985;;31.08.2020;31/ago/20;5,00;2,00;1,00;;;1,00;;1,00;;;;1,00;;;;1,00;1,00;3,00;;2,00;;;1,00;1,00;;4,00;;5;
330045;2;3300453309664;0;257;273;292;218;20;24/05/2019;3300456;33;3;Belford Roxo;469332;469332;0;Grande;78,985;;31.08.2020;31/ago/20;4,00;2,00;3,00;;;1,00;;1,00;;;;;;1,00;;1,00;1,00;3,00;;2,00;;;1,00;1,00;;4,00;;5;
330070;2;3300703307905;0;257;235;266;216;20;02/01/2020;3300704;33;3;Cabo Frio;186227;140486;45741;Grande;413,645;;31.08.2020;31/ago/20;2,00;2,00;4,00;;;1,00;;;;;;;;;1,00;;;4,00;;2,00;;;1,00;;;;4,00;4;
330070;2;3300703307905;0;260;273;266;218;272;14/01/2020;3300704;33;3;Cabo Frio;186227;140486;45741;Grande;413,645;;31.08.2020;31/ago/20;2,00;2,00;4,00;;;1,00;;1,00;;;;;;;1,00;;;4,00;;2,00;;;1,00;;;;4,00;4;
330070;2;3300703307905;0;257;273;266;218;272;03/03/2020;3300704;33;3;Cabo Frio;186227;140486;45741;Grande;413,645;;31.08.2020;31/ago/20;2,00;2,00;4,00;;;1,00;;1,00;;;;;;;1,00;;;4,00;;2,00;;;1,00;;;;4,00;4;
330070;2;3300703307905;0;257;274;266;218;272;02/01/2020;3300704;33;3;Cabo Frio;186227;140486;45741;Grande;413,645;;31.08.2020;31/ago/20;4,00;2,00;4,00;;;1,00;;;;;1,00;;;;1,00;;;4,00;;2,00;;;1,00;;;;4,00;4;
330185;2;3301853307469;0;252;239;142;220;20;02/01/2020;3301850;33;3;Guapimirim;51483;49746;1737;Médio;358,352;;31.08.2020;31/ago/20;5,00;0,00;4,00;1,00;;;;;;;;;;;1,00;1,00;;3,00;;2,00;;;1,00;1,00;;1,00;2,00;4;
330185;2;3301853307469;0;257;273;292;21;20;26/04/2016;3301850;33;3;Guapimirim;51483;49746;1737;Médio;358,352;;31.08.2020;31/ago/20;3,00;2,00;3,00;;;1,00;;1,00;;;;;;1,00;;1,00;;3,00;;2,00;;;1,00;1,00;;1,00;2,00;4;
330185;2;3301853307469;1;257;273;142;218;272;05/06/2020;3301850;33;3;Guapimirim;51483;49746;1737;Médio;358,352;;31.08.2020;31/ago/20;2,00;2,00;4,00;;;1,00;;1,00;;;;;;;1,00;1,00;;3,00;;2,00;;;1,00;1,00;;1,00;2,00;4;
330185;2;3301853307469;0;257;274;138;218;18;11/06/2019;3301850;33;3;Guapimirim;51483;49746;1737;Médio;358,352;;31.08.2020;31/ago/20;2,00;2,00;1,00;;;1,00;;;;;1,00;1,00;;;;1,00;;3,00;;2,00;;;1,00;1,00;;1,00;2,00;4;
330187;2;3301873309148;1;257;273;266;21;18;03/04/2018;3301876;33;3;Iguaba Grande;22851;22851;0;Pequeno II;50,543;;31.08.2020;31/ago/20;2,00;2,00;4,00;;;1,00;;1,00;;;;;;;1,00;;;3,00;;2,00;;;1,00;;;;3,00;3;
330187;2;3301873309148;0;257;273;266;218;18;22/02/2018;3301876;33;3;Iguaba Grande;22851;22851;0;Pequeno II;50,543;;31.08.2020;31/ago/20;2,00;2,00;4,00;;;1,00;;1,00;;;;;;;1,00;;;3,00;;2,00;;;1,00;;;;3,00;3;
330187;2;3301873309148;0;257;274;266;218;18;08/08/2018;3301876;33;3;Iguaba Grande;22851;22851;0;Pequeno II;50,543;;31.08.2020;31/ago/20;1,00;2,00;4,00;;;1,00;;;;;1,00;;;;1,00;;;3,00;;2,00;;;1,00;;;;3,00;3;
330200;2;3302003307539;0;257;273;138;218;272;29/03/2016;3302007;33;3;Itaguaí;109091;104209;4882;Grande;273,368;;31.08.2020;31/ago/20;3,00;2,00;1,00;;;1,00;;1,00;;;;1,00;;;;;1,00;5,00;;3,00;;;1,00;4,00;;2,00;;6;
330200;2;3302003307539;0;257;273;292;218;18;19/10/2020;3302007;33;3;Itaguaí;109091;104209;4882;Grande;273,368;;31.08.2020;31/ago/20;4,00;2,00;3,00;;;1,00;;1,00;;;;;;1,00;;;1,00;5,00;;3,00;;;1,00;4,00;;2,00;;6;
