IBGE;q37_3;q37_9;q37_10;q37_11;q37_12;q37_13;q37_14;q37_15;q37_16;q37_17;UF;Regiao;Q_completo;DataCenso;DataCenso_2019;q37_2_rec;Idade;Faixas_etarias;d_37_9;d_37_9bin1;d_37_9bin2;d_37_9bin3;d_37_10;d_37_10bin1;d_37_10bin2;d_37_10bin3;d_37_10bin4;d_37_10bin5;d_37_11;d_37_11bin1;d_37_11bin2;d_37_11bin3;d_37_11bin4;d_37_9bin1_sum;d_37_9bin2_sum;d_37_9bin3_sum;d_37_10bin1_sum;d_37_10bin2_sum;d_37_10bin3_sum;d_37_10bin4_sum;d_37_10bin5_sum;d_37_11bin1_sum;d_37_11bin2_sum;d_37_11bin3_sum;d_37_11bin4_sum;nu_trabalhador
23;1;255;238;293;216;20;08/08/2007; ; ; ;23;2;0;31.08.2019;8/31/2019;7/10/1982;37;3;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;67;148;172;25;37; ;13;8;108;40;4;235;387
23;2;256;238;293;219;20;15/08/1998; ; ; ;23;2;0;31.08.2019;8/31/2019;12/6/1983;35;3;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;67;148;172;25;37; ;13;8;108;40;4;235;387
23;1;255;238;264;219;263;20/12/2004; ; ; ;23;2;0;31.08.2019;8/31/2019;9/19/1975;43;4;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;67;148;172;25;37; ;13;8;108;40;4;235;387
23;1;255;238;264;219;20;01/02/0018; ; ; ;23;2;0;31.08.2019;8/31/2019;3/29/1981;38;3;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;67;148;172;25;37; ;13;8;108;40;4;235;387
23;2;258;237;293;218;20;01/09/2009; ; ; ;23;2;0;31.08.2019;8/31/2019;5/1/1985;34;3;2; ; ;1;8; ; ; ; ; ;4; ; ; ;1;67;148;172;25;37; ;13;8;108;40;4;235;387
23;1;254;239;264;222;20;07/03/2012; ; ; ;23;2;0;31.08.2019;8/31/2019;8/2/1976;43;4;0;1; ; ;8; ; ; ; ; ;4; ; ; ;1;67;148;172;25;37; ;13;8;108;40;4;235;387
23;1;257;275;293;218;20;03/07/2017; ; ; ;23;2;0;31.08.2019;8/31/2019;2/11/1976;43;4;2; ; ;1;1;1; ; ; ; ;4; ; ; ;1;67;148;172;25;37; ;13;8;108;40;4;235;387
23;2;252;239;264;220;20;01/07/2017; ; ; ;23;2;0;31.08.2019;8/31/2019;12/31/1949;69;6;0;1; ; ;8; ; ; ; ; ;4; ; ; ;1;67;148;172;25;37; ;13;8;108;40;4;235;387
23;2;257;235;264;218;20;01/11/2004; ; ; ;23;2;0;31.08.2019;8/31/2019;7/3/1975;44;4;2; ; ;1;8; ; ; ; ; ;4; ; ; ;1;67;148;172;25;37; ;13;8;108;40;4;235;387
23;1;257;276;139;218;20;01/07/2017; ; ; ;23;2;0;31.08.2019;8/31/2019;6/24/1977;42;4;2; ; ;1;8; ; ; ; ; ;2; ;1; ; ;67;148;172;25;37; ;13;8;108;40;4;235;387
23;1;255;238;264;219;20;03/07/2017; ; ; ;23;2;0;31.08.2019;8/31/2019;1/7/1975;44;4;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;67;148;172;25;37; ;13;8;108;40;4;235;387
23;2;260;276;293;218;20;15/02/2019; ; ; ;23;2;0;31.08.2019;8/31/2019;4/20/1977;42;4;2; ; ;1;8; ; ; ; ; ;4; ; ; ;1;67;148;172;25;37; ;13;8;108;40;4;235;387
23;1;252;239;264;220;20;01/07/2017; ; ; ;23;2;0;31.08.2019;8/31/2019;4/25/1975;44;4;0;1; ; ;8; ; ; ; ; ;4; ; ; ;1;67;148;172;25;37; ;13;8;108;40;4;235;387
23;1;252;239;264;220;20;01/07/2017; ; ; ;23;2;0;31.08.2019;8/31/2019;10/19/1968;50;4;0;1; ; ;8; ; ; ; ; ;4; ; ; ;1;67;148;172;25;37; ;13;8;108;40;4;235;387
23;2;257;273;139;218;18;03/07/2018; ; ; ;23;2;0;31.08.2019;8/31/2019;5/3/1975;44;4;2; ; ;1;2; ;1; ; ; ;2; ;1; ; ;67;148;172;25;37; ;13;8;108;40;4;235;387
23;1;253;239;264;222;20;02/05/2005; ; ; ;23;2;0;31.08.2019;8/31/2019;1/7/1977;42;4;0;1; ; ;8; ; ; ; ; ;4; ; ; ;1;67;148;172;25;37; ;13;8;108;40;4;235;387
23;1;255;238;264;219;20;05/12/2005; ; ; ;23;2;0;31.08.2019;8/31/2019;12/16/1977;41;4;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;67;148;172;25;37; ;13;8;108;40;4;235;387
23;1;254;239;264;222;20;03/07/2017; ; ; ;23;2;0;31.08.2019;8/31/2019;11/9/1977;41;4;0;1; ; ;8; ; ; ; ; ;4; ; ; ;1;67;148;172;25;37; ;13;8;108;40;4;235;387
23;1;252;239;264;222;20;01/07/2017; ; ; ;23;2;0;31.08.2019;8/31/2019;10/5/1977;41;4;0;1; ; ;8; ; ; ; ; ;4; ; ; ;1;67;148;172;25;37; ;13;8;108;40;4;235;387
23;1;255;238;264;219;20;16/07/2018; ; ; ;23;2;0;31.08.2019;8/31/2019;11/12/1977;41;4;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;67;148;172;25;37; ;13;8;108;40;4;235;387
23;1;257;237;264;218;20;03/07/2017; ; ; ;23;2;0;31.08.2019;8/31/2019;8/29/1979;40;3;2; ; ;1;8; ; ; ; ; ;4; ; ; ;1;67;148;172;25;37; ;13;8;108;40;4;235;387
23;2;258;273;264;218;20;10/09/2015; ; ; ;23;2;0;31.08.2019;8/31/2019;12/3/1978;40;3;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1;67;148;172;25;37; ;13;8;108;40;4;235;387
23;1;252;239;264;222;20;01/07/2017; ; ; ;23;2;0;31.08.2019;8/31/2019;6/12/1971;48;4;0;1; ; ;8; ; ; ; ; ;4; ; ; ;1;67;148;172;25;37; ;13;8;108;40;4;235;387
23;1;258;235;264;218;20;01/06/2015; ; ; ;23;2;0;31.08.2019;8/31/2019;6/27/1979;40;3;2; ; ;1;8; ; ; ; ; ;4; ; ; ;1;67;148;172;25;37; ;13;8;108;40;4;235;387
23;1;255;238;264;219;20;01/07/2017; ; ; ;23;2;0;31.08.2019;8/31/2019;11/22/2002;16;1;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;67;148;172;25;37; ;13;8;108;40;4;235;387
23;1;255;238;264;219;20;01/04/2011; ; ; ;23;2;0;31.08.2019;8/31/2019;1/13/1980;39;3;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;67;148;172;25;37; ;13;8;108;40;4;235;387
23;2;257;275;139;218;263;09/05/2009; ; ; ;23;2;0;31.08.2019;8/31/2019;9/11/1979;39;3;2; ; ;1;1;1; ; ; ; ;2; ;1; ; ;67;148;172;25;37; ;13;8;108;40;4;235;387
23;2;256;238;264;219;20;01/06/2012; ; ; ;23;2;0;31.08.2019;8/31/2019;9/2/1978;40;3;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;67;148;172;25;37; ;13;8;108;40;4;235;387
23;2;258;273;266;218;20;01/03/2000; ; ; ;23;2;0;31.08.2019;8/31/2019;1/5/1977;42;4;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1;67;148;172;25;37; ;13;8;108;40;4;235;387
23;2;257;232;139;218;20;01/07/2017; ; ; ;23;2;0;31.08.2019;8/31/2019;12/12/1986;32;3;2; ; ;1;4; ; ; ;1; ;2; ;1; ; ;67;148;172;25;37; ;13;8;108;40;4;235;387
23;2;255;238;293;219;20;02/02/2019; ; ; ;23;2;0;31.08.2019;8/31/2019;5/16/1979;40;3;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;67;148;172;25;37; ;13;8;108;40;4;235;387
23;2;256;238;264;219;20;03/07/2017; ; ; ;23;2;0;31.08.2019;8/31/2019;11/20/1980;38;3;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;67;148;172;25;37; ;13;8;108;40;4;235;387
23;1;255;238;264;220;20;10/03/2006; ; ; ;23;2;0;31.08.2019;8/31/2019;4/10/1981;38;3;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;67;148;172;25;37; ;13;8;108;40;4;235;387
23;2;258;273;264;218;20;02/05/2019; ; ; ;23;2;0;31.08.2019;8/31/2019;11/6/1979;39;3;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1;67;148;172;25;37; ;13;8;108;40;4;235;387
23;2;258;275;264;218;263;02/09/2011; ; ; ;23;2;0;31.08.2019;8/31/2019;9/8/1979;39;3;2; ; ;1;1;1; ; ; ; ;4; ; ; ;1;67;148;172;25;37; ;13;8;108;40;4;235;387
23;1;253;239;264;222;20;01/07/2017; ; ; ;23;2;0;31.08.2019;8/31/2019;11/8/1974;44;4;0;1; ; ;8; ; ; ; ; ;4; ; ; ;1;67;148;172;25;37; ;13;8;108;40;4;235;387
23;2;255;238;264;219;263;14/11/2017; ; ; ;23;2;0;31.08.2019;8/31/2019;8/31/1981;38;3;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;67;148;172;25;37; ;13;8;108;40;4;235;387
23;1;256;238;264;219;20;03/02/2014; ; ; ;23;2;0;31.08.2019;8/31/2019;5/23/1978;41;4;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;67;148;172;25;37; ;13;8;108;40;4;235;387
23;2;257;274;264;218;263;01/07/2017; ; ; ;23;2;0;31.08.2019;8/31/2019;11/19/1977;41;4;2; ; ;1;5; ; ; ; ;1;4; ; ; ;1;67;148;172;25;37; ;13;8;108;40;4;235;387
23;2;258;235;139;218;263;04/01/2008; ; ; ;23;2;0;31.08.2019;8/31/2019;3/15/1983;36;3;2; ; ;1;8; ; ; ; ; ;2; ;1; ; ;67;148;172;25;37; ;13;8;108;40;4;235;387
23;2;255;238;264;219;263;18/01/2010; ; ; ;23;2;0;31.08.2019;8/31/2019; ; ; ;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;67;148;172;25;37; ;13;8;108;40;4;235;387
23;1;255;238;264;219;20;02/05/2007; ; ; ;23;2;0;31.08.2019;8/31/2019;11/4/1982;36;3;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;67;148;172;25;37; ;13;8;108;40;4;235;387
23;2;254;238;293;219;20;01/06/2012; ; ; ;23;2;0;31.08.2019;8/31/2019;7/17/1981;38;3;0;1; ; ;6; ; ; ; ; ;4; ; ; ;1;67;148;172;25;37; ;13;8;108;40;4;235;387
23;2;257;275;293;218;20;01/02/2007; ; ; ;23;2;0;31.08.2019;8/31/2019;9/19/1977;41;4;2; ; ;1;1;1; ; ; ; ;4; ; ; ;1;67;148;172;25;37; ;13;8;108;40;4;235;387
23;1;257;235;139;218;263;15/01/2017; ; ; ;23;2;0;31.08.2019;8/31/2019;4/14/1984;35;3;2; ; ;1;8; ; ; ; ; ;2; ;1; ; ;67;148;172;25;37; ;13;8;108;40;4;235;387
23;1;257;237;139;218;263;15/08/1998; ; ; ;23;2;0;31.08.2019;8/31/2019;5/30/1983;36;3;2; ; ;1;8; ; ; ; ; ;2; ;1; ; ;67;148;172;25;37; ;13;8;108;40;4;235;387
23;2;255;238;264;219;263;01/07/2017; ; ; ;23;2;0;31.08.2019;8/31/2019;11/11/1984;34;3;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;67;148;172;25;37; ;13;8;108;40;4;235;387
23;2;258;275;264;218;263;01/07/2014; ; ; ;23;2;0;31.08.2019;8/31/2019;2/22/1984;35;3;2; ; ;1;1;1; ; ; ; ;4; ; ; ;1;67;148;172;25;37; ;13;8;108;40;4;235;387
23;2;257;237;139;218;20;01/07/2016; ; ; ;23;2;0;31.08.2019;8/31/2019;3/15/1985;34;3;2; ; ;1;8; ; ; ; ; ;2; ;1; ; ;67;148;172;25;37; ;13;8;108;40;4;235;387
23;1;257;235;264;218;20;01/03/2005; ; ; ;23;2;0;31.08.2019;8/31/2019;1/15/1985;34;3;2; ; ;1;8; ; ; ; ; ;4; ; ; ;1;67;148;172;25;37; ;13;8;108;40;4;235;387
23;1;257;235;139;218;263;01/07/2017; ; ; ;23;2;0;31.08.2019;8/31/2019;6/9/1985;34;3;2; ; ;1;8; ; ; ; ; ;2; ;1; ; ;67;148;172;25;37; ;13;8;108;40;4;235;387
23;1;257;237;293;218;20;14/07/2019; ; ; ;23;2;0;31.08.2019;8/31/2019;4/3/1985;34;3;2; ; ;1;8; ; ; ; ; ;4; ; ; ;1;67;148;172;25;37; ;13;8;108;40;4;235;387
24;1;256;239;292;219;20;09/09/2016; ; ; ;24;2;0;31.08.2019;8/31/2019;4/25/1992;27;2;1; ;1; ;8; ; ; ; ; ;3; ; ;1; ; ;8;27; ;15;2; ;2;4;1;11;19;35
24;1;258;273;292;218;20;24/01/2019; ; ; ;24;2;0;31.08.2019;8/31/2019;4/4/1982;37;3;2; ; ;1;2; ;1; ; ; ;3; ; ;1; ; ;8;27; ;15;2; ;2;4;1;11;19;35
24;2;256;238;142;221;18;01/02/2019; ; ; ;24;2;0;31.08.2019;8/31/2019;10/20/1998;20;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;8;27; ;15;2; ;2;4;1;11;19;35
24;2;256;238;142;221;18;21/10/2019; ; ; ;24;2;0;31.08.2019;8/31/2019;5/12/1996;23;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;8;27; ;15;2; ;2;4;1;11;19;35
24;1;257;274;142;218;18;25/10/2019; ; ; ;24;2;0;31.08.2019;8/31/2019;9/24/1996;22;2;2; ; ;1;5; ; ; ; ;1;4; ; ; ;1; ;8;27; ;15;2; ;2;4;1;11;19;35
24;2;257;273;292;218;20;27/08/2019; ; ; ;24;2;0;31.08.2019;8/31/2019;7/29/1975;44;4;2; ; ;1;2; ;1; ; ; ;3; ; ;1; ; ;8;27; ;15;2; ;2;4;1;11;19;35
24;2;257;274;138;218;20;01/02/2011; ; ; ;24;2;0;31.08.2019;8/31/2019;6/17/1978;41;4;2; ; ;1;5; ; ; ; ;1;1;1; ; ; ; ;8;27; ;15;2; ;2;4;1;11;19;35
24;2;261;273;292;218;20;26/04/2019; ; ; ;24;2;0;31.08.2019;8/31/2019;2/17/1980;39;3;2; ; ;1;2; ;1; ; ; ;3; ; ;1; ; ;8;27; ;15;2; ;2;4;1;11;19;35
24;2;257;273;292;218;20;28/02/2019; ; ; ;24;2;0;31.08.2019;8/31/2019;6/13/1982;37;3;2; ; ;1;2; ;1; ; ; ;3; ; ;1; ; ;8;27; ;15;2; ;2;4;1;11;19;35
24;2;257;273;142;218;18;25/10/2019; ; ; ;24;2;0;31.08.2019;8/31/2019;6/5/1984;35;3;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1; ;8;27; ;15;2; ;2;4;1;11;19;35
24;2;257;273;292;218;20;28/08/2019; ; ; ;24;2;0;31.08.2019;8/31/2019;8/14/1985;34;3;2; ; ;1;2; ;1; ; ; ;3; ; ;1; ; ;8;27; ;15;2; ;2;4;1;11;19;35
24;2;258;235;142;218;18;25/10/2019; ; ; ;24;2;0;31.08.2019;8/31/2019;2/9/1988;31;3;2; ; ;1;8; ; ; ; ; ;4; ; ; ;1; ;8;27; ;15;2; ;2;4;1;11;19;35
24;2;260;234;142;218;18;25/10/2019; ; ; ;24;2;0;31.08.2019;8/31/2019;5/31/1990;29;2;2; ; ;1;3; ; ;1; ; ;4; ; ; ;1; ;8;27; ;15;2; ;2;4;1;11;19;35
24;2;257;273;292;218;20;22/03/2019; ; ; ;24;2;0;31.08.2019;8/31/2019;10/31/1995;23;2;2; ; ;1;2; ;1; ; ; ;3; ; ;1; ; ;8;27; ;15;2; ;2;4;1;11;19;35
24;2;260;273;142;218;18;25/10/2019; ; ; ;24;2;0;31.08.2019;8/31/2019;5/5/1987;32;3;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1; ;8;27; ;15;2; ;2;4;1;11;19;35
24;2;260;273;142;218;18;25/10/2019; ; ; ;24;2;0;31.08.2019;8/31/2019;8/5/1991;28;2;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1; ;8;27; ;15;2; ;2;4;1;11;19;35
24;1;258;420;142;218;18;25/10/2019; ; ; ;24;2;0;31.08.2019;8/31/2019;2/26/1996;23;2;2; ; ;1;8; ; ; ; ; ;4; ; ; ;1; ;8;27; ;15;2; ;2;4;1;11;19;35
24;2;258;273;142;218;18;25/10/2019; ; ; ;24;2;0;31.08.2019;8/31/2019;9/26/1992;26;2;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1; ;8;27; ;15;2; ;2;4;1;11;19;35
24;1;257;273;142;218;18;25/10/2019; ; ; ;24;2;0;31.08.2019;8/31/2019;1/17/1991;28;2;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1; ;8;27; ;15;2; ;2;4;1;11;19;35
24;2;256;238;142;221;18;01/02/2019; ; ; ;24;2;0;31.08.2019;8/31/2019;6/19/1997;22;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;8;27; ;15;2; ;2;4;1;11;19;35
24;2;260;276;142;218;18;25/10/2019; ; ; ;24;2;0;31.08.2019;8/31/2019;7/13/1994;25;2;2; ; ;1;8; ; ; ; ; ;4; ; ; ;1; ;8;27; ;15;2; ;2;4;1;11;19;35
24;1;256;238;142;221;18;31/01/2019; ; ; ;24;2;0;31.08.2019;8/31/2019;7/7/1987;32;3;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;8;27; ;15;2; ;2;4;1;11;19;35
24;2;256;238;142;221;18;01/02/2019; ; ; ;24;2;0;31.08.2019;8/31/2019;7/8/1998;21;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;8;27; ;15;2; ;2;4;1;11;19;35
24;2;257;273;142;218;18;25/10/2019; ; ; ;24;2;0;31.08.2019;8/31/2019;9/4/1989;29;2;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1; ;8;27; ;15;2; ;2;4;1;11;19;35
24;2;257;237;139;218;263;14/03/1983; ; ; ;24;2;0;31.08.2019;8/31/2019;3/15/1956;63;6;2; ; ;1;8; ; ; ; ; ;2; ;1; ; ; ;8;27; ;15;2; ;2;4;1;11;19;35
24;2;261;273;138;76;20;03/01/2019; ; ; ;24;2;0;31.08.2019;8/31/2019;11/6/1961;57;5;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ; ;8;27; ;15;2; ;2;4;1;11;19;35
24;1;256;238;142;221;18;29/07/2019; ; ; ;24;2;0;31.08.2019;8/31/2019;8/30/1999;20;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;8;27; ;15;2; ;2;4;1;11;19;35
24;2;257;276;292;218;20;31/05/2019; ; ; ;24;2;0;31.08.2019;8/31/2019;5/23/1966;53;5;2; ; ;1;8; ; ; ; ; ;3; ; ;1; ; ;8;27; ;15;2; ;2;4;1;11;19;35
24;1;257;237;138;218;263;06/02/2012; ; ; ;24;2;0;31.08.2019;8/31/2019;4/4/1962;57;5;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ; ;8;27; ;15;2; ;2;4;1;11;19;35
24;2;257;273;142;218;18;25/10/2019; ; ; ;24;2;0;31.08.2019;8/31/2019;5/1/1981;38;3;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1; ;8;27; ;15;2; ;2;4;1;11;19;35
24;2;255;238;292;216;263;22/05/2003; ; ; ;24;2;0;31.08.2019;8/31/2019;12/5/1967;51;5;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ; ;8;27; ;15;2; ;2;4;1;11;19;35
24;2;257;234;292;218;20;03/01/2019; ; ; ;24;2;0;31.08.2019;8/31/2019;8/4/1973;46;4;2; ; ;1;3; ; ;1; ; ;3; ; ;1; ; ;8;27; ;15;2; ;2;4;1;11;19;35
24;1;260;276;142;218;18;25/10/2019; ; ; ;24;2;0;31.08.2019;8/31/2019;8/1/1972;47;4;2; ; ;1;8; ; ; ; ; ;4; ; ; ;1; ;8;27; ;15;2; ;2;4;1;11;19;35
24;2;258;273;292;21;20;10/01/2019; ; ; ;24;2;0;31.08.2019;8/31/2019;1/7/1975;44;4;2; ; ;1;2; ;1; ; ; ;3; ; ;1; ; ;8;27; ;15;2; ;2;4;1;11;19;35
24;1;260;417;138;218;20;03/06/2019; ; ; ;24;2;0;31.08.2019;8/31/2019;6/18/1975;44;4;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ; ;8;27; ;15;2; ;2;4;1;11;19;35
25;2;257;273;292;218;18;18/05/2017; ; ; ;25;2;0;31.08.2019;8/31/2019;3/5/1981;38;3;2; ; ;1;2; ;1; ; ; ;3; ; ;1; ; ;2;29;2;20; ; ;3;4; ;6;21;31
25;2;257;273;142;218;20;15/07/2019; ; ; ;25;2;0;31.08.2019;8/31/2019;6/28/1981;38;3;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1; ;2;29;2;20; ; ;3;4; ;6;21;31
25;2;258;273;266;218;20;01/03/2016; ; ; ;25;2;0;31.08.2019;8/31/2019;3/5/1981;38;3;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1; ;2;29;2;20; ; ;3;4; ;6;21;31
25;2;257;273;266;218;18; ; ; ; ;25;2;0;31.08.2019;8/31/2019;11/16/1982;36;3;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1; ;2;29;2;20; ; ;3;4; ;6;21;31
25;2;257;273;266;218;18;03/08/2015; ; ; ;25;2;0;31.08.2019;8/31/2019;3/12/1970;49;4;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1; ;2;29;2;20; ; ;3;4; ;6;21;31
25;2;257;273;266;218;20;15/05/2017; ; ; ;25;2;0;31.08.2019;8/31/2019;2/18/1978;41;4;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1; ;2;29;2;20; ; ;3;4; ;6;21;31
25;2;260;273;142;21;20;15/07/2019; ; ; ;25;2;0;31.08.2019;8/31/2019;1/1/1979;40;3;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1; ;2;29;2;20; ; ;3;4; ;6;21;31
25;2;258;273;292;21;20;02/01/2012; ; ; ;25;2;0;31.08.2019;8/31/2019;2/13/1980;39;3;2; ; ;1;2; ;1; ; ; ;3; ; ;1; ; ;2;29;2;20; ; ;3;4; ;6;21;31
25;2;260;273;292;76;20;12/04/2018; ; ; ;25;2;0;31.08.2019;8/31/2019;8/11/1984;35;3;2; ; ;1;2; ;1; ; ; ;3; ; ;1; ; ;2;29;2;20; ; ;3;4; ;6;21;31
25;2;257;273;266;218;18;24/08/2015; ; ; ;25;2;0;31.08.2019;8/31/2019;7/16/1987;32;3;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1; ;2;29;2;20; ; ;3;4; ;6;21;31
25;2;257;273;292;218;20;01/02/2011; ; ; ;25;2;0;31.08.2019;8/31/2019;4/23/1985;34;3;2; ; ;1;2; ;1; ; ; ;3; ; ;1; ; ;2;29;2;20; ; ;3;4; ;6;21;31
25;2;257;273;266;218;18; ; ; ; ;25;2;0;31.08.2019;8/31/2019;11/14/1987;31;3;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1; ;2;29;2;20; ; ;3;4; ;6;21;31
25;2;257;273;142;218;18; ; ; ; ;25;2;0;31.08.2019;8/31/2019;8/15/1984;35;3;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1; ;2;29;2;20; ; ;3;4; ;6;21;31
25;2;256;238;266;219;20;22/05/2013; ; ; ;25;2;0;31.08.2019;8/31/2019;7/21/1990;29;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;2;29;2;20; ; ;3;4; ;6;21;31
25;2;257;273;266;218;18; ; ; ; ;25;2;0;31.08.2019;8/31/2019;4/18/1990;29;2;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1; ;2;29;2;20; ; ;3;4; ;6;21;31
25;2;260;273;142;218;20; ; ; ; ;25;2;0;31.08.2019;8/31/2019;5/18/1989;30;3;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1; ;2;29;2;20; ; ;3;4; ;6;21;31
25;2;257;273;142;218;20;15/07/2019; ; ; ;25;2;0;31.08.2019;8/31/2019;4/6/1981;38;3;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1; ;2;29;2;20; ; ;3;4; ;6;21;31
25;2;257;273;142;218;20;15/07/2019; ; ; ;25;2;0;31.08.2019;8/31/2019;9/26/1989;29;2;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1; ;2;29;2;20; ; ;3;4; ;6;21;31
25;2;257;274;142;218;20;15/07/2019; ; ; ;25;2;0;31.08.2019;8/31/2019;11/28/1989;29;2;2; ; ;1;5; ; ; ; ;1;4; ; ; ;1; ;2;29;2;20; ; ;3;4; ;6;21;31
25;1;257;237;142;218;18; ; ; ; ;25;2;0;31.08.2019;8/31/2019;4/28/1991;28;2;2; ; ;1;8; ; ; ; ; ;4; ; ; ;1; ;2;29;2;20; ; ;3;4; ;6;21;31
25;2;257;273;142;218;20;15/07/2019; ; ; ;25;2;0;31.08.2019;8/31/2019;10/18/1992;26;2;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1; ;2;29;2;20; ; ;3;4; ;6;21;31
25;2;257;274;138;218;20; ; ; ; ;25;2;0;31.08.2019;8/31/2019;10/16/1961;57;5;2; ; ;1;5; ; ; ; ;1;1;1; ; ; ; ;2;29;2;20; ; ;3;4; ;6;21;31
25;2;260;273;142;218;18;10/06/2017; ; ; ;25;2;0;31.08.2019;8/31/2019;3/19/1987;32;3;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1; ;2;29;2;20; ; ;3;4; ;6;21;31
25;1;261;283;142;218;20;15/07/2019; ; ; ;25;2;0;31.08.2019;8/31/2019;4/16/1985;34;3;2; ; ;1;8; ; ; ; ; ;4; ; ; ;1; ;2;29;2;20; ; ;3;4; ;6;21;31
25;2;257;274;138;218;20;01/06/1982; ; ; ;25;2;0;31.08.2019;8/31/2019;5/6/1962;57;5;2; ; ;1;5; ; ; ; ;1;1;1; ; ; ; ;2;29;2;20; ; ;3;4; ;6;21;31
25;2;255;238;291;216;20;16/06/1994; ; ; ;25;2;0;31.08.2019;8/31/2019;6/11/1965;54;5;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;2;29;2;20; ; ;3;4; ;6;21;31
25;1;257;237;266;218;20;02/05/2011; ; ; ;25;2;0;31.08.2019;8/31/2019;8/28/1965;54;5;2; ; ;1;8; ; ; ; ; ;4; ; ; ;1; ;2;29;2;20; ; ;3;4; ;6;21;31
25;2;257;273;138;21;20; ; ; ; ;25;2;0;31.08.2019;8/31/2019;1/14/1965;54;5;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ; ;2;29;2;20; ; ;3;4; ;6;21;31
25;2;257;275;138;216;18; ; ; ; ;25;2;0;31.08.2019;8/31/2019;4/5/1966;53;5;2; ; ;1;1;1; ; ; ; ;1;1; ; ; ; ;2;29;2;20; ; ;3;4; ;6;21;31
25;2;257;237;292;21;20;05/04/2011; ; ; ;25;2;0;31.08.2019;8/31/2019;5/19/1973;46;4;2; ; ;1;8; ; ; ; ; ;3; ; ;1; ; ;2;29;2;20; ; ;3;4; ;6;21;31
25;2;257;275;292;21;20; ; ; ; ;25;2;0;31.08.2019;8/31/2019;5/12/1973;46;4;2; ; ;1;1;1; ; ; ; ;3; ; ;1; ; ;2;29;2;20; ; ;3;4; ;6;21;31
26;2;257;237;293;218;20; ; ; ; ;26;2;0;31.08.2019;8/31/2019;3/30/1976;43;4;2; ; ;1;8; ; ; ; ; ;4; ; ; ;1;2;9;73;7;24; ;1;10;22;1;17;44;84
