IBGE;q37_3;q37_9;q37_10;q37_11;q37_12;q37_13;q37_14;q37_15;q37_16;q37_17;UF;Regiao;Q_completo;DataCenso;DataCenso_2019;q37_2_rec;Idade;Faixas_etarias;d_37_9;d_37_9bin1;d_37_9bin2;d_37_9bin3;d_37_10;d_37_10bin1;d_37_10bin2;d_37_10bin3;d_37_10bin4;d_37_10bin5;d_37_11;d_37_11bin1;d_37_11bin2;d_37_11bin3;d_37_11bin4;d_37_9bin1_sum;d_37_9bin2_sum;d_37_9bin3_sum;d_37_10bin1_sum;d_37_10bin2_sum;d_37_10bin3_sum;d_37_10bin4_sum;d_37_10bin5_sum;d_37_11bin1_sum;d_37_11bin2_sum;d_37_11bin3_sum;d_37_11bin4_sum;nu_trabalhador
14;2;256;238;292;222;18; ; ; ; ;14;1;0;31.08.2019;8/31/2019;3/22/1992;27;2;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;2;255;239;292;220;18; ; ; ; ;14;1;0;31.08.2019;8/31/2019;12/29/1991;27;2;1; ;1; ;8; ; ; ; ; ;3; ; ;1; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;1;257;237;138;222;20;02/08/2018; ; ; ;14;1;0;31.08.2019;8/31/2019;11/8/1991;27;2;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;2;257;237;138;217;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;5/25/1992;27;2;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;1;255;237;138;222;20;02/08/2018; ; ; ;14;1;0;31.08.2019;8/31/2019;5/30/1994;25;2;1; ;1; ;8; ; ; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;2;256;238;138;216;18; ; ; ; ;14;1;0;31.08.2019;8/31/2019;12/3/1994;24;2;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;2;256;235;292;216;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;12/16/1994;24;2;1; ;1; ;8; ; ; ; ; ;3; ; ;1; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;2;256;239;142;222;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;9/30/1993;25;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;80;334;165;11;18;1;7;15;351; ;178;50;579
14;1;256;238;138;216;18; ; ; ; ;14;1;0;31.08.2019;8/31/2019;9/26/1994;24;2;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;2;257;273;138;218;18; ; ; ; ;14;1;0;31.08.2019;8/31/2019;5/23/1992;27;2;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;2;256;239;292;216;263; ; ; ; ;14;1;0;31.08.2019;8/31/2019;12/25/1991;27;2;1; ;1; ;8; ; ; ; ; ;3; ; ;1; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;2;257;232;138;217;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;1/30/1997;22;2;2; ; ;1;4; ; ; ;1; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;2;257;274;292;222;20;02/01/2019; ; ; ;14;1;0;31.08.2019;8/31/2019;9/28/1995;23;2;2; ; ;1;5; ; ; ; ;1;3; ; ;1; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;2;255;239;266;216;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;11/8/1945;73;6;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;80;334;165;11;18;1;7;15;351; ;178;50;579
14;1;256;238;292;222;20;11/02/2019; ; ; ;14;1;0;31.08.2019;8/31/2019;5/26/1996;23;2;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;2;257;237;292;21;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;5/1/1994;25;2;2; ; ;1;8; ; ; ; ; ;3; ; ;1; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;2;258;273;138;218;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;3/23/1949;70;6;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;2;257;237;292;216;20;02/01/2019; ; ; ;14;1;0;31.08.2019;8/31/2019;12/10/1995;23;2;2; ; ;1;8; ; ; ; ; ;3; ; ;1; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;1;256;238;292;218;20;20/12/2018; ; ; ;14;1;0;31.08.2019;8/31/2019;11/4/1993;25;2;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;2;257;237;292;222;20;30/11/0002; ; ; ;14;1;0;31.08.2019;8/31/2019;6/8/1985;34;3;2; ; ;1;8; ; ; ; ; ;3; ; ;1; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;2;257;237;292;216;20;01/04/2019; ; ; ;14;1;0;31.08.2019;8/31/2019;11/8/1992;26;2;2; ; ;1;8; ; ; ; ; ;3; ; ;1; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;2;255;238;292;216;18;02/01/2019; ; ; ;14;1;0;31.08.2019;8/31/2019;10/29/1995;23;2;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;1;256;237;292;216;20;02/01/2019; ; ; ;14;1;0;31.08.2019;8/31/2019;9/7/1995;23;2;1; ;1; ;8; ; ; ; ; ;3; ; ;1; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;1;257;237;292;222;20;21/10/2019; ; ; ;14;1;0;31.08.2019;8/31/2019;12/4/1978;40;3;2; ; ;1;8; ; ; ; ; ;3; ; ;1; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;2;256;238;292;216;18;26/02/2019; ; ; ;14;1;0;31.08.2019;8/31/2019;6/27/1999;20;2;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;2;255;238;292;216;18;01/11/2019; ; ; ;14;1;0;31.08.2019;8/31/2019;9/13/1994;24;2;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;2;255;239;138;220;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;12/17/1948;70;6;1; ;1; ;8; ; ; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;1;255;238;138;220;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;8/12/1952;67;6;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;2;255;239;292;222;20;05/04/2019; ; ; ;14;1;0;31.08.2019;8/31/2019;10/1/1997;21;2;1; ;1; ;8; ; ; ; ; ;3; ; ;1; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;2;255;238;138;217;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;10/4/1948;70;6;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;2;257;237;292;216;18;01/11/2019; ; ; ;14;1;0;31.08.2019;8/31/2019;4/8/1997;22;2;2; ; ;1;8; ; ; ; ; ;3; ; ;1; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;2;255;238;292;219;20;01/06/2019; ; ; ;14;1;0;31.08.2019;8/31/2019;2/18/1994;25;2;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;1;255;239;292;216;18;15/03/2019; ; ; ;14;1;0;31.08.2019;8/31/2019;4/15/1998;21;2;1; ;1; ;8; ; ; ; ; ;3; ; ;1; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;1;255;239;292;216;18; ; ; ; ;14;1;0;31.08.2019;8/31/2019;6/13/1998;21;2;1; ;1; ;8; ; ; ; ; ;3; ; ;1; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;1;254;237;292;220;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;11/29/1995;23;2;0;1; ; ;8; ; ; ; ; ;3; ; ;1; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;2;256;273;266;222;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;1/21/1980;39;3;1; ;1; ;2; ;1; ; ; ;4; ; ; ;1;80;334;165;11;18;1;7;15;351; ;178;50;579
14;2;256;238;292;216;18;02/01/2019; ; ; ;14;1;0;31.08.2019;8/31/2019;5/29/1998;21;2;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;2;257;237;138;219;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;3/27/1979;40;3;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;2;255;238;292;222;18;02/01/2019; ; ; ;14;1;0;31.08.2019;8/31/2019;8/31/1991;28;2;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;1;255;238;138;222;20;02/08/2018; ; ; ;14;1;0;31.08.2019;8/31/2019;3/24/1999;20;2;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;1;255;238;138;222;20;02/08/2018; ; ; ;14;1;0;31.08.2019;8/31/2019;2/7/1996;23;2;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;2;255;238;138;216;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;1/10/1952;67;6;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;1;255;238;138;216;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;6/6/1955;64;6;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;2;257;237;138;217;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;8/3/1990;29;2;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;1;254;238;292;222;18;02/01/2019; ; ; ;14;1;0;31.08.2019;8/31/2019;1/11/1997;22;2;0;1; ; ;6; ; ; ; ; ;3; ; ;1; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;1;255;238;293;222;20;02/08/2018; ; ; ;14;1;0;31.08.2019;8/31/2019;12/14/1998;20;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;80;334;165;11;18;1;7;15;351; ;178;50;579
14;1;257;237;138;216;263; ; ; ; ;14;1;0;31.08.2019;8/31/2019;7/25/1955;64;6;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;2;255;239;266;222;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;4/29/1954;65;6;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;80;334;165;11;18;1;7;15;351; ;178;50;579
14;1;255;239;292;220;18; ; ; ; ;14;1;0;31.08.2019;8/31/2019;11/10/1999;19;2;1; ;1; ;8; ; ; ; ; ;3; ; ;1; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;1;257;238;138;217;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;9/23/1955;63;6;2; ; ;1;6; ; ; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;1;252;239;138;220;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;8/27/1947;72;6;0;1; ; ;8; ; ; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;1;255;238;138;216;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;6/16/1955;64;6;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;1;252;239;138;220;18; ; ; ; ;14;1;0;31.08.2019;8/31/2019;12/6/1952;66;6;0;1; ; ;8; ; ; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;2;257;274;292;216;18;02/01/2019; ; ; ;14;1;0;31.08.2019;8/31/2019;11/20/1983;35;3;2; ; ;1;5; ; ; ; ;1;3; ; ;1; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;1;256;239;138;222;20;02/08/2018; ; ; ;14;1;0;31.08.2019;8/31/2019;8/18/1993;26;2;1; ;1; ;8; ; ; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;2;255;238;266;216;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;7/28/1957;62;6;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;80;334;165;11;18;1;7;15;351; ;178;50;579
14;2;256;239;266;217;263; ; ; ; ;14;1;0;31.08.2019;8/31/2019;1/7/1957;62;6;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;80;334;165;11;18;1;7;15;351; ;178;50;579
14;1;256;238;138;217;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;3/26/1983;36;3;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;2;257;281;138;218;20;02/05/2004; ; ; ;14;1;0;31.08.2019;8/31/2019;8/2/1956;63;6;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;1;255;238;138;217;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;11/18/1953;65;6;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;1;257;235;138;218;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;9/29/1988;30;3;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;2;257;237;138;217;263; ; ; ; ;14;1;0;31.08.2019;8/31/2019;9/17/1953;65;6;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;1;255;239;138;220;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;4/27/1959;60;5;1; ;1; ;8; ; ; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;1;255;239;266;217;263; ; ; ; ;14;1;0;31.08.2019;8/31/2019;1/25/1960;59;5;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;80;334;165;11;18;1;7;15;351; ;178;50;579
14;2;255;238;138;216;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;3/29/1961;58;5;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;2;253;239;138;216;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;9/24/1956;62;6;0;1; ; ;8; ; ; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;1;255;239;266;222;263; ; ; ; ;14;1;0;31.08.2019;8/31/2019;7/2/1955;64;6;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;80;334;165;11;18;1;7;15;351; ;178;50;579
14;1;254;239;138;222;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;10/20/1959;59;5;0;1; ; ;8; ; ; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;1;255;238;292;222;18;02/01/2019; ; ; ;14;1;0;31.08.2019;8/31/2019;2/9/1989;30;3;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;1;255;239;138;220;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;2/26/1957;62;6;1; ;1; ;8; ; ; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;1;255;238;292;222;20;01/08/2019; ; ; ;14;1;0;31.08.2019;8/31/2019;3/6/1974;45;4;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;2;255;239;138;220;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;4/23/1959;60;5;1; ;1; ;8; ; ; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;1;253;239;292;220;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;9/16/1952;66;6;0;1; ; ;8; ; ; ; ; ;3; ; ;1; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;2;253;238;292;21;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;11/6/1951;67;6;0;1; ; ;6; ; ; ; ; ;3; ; ;1; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;1;257;237;138;218;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;8/18/1956;63;6;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;2;255;239;138;220;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;12/1/1958;60;5;1; ;1; ;8; ; ; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;1;257;238;138;219;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;6/1/1984;35;3;2; ; ;1;6; ; ; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;2;255;238;266;217;263; ; ; ; ;14;1;0;31.08.2019;8/31/2019;11/3/1958;60;5;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;80;334;165;11;18;1;7;15;351; ;178;50;579
14;1;255;238;292;220;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;3/10/1950;69;6;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;2;255;238;138;216;18; ; ; ; ;14;1;0;31.08.2019;8/31/2019;8/17/1966;53;5;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;1;253;239;266;216;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;10/29/1963;55;5;0;1; ; ;8; ; ; ; ; ;4; ; ; ;1;80;334;165;11;18;1;7;15;351; ;178;50;579
14;1;257;239;138;216;263; ; ; ; ;14;1;0;31.08.2019;8/31/2019;12/2/1959;59;5;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;2;253;238;266;219;18; ; ; ; ;14;1;0;31.08.2019;8/31/2019;8/17/1961;58;5;0;1; ; ;6; ; ; ; ; ;4; ; ; ;1;80;334;165;11;18;1;7;15;351; ;178;50;579
14;1;255;238;266;217;263; ; ; ; ;14;1;0;31.08.2019;8/31/2019;7/14/2003;16;1;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;80;334;165;11;18;1;7;15;351; ;178;50;579
14;1;255;239;292;222;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;8/16/1960;59;5;1; ;1; ;8; ; ; ; ; ;3; ; ;1; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;2;255;238;138;219;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;2/8/1951;68;6;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;1;253;239;292;220;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;8/2/1955;64;6;0;1; ; ;8; ; ; ; ; ;3; ; ;1; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;1;258;237;292;222;20;01/02/2015; ; ; ;14;1;0;31.08.2019;8/31/2019;3/31/1960;59;5;2; ; ;1;8; ; ; ; ; ;3; ; ;1; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;2;257;273;138;21;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;8/8/1961;58;5;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;2;253;239;292;220;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;3/9/1958;61;6;0;1; ; ;8; ; ; ; ; ;3; ; ;1; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;1;255;238;138;217;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;6/21/1961;58;5;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;2;254;239;138;220;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;1/6/1963;56;5;0;1; ; ;8; ; ; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;2;257;237;138;217;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;11/21/1964;54;5;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;1;253;239;138;216;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;5/26/1963;56;5;0;1; ; ;8; ; ; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;2;257;273;138;218;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;3/18/1954;65;6;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;1;255;238;292;222;20;12/07/2019; ; ; ;14;1;0;31.08.2019;8/31/2019;7/9/1972;47;4;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;1;255;238;138;219;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;2/28/1963;56;5;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;2;255;238;138;219;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;2/23/1960;59;5;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;2;255;238;138;216;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;10/16/1962;56;5;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;2;257;275;266;216;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;11/21/1961;57;5;2; ; ;1;1;1; ; ; ; ;4; ; ; ;1;80;334;165;11;18;1;7;15;351; ;178;50;579
14;1;255;239;138;216;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;9/29/1963;55;5;1; ;1; ;8; ; ; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;1;253;239;138;220;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;2/14/1965;54;5;0;1; ; ;8; ; ; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;2;255;239;138;220;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;5/6/1964;55;5;1; ;1; ;8; ; ; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;2;255;239;138;216;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;9/9/1959;59;5;1; ;1; ;8; ; ; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;2;253;239;138;220;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;8/21/1964;55;5;0;1; ; ;8; ; ; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;1;253;239;138;220;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;7/16/1960;59;5;0;1; ; ;8; ; ; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;1;257;235;138;218;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;1/21/1963;56;5;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;1;252;239;138;216;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;4/7/1973;46;4;0;1; ; ;8; ; ; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;1;256;238;138;219;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;7/20/1952;67;6;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;1;252;239;292;220;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;1/11/1961;58;5;0;1; ; ;8; ; ; ; ; ;3; ; ;1; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;2;257;238;266;217;263; ; ; ; ;14;1;0;31.08.2019;8/31/2019;9/15/1957;61;6;2; ; ;1;6; ; ; ; ; ;4; ; ; ;1;80;334;165;11;18;1;7;15;351; ;178;50;579
14;2;256;238;138;217;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;8/4/1962;57;5;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;1;255;238;138;217;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;1/12/1966;53;5;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;2;252;239;138;220;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;7/24/1966;53;5;0;1; ; ;8; ; ; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;2;255;238;138;219;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;6/12/1965;54;5;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;2;253;239;138;220;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;4/6/1964;55;5;0;1; ; ;8; ; ; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;1;255;239;292;222;18;02/01/2019; ; ; ;14;1;0;31.08.2019;8/31/2019;2/27/1966;53;5;1; ;1; ;8; ; ; ; ; ;3; ; ;1; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;2;257;237;138;217;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;4/25/1963;56;5;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;1;255;238;138;217;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;4/2/1972;47;4;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;1;257;240;138;219;20;05/05/2004; ; ; ;14;1;0;31.08.2019;8/31/2019;7/25/1976;43;4;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;2;257;273;138;218;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;7/29/1982;37;3;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;2;255;239;138;220;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;10/6/1963;55;5;1; ;1; ;8; ; ; ; ; ;1;1; ; ; ;80;334;165;11;18;1;7;15;351; ;178;50;579
14;2;258;232;292;218;20; ; ; ; ;14;1;0;31.08.2019;8/31/2019;8/1/1976;43;4;2; ; ;1;4; ; ; ;1; ;3; ; ;1; ;80;334;165;11;18;1;7;15;351; ;178;50;579
