IBGE;q51_3;q51_9;q51_10;q51_11;q51_12;q51_13;q51_14;q51_15;q51_16;q51_17;UF;Regiao;Q_incompleto;DataCenso;DataCenso_2022;Faixas_etarias;d_51_9;d_51_9bin1;d_51_9bin2;d_51_9bin3;d_51_10;d_51_10bin1;d_51_10bin2;d_51_10bin3;d_51_10bin4;d_51_10bin5;d_51_11;d_51_11bin1;d_51_11bin2;d_51_11bin3;d_51_11bin4;d_51_9bin1_sum;d_51_9bin2_sum;d_51_9bin3_sum;d_51_10bin1_sum;d_51_10bin2_sum;d_51_10bin3_sum;d_51_10bin4_sum;d_51_10bin5_sum;d_51_11bin1_sum;d_51_11bin2_sum;d_51_11bin3_sum;d_51_11bin4_sum;nu_trabalhador;d_51_15_1bin_Gestão;d_51_15_1bin_Gestão_do_SUAS;d_51_15_1bin_Vigilância_Socioassistencial;d_51_15_1bin_Gestão_do_Trabalho;d_51_15_1bin_Regulação_do_SUAS;d_51_15_1bin_Gestão_Financeira_Orçamentária;d_51_15_1bin_PSB;d_51_15_1bin_PSE_Média_Complexidade;d_51_15_1bin_PSE_Alta_Complexidade;d_51_15_1bin_Gestão_CadÚnico;d_51_15_1bin_PBF;d_51_15_1bin_Gestão_Benefícios_Assistenciais;d_51_15_1bin_PCF;d_51_15_1bin_Outros;d_51_16_2bin_Gestão;d_51_16_2bin_Gestão_do_SUAS;d_51_16_2bin_Vigilância_Socioassistencial;d_51_16_2bin_Gestão_do_Trabalho;d_51_16_2bin_Regulação_do_SUAS;d_51_16_2bin_Gestão_Financeira_Orçamentária;d_51_16_2bin_PSB;d_51_16_2bin_PSE_Média_Complexidade;d_51_16_2bin_PSE_Alta_Complexidade;d_51_16_2bin_Gestão_CadÚnico;d_51_16_2bin_PBF;d_51_16_2bin_Gestão_Benefícios_Assistenciais;d_51_15_2bin_PCF;d_51_16_2bin_Outros;d_51_17_3bin_Gestão;d_51_17_3bin_Gestão_do_SUAS;d_51_17_3bin_Vigilância_Socioassistencial;d_51_17_3bin_Gestão_do_Trabalho;d_51_17_3bin_Regulação_do_SUAS;d_51_17_3bin_Gestão_Financeira_Orçamentária;d_51_17_3bin_PSB;d_51_17_3bin_PSE_Média_Complexidade;d_51_17_3bin_PSE_Alta_Complexidade;d_51_17_3bin_Gestão_CadÚnico;d_51_17_3bin_PBF;d_51_17_3bin_Gestão_Benefícios_Assistenciais;d_51_17_3bin_PCF;d_51_17_3bin_Outros;d_51_Gestão;d_51_Gestão_do_SUAS;d_51_Vigilância_Socioassistencial;d_51_Gestão_do_Trabalho;d_51_Regulação_do_SUAS;d_51_Gestão_Financeira_Orçamentária;d_51_PSB;d_51_PSE_Média_Complexidade;d_51_PSE_Alta_Complexidade;d_51_Gestão_CadÚnico;d_51_PBF;d_51_Gestão_Benefícios_Assistenciais;d_51_PCF;d_51_Outros;d_51_15_1bin_Gestão_sum;d_51_15_1bin_Gestão_do_SUAS_sum;d_51_15_1bin_Vigilância_Socioassistencial_sum;d_51_15_1bin_Gestão_do_Trabalho_sum;d_51_15_1bin_Regulação_do_SUAS_sum;d_51_15_1bin_Gestão_Financeira_Orçamentária_sum;d_51_15_1bin_PSB_sum;d_51_15_1bin_PSE_Média_Complexidade_sum;d_51_15_1bin_PSE_Alta_Complexidade_sum;d_51_15_1bin_Gestão_CadÚnico_sum;d_51_15_1bin_PBF_sum;d_51_15_1bin_Gestão_Benefícios_Assistenciais_sum;d_51_15_1bin_PCF_sum;d_51_15_1bin_Outros_sum;d_51_16_2bin_Gestão_sum;d_51_16_2bin_Gestão_do_SUAS_sum;d_51_16_2bin_Vigilância_Socioassistencial_sum;d_51_16_2bin_Gestão_do_Trabalho_sum;d_51_16_2bin_Regulação_do_SUAS_sum;d_51_16_2bin_Gestão_Financeira_Orçamentária_sum;d_51_16_2bin_PSB_sum;d_51_16_2bin_PSE_Média_Complexidade_sum;d_51_16_2bin_PSE_Alta_Complexidade_sum;d_51_16_2bin_Gestão_CadÚnico_sum;d_51_16_2bin_PBF_sum;d_51_16_2bin_Gestão_Benefícios_Assistenciais_sum;d_51_15_2bin_PCF_sum;d_51_16_2bin_Outros_sum;d_51_17_3bin_Gestão_sum;d_51_17_3bin_Gestão_do_SUAS_sum;d_51_17_3bin_Vigilância_Socioassistencial_sum;d_51_17_3bin_Gestão_do_Trabalho_sum;d_51_17_3bin_Regulação_do_SUAS_sum;d_51_17_3bin_Gestão_Financeira_Orçamentária_sum;d_51_17_3bin_PSB_sum;d_51_17_3bin_PSE_Média_Complexidade_sum;d_51_17_3bin_PSE_Alta_Complexidade_sum;d_51_17_3bin_Gestão_CadÚnico_sum;d_51_17_3bin_PBF_sum;d_51_17_3bin_Gestão_Benefícios_Assistenciais_sum;d_51_17_3bin_PCF_sum;d_51_17_3bin_Outros_sum;d_51_Gestão_sum;d_51_Gestão_do_SUAS_sum;d_51_Vigilância_Socioassistencial_sum;d_51_Gestão_do_Trabalho_sum;d_51_Regulação_do_SUAS_sum;d_51_Gestão_Financeira_Orçamentária_sum;d_51_PSB_sum;d_51_PSE_Média_Complexidade_sum;d_51_PSE_Alta_Complexidade_sum;d_51_Gestão_CadÚnico_sum;d_51_PBF_sum;d_51_Gestão_Benefícios_Assistenciais_sum;d_51_PCF_sum;d_51_Outros_sum;N_BREAK
51;0;257;237;138;219;20;13/06/2022; ; ; ;51;5; ;31.08.2022;8/31/2022;3;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ; ;10;68;7;26; ; ;10;57; ;14;7;78; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;78
51;0;257;273;138;218;20;01/01/2017; ; ; ;51;5; ;31.08.2022;8/31/2022;4;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ; ;10;68;7;26; ; ;10;57; ;14;7;78; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;78
51;0;258;274;142;221;18;09/09/2022; ; ; ;51;5; ;31.08.2022;8/31/2022;2;2; ; ;1;5; ; ; ; ;1;4; ; ; ;1; ;10;68;7;26; ; ;10;57; ;14;7;78; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;78
51;1;255;238;138;219;20;14/10/2019; ; ; ;51;5; ;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ; ;10;68;7;26; ; ;10;57; ;14;7;78; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;78
51;0;257;274;292;218;263;12/09/2017; ; ; ;51;5; ;31.08.2022;8/31/2022;3;2; ; ;1;5; ; ; ; ;1;3; ; ;1; ; ;10;68;7;26; ; ;10;57; ;14;7;78; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;78
51;0;257;237;138;219;20;15/07/2017; ; ; ;51;5; ;31.08.2022;8/31/2022;2;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ; ;10;68;7;26; ; ;10;57; ;14;7;78; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;78
51;1;256;274;142;221;18;04/04/2022; ; ; ;51;5; ;31.08.2022;8/31/2022;2;1; ;1; ;5; ; ; ; ;1;4; ; ; ;1; ;10;68;7;26; ; ;10;57; ;14;7;78; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;78
51;1;256;237;142;221;18;17/10/2022; ; ; ;51;5; ;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1; ;10;68;7;26; ; ;10;57; ;14;7;78; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;78
51;0;256;237;142;221;18;14/04/2022; ; ; ;51;5; ;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1; ;10;68;7;26; ; ;10;57; ;14;7;78; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;78
51;0;256;420;142;221;18;16/06/2022; ; ; ;51;5; ;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1; ;10;68;7;26; ; ;10;57; ;14;7;78; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;78
51;0;256;273;142;221;18;14/09/2022; ; ; ;51;5; ;31.08.2022;8/31/2022;2;1; ;1; ;2; ;1; ; ; ;4; ; ; ;1; ;10;68;7;26; ; ;10;57; ;14;7;78; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;78
51;1;256;238;292;216;20;20/05/2019; ; ; ;51;5; ;31.08.2022;8/31/2022;6;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ; ;10;68;7;26; ; ;10;57; ;14;7;78; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;78
51;0;258;273;142;218;20;15/05/2012; ; ; ;51;5; ;31.08.2022;8/31/2022;5;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1; ;10;68;7;26; ; ;10;57; ;14;7;78; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;78
51;0;258;273;138;218;20;09/11/2021; ; ; ;51;5; ;31.08.2022;8/31/2022;6;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ; ;10;68;7;26; ; ;10;57; ;14;7;78; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;78
51;0;258;237;292;21;20;24/10/2019; ; ; ;51;5; ;31.08.2022;8/31/2022;5;2; ; ;1;8; ; ; ; ; ;3; ; ;1; ; ;10;68;7;26; ; ;10;57; ;14;7;78; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;78
51;1;257;236;292;218;20;18/01/2019; ; ; ;51;5; ;31.08.2022;8/31/2022;6;2; ; ;1;8; ; ; ; ; ;3; ; ;1; ; ;10;68;7;26; ; ;10;57; ;14;7;78; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;78
51;0;257;238;138;218;20;10/07/2019; ; ; ;51;5; ;31.08.2022;8/31/2022;4;2; ; ;1;6; ; ; ; ; ;1;1; ; ; ; ;10;68;7;26; ; ;10;57; ;14;7;78; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;78
51;0;257;273;138;218;18;01/06/2012; ; ; ;51;5; ;31.08.2022;8/31/2022;5;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ; ;10;68;7;26; ; ;10;57; ;14;7;78; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;78
51;0;257;274;138;218;20;11/07/2014; ; ; ;51;5; ;31.08.2022;8/31/2022;5;2; ; ;1;5; ; ; ; ;1;1;1; ; ; ; ;10;68;7;26; ; ;10;57; ;14;7;78; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;78
51;0;258;416;138;218;20;18/01/2019; ; ; ;51;5; ;31.08.2022;8/31/2022;5;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ; ;10;68;7;26; ; ;10;57; ;14;7;78; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;78
51;0;258;237;138;218;20;02/01/2019; ; ; ;51;5; ;31.08.2022;8/31/2022;5;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ; ;10;68;7;26; ; ;10;57; ;14;7;78; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;78
51;0;257;273;138;218;18;12/08/2013; ; ; ;51;5; ;31.08.2022;8/31/2022;5;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ; ;10;68;7;26; ; ;10;57; ;14;7;78; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;78
51;0;257;238;138;218;20;01/01/2019; ; ; ;51;5; ;31.08.2022;8/31/2022;4;2; ; ;1;6; ; ; ; ; ;1;1; ; ; ; ;10;68;7;26; ; ;10;57; ;14;7;78; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;78
51;0;257;273;138;218;18;01/01/2019; ; ; ;51;5; ;31.08.2022;8/31/2022;5;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ; ;10;68;7;26; ; ;10;57; ;14;7;78; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;78
51;0;257;275;292;76;20;02/01/2019; ; ; ;51;5; ;31.08.2022;8/31/2022;6;2; ; ;1;1;1; ; ; ; ;3; ; ;1; ; ;10;68;7;26; ; ;10;57; ;14;7;78; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;78
51;0;257;237;138;218;20;01/01/2019; ; ; ;51;5; ;31.08.2022;8/31/2022;5;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ; ;10;68;7;26; ; ;10;57; ;14;7;78; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;78
51;0;257;273;138;218;20;05/03/2012; ; ; ;51;5; ;31.08.2022;8/31/2022;5;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ; ;10;68;7;26; ; ;10;57; ;14;7;78; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;78
51;0;258;237;138;218;20;10/03/2004; ; ; ;51;5; ;31.08.2022;8/31/2022;5;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ; ;10;68;7;26; ; ;10;57; ;14;7;78; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;78
51;0;257;275;138;219;20;02/01/2019; ; ; ;51;5; ;31.08.2022;8/31/2022;4;2; ; ;1;1;1; ; ; ; ;1;1; ; ; ; ;10;68;7;26; ; ;10;57; ;14;7;78; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;78
51;0;257;273;138;218;18;10/01/2017; ; ; ;51;5; ;31.08.2022;8/31/2022;4;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ; ;10;68;7;26; ; ;10;57; ;14;7;78; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;78
51;0;258;273;138;218;18;23/03/2015; ; ; ;51;5; ;31.08.2022;8/31/2022;5;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ; ;10;68;7;26; ; ;10;57; ;14;7;78; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;78
51;0;260;273;138;218;20;19/09/2013; ; ; ;51;5; ;31.08.2022;8/31/2022;4;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ; ;10;68;7;26; ; ;10;57; ;14;7;78; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;78
51;0;257;237;138;219;20;05/05/2021; ; ; ;51;5; ;31.08.2022;8/31/2022;4;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ; ;10;68;7;26; ; ;10;57; ;14;7;78; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;78
51;1;258;273;138;218;18;04/02/2015; ; ; ;51;5; ;31.08.2022;8/31/2022;5;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ; ;10;68;7;26; ; ;10;57; ;14;7;78; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;78
