IBGE;NU_IDENTIFICADOR;q37_3;q37_9;q37_10;q37_11;q37_12;q37_13;IBGE7;UF;Regiao;Município;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;Q_incompleto;Estadual;DataCenso;DataCenso_2021;d_30_2_Faixas_etarias;d37_9;d37_11;d37_9bin1;d37_9bin2;d37_9bin3;d37_10bin1;d37_10bin2;d37_10bin3;d37_10bin4;d37_10bin5;d37_11bin1;d37_11bin2;d37_11bin3;d37_11bin4;d37_9bin1_sum;d37_9bin2_sum;d37_9bin3_sum;d37_10bin1_sum;d37_10bin2_sum;d37_10bin3_sum;d37_10bin4_sum;d37_10bin5_sum;d37_11bin1_sum;d37_11bin2_sum;d37_11bin3_sum;d37_11bin4_sum;nu_familias_acolhedoras
421720;4217203308694;0;255;239;291;388;15/10/2019;4217204;42;4;São Miguel do Oeste;36306;32065;4241;Pequeno II;234,036; ;2;31.08.2021;8/31/2021;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;1; ; ; ; ; ; ; ; ; ;3;3
421720;4217203308694;0;252;239;291;388;28/11/2018;4217204;42;4;São Miguel do Oeste;36306;32065;4241;Pequeno II;234,036; ;2;31.08.2021;8/31/2021;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;2;1; ; ; ; ; ; ; ; ; ;3;3
421720;4217203308694;0;252;239;291;388;19/11/2018;4217204;42;4;São Miguel do Oeste;36306;32065;4241;Pequeno II;234,036; ;2;31.08.2021;8/31/2021;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;2;1; ; ; ; ; ; ; ; ; ;3;3
421730;4217303306727;0;257;275;291;388;29/11/2017;4217303;42;4;Saudades;9016;5123;3893;Pequeno I;206,596; ;2;31.08.2021;8/31/2021;4;2;4; ; ;1;1; ; ; ; ; ; ; ;1; ; ;1;1; ; ; ; ; ; ; ;1;1
421755;4217553306711;0;252;239;265;388;19/03/2018;4217550;42;4;Serra Alta;3285;1835;1450;Pequeno I;92,348; ;2;31.08.2021;8/31/2021;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1
421775;4217753306735;0;258;273;291;388;01/09/2021;4217758;42;4;Sul Brasil;2766;1011;1755;Pequeno I;112,872; ;2;31.08.2021;8/31/2021;3;2;4; ; ;1; ;1; ; ; ; ; ; ;1; ; ;1; ;1; ; ; ; ; ; ;1;1
421795;4217953308516;0;253;239;265;388;02/08/2017;4217956;42;4;Tigrinhos;1757;343;1414;Pequeno I;57,944; ;2;31.08.2021;8/31/2021;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;1;1; ; ; ; ; ; ; ; ; ;2;2
421795;4217953308516;0;255;239;291;388;03/03/2021;4217956;42;4;Tigrinhos;1757;343;1414;Pequeno I;57,944; ;2;31.08.2021;8/31/2021;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;1; ; ; ; ; ; ; ; ; ;2;2
421800;4218003312161;0;255;239;291;388;05/03/2021;4218004;42;4;Tijucas;30960;26002;4958;Pequeno II;279,578; ;2;31.08.2021;8/31/2021;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ; ; ; ; ; ; ;3;3
421800;4218003312161;0;257;237;291;388;19/12/2019;4218004;42;4;Tijucas;30960;26002;4958;Pequeno II;279,578; ;2;31.08.2021;8/31/2021;4;2;4; ; ;1; ; ; ; ; ; ; ; ;1; ;2;1; ; ; ; ; ; ; ; ;3;3
421800;4218003312161;0;255;239;291;388;30/07/2020;4218004;42;4;Tijucas;30960;26002;4958;Pequeno II;279,578; ;2;31.08.2021;8/31/2021;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ; ; ; ; ; ; ;3;3
421870;4218703306713;0;253;239;291;388;26/06/2009;4218707;42;4;Tubarão;97235;88094;9141;Médio;301,755; ;2;31.08.2021;8/31/2021;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;1;3;1; ; ; ; ; ; ; ; ;5;5
421870;4218703306713;0;255;239;291;388;26/02/2013;4218707;42;4;Tubarão;97235;88094;9141;Médio;301,755; ;2;31.08.2021;8/31/2021;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;3;1; ; ; ; ; ; ; ; ;5;5
421870;4218703306713;0;255;239;291;388;27/06/2017;4218707;42;4;Tubarão;97235;88094;9141;Médio;301,755; ;2;31.08.2021;8/31/2021;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;3;1; ; ; ; ; ; ; ; ;5;5
421870;4218703306713;0;257;237;291;388;25/02/2013;4218707;42;4;Tubarão;97235;88094;9141;Médio;301,755; ;2;31.08.2021;8/31/2021;4;2;4; ; ;1; ; ; ; ; ; ; ; ;1;1;3;1; ; ; ; ; ; ; ; ;5;5
421870;4218703306713;0;255;239;291;388;23/02/2010;4218707;42;4;Tubarão;97235;88094;9141;Médio;301,755; ;2;31.08.2021;8/31/2021;5;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;3;1; ; ; ; ; ; ; ; ;5;5
421935;4219353312625;1;255;281;291;388;01/07/2020;4219358;42;4;Vitor Meireles;5207;1445;3762;Pequeno I;370,521; ;2;31.08.2021;8/31/2021;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ;1;1
421950;4219503307741;0;254;238;291;388;20/08/2020;4219507;42;4;Xanxerê;44128;39143;4985;Pequeno II;377,764; ;2;31.08.2021;8/31/2021;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;2;2; ; ; ; ; ; ; ; ; ;4;4
421950;4219503307741;0;253;239;142;388;01/11/2019;4219507;42;4;Xanxerê;44128;39143;4985;Pequeno II;377,764; ;2;31.08.2021;8/31/2021;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;2;2; ; ; ; ; ; ; ; ; ;4;4
421950;4219503307741;0;255;239;142;388;01/05/2019;4219507;42;4;Xanxerê;44128;39143;4985;Pequeno II;377,764; ;2;31.08.2021;8/31/2021;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;2; ; ; ; ; ; ; ; ; ;4;4
421950;4219503307741;0;255;239;142;388;01/11/2019;4219507;42;4;Xanxerê;44128;39143;4985;Pequeno II;377,764; ;2;31.08.2021;8/31/2021;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;2; ; ; ; ; ; ; ; ; ;4;4
421970;4219703308374;0;253;239;291;388;30/07/2018;4219705;42;4;Xaxim;25713;20967;4746;Pequeno II;293,279; ;2;31.08.2021;8/31/2021;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;3;2; ; ; ; ; ; ; ; ; ;5;5
421970;4219703308374;0;252;239;291;388;26/02/2019;4219705;42;4;Xaxim;25713;20967;4746;Pequeno II;293,279; ;2;31.08.2021;8/31/2021;2;0;4;1; ; ; ; ; ; ; ; ; ; ;1;3;2; ; ; ; ; ; ; ; ; ;5;5
421970;4219703308374;0;255;239;291;388;01/02/2021;4219705;42;4;Xaxim;25713;20967;4746;Pequeno II;293,279; ;2;31.08.2021;8/31/2021;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;3;2; ; ; ; ; ; ; ; ; ;5;5
421970;4219703308374;0;255;239;291;388;10/03/2017;4219705;42;4;Xaxim;25713;20967;4746;Pequeno II;293,279; ;2;31.08.2021;8/31/2021;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;3;2; ; ; ; ; ; ; ; ; ;5;5
421970;4219703308374;0;252;239;291;388;05/03/2018;4219705;42;4;Xaxim;25713;20967;4746;Pequeno II;293,279; ;2;31.08.2021;8/31/2021;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;3;2; ; ; ; ; ; ; ; ; ;5;5
430040;4300403312519;0;255;239;291;388;08/01/2021;4300406;43;4;Alegrete;77653;69594;8059;Médio;7803,954; ;2;31.08.2021;8/31/2021;5;1;4; ;1; ; ; ; ; ; ; ; ; ;1; ;5;2;1; ; ; ; ; ; ; ;7;7
430040;4300403312519;0;257;239;291;388;04/09/2020;4300406;43;4;Alegrete;77653;69594;8059;Médio;7803,954; ;2;31.08.2021;8/31/2021;4;2;4; ; ;1; ; ; ; ; ; ; ; ;1; ;5;2;1; ; ; ; ; ; ; ;7;7
430040;4300403312519;0;255;239;291;388;24/01/2020;4300406;43;4;Alegrete;77653;69594;8059;Médio;7803,954; ;2;31.08.2021;8/31/2021;5;1;4; ;1; ; ; ; ; ; ; ; ; ;1; ;5;2;1; ; ; ; ; ; ; ;7;7
430040;4300403312519;0;257;275;291;388;24/01/2020;4300406;43;4;Alegrete;77653;69594;8059;Médio;7803,954; ;2;31.08.2021;8/31/2021;4;2;4; ; ;1;1; ; ; ; ; ; ; ;1; ;5;2;1; ; ; ; ; ; ; ;7;7
430040;4300403312519;0;255;239;291;388;04/09/2020;4300406;43;4;Alegrete;77653;69594;8059;Médio;7803,954; ;2;31.08.2021;8/31/2021;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1; ;5;2;1; ; ; ; ; ; ; ;7;7
430040;4300403312519;0;255;239;291;388;10/03/2021;4300406;43;4;Alegrete;77653;69594;8059;Médio;7803,954; ;2;31.08.2021;8/31/2021;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1; ;5;2;1; ; ; ; ; ; ; ;7;7
430040;4300403312519;0;255;239;291;388;10/03/2021;4300406;43;4;Alegrete;77653;69594;8059;Médio;7803,954; ;2;31.08.2021;8/31/2021;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1; ;5;2;1; ; ; ; ; ; ; ;7;7
430470;4304703308007;0;257;275;291;388;13/04/2018;4304705;43;4;Carazinho;59317;58253;1064;Médio;665,092; ;2;31.08.2021;8/31/2021;4;2;4; ; ;1;1; ; ; ; ; ; ; ;1;1;2;1;1; ; ; ; ; ; ; ;4;4
430470;4304703308007;0;255;239;291;388;30/12/2019;4304705;43;4;Carazinho;59317;58253;1064;Médio;665,092; ;2;31.08.2021;8/31/2021;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;2;1;1; ; ; ; ; ; ; ;4;4
430470;4304703308007;1;255;238;291;388;05/01/2017;4304705;43;4;Carazinho;59317;58253;1064;Médio;665,092; ;2;31.08.2021;8/31/2021;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;2;1;1; ; ; ; ; ; ; ;4;4
430470;4304703308007;0;252;239;291;388;04/01/2016;4304705;43;4;Carazinho;59317;58253;1064;Médio;665,092; ;2;31.08.2021;8/31/2021;5;0;4;1; ; ; ; ; ; ; ; ; ; ;1;1;2;1;1; ; ; ; ; ; ; ;4;4
430510;4305103312629;0;255;238;291;388;01/01/2021;4305108;43;4;Caxias do Sul;435564;419406;16158;Grande;1652,308; ;2;31.08.2021;8/31/2021;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;2; ; ; ; ; ; ; ; ; ;3;3
430510;4305103312629;0;253;239;291;388;01/01/2021;4305108;43;4;Caxias do Sul;435564;419406;16158;Grande;1652,308; ;2;31.08.2021;8/31/2021;5;0;4;1; ; ; ; ; ; ; ; ; ; ;1;1;2; ; ; ; ; ; ; ; ; ;3;3
430510;4305103312629;0;255;239;291;388;13/09/2021;4305108;43;4;Caxias do Sul;435564;419406;16158;Grande;1652,308; ;2;31.08.2021;8/31/2021;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;2; ; ; ; ; ; ; ; ; ;3;3
430512;4305123308380;0;252;239;265;388;01/01/2015;4305124;43;4;Cerrito;6402;3747;2655;Pequeno I;451,699; ;2;31.08.2021;8/31/2021;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;2;2
430512;4305123308380;0;252;239;265;388;01/01/2015;4305124;43;4;Cerrito;6402;3747;2655;Pequeno I;451,699; ;2;31.08.2021;8/31/2021;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;2;2
430693;4306933309002;0;253;239;291;388;22/07/2019;4306932;43;4;Entre-Ijuís;8938;4893;4045;Pequeno I;552,623; ;2;31.08.2021;8/31/2021;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;6;1;1; ; ; ; ; ; ; ; ;8;8
430693;4306933309002;1;252;239;291;388;22/07/2019;4306932;43;4;Entre-Ijuís;8938;4893;4045;Pequeno I;552,623; ;2;31.08.2021;8/31/2021;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;6;1;1; ; ; ; ; ; ; ; ;8;8
430693;4306933309002;1;253;239;291;388;21/11/2018;4306932;43;4;Entre-Ijuís;8938;4893;4045;Pequeno I;552,623; ;2;31.08.2021;8/31/2021;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;6;1;1; ; ; ; ; ; ; ; ;8;8
430693;4306933309002;0;257;237;291;388;16/10/2020;4306932;43;4;Entre-Ijuís;8938;4893;4045;Pequeno I;552,623; ;2;31.08.2021;8/31/2021;4;2;4; ; ;1; ; ; ; ; ; ; ; ;1;6;1;1; ; ; ; ; ; ; ; ;8;8
430693;4306933309002;1;254;239;291;388;20/03/2018;4306932;43;4;Entre-Ijuís;8938;4893;4045;Pequeno I;552,623; ;2;31.08.2021;8/31/2021;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;6;1;1; ; ; ; ; ; ; ; ;8;8
430693;4306933309002;0;253;239;291;388;21/11/2018;4306932;43;4;Entre-Ijuís;8938;4893;4045;Pequeno I;552,623; ;2;31.08.2021;8/31/2021;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;6;1;1; ; ; ; ; ; ; ; ;8;8
430693;4306933309002;1;255;238;291;388;16/10/2020;4306932;43;4;Entre-Ijuís;8938;4893;4045;Pequeno I;552,623; ;2;31.08.2021;8/31/2021;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;6;1;1; ; ; ; ; ; ; ; ;8;8
430693;4306933309002;0;254;239;291;388;20/03/2018;4306932;43;4;Entre-Ijuís;8938;4893;4045;Pequeno I;552,623; ;2;31.08.2021;8/31/2021;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;6;1;1; ; ; ; ; ; ; ; ;8;8
430820;4308203309640;0;252;239;291;388;20/08/2019;4308201;43;4;Flores da Cunha;27126;20855;6271;Pequeno II;272,605; ;2;31.08.2021;8/31/2021;5;0;4;1; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;2;2
430820;4308203309640;0;252;239;291;388;25/08/2017;4308201;43;4;Flores da Cunha;27126;20855;6271;Pequeno II;272,605; ;2;31.08.2021;8/31/2021;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;2;2
430900;4309003308808;0;252;239;291;388;27/08/2019;4309001;43;4;Giruá;17075;12907;4168;Pequeno I;855,921; ;2;31.08.2021;8/31/2021;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;13;3; ; ; ; ; ; ; ; ; ;16;16
430900;4309003308808;0;252;239;291;388;10/12/2018;4309001;43;4;Giruá;17075;12907;4168;Pequeno I;855,921; ;2;31.08.2021;8/31/2021;2;0;4;1; ; ; ; ; ; ; ; ; ; ;1;13;3; ; ; ; ; ; ; ; ; ;16;16
430900;4309003308808;1;255;239;142;388;10/09/2019;4309001;43;4;Giruá;17075;12907;4168;Pequeno I;855,921; ;2;31.08.2021;8/31/2021;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;13;3; ; ; ; ; ; ; ; ; ;16;16
430900;4309003308808;0;253;239;291;388;25/09/2018;4309001;43;4;Giruá;17075;12907;4168;Pequeno I;855,921; ;2;31.08.2021;8/31/2021;2;0;4;1; ; ; ; ; ; ; ; ; ; ;1;13;3; ; ; ; ; ; ; ; ; ;16;16
430900;4309003308808;0;254;239;142;388;02/09/2019;4309001;43;4;Giruá;17075;12907;4168;Pequeno I;855,921; ;2;31.08.2021;8/31/2021;1;0;4;1; ; ; ; ; ; ; ; ; ; ;1;13;3; ; ; ; ; ; ; ; ; ;16;16
430900;4309003308808;1;252;239;291;388;25/09/2018;4309001;43;4;Giruá;17075;12907;4168;Pequeno I;855,921; ;2;31.08.2021;8/31/2021;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;13;3; ; ; ; ; ; ; ; ; ;16;16
430900;4309003308808;0;254;239;291;388;29/08/2018;4309001;43;4;Giruá;17075;12907;4168;Pequeno I;855,921; ;2;31.08.2021;8/31/2021;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;13;3; ; ; ; ; ; ; ; ; ;16;16
430900;4309003308808;1;253;239;291;388;10/12/2018;4309001;43;4;Giruá;17075;12907;4168;Pequeno I;855,921; ;2;31.08.2021;8/31/2021;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;13;3; ; ; ; ; ; ; ; ; ;16;16
430900;4309003308808;1;255;239;291;388;25/09/2018;4309001;43;4;Giruá;17075;12907;4168;Pequeno I;855,921; ;2;31.08.2021;8/31/2021;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;13;3; ; ; ; ; ; ; ; ; ;16;16
430900;4309003308808;0;252;239;291;388;10/12/2018;4309001;43;4;Giruá;17075;12907;4168;Pequeno I;855,921; ;2;31.08.2021;8/31/2021;5;0;4;1; ; ; ; ; ; ; ; ; ; ;1;13;3; ; ; ; ; ; ; ; ; ;16;16
430900;4309003308808;0;255;239;291;388;10/12/2018;4309001;43;4;Giruá;17075;12907;4168;Pequeno I;855,921; ;2;31.08.2021;8/31/2021;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;13;3; ; ; ; ; ; ; ; ; ;16;16
430900;4309003308808;1;252;239;291;388;10/12/2018;4309001;43;4;Giruá;17075;12907;4168;Pequeno I;855,921; ;2;31.08.2021;8/31/2021;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;13;3; ; ; ; ; ; ; ; ; ;16;16
430900;4309003308808;0;252;239;291;388;29/08/2019;4309001;43;4;Giruá;17075;12907;4168;Pequeno I;855,921; ;2;31.08.2021;8/31/2021;5;0;4;1; ; ; ; ; ; ; ; ; ; ;1;13;3; ; ; ; ; ; ; ; ; ;16;16
430900;4309003308808;1;252;239;291;388;10/12/2018;4309001;43;4;Giruá;17075;12907;4168;Pequeno I;855,921; ;2;31.08.2021;8/31/2021;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;13;3; ; ; ; ; ; ; ; ; ;16;16
430900;4309003308808;1;254;239;291;388;10/12/2018;4309001;43;4;Giruá;17075;12907;4168;Pequeno I;855,921; ;2;31.08.2021;8/31/2021;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;13;3; ; ; ; ; ; ; ; ; ;16;16
430900;4309003308808;0;252;239;291;388;10/12/2018;4309001;43;4;Giruá;17075;12907;4168;Pequeno I;855,921; ;2;31.08.2021;8/31/2021;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;13;3; ; ; ; ; ; ; ; ; ;16;16
431020;4310203308748;0;255;239;291;388;27/11/2020;4310207;43;4;Ijuí;78915;71550;7365;Médio;689,387; ;2;31.08.2021;8/31/2021;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;4;2;1; ; ; ; ; ; ; ; ;7;7
431020;4310203308748;1;254;239;291;388;10/12/2020;4310207;43;4;Ijuí;78915;71550;7365;Médio;689,387; ;2;31.08.2021;8/31/2021;2;0;4;1; ; ; ; ; ; ; ; ; ; ;1;4;2;1; ; ; ; ; ; ; ; ;7;7
431020;4310203308748;1;252;239;291;388;19/11/2018;4310207;43;4;Ijuí;78915;71550;7365;Médio;689,387; ;2;31.08.2021;8/31/2021;5;0;4;1; ; ; ; ; ; ; ; ; ; ;1;4;2;1; ; ; ; ; ; ; ; ;7;7
431020;4310203308748;0;261;237;291;388;18/12/2020;4310207;43;4;Ijuí;78915;71550;7365;Médio;689,387; ;2;31.08.2021;8/31/2021;4;2;4; ; ;1; ; ; ; ; ; ; ; ;1;4;2;1; ; ; ; ; ; ; ; ;7;7
431020;4310203308748;0;252;239;291;388;01/04/2020;4310207;43;4;Ijuí;78915;71550;7365;Médio;689,387; ;2;31.08.2021;8/31/2021;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;4;2;1; ; ; ; ; ; ; ; ;7;7
431020;4310203308748;0;255;239;291;388;19/11/2018;4310207;43;4;Ijuí;78915;71550;7365;Médio;689,387; ;2;31.08.2021;8/31/2021;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;4;2;1; ; ; ; ; ; ; ; ;7;7
431020;4310203308748;0;252;239;291;388;18/12/2020;4310207;43;4;Ijuí;78915;71550;7365;Médio;689,387; ;2;31.08.2021;8/31/2021;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;4;2;1; ; ; ; ; ; ; ; ;7;7
431410;4314103306001;0;257;237;142;388;04/08/2021;4314100;43;4;Passo Fundo;184826;180120;4706;Grande;783,421; ;2;31.08.2021;8/31/2021;4;2;4; ; ;1; ; ; ; ; ; ; ; ;1;1; ;2; ; ; ; ; ; ; ; ;3;3
431410;4314103306001;0;253;239;291;388;09/06/2017;4314100;43;4;Passo Fundo;184826;180120;4706;Grande;783,421; ;2;31.08.2021;8/31/2021;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;1; ;2; ; ; ; ; ; ; ; ;3;3
431410;4314103306001;0;257;236;142;388;14/10/2021;4314100;43;4;Passo Fundo;184826;180120;4706;Grande;783,421; ;2;31.08.2021;8/31/2021;4;2;4; ; ;1; ; ; ; ; ; ; ; ;1;1; ;2; ; ; ; ; ; ; ; ;3;3
431420;4314203309454;0;254;239;291;388;01/07/2019;4314209;43;4;Pedro Osório;7811;7301;510;Pequeno I;608,789; ;2;31.08.2021;8/31/2021;2;0;4;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1
431440;4314403308303;0;252;239;291;388;23/07/2020;4314407;43;4;Pelotas;328275;306193;22082;Grande;1610,084; ;2;31.08.2021;8/31/2021;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;10;8;3; ; ; ; ; ; ; ; ;21;21
431440;4314403308303;0;256;239;291;388;07/02/2020;4314407;43;4;Pelotas;328275;306193;22082;Grande;1610,084; ;2;31.08.2021;8/31/2021;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;10;8;3; ; ; ; ; ; ; ; ;21;21
431440;4314403308303;0;255;239;291;388;18/02/2019;4314407;43;4;Pelotas;328275;306193;22082;Grande;1610,084; ;2;31.08.2021;8/31/2021;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;10;8;3; ; ; ; ; ; ; ; ;21;21
431440;4314403308303;0;252;239;291;388;13/10/2017;4314407;43;4;Pelotas;328275;306193;22082;Grande;1610,084; ;2;31.08.2021;8/31/2021;2;0;4;1; ; ; ; ; ; ; ; ; ; ;1;10;8;3; ; ; ; ; ; ; ; ;21;21
431440;4314403308303;0;255;238;291;388;01/09/2017;4314407;43;4;Pelotas;328275;306193;22082;Grande;1610,084; ;2;31.08.2021;8/31/2021;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;10;8;3; ; ; ; ; ; ; ; ;21;21
431440;4314403308303;0;255;239;291;388;06/02/2020;4314407;43;4;Pelotas;328275;306193;22082;Grande;1610,084; ;2;31.08.2021;8/31/2021;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;10;8;3; ; ; ; ; ; ; ; ;21;21
431440;4314403308303;1;253;239;291;388;23/11/2018;4314407;43;4;Pelotas;328275;306193;22082;Grande;1610,084; ;2;31.08.2021;8/31/2021;2;0;4;1; ; ; ; ; ; ; ; ; ; ;1;10;8;3; ; ; ; ; ; ; ; ;21;21
431440;4314403308303;0;257;237;291;388;30/08/2017;4314407;43;4;Pelotas;328275;306193;22082;Grande;1610,084; ;2;31.08.2021;8/31/2021;2;2;4; ; ;1; ; ; ; ; ; ; ; ;1;10;8;3; ; ; ; ; ; ; ; ;21;21
431440;4314403308303;0;255;238;291;388;20/02/2019;4314407;43;4;Pelotas;328275;306193;22082;Grande;1610,084; ;2;31.08.2021;8/31/2021;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;10;8;3; ; ; ; ; ; ; ; ;21;21
431440;4314403308303;0;252;239;291;388;17/07/2019;4314407;43;4;Pelotas;328275;306193;22082;Grande;1610,084; ;2;31.08.2021;8/31/2021;2;0;4;1; ; ; ; ; ; ; ; ; ; ;1;10;8;3; ; ; ; ; ; ; ; ;21;21
431440;4314403308303;0;255;238;291;388;17/08/2017;4314407;43;4;Pelotas;328275;306193;22082;Grande;1610,084; ;2;31.08.2021;8/31/2021;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;10;8;3; ; ; ; ; ; ; ; ;21;21
431440;4314403308303;0;253;239;291;388;17/07/2019;4314407;43;4;Pelotas;328275;306193;22082;Grande;1610,084; ;2;31.08.2021;8/31/2021;5;0;4;1; ; ; ; ; ; ; ; ; ; ;1;10;8;3; ; ; ; ; ; ; ; ;21;21
431440;4314403308303;0;257;237;291;388;20/03/2020;4314407;43;4;Pelotas;328275;306193;22082;Grande;1610,084; ;2;31.08.2021;8/31/2021;4;2;4; ; ;1; ; ; ; ; ; ; ; ;1;10;8;3; ; ; ; ; ; ; ; ;21;21
431440;4314403308303;0;252;239;291;388;28/11/2017;4314407;43;4;Pelotas;328275;306193;22082;Grande;1610,084; ;2;31.08.2021;8/31/2021;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;10;8;3; ; ; ; ; ; ; ; ;21;21
431440;4314403308303;0;257;237;291;388;28/11/2017;4314407;43;4;Pelotas;328275;306193;22082;Grande;1610,084; ;2;31.08.2021;8/31/2021;4;2;4; ; ;1; ; ; ; ; ; ; ; ;1;10;8;3; ; ; ; ; ; ; ; ;21;21
431440;4314403308303;0;252;239;291;388;21/06/2017;4314407;43;4;Pelotas;328275;306193;22082;Grande;1610,084; ;2;31.08.2021;8/31/2021;5;0;4;1; ; ; ; ; ; ; ; ; ; ;1;10;8;3; ; ; ; ; ; ; ; ;21;21
431440;4314403308303;0;252;239;291;388;14/06/2018;4314407;43;4;Pelotas;328275;306193;22082;Grande;1610,084; ;2;31.08.2021;8/31/2021;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;10;8;3; ; ; ; ; ; ; ; ;21;21
431440;4314403308303;0;252;239;291;388;23/07/2020;4314407;43;4;Pelotas;328275;306193;22082;Grande;1610,084; ;2;31.08.2021;8/31/2021;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;10;8;3; ; ; ; ; ; ; ; ;21;21
431440;4314403308303;0;252;239;291;388;22/10/2018;4314407;43;4;Pelotas;328275;306193;22082;Grande;1610,084; ;2;31.08.2021;8/31/2021;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;10;8;3; ; ; ; ; ; ; ; ;21;21
431440;4314403308303;0;255;239;291;388;18/02/2019;4314407;43;4;Pelotas;328275;306193;22082;Grande;1610,084; ;2;31.08.2021;8/31/2021;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;10;8;3; ; ; ; ; ; ; ; ;21;21
431440;4314403308303;1;255;238;291;388;20/07/2020;4314407;43;4;Pelotas;328275;306193;22082;Grande;1610,084; ;2;31.08.2021;8/31/2021;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;10;8;3; ; ; ; ; ; ; ; ;21;21
431490;4314903311749;0;257;232;291;388;21/05/2020;4314902;43;4;Porto Alegre;1409351;1409351;0;Metrópole;496,682; ;2;31.08.2021;8/31/2021;2;2;4; ; ;1; ; ; ;1; ; ; ; ;1; ;2;4; ; ; ;1; ; ; ; ;6;6
