IBGE;NU_IDENTIFICADOR;q40_3;q40_9;q40_10;q40_11;q40_12;q40_13;q40_14;IBGE7;UF;Regiao;Município;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;Q_incompleto;Estadual;DataCenso;DataCenso_2021;d40_2_Faixas_etarias;d40_9;d40_11;d40_9bin1;d40_9bin2;d40_9bin3;d40_10bin1;d40_10bin2;d40_10bin3;d40_10bin4;d40_10bin5;d40_11bin1;d40_11bin2;d40_11bin3;d40_11bin4;d40_9bin1_sum;d40_9bin2_sum;d40_9bin3_sum;d40_10bin1_sum;d40_10bin2_sum;d40_10bin3_sum;d40_10bin4_sum;d40_10bin5_sum;d40_11bin1_sum;d40_11bin2_sum;d40_11bin3_sum;d40_11bin4_sum;nu_trabalhadores
314585;3145853308099;0;257;274;138;218;20;18/10/2016;3145851;31;3;Oratórios;4493;3241;1252;Pequeno I;89,068; ;2;31.08.2021;8/31/2021;2;2;1; ; ;1; ; ; ; ;1;1; ; ; ; ; ;2; ;1; ; ;1;2; ; ; ;2
314590;3145903308502;0;257;274;264;218;272;12/08/2019;3145901;31;3;Ouro Branco;35268;31609;3659;Pequeno II;258,726; ;2;31.08.2021;8/31/2021;2;2;4; ; ;1; ; ; ; ;1; ; ; ;1; ; ;2; ;1; ; ;1; ; ; ;2;2
314590;3145903308502;0;258;273;264;21;272;25/11/2015;3145901;31;3;Ouro Branco;35268;31609;3659;Pequeno II;258,726; ;2;31.08.2021;8/31/2021;4;2;4; ; ;1; ;1; ; ; ; ; ; ;1; ; ;2; ;1; ; ;1; ; ; ;2;2
314610;3146103310326;0;257;273;138;218;262;01/10/2019;3146107;31;3;Ouro Preto;70281;61120;9161;Médio;1245,865; ;2;31.08.2021;8/31/2021;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ; ; ;3; ;1; ; ;1;2; ;1; ;3
314610;3146103310326;0;257;237;292;21;20;02/05/2021;3146107;31;3;Ouro Preto;70281;61120;9161;Médio;1245,865; ;2;31.08.2021;8/31/2021;1;2;3; ; ;1; ; ; ; ; ; ; ;1; ; ; ;3; ;1; ; ;1;2; ;1; ;3
314610;3146103310326;0;258;274;138;218;262;01/10/2019;3146107;31;3;Ouro Preto;70281;61120;9161;Médio;1245,865; ;2;31.08.2021;8/31/2021;3;2;1; ; ;1; ; ; ; ;1;1; ; ; ; ; ;3; ;1; ; ;1;2; ;1; ;3
314620;3146203309184;0;257;273;142;218;20;02/02/2021;3146206;31;3;Ouro Verde de Minas;6016;3629;2387;Pequeno I;175,482; ;2;31.08.2021;8/31/2021;2;2;4; ; ;1; ;1; ; ; ; ; ; ;1; ; ;1; ;1; ; ; ; ; ; ;1;1
314700;3147003309753;0;258;237;292;21;20;23/08/2021;3147006;31;3;Paracatu;84718;73772;10946;Médio;8229,595; ;2;31.08.2021;8/31/2021;3;2;3; ; ;1; ; ; ; ; ; ; ;1; ; ;2;3; ;1; ; ; ;1; ;1;3;5
314700;3147003309753;0;258;273;138;218;20;18/12/2020;3147006;31;3;Paracatu;84718;73772;10946;Médio;8229,595; ;2;31.08.2021;8/31/2021;3;2;1; ; ;1; ;1; ; ; ;1; ; ; ; ;2;3; ;1; ; ; ;1; ;1;3;5
314700;3147003309753;0;258;237;266;217;20;03/08/2021;3147006;31;3;Paracatu;84718;73772;10946;Médio;8229,595; ;2;31.08.2021;8/31/2021;2;2;4; ; ;1; ; ; ; ; ; ; ; ;1; ;2;3; ;1; ; ; ;1; ;1;3;5
314700;3147003309753;0;256;239;266;217;20;10/08/2021;3147006;31;3;Paracatu;84718;73772;10946;Médio;8229,595; ;2;31.08.2021;8/31/2021;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1; ;2;3; ;1; ; ; ;1; ;1;3;5
314700;3147003309753;0;256;239;266;218;20;25/08/2021;3147006;31;3;Paracatu;84718;73772;10946;Médio;8229,595; ;2;31.08.2021;8/31/2021;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1; ;2;3; ;1; ; ; ;1; ;1;3;5
314720;3147203310126;0;258;274;266;218;18;19/06/2019;3147204;31;3;Paraguaçu;20245;16679;3566;Pequeno II;424,296; ;2;31.08.2021;8/31/2021;2;2;4; ; ;1; ; ; ; ;1; ; ; ;1; ; ;2; ;1; ; ;1;1; ; ;1;2
314720;3147203310126;0;257;273;138;218;20;19/06/2019;3147204;31;3;Paraguaçu;20245;16679;3566;Pequeno II;424,296; ;2;31.08.2021;8/31/2021;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ; ; ;2; ;1; ; ;1;1; ; ;1;2
314730;3147303311490;0;257;274;138;218;262;03/08/2020;3147303;31;3;Paraisópolis;19379;16058;3321;Pequeno I;331,238; ;2;31.08.2021;8/31/2021;2;2;1; ; ;1; ; ; ; ;1;1; ; ; ; ; ;3; ;2; ; ;1;2; ; ;1;3
314730;3147303311490;0;257;273;138;21;262;03/08/2020;3147303;31;3;Paraisópolis;19379;16058;3321;Pequeno I;331,238; ;2;31.08.2021;8/31/2021;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ; ; ;3; ;2; ; ;1;2; ; ;1;3
314730;3147303311490;0;257;273;266;218;272;02/08/2021;3147303;31;3;Paraisópolis;19379;16058;3321;Pequeno I;331,238; ;2;31.08.2021;8/31/2021;4;2;4; ; ;1; ;1; ; ; ; ; ; ;1; ; ;3; ;2; ; ;1;2; ; ;1;3
314790;3147903306210;0;257;273;266;21;20;12/08/2021;3147907;31;3;Passos;106290;100842;5448;Grande;1338,07; ;2;31.08.2021;8/31/2021;3;2;4; ; ;1; ;1; ; ; ; ; ; ;1; ; ;2; ;2; ; ; ; ; ; ;2;2
314790;3147903306210;0;257;273;266;218;18;26/10/2020;3147907;31;3;Passos;106290;100842;5448;Grande;1338,07; ;2;31.08.2021;8/31/2021;2;2;4; ; ;1; ;1; ; ; ; ; ; ;1; ; ;2; ;2; ; ; ; ; ; ;2;2
314850;3148503303985;0;257;273;138;218;20;04/01/2021;3148509;31;3;Pavão;8589;5204;3385;Pequeno I;601,19; ;2;31.08.2021;8/31/2021;3;2;1; ; ;1; ;1; ; ; ;1; ; ; ; ; ;3;1;1; ; ;1;3; ; ; ;3
314850;3148503303985;0;257;275;138;21;20;04/01/2021;3148509;31;3;Pavão;8589;5204;3385;Pequeno I;601,19; ;2;31.08.2021;8/31/2021;3;2;1; ; ;1;1; ; ; ; ;1; ; ; ; ; ;3;1;1; ; ;1;3; ; ; ;3
314850;3148503303985;0;257;274;138;218;263;04/01/2021;3148509;31;3;Pavão;8589;5204;3385;Pequeno I;601,19; ;2;31.08.2021;8/31/2021;2;2;1; ; ;1; ; ; ; ;1;1; ; ; ; ; ;3;1;1; ; ;1;3; ; ; ;3
315050;3150503307985;0;257;274;142;21;20;02/05/2017;3150505;31;3;Pimenta;8236;6945;1291;Pequeno I;414,969; ;2;31.08.2021;8/31/2021;2;2;4; ; ;1; ; ; ; ;1; ; ; ;1; ; ;2; ;1; ; ;1;1; ; ;1;2
315050;3150503307985;0;258;273;138;218;18;02/05/2017;3150505;31;3;Pimenta;8236;6945;1291;Pequeno I;414,969; ;2;31.08.2021;8/31/2021;4;2;1; ; ;1; ;1; ; ; ;1; ; ; ; ; ;2; ;1; ; ;1;1; ; ;1;2
315140;3151403310088;0;258;273;266;218;18;07/10/2019;3151404;31;3;Pitangui;25311;22624;2687;Pequeno II;569,636; ;2;31.08.2021;8/31/2021;2;2;4; ; ;1; ;1; ; ; ; ; ; ;1; ; ;2; ;1; ; ;1; ; ; ;2;2
315140;3151403310088;0;257;274;266;218;18;10/05/2021;3151404;31;3;Pitangui;25311;22624;2687;Pequeno II;569,636; ;2;31.08.2021;8/31/2021;4;2;4; ; ;1; ; ; ; ;1; ; ; ;1; ; ;2; ;1; ; ;1; ; ; ;2;2
315180;3151803303260;1;257;274;265;254;272;20/03/2019;3151800;31;3;Poços de Caldas;152435;148722;3713;Grande;546,67; ;2;31.08.2021;8/31/2021;3;2;4; ; ;1; ; ; ; ;1; ; ; ;1; ; ;5; ;2; ; ;3; ; ; ;5;5
315180;3151803303260;0;257;274;264;218;18;13/01/2017;3151800;31;3;Poços de Caldas;152435;148722;3713;Grande;546,67; ;2;31.08.2021;8/31/2021;2;2;4; ; ;1; ; ; ; ;1; ; ; ;1; ; ;5; ;2; ; ;3; ; ; ;5;5
315180;3151803303260;0;257;273;362;218;18;01/04/2014;3151800;31;3;Poços de Caldas;152435;148722;3713;Grande;546,67; ;2;31.08.2021;8/31/2021;2;2;4; ; ;1; ;1; ; ; ; ; ; ;1; ; ;5; ;2; ; ;3; ; ; ;5;5
315180;3151803303260;0;257;273;265;254;272;27/07/2021;3151800;31;3;Poços de Caldas;152435;148722;3713;Grande;546,67; ;2;31.08.2021;8/31/2021;1;2;4; ; ;1; ;1; ; ; ; ; ; ;1; ; ;5; ;2; ; ;3; ; ; ;5;5
315180;3151803303260;1;257;274;362;21;20;10/08/2020;3151800;31;3;Poços de Caldas;152435;148722;3713;Grande;546,67; ;2;31.08.2021;8/31/2021;2;2;4; ; ;1; ; ; ; ;1; ; ; ;1; ; ;5; ;2; ; ;3; ; ; ;5;5
315240;3152403302702;0;258;273;138;218;272;01/11/2019;3152402;31;3;Poté;15667;9337;6330;Pequeno I;625,111; ;2;31.08.2021;8/31/2021;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ; ; ;3; ;2; ; ;1;2; ; ;1;3
315240;3152403302702;0;257;274;138;218;272;13/11/2019;3152402;31;3;Poté;15667;9337;6330;Pequeno I;625,111; ;2;31.08.2021;8/31/2021;2;2;1; ; ;1; ; ; ; ;1;1; ; ; ; ; ;3; ;2; ; ;1;2; ; ;1;3
315240;3152403302702;0;257;273;266;21;20;17/09/2018;3152402;31;3;Poté;15667;9337;6330;Pequeno I;625,111; ;2;31.08.2021;8/31/2021;2;2;4; ; ;1; ;1; ; ; ; ; ; ;1; ; ;3; ;2; ; ;1;2; ; ;1;3
315290;3152903309424;0;258;273;138;21;263;01/06/2018;3152907;31;3;Pratápolis;8807;7793;1014;Pequeno I;215,516; ;2;31.08.2021;8/31/2021;3;2;1; ; ;1; ;1; ; ; ;1; ; ; ; ; ;3; ;2; ; ;1;3; ; ; ;3
315290;3152903309424;0;257;274;138;218;18;01/09/2019;3152907;31;3;Pratápolis;8807;7793;1014;Pequeno I;215,516; ;2;31.08.2021;8/31/2021;2;2;1; ; ;1; ; ; ; ;1;1; ; ; ; ; ;3; ;2; ; ;1;3; ; ; ;3
315290;3152903309424;0;257;273;138;218;18;04/02/2019;3152907;31;3;Pratápolis;8807;7793;1014;Pequeno I;215,516; ;2;31.08.2021;8/31/2021;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ; ; ;3; ;2; ; ;1;3; ; ; ;3
315420;3154203311815;0;257;273;138;218;18;05/07/2008;3154200;31;3;Resende Costa;10913;8776;2137;Pequeno I;618,312; ;2;31.08.2021;8/31/2021;3;2;1; ; ;1; ;1; ; ; ;1; ; ; ; ;1;2; ;1; ; ;1;2; ;1; ;3
315420;3154203311815;0;257;274;138;218;18;03/09/2018;3154200;31;3;Resende Costa;10913;8776;2137;Pequeno I;618,312; ;2;31.08.2021;8/31/2021;2;2;1; ; ;1; ; ; ; ;1;1; ; ; ; ;1;2; ;1; ; ;1;2; ;1; ;3
315420;3154203311815;0;256;238;292;21;20;01/01/2021;3154200;31;3;Resende Costa;10913;8776;2137;Pequeno I;618,312; ;2;31.08.2021;8/31/2021;2;1;3; ;1; ; ; ; ; ; ; ; ;1; ; ;1;2; ;1; ; ;1;2; ;1; ;3
315800;3158003308832;0;258;275;138;21;263;15/11/2017;3158003;31;3;Santa Maria de Itabira;10552;6336;4216;Pequeno I;597,441; ;2;31.08.2021;8/31/2021;3;2;1; ; ;1;1; ; ; ; ;1; ; ; ; ; ;3;1;1; ; ;1;1; ; ;2;3
315800;3158003308832;0;258;273;266;218;272;22/08/2020;3158003;31;3;Santa Maria de Itabira;10552;6336;4216;Pequeno I;597,441; ;2;31.08.2021;8/31/2021;3;2;4; ; ;1; ;1; ; ; ; ; ; ;1; ; ;3;1;1; ; ;1;1; ; ;2;3
315800;3158003308832;0;257;274;266;218;272;20/08/2021;3158003;31;3;Santa Maria de Itabira;10552;6336;4216;Pequeno I;597,441; ;2;31.08.2021;8/31/2021;1;2;4; ; ;1; ; ; ; ;1; ; ; ;1; ; ;3;1;1; ; ;1;1; ; ;2;3
316110;3161103308638;1;257;273;138;218;18;18/07/2016;3161106;31;3;São Francisco;53828;34204;19624;Médio;3308,1; ;2;31.08.2021;8/31/2021;3;2;1; ; ;1; ;1; ; ; ;1; ; ; ; ; ;2; ;1; ; ;1;1; ; ;1;2
316110;3161103308638;1;257;274;362;218;18;18/06/2016;3161106;31;3;São Francisco;53828;34204;19624;Médio;3308,1; ;2;31.08.2021;8/31/2021;1;2;4; ; ;1; ; ; ; ;1; ; ; ;1; ; ;2; ;1; ; ;1;1; ; ;1;2
316150;3161503308576;0;257;281;292;21;20;01/09/2019;3161502;31;3;São Geraldo;10263;7270;2993;Pequeno I;185,578; ;2;31.08.2021;8/31/2021;2;2;3; ; ;1; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ; ; ; ; ;1; ;1
316180;3161803309614;0;258;273;138;218;272;02/01/2018;3161809;31;3;São Gonçalo do Pará;10398;7960;2438;Pequeno I;265,73; ;2;31.08.2021;8/31/2021;3;2;1; ; ;1; ;1; ; ; ;1; ; ; ; ;1;1; ;1; ; ; ;2; ; ; ;2
316180;3161803309614;0;256;238;138;216;20;02/01/2018;3161809;31;3;São Gonçalo do Pará;10398;7960;2438;Pequeno I;265,73; ;2;31.08.2021;8/31/2021;3;1;1; ;1; ; ; ; ; ; ;1; ; ; ; ;1;1; ;1; ; ; ;2; ; ; ;2
316180;3161803313043;0;258;274;266;218;18;10/05/2021;3161809;31;3;São Gonçalo do Pará;10398;7960;2438;Pequeno I;265,73; ;2;31.08.2021;8/31/2021;2;2;4; ; ;1; ; ; ; ;1; ; ; ;1; ; ;3; ;1; ;1;1;1; ; ;2;3
316180;3161803313043;0;258;273;138;218;272;23/06/2008;3161809;31;3;São Gonçalo do Pará;10398;7960;2438;Pequeno I;265,73; ;2;31.08.2021;8/31/2021;3;2;1; ; ;1; ;1; ; ; ;1; ; ; ; ; ;3; ;1; ;1;1;1; ; ;2;3
316180;3161803313043;0;257;232;266;218;18;11/05/2021;3161809;31;3;São Gonçalo do Pará;10398;7960;2438;Pequeno I;265,73; ;2;31.08.2021;8/31/2021;1;2;4; ; ;1; ; ; ;1; ; ; ; ;1; ; ;3; ;1; ;1;1;1; ; ;2;3
316470;3164703306054;0;257;273;138;218;18;01/04/2021;3164704;31;3;São Sebastião do Paraíso;64980;59953;5027;Médio;814,925; ;2;31.08.2021;8/31/2021;1;2;1; ; ;1; ;1; ; ; ;1; ; ; ; ; ;1; ;1; ; ; ;1; ; ; ;1
316730;3167303308247;0;257;273;138;218;18;14/04/2014;3167301;31;3;Silveirânia;2192;1429;763;Pequeno I;157,456; ;2;31.08.2021;8/31/2021;1;2;1; ; ;1; ;1; ; ; ;1; ; ; ; ; ;2; ;1; ; ;1;1; ; ;1;2
316730;3167303308247;0;257;274;266;218;18;02/01/2020;3167301;31;3;Silveirânia;2192;1429;763;Pequeno I;157,456; ;2;31.08.2021;8/31/2021;1;2;4; ; ;1; ; ; ; ;1; ; ; ;1; ; ;2; ;1; ; ;1;1; ; ;1;2
316870;3168703312679;0;257;274;266;218;20;28/09/2021;3168705;31;3;Timóteo;81243;81124;119;Médio;144,381; ;2;31.08.2021;8/31/2021;2;2;4; ; ;1; ; ; ; ;1; ; ; ;1; ; ;3; ;2; ; ;1; ; ;1;2;3
316870;3168703312679;0;257;273;292;21;20;17/08/2021;3168705;31;3;Timóteo;81243;81124;119;Médio;144,381; ;2;31.08.2021;8/31/2021;1;2;3; ; ;1; ;1; ; ; ; ; ;1; ; ; ;3; ;2; ; ;1; ; ;1;2;3
316870;3168703312679;0;257;273;266;218;18;17/08/2021;3168705;31;3;Timóteo;81243;81124;119;Médio;144,381; ;2;31.08.2021;8/31/2021;4;2;4; ; ;1; ;1; ; ; ; ; ; ;1; ; ;3; ;2; ; ;1; ; ;1;2;3
317020;3170203306540;0;257;275;362;21;20;04/01/2016;3170206;31;3;Uberlândia;604013;587266;16747;Grande;4115,206; ;2;31.08.2021;8/31/2021;3;2;4; ; ;1;1; ; ; ; ; ; ; ;1; ;1;7;1;3; ; ;3; ; ; ;8;8
317020;3170203306540;0;255;238;362;216;18;22/10/2018;3170206;31;3;Uberlândia;604013;587266;16747;Grande;4115,206; ;2;31.08.2021;8/31/2021;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1; ;1;7;1;3; ; ;3; ; ; ;8;8
317020;3170203306540;0;258;274;362;218;18;09/09/2020;3170206;31;3;Uberlândia;604013;587266;16747;Grande;4115,206; ;2;31.08.2021;8/31/2021;2;2;4; ; ;1; ; ; ; ;1; ; ; ;1; ;1;7;1;3; ; ;3; ; ; ;8;8
317020;3170203306540;0;257;274;362;218;18;22/05/2020;3170206;31;3;Uberlândia;604013;587266;16747;Grande;4115,206; ;2;31.08.2021;8/31/2021;3;2;4; ; ;1; ; ; ; ;1; ; ; ;1; ;1;7;1;3; ; ;3; ; ; ;8;8
317020;3170203306540;0;258;274;362;218;18;15/10/2018;3170206;31;3;Uberlândia;604013;587266;16747;Grande;4115,206; ;2;31.08.2021;8/31/2021;2;2;4; ; ;1; ; ; ; ;1; ; ; ;1; ;1;7;1;3; ; ;3; ; ; ;8;8
317020;3170203306540;0;257;273;362;218;18;16/09/2020;3170206;31;3;Uberlândia;604013;587266;16747;Grande;4115,206; ;2;31.08.2021;8/31/2021;1;2;4; ; ;1; ;1; ; ; ; ; ; ;1; ;1;7;1;3; ; ;3; ; ; ;8;8
317020;3170203306540;0;257;273;362;218;18;03/02/2020;3170206;31;3;Uberlândia;604013;587266;16747;Grande;4115,206; ;2;31.08.2021;8/31/2021;1;2;4; ; ;1; ;1; ; ; ; ; ; ;1; ;1;7;1;3; ; ;3; ; ; ;8;8
317020;3170203306540;0;257;273;362;218;18;16/10/2019;3170206;31;3;Uberlândia;604013;587266;16747;Grande;4115,206; ;2;31.08.2021;8/31/2021;4;2;4; ; ;1; ;1; ; ; ; ; ; ;1; ;1;7;1;3; ; ;3; ; ; ;8;8
317030;3170303307963;0;257;273;138;218;18;01/01/2015;3170305;31;3;Umburatiba;2705;1558;1147;Pequeno I;405,833; ;2;31.08.2021;8/31/2021;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ; ;1;3; ;1; ; ;1;2; ;1;1;4
317030;3170303307963;0;255;239;138;220;263;24/10/2017;3170305;31;3;Umburatiba;2705;1558;1147;Pequeno I;405,833; ;2;31.08.2021;8/31/2021;3;1;1; ;1; ; ; ; ; ; ;1; ; ; ; ;1;3; ;1; ; ;1;2; ;1;1;4
317030;3170303307963;0;257;274;292;218;18;08/11/2021;3170305;31;3;Umburatiba;2705;1558;1147;Pequeno I;405,833; ;2;31.08.2021;8/31/2021;1;2;3; ; ;1; ; ; ; ;1; ; ;1; ; ;1;3; ;1; ; ;1;2; ;1;1;4
317030;3170303307963;0;257;235;266;21;20;02/01/2018;3170305;31;3;Umburatiba;2705;1558;1147;Pequeno I;405,833; ;2;31.08.2021;8/31/2021;5;2;4; ; ;1; ; ; ; ; ; ; ; ;1; ;1;3; ;1; ; ;1;2; ;1;1;4
317130;3171303310068;1;256;274;292;21;20;06/01/2021;3171303;31;3;Viçosa;72220;67305;4915;Médio;299,418; ;2;31.08.2021;8/31/2021;3;1;3; ;1; ; ; ; ; ;1; ; ;1; ; ;1;2; ;1; ; ;2; ; ;3; ;3
317130;3171303310068;0;258;273;292;218;18;25/07/2020;3171303;31;3;Viçosa;72220;67305;4915;Médio;299,418; ;2;31.08.2021;8/31/2021;2;2;3; ; ;1; ;1; ; ; ; ; ;1; ; ;1;2; ;1; ; ;2; ; ;3; ;3
317130;3171303310068;0;257;274;292;218;272;13/07/2020;3171303;31;3;Viçosa;72220;67305;4915;Médio;299,418; ;2;31.08.2021;8/31/2021;2;2;3; ; ;1; ; ; ; ;1; ; ;1; ; ;1;2; ;1; ; ;2; ; ;3; ;3
317180;3171803313143;0;257;273;266;218;18;03/01/2022;3171808;31;3;Virginópolis;10572;6208;4364;Pequeno I;439,878; ;2;31.08.2021;8/31/2021;2;2;4; ; ;1; ;1; ; ; ; ; ; ;1; ; ;2; ;1; ; ;1; ; ; ;2;2
317180;3171803313143;0;257;274;266;218;18;03/01/2022;3171808;31;3;Virginópolis;10572;6208;4364;Pequeno I;439,878; ;2;31.08.2021;8/31/2021;2;2;4; ; ;1; ; ; ; ;1; ; ; ;1; ; ;2; ;1; ; ;1; ; ; ;2;2
317200;3172003306050;0;255;239;292;21;20;01/01/2021;3172004;31;3;Visconde do Rio Branco;37942;31380;6562;Pequeno II;243,351; ;2;31.08.2021;8/31/2021;3;1;3; ;1; ; ; ; ; ; ; ; ;1; ; ;1;2; ;1; ; ;1;2; ;1; ;3
317200;3172003306050;1;257;274;138;218;18;01/10/2014;3172004;31;3;Visconde do Rio Branco;37942;31380;6562;Pequeno II;243,351; ;2;31.08.2021;8/31/2021;2;2;1; ; ;1; ; ; ; ;1;1; ; ; ; ;1;2; ;1; ; ;1;2; ;1; ;3
317200;3172003306050;0;257;273;138;218;18;16/01/2018;3172004;31;3;Visconde do Rio Branco;37942;31380;6562;Pequeno II;243,351; ;2;31.08.2021;8/31/2021;4;2;1; ; ;1; ;1; ; ; ;1; ; ; ; ;1;2; ;1; ; ;1;2; ;1; ;3
320030;3200303308918;0;257;274;138;218;20;15/12/2014;3200300;32;3;Alfredo Chaves;13955;6545;7410;Pequeno I;615,791; ;2;31.08.2021;8/31/2021;2;2;1; ; ;1; ; ; ; ;1;1; ; ; ; ; ;2; ;1; ; ;1;2; ; ; ;2
320030;3200303308918;0;258;273;138;218;20;22/07/2019;3200300;32;3;Alfredo Chaves;13955;6545;7410;Pequeno I;615,791; ;2;31.08.2021;8/31/2021;4;2;1; ; ;1; ;1; ; ; ;1; ; ; ; ; ;2; ;1; ; ;1;2; ; ; ;2
320060;3200603306035;0;257;275;292;21;20;12/02/2021;3200607;32;3;Aracruz;81832;71451;10381;Médio;1423,874; ;2;31.08.2021;8/31/2021;3;2;3; ; ;1;1; ; ; ; ; ; ;1; ; ; ;3;1;1; ; ;1;1; ;1;1;3
320060;3200603306035;0;258;273;266;218;262;08/09/2021;3200607;32;3;Aracruz;81832;71451;10381;Médio;1423,874; ;2;31.08.2021;8/31/2021;3;2;4; ; ;1; ;1; ; ; ; ; ; ;1; ; ;3;1;1; ; ;1;1; ;1;1;3
320060;3200603306035;0;258;274;138;218;262;08/09/2021;3200607;32;3;Aracruz;81832;71451;10381;Médio;1423,874; ;2;31.08.2021;8/31/2021;2;2;1; ; ;1; ; ; ; ;1;1; ; ; ; ; ;3;1;1; ; ;1;1; ;1;1;3
320130;3201303306006;0;257;273;142;21;20;30/08/2017;3201308;32;3;Cariacica;348738;337643;11095;Grande;279,718; ;2;31.08.2021;8/31/2021;3;2;4; ; ;1; ;1; ; ; ; ; ; ;1; ;1;4; ;2; ; ;1;4; ; ;1;5
320130;3201303306006;0;257;237;138;216;20;13/08/2019;3201308;32;3;Cariacica;348738;337643;11095;Grande;279,718; ;2;31.08.2021;8/31/2021;2;2;1; ; ;1; ; ; ; ; ;1; ; ; ; ;1;4; ;2; ; ;1;4; ; ;1;5
320130;3201303306006;0;258;273;138;218;18;06/02/2012;3201308;32;3;Cariacica;348738;337643;11095;Grande;279,718; ;2;31.08.2021;8/31/2021;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ; ;1;4; ;2; ; ;1;4; ; ;1;5
320130;3201303306006;0;257;274;138;218;18;06/02/2017;3201308;32;3;Cariacica;348738;337643;11095;Grande;279,718; ;2;31.08.2021;8/31/2021;2;2;1; ; ;1; ; ; ; ;1;1; ; ; ; ;1;4; ;2; ; ;1;4; ; ;1;5
320130;3201303306006;1;255;238;138;372;20;01/01/2021;3201308;32;3;Cariacica;348738;337643;11095;Grande;279,718; ;2;31.08.2021;8/31/2021;1;1;1; ;1; ; ; ; ; ; ;1; ; ; ; ;1;4; ;2; ; ;1;4; ; ;1;5
320140;3201403306913;0;258;274;138;218;272;09/10/2018;3201407;32;3;Castelo;34747;21817;12930;Pequeno II;664,062; ;2;31.08.2021;8/31/2021;4;2;1; ; ;1; ; ; ; ;1;1; ; ; ; ; ;2; ;1; ; ;1;1; ; ;1;2
320140;3201403306913;0;257;273;266;218;18;18/05/2021;3201407;32;3;Castelo;34747;21817;12930;Pequeno II;664,062; ;2;31.08.2021;8/31/2021;3;2;4; ; ;1; ;1; ; ; ; ; ; ;1; ; ;2; ;1; ; ;1;1; ; ;1;2
320240;3202403309022;0;257;274;138;218;20;24/06/2019;3202405;32;3;Guarapari;105286;100528;4758;Grande;591,815; ;2;31.08.2021;8/31/2021;3;2;1; ; ;1; ; ; ; ;1;1; ; ; ; ; ;3; ;2; ; ;1;3; ; ; ;3
320240;3202403309022;0;257;273;138;21;20;20/12/2019;3202405;32;3;Guarapari;105286;100528;4758;Grande;591,815; ;2;31.08.2021;8/31/2021;4;2;1; ; ;1; ;1; ; ; ;1; ; ; ; ; ;3; ;2; ; ;1;3; ; ; ;3
320240;3202403309022;0;258;273;138;218;20;26/12/2019;3202405;32;3;Guarapari;105286;100528;4758;Grande;591,815; ;2;31.08.2021;8/31/2021;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ; ; ;3; ;2; ; ;1;3; ; ; ;3
320405;3204053310094;0;257;274;266;218;18;03/06/2019;3204054;32;3;Pedro Canário;23794;22053;1741;Pequeno II;433,88; ;2;31.08.2021;8/31/2021;3;2;4; ; ;1; ; ; ; ;1; ; ; ;1; ; ;3; ;1; ; ;1; ; ;1;2;3
320405;3204053310094;0;257;237;292;21;20;02/02/2021;3204054;32;3;Pedro Canário;23794;22053;1741;Pequeno II;433,88; ;2;31.08.2021;8/31/2021;3;2;3; ; ;1; ; ; ; ; ; ; ;1; ; ; ;3; ;1; ; ;1; ; ;1;2;3
320405;3204053310094;0;257;273;266;218;18;03/06/2019;3204054;32;3;Pedro Canário;23794;22053;1741;Pequeno II;433,88; ;2;31.08.2021;8/31/2021;2;2;4; ; ;1; ;1; ; ; ; ; ; ;1; ; ;3; ;1; ; ;1; ; ;1;2;3
320530;3205303302915;0;257;273;138;218;263;28/08/2020;3205309;32;3;Vitória;327801;327801;0;Grande;96,536; ;2;31.08.2021;8/31/2021;3;2;1; ; ;1; ;1; ; ; ;1; ; ; ; ; ;1; ;1; ; ; ;1; ; ; ;1
330025;3300253306637;0;257;273;266;218;272;01/01/2021;3300258;33;3;Arraial do Cabo;27715;27715;0;Pequeno II;156,639; ;2;31.08.2021;8/31/2021;3;2;4; ; ;1; ;1; ; ; ; ; ; ;1;1; ;4; ;1; ;1;1; ; ;3;2;5
330025;3300253306637;0;257;274;266;218;272;28/07/2021;3300258;33;3;Arraial do Cabo;27715;27715;0;Pequeno II;156,639; ;2;31.08.2021;8/31/2021;2;2;4; ; ;1; ; ; ; ;1; ; ; ;1;1; ;4; ;1; ;1;1; ; ;3;2;5
330025;3300253306637;0;257;237;292;21;20;15/06/2021;3300258;33;3;Arraial do Cabo;27715;27715;0;Pequeno II;156,639; ;2;31.08.2021;8/31/2021;2;2;3; ; ;1; ; ; ; ; ; ; ;1; ;1; ;4; ;1; ;1;1; ; ;3;2;5
