NU_IDENTIFICADOR;IBGE;IBGE7;Regiao;UF;Município;Municipio_2013;area;Pop_Total2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;Q_completo;q33_3;q33_9;q33_10;q33_11;q33_12;q33_13;q33_14;q33_15_1;q33_15_2;q33_15_3;q33_5_velha;q33_14_velha;DataCenso;DataCenso_2019;q33_2_rec;Idade;Faixas_etarias;d_33_9;d_33_11;d_33_9bin1;d_33_9bin2;d_33_9bin3;d_33_10bin1;d_33_10bin2;d_33_10bin3;d_33_10bin4;d_33_10bin5;d_33_11bin1;d_33_11bin2;d_33_11bin3;d_33_11bin4;d_33_9bin1_sum;d_33_9bin2_sum;d_33_9bin3_sum;d_33_10bin1_sum;d_33_10bin2_sum;d_33_10bin3_sum;d_33_10bin4_sum;d_33_10bin5_sum;d_33_11bin1_sum;d_33_11bin2_sum;d_33_11bin3_sum;d_33_11bin4_sum;nu_trabalhadores
31701096384;317010;3170107;3;31;Uberaba;Uberaba;4512,14;295988;289376;6612;4;0;2;257;237;138;248;18;15/05/2014;99; ; ;10729858;15/05/2014;31.08.2019;8/31/2019;12/7/1980;38;2;2;1; ; ;1; ; ; ; ; ;1; ; ; ;7;3;5;0;1;0;0;2;12;0;1;2;15
31701096384;317010;3170107;3;31;Uberaba;Uberaba;4512,14;295988;289376;6612;4;0;1;257;237;138;248;18;14/07/2015;99; ; ;14237963;14/07/2015;31.08.2019;8/31/2019;1/26/1987;32;2;2;1; ; ;1; ; ; ; ; ;1; ; ; ;7;3;5;0;1;0;0;2;12;0;1;2;15
31701096384;317010;3170107;3;31;Uberaba;Uberaba;4512,14;295988;289376;6612;4;0;1;258;274;138;249;18;10/06/2015;2; ; ;14882747;10/06/2015;31.08.2019;8/31/2019;1/24/1987;32;2;2;1; ; ;1; ; ; ; ;1;1; ; ; ;7;3;5;0;1;0;0;2;12;0;1;2;15
31701096384;317010;3170107;3;31;Uberaba;Uberaba;4512,14;295988;289376;6612;4;0;1;256;238;138;251;18;20/11/2014;2; ; ;6595824;20/11/2014;31.08.2019;8/31/2019;4/27/1972;47;3;1;1; ;1; ; ; ; ; ; ;1; ; ; ;7;3;5;0;1;0;0;2;12;0;1;2;15
31701096384;317010;3170107;3;31;Uberaba;Uberaba;4512,14;295988;289376;6612;4;0;1;253;238;138;252;18;01/09/2017; ; ; ;4781568;01/09/2017;31.08.2019;8/31/2019;5/28/1967;52;4;0;1;1; ; ; ; ; ; ; ;1; ; ; ;7;3;5;0;1;0;0;2;12;0;1;2;15
31701096384;317010;3170107;3;31;Uberaba;Uberaba;4512,14;295988;289376;6612;4;0;1;253;238;138;252;18;24/09/2017; ; ; ;14271515;24/09/2017;31.08.2019;8/31/2019;12/30/1990;28;1;0;1;1; ; ; ; ; ; ; ;1; ; ; ;7;3;5;0;1;0;0;2;12;0;1;2;15
31701096384;317010;3170107;3;31;Uberaba;Uberaba;4512,14;295988;289376;6612;4;0;2;253;239;138;252;18;01/04/2017; ; ; ;3733608;01/04/2017;31.08.2019;8/31/2019;2/9/1964;55;4;0;1;1; ; ; ; ; ; ; ;1; ; ; ;7;3;5;0;1;0;0;2;12;0;1;2;15
31701096384;317010;3170107;3;31;Uberaba;Uberaba;4512,14;295988;289376;6612;4;0;2;254;239;138;252;18;01/07/2017; ; ; ;6155686;01/07/2017;31.08.2019;8/31/2019;9/27/1965;53;4;0;1;1; ; ; ; ; ; ; ;1; ; ; ;7;3;5;0;1;0;0;2;12;0;1;2;15
31701096384;317010;3170107;3;31;Uberaba;Uberaba;4512,14;295988;289376;6612;4;0;2;253;238;138;254;18;09/05/2017; ; ; ;7103150;09/05/2017;31.08.2019;8/31/2019;7/30/1972;47;3;0;1;1; ; ; ; ; ; ; ;1; ; ; ;7;3;5;0;1;0;0;2;12;0;1;2;15
31701096384;317010;3170107;3;31;Uberaba;Uberaba;4512,14;295988;289376;6612;4;0;2;252;239;138;254;18;09/04/2017; ; ; ;4581264;09/04/2017;31.08.2019;8/31/2019;12/17/1952;66;5;0;1;1; ; ; ; ; ; ; ;1; ; ; ;7;3;5;0;1;0;0;2;12;0;1;2;15
31701096384;317010;3170107;3;31;Uberaba;Uberaba;4512,14;295988;289376;6612;4;0;1;258;273;138;254;18;30/05/2017;2; ; ;15684517;30/05/2017;31.08.2019;8/31/2019;2/9/1964;55;4;2;1; ; ;1; ;1; ; ; ;1; ; ; ;7;3;5;0;1;0;0;2;12;0;1;2;15
31701096384;317010;3170107;3;31;Uberaba;Uberaba;4512,14;295988;289376;6612;4;0;2;253;238;266;254;18;10/02/2017; ; ; ;206783385;10/02/2017;31.08.2019;8/31/2019;12/28/1981;37;2;0;4;1; ; ; ; ; ; ; ; ; ; ;1;7;3;5;0;1;0;0;2;12;0;1;2;15
31701096384;317010;3170107;3;31;Uberaba;Uberaba;4512,14;295988;289376;6612;4;0;1;255;239;138;252;20;01/11/2016;99; ; ;4585912;01/11/2016;31.08.2019;8/31/2019;3/4/1966;53;4;1;1; ;1; ; ; ; ; ; ;1; ; ; ;7;3;5;0;1;0;0;2;12;0;1;2;15
31701096384;317010;3170107;3;31;Uberaba;Uberaba;4512,14;295988;289376;6612;4;0;1;255;239;266;252;20;28/06/2017;99; ; ;5781381;28/06/2017;31.08.2019;8/31/2019;9/9/1972;46;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;7;3;5;0;1;0;0;2;12;0;1;2;15
31701096384;317010;3170107;3;31;Uberaba;Uberaba;4512,14;295988;289376;6612;4;0;1;257;274;292;21;263;05/05/2017;1; ; ;8325143;05/05/2017;31.08.2019;8/31/2019;11/17/1976;42;3;2;3; ; ;1; ; ; ; ;1; ; ;1; ;7;3;5;0;1;0;0;2;12;0;1;2;15
31702097728;317020;3170206;3;31;Uberlândia;Uberlândia;4115,82;604013;587266;16747;4;0;1;257;273;138;249;18;09/01/2017;3;2; ;11101083;09/01/2017;31.08.2019;8/31/2019;7/21/1984;35;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;3;11;1;6;0;1;1;2;0;9;3;14
31702097728;317020;3170206;3;31;Uberlândia;Uberlândia;4115,82;604013;587266;16747;4;0;1;257;274;138;249;18;10/08/2011;2;3; ;14316599;10/08/2011;31.08.2019;8/31/2019;5/30/1988;31;2;2;1; ; ;1; ; ; ; ;1;1; ; ; ;0;3;11;1;6;0;1;1;2;0;9;3;14
31702097728;317020;3170206;3;31;Uberlândia;Uberlândia;4115,82;604013;587266;16747;4;0;1;258;273;266;249;18;04/11/2019;2;3; ;15833847;04/11/2019;31.08.2019;8/31/2019;6/13/1991;28;1;2;4; ; ;1; ;1; ; ; ; ; ; ;1;0;3;11;1;6;0;1;1;2;0;9;3;14
31702097728;317020;3170206;3;31;Uberlândia;Uberlândia;4115,82;604013;587266;16747;4;0;1;258;273;292;21;20;09/01/2017;1;99; ;1070261;09/01/2017;31.08.2019;8/31/2019;2/4/1955;64;5;2;3; ; ;1; ;1; ; ; ; ; ;1; ;0;3;11;1;6;0;1;1;2;0;9;3;14
31702097728;317020;3170206;3;31;Uberlândia;Uberlândia;4115,82;604013;587266;16747;4;0;1;257;273;292;249;20;14/06/2017;3;2; ;15902908;14/06/2017;31.08.2019;8/31/2019;12/12/1989;29;1;2;3; ; ;1; ;1; ; ; ; ; ;1; ;0;3;11;1;6;0;1;1;2;0;9;3;14
31702097728;317020;3170206;3;31;Uberlândia;Uberlândia;4115,82;604013;587266;16747;4;0;1;257;273;292;249;20;03/04/2017;2;3; ;16640860;03/04/2017;31.08.2019;8/31/2019;5/28/1991;28;1;2;3; ; ;1; ;1; ; ; ; ; ;1; ;0;3;11;1;6;0;1;1;2;0;9;3;14
31702097728;317020;3170206;3;31;Uberlândia;Uberlândia;4115,82;604013;587266;16747;4;0;1;257;273;292;249;20;20/06/2017;3;2; ;17290445;20/06/2017;31.08.2019;8/31/2019;12/4/1992;26;1;2;3; ; ;1; ;1; ; ; ; ; ;1; ;0;3;11;1;6;0;1;1;2;0;9;3;14
31702097728;317020;3170206;3;31;Uberlândia;Uberlândia;4115,82;604013;587266;16747;4;0;1;257;237;292;251;20;20/04/2017;99; ; ;5438248;20/04/2017;31.08.2019;8/31/2019;4/27/1979;40;2;2;3; ; ;1; ; ; ; ; ; ; ;1; ;0;3;11;1;6;0;1;1;2;0;9;3;14
31702097728;317020;3170206;3;31;Uberlândia;Uberlândia;4115,82;604013;587266;16747;4;0;2;255;238;292;251;20;20/01/2017;99; ; ;14110477;20/01/2017;31.08.2019;8/31/2019;1/21/1989;30;2;1;3; ;1; ; ; ; ; ; ; ; ;1; ;0;3;11;1;6;0;1;1;2;0;9;3;14
31702097728;317020;3170206;3;31;Uberlândia;Uberlândia;4115,82;604013;587266;16747;4;0;2;257;237;292;254;20;19/01/2017;2;3; ;4323576;19/01/2017;31.08.2019;8/31/2019;12/7/1969;49;3;2;3; ; ;1; ; ; ; ; ; ; ;1; ;0;3;11;1;6;0;1;1;2;0;9;3;14
31702097728;317020;3170206;3;31;Uberlândia;Uberlândia;4115,82;604013;587266;16747;4;0;2;256;238;292;254;20;20/04/2017;2;3; ;19139033;20/04/2017;31.08.2019;8/31/2019;6/15/1996;23;1;1;3; ;1; ; ; ; ; ; ; ; ;1; ;0;3;11;1;6;0;1;1;2;0;9;3;14
31702097728;317020;3170206;3;31;Uberlândia;Uberlândia;4115,82;604013;587266;16747;4;0;2;257;275;292;254;20;08/02/2017;2;3; ;11525505;08/02/2017;31.08.2019;8/31/2019;12/27/1981;37;2;2;3; ; ;1;1; ; ; ; ; ; ;1; ;0;3;11;1;6;0;1;1;2;0;9;3;14
31702097728;317020;3170206;3;31;Uberlândia;Uberlândia;4115,82;604013;587266;16747;4;0;1;257;232;293;254;20;01/10/2019;2;3; ;13742215;01/10/2019;31.08.2019;8/31/2019;8/26/1994;25;1;2;4; ; ;1; ; ; ;1; ; ; ; ;1;0;3;11;1;6;0;1;1;2;0;9;3;14
31702097728;317020;3170206;3;31;Uberlândia;Uberlândia;4115,82;604013;587266;16747;4;0;1;255;238;293;254;20;02/01/2019;3;2; ;5421815;02/01/2019;31.08.2019;8/31/2019;1/16/1970;49;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;0;3;11;1;6;0;1;1;2;0;9;3;14
31707097958;317070;3170701;3;31;Varginha;Varginha;395,65;123081;119061;4020;4;0;1;258;273;264;21;20;30/06/2015;2;1;99;10879801;30/06/2015;31.08.2019;8/31/2019;9/15/1984;34;2;2;4; ; ;1; ;1; ; ; ; ; ; ;1;2;2;5;0;3;0;0;2;4;0;0;5;9
31707097958;317070;3170701;3;31;Varginha;Varginha;395,65;123081;119061;4020;4;0;2;257;273;264;248;20;03/04/2017;2;3;99;16604934;03/04/2017;31.08.2019;8/31/2019;11/8/1991;27;1;2;4; ; ;1; ;1; ; ; ; ; ; ;1;2;2;5;0;3;0;0;2;4;0;0;5;9
31707097958;317070;3170701;3;31;Varginha;Varginha;395,65;123081;119061;4020;4;0;1;257;273;264;248;20;02/04/2018;2;3;99;16232345;02/04/2018;31.08.2019;8/31/2019;8/5/1988;31;2;2;4; ; ;1; ;1; ; ; ; ; ; ;1;2;2;5;0;3;0;0;2;4;0;0;5;9
31707097958;317070;3170701;3;31;Varginha;Varginha;395,65;123081;119061;4020;4;0;2;257;274;264;248;20;19/04/2018;2;3;99;16152122;19/04/2018;31.08.2019;8/31/2019;6/16/1991;28;1;2;4; ; ;1; ; ; ; ;1; ; ; ;1;2;2;5;0;3;0;0;2;4;0;0;5;9
31707097958;317070;3170701;3;31;Varginha;Varginha;395,65;123081;119061;4020;4;0;2;257;274;138;249;20;21/08/2017;2;1;99;10192145;21/08/2017;31.08.2019;8/31/2019;1/13/1977;42;3;2;1; ; ;1; ; ; ; ;1;1; ; ; ;2;2;5;0;3;0;0;2;4;0;0;5;9
31707097958;317070;3170701;3;31;Varginha;Varginha;395,65;123081;119061;4020;4;0;2;253;239;138;252;20;18/02/2014; ; ; ;10430690;18/02/2014;31.08.2019;8/31/2019;12/15/1964;54;4;0;1;1; ; ; ; ; ; ; ;1; ; ; ;2;2;5;0;3;0;0;2;4;0;0;5;9
31707097958;317070;3170701;3;31;Varginha;Varginha;395,65;123081;119061;4020;4;0;2;254;239;264;252;20;19/07/2016; ; ; ;4504108;19/07/2016;31.08.2019;8/31/2019;11/6/1966;52;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;2;2;5;0;3;0;0;2;4;0;0;5;9
31707097958;317070;3170701;3;31;Varginha;Varginha;395,65;123081;119061;4020;4;0;2;255;239;138;254;20;01/06/2017;2;1;99;2324845;01/06/2017;31.08.2019;8/31/2019;2/5/1959;60;4;1;1; ;1; ; ; ; ; ; ;1; ; ; ;2;2;5;0;3;0;0;2;4;0;0;5;9
31707097958;317070;3170701;3;31;Varginha;Varginha;395,65;123081;119061;4020;4;0;1;255;239;138;252;263;01/04/2016;2;1;99;6159704;01/04/2016;31.08.2019;8/31/2019;11/12/1960;58;4;1;1; ;1; ; ; ; ; ; ;1; ; ; ;2;2;5;0;3;0;0;2;4;0;0;5;9
32012098154;320120;3201209;3;32;Cachoeiro de Itapemirim;Cachoeiro de Itapemirim;876,79;189889;173589;16300;4;0;1;258;233;138;249;18;14/10/2019;1;2;3;77621829;14/10/2019;31.08.2019;8/31/2019;1/29/1970;49;3;2;1; ; ;1; ; ; ; ; ;1; ; ; ;4;5;7;2;1;0;0;2;1;0;1;14;16
32012098154;320120;3201209;3;32;Cachoeiro de Itapemirim;Cachoeiro de Itapemirim;876,79;189889;173589;16300;4;0;1;257;273;266;249;18;14/10/2019;2;3; ;1308671;14/10/2019;31.08.2019;8/31/2019;2/28/1977;42;3;2;4; ; ;1; ;1; ; ; ; ; ; ;1;4;5;7;2;1;0;0;2;1;0;1;14;16
32012098154;320120;3201209;3;32;Cachoeiro de Itapemirim;Cachoeiro de Itapemirim;876,79;189889;173589;16300;4;0;1;258;274;266;249;18;14/10/2019;2;3; ;3357488;14/10/2019;31.08.2019;8/31/2019;2/25/1994;25;1;2;4; ; ;1; ; ; ; ;1; ; ; ;1;4;5;7;2;1;0;0;2;1;0;1;14;16
32012098154;320120;3201209;3;32;Cachoeiro de Itapemirim;Cachoeiro de Itapemirim;876,79;189889;173589;16300;4;0;1;258;274;266;249;18;14/10/2019;2;3; ;3067662;14/10/2019;31.08.2019;8/31/2019;1/24/1993;26;1;2;4; ; ;1; ; ; ; ;1; ; ; ;1;4;5;7;2;1;0;0;2;1;0;1;14;16
32012098154;320120;3201209;3;32;Cachoeiro de Itapemirim;Cachoeiro de Itapemirim;876,79;189889;173589;16300;4;0;2;257;275;292;21;20;07/11/2019;1; ; ;4418498;07/11/2019;31.08.2019;8/31/2019;11/8/1982;36;2;2;3; ; ;1;1; ; ; ; ; ; ;1; ;4;5;7;2;1;0;0;2;1;0;1;14;16
32012098154;320120;3201209;3;32;Cachoeiro de Itapemirim;Cachoeiro de Itapemirim;876,79;189889;173589;16300;4;0;1;257;275;266;249;20;14/10/2019;2;3; ;855024;14/10/2019;31.08.2019;8/31/2019;10/3/1963;55;4;2;4; ; ;1;1; ; ; ; ; ; ; ;1;4;5;7;2;1;0;0;2;1;0;1;14;16
32012098154;320120;3201209;3;32;Cachoeiro de Itapemirim;Cachoeiro de Itapemirim;876,79;189889;173589;16300;4;0;1;257;237;266;251;20;14/10/2019;1; ; ;3513384;14/10/2019;31.08.2019;8/31/2019;6/29/1996;23;1;2;4; ; ;1; ; ; ; ; ; ; ; ;1;4;5;7;2;1;0;0;2;1;0;1;14;16
32012098154;320120;3201209;3;32;Cachoeiro de Itapemirim;Cachoeiro de Itapemirim;876,79;189889;173589;16300;4;0;1;255;239;266;251;20;14/10/2019;1; ; ;3369117;14/10/2019;31.08.2019;8/31/2019;8/11/1995;24;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;4;5;7;2;1;0;0;2;1;0;1;14;16
32012098154;320120;3201209;3;32;Cachoeiro de Itapemirim;Cachoeiro de Itapemirim;876,79;189889;173589;16300;4;0;1;252;239;266;252;20;14/10/2019; ; ; ;34077462;14/10/2019;31.08.2019;8/31/2019;5/4/1976;43;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;4;5;7;2;1;0;0;2;1;0;1;14;16
32012098154;320120;3201209;3;32;Cachoeiro de Itapemirim;Cachoeiro de Itapemirim;876,79;189889;173589;16300;4;0;2;252;239;266;252;20;14/10/2019; ; ; ;872664;14/10/2019;31.08.2019;8/31/2019;5/8/1958;61;5;0;4;1; ; ; ; ; ; ; ; ; ; ;1;4;5;7;2;1;0;0;2;1;0;1;14;16
32012098154;320120;3201209;3;32;Cachoeiro de Itapemirim;Cachoeiro de Itapemirim;876,79;189889;173589;16300;4;0;2;252;239;266;252;20;14/10/2019; ; ; ;1818412;14/10/2019;31.08.2019;8/31/2019;10/10/1956;62;5;0;4;1; ; ; ; ; ; ; ; ; ; ;1;4;5;7;2;1;0;0;2;1;0;1;14;16
32012098154;320120;3201209;3;32;Cachoeiro de Itapemirim;Cachoeiro de Itapemirim;876,79;189889;173589;16300;4;0;1;255;239;266;252;20;14/10/2019;99; ; ;3820812;14/10/2019;31.08.2019;8/31/2019;6/7/1993;26;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;4;5;7;2;1;0;0;2;1;0;1;14;16
32012098154;320120;3201209;3;32;Cachoeiro de Itapemirim;Cachoeiro de Itapemirim;876,79;189889;173589;16300;4;0;1;255;239;266;252;20;14/10/2019;99; ; ;3048938;14/10/2019;31.08.2019;8/31/2019;10/31/1978;40;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;4;5;7;2;1;0;0;2;1;0;1;14;16
32012098154;320120;3201209;3;32;Cachoeiro de Itapemirim;Cachoeiro de Itapemirim;876,79;189889;173589;16300;4;0;2;255;239;266;252;20;14/10/2019;99; ; ;4104421;14/10/2019;31.08.2019;8/31/2019;10/9/1989;29;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;4;5;7;2;1;0;0;2;1;0;1;14;16
32012098154;320120;3201209;3;32;Cachoeiro de Itapemirim;Cachoeiro de Itapemirim;876,79;189889;173589;16300;4;0;2;252;239;266;254;20;14/10/2019; ; ; ;1178514;14/10/2019;31.08.2019;8/31/2019;8/21/1971;48;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;4;5;7;2;1;0;0;2;1;0;1;14;16
32012098154;320120;3201209;3;32;Cachoeiro de Itapemirim;Cachoeiro de Itapemirim;876,79;189889;173589;16300;4;0;1;255;239;266;254;20;14/10/2019;99; ; ;769011;14/10/2019;31.08.2019;8/31/2019;6/24/1966;53;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;4;5;7;2;1;0;0;2;1;0;1;14;16
32015096780;320150;3201506;3;32;Colatina;Colatina;1423,27;111788;98395;13393;4;0;2;255;238;138;251;18;25/01/2018;1;99;2;2223277;25/01/2018;31.08.2019;8/31/2019;11/29/1983;35;2;1;1; ;1; ; ; ; ; ; ;1; ; ; ;1;1;7;0;3;0;0;2;7;1;0;1;9
32015096780;320150;3201506;3;32;Colatina;Colatina;1423,27;111788;98395;13393;4;0;1;258;273;266;21;20;04/01/2011;1;2;99;1802041;04/01/2011;31.08.2019;8/31/2019;3/30/1981;38;2;2;4; ; ;1; ;1; ; ; ; ; ; ;1;1;1;7;0;3;0;0;2;7;1;0;1;9
32015096780;320150;3201506;3;32;Colatina;Colatina;1423,27;111788;98395;13393;4;0;2;257;237;138;248;20;07/03/2019;3;2;99;1804590;07/03/2019;31.08.2019;8/31/2019;11/10/1982;36;2;2;1; ; ;1; ; ; ; ; ;1; ; ; ;1;1;7;0;3;0;0;2;7;1;0;1;9
32015096780;320150;3201506;3;32;Colatina;Colatina;1423,27;111788;98395;13393;4;0;1;257;273;138;248;20;07/03/2019;3;2;99;4211130;07/03/2019;31.08.2019;8/31/2019;1/8/1981;38;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;1;1;7;0;3;0;0;2;7;1;0;1;9
32015096780;320150;3201506;3;32;Colatina;Colatina;1423,27;111788;98395;13393;4;0;1;260;276;138;248;20;16/03/2018;3;2;99;11654661;16/03/2018;31.08.2019;8/31/2019;7/27/1988;31;2;2;1; ; ;1; ; ; ; ; ;1; ; ; ;1;1;7;0;3;0;0;2;7;1;0;1;9
32015096780;320150;3201506;3;32;Colatina;Colatina;1423,27;111788;98395;13393;4;0;1;253;239;139;252;20;07/03/2019;99;2;1;1801740;07/03/2019;31.08.2019;8/31/2019;12/12/1959;59;4;0;2;1; ; ; ; ; ; ; ; ;1; ; ;1;1;7;0;3;0;0;2;7;1;0;1;9
32015096780;320150;3201506;3;32;Colatina;Colatina;1423,27;111788;98395;13393;4;0;1;258;274;138;249;272;16/07/2018;2;3;99;3572204;16/07/2018;31.08.2019;8/31/2019;6/26/1990;29;1;2;1; ; ;1; ; ; ; ;1;1; ; ; ;1;1;7;0;3;0;0;2;7;1;0;1;9
32015096780;320150;3201506;3;32;Colatina;Colatina;1423,27;111788;98395;13393;4;0;1;258;274;138;249;272;17/09/2018;2;3;99;3459008;17/09/2018;31.08.2019;8/31/2019;3/22/1995;24;1;2;1; ; ;1; ; ; ; ;1;1; ; ; ;1;1;7;0;3;0;0;2;7;1;0;1;9
32015096780;320150;3201506;3;32;Colatina;Colatina;1423,27;111788;98395;13393;4;0;1;258;273;138;249;391;11/04/2012;2;3;99;1281018570;11/04/2012;31.08.2019;8/31/2019;6/14/1984;35;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;1;1;7;0;3;0;0;2;7;1;0;1;9
32024098145;320240;3202405;3;32;Guarapari;Guarapari;592,23;105286;100528;4758;4;0;1;257;273;292;21;20;02/01/2017;1; ; ;774362;02/01/2017;31.08.2019;8/31/2019;5/29/1967;52;4;2;3; ; ;1; ;1; ; ; ; ; ;1; ;2;1;5;0;4;0;0;1;3;0;2;3;8
32024098145;320240;3202405;3;32;Guarapari;Guarapari;592,23;105286;100528;4758;4;0;2;252;239;292;248;20;02/01/2017; ; ; ;983164;02/01/2017;31.08.2019;8/31/2019;7/13/1969;50;3;0;3;1; ; ; ; ; ; ; ; ; ;1; ;2;1;5;0;4;0;0;1;3;0;2;3;8
32024098145;320240;3202405;3;32;Guarapari;Guarapari;592,23;105286;100528;4758;4;0;1;257;273;138;249;20;01/07/2019;2;3; ;1779081;01/07/2019;31.08.2019;8/31/2019;10/19/1981;37;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;2;1;5;0;4;0;0;1;3;0;2;3;8
32024098145;320240;3202405;3;32;Guarapari;Guarapari;592,23;105286;100528;4758;4;0;1;257;273;266;249;20;01/10/2018;3; ; ;638653;01/10/2018;31.08.2019;8/31/2019;6/24/1963;56;4;2;4; ; ;1; ;1; ; ; ; ; ; ;1;2;1;5;0;4;0;0;1;3;0;2;3;8
32024098145;320240;3202405;3;32;Guarapari;Guarapari;592,23;105286;100528;4758;4;0;1;257;273;266;249;20;01/10/2018;2; ; ;587395;01/10/2018;31.08.2019;8/31/2019;4/5/1965;54;4;2;4; ; ;1; ;1; ; ; ; ; ; ;1;2;1;5;0;4;0;0;1;3;0;2;3;8
32024098145;320240;3202405;3;32;Guarapari;Guarapari;592,23;105286;100528;4758;4;0;1;257;274;266;249;20;01/10/2018;2; ; ;1372064;01/10/2018;31.08.2019;8/31/2019;2/3/1978;41;3;2;4; ; ;1; ; ; ; ;1; ; ; ;1;2;1;5;0;4;0;0;1;3;0;2;3;8
32024098145;320240;3202405;3;32;Guarapari;Guarapari;592,23;105286;100528;4758;4;0;1;255;239;138;252;20;20/03/2018;99; ; ;1902560;20/03/2018;31.08.2019;8/31/2019;3/18/1982;37;2;1;1; ;1; ; ; ; ; ; ;1; ; ; ;2;1;5;0;4;0;0;1;3;0;2;3;8
32024098145;320240;3202405;3;32;Guarapari;Guarapari;592,23;105286;100528;4758;4;0;2;253;239;138;254;20;02/01/2017; ; ; ;1907219;02/01/2017;31.08.2019;8/31/2019;11/21/1982;36;2;0;1;1; ; ; ; ; ; ; ;1; ; ; ;2;1;5;0;4;0;0;1;3;0;2;3;8
32050097330;320500;3205002;3;32;Serra;Serra;553,25;409267;406450;2817;4;0;1;257;273;264;249;18;25/01/2016;3; ; ;1842882;25/01/2016;31.08.2019;8/31/2019;10/19/1982;36;2;2;4; ; ;1; ;1; ; ; ; ; ; ;1;3;6;14;0;9;0;0;3;0;0;2;21;23
32050097330;320500;3205002;3;32;Serra;Serra;553,25;409267;406450;2817;4;0;2;257;273;264;249;18;02/01/2016;2; ; ;2045809;02/01/2016;31.08.2019;8/31/2019;10/31/1990;28;1;2;4; ; ;1; ;1; ; ; ; ; ; ;1;3;6;14;0;9;0;0;3;0;0;2;21;23
32050097330;320500;3205002;3;32;Serra;Serra;553,25;409267;406450;2817;4;0;2;257;274;264;21;20;01/08/2018;2; ; ;2116950;01/08/2018;31.08.2019;8/31/2019;2/22/1990;29;1;2;4; ; ;1; ; ; ; ;1; ; ; ;1;3;6;14;0;9;0;0;3;0;0;2;21;23
32050097330;320500;3205002;3;32;Serra;Serra;553,25;409267;406450;2817;4;0;1;255;238;264;248;20;08/01/2016;2; ; ;3148377;08/01/2016;31.08.2019;8/31/2019;4/21/1980;39;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;3;6;14;0;9;0;0;3;0;0;2;21;23
32050097330;320500;3205002;3;32;Serra;Serra;553,25;409267;406450;2817;4;0;2;256;238;264;248;20;04/06/2018;2; ; ;1887662;04/06/2018;31.08.2019;8/31/2019;5/25/1984;35;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;3;6;14;0;9;0;0;3;0;0;2;21;23
32050097330;320500;3205002;3;32;Serra;Serra;553,25;409267;406450;2817;4;0;1;257;273;264;248;20;22/05/2019;3; ; ;2112745;22/05/2019;31.08.2019;8/31/2019;10/17/1984;34;2;2;4; ; ;1; ;1; ; ; ; ; ; ;1;3;6;14;0;9;0;0;3;0;0;2;21;23
32050097330;320500;3205002;3;32;Serra;Serra;553,25;409267;406450;2817;4;0;1;257;273;264;248;20;04/02/2019;3; ; ;1869454;04/02/2019;31.08.2019;8/31/2019;7/6/1985;34;2;2;4; ; ;1; ;1; ; ; ; ; ; ;1;3;6;14;0;9;0;0;3;0;0;2;21;23
32050097330;320500;3205002;3;32;Serra;Serra;553,25;409267;406450;2817;4;0;2;257;273;264;248;20;06/03/2018;2; ; ;3089531;06/03/2018;31.08.2019;8/31/2019;10/31/1991;27;1;2;4; ; ;1; ;1; ; ; ; ; ; ;1;3;6;14;0;9;0;0;3;0;0;2;21;23
32050097330;320500;3205002;3;32;Serra;Serra;553,25;409267;406450;2817;4;0;1;257;273;264;248;20;14/10/2019;2; ; ;2136713;14/10/2019;31.08.2019;8/31/2019;5/15/1988;31;2;2;4; ; ;1; ;1; ; ; ; ; ; ;1;3;6;14;0;9;0;0;3;0;0;2;21;23
32050097330;320500;3205002;3;32;Serra;Serra;553,25;409267;406450;2817;4;0;1;257;273;264;248;20;01/02/2019;3; ; ;1738330;01/02/2019;31.08.2019;8/31/2019;6/4/1981;38;2;2;4; ; ;1; ;1; ; ; ; ; ; ;1;3;6;14;0;9;0;0;3;0;0;2;21;23
32050097330;320500;3205002;3;32;Serra;Serra;553,25;409267;406450;2817;4;0;2;255;238;292;248;20;20/02/2019;2; ; ;2343265;20/02/2019;31.08.2019;8/31/2019;12/23/1964;54;4;1;3; ;1; ; ; ; ; ; ; ; ;1; ;3;6;14;0;9;0;0;3;0;0;2;21;23
