NU_IDENTIFICADOR;IBGE;IBGE7;Regiao;UF;Município;Municipio_2013;area;Pop_Total2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;Q_completo;q33_3;q33_9;q33_10;q33_11;q33_12;q33_13;q33_14;q33_15_1;q33_15_2;q33_15_3;q33_5_velha;q33_14_velha;DataCenso;DataCenso_2019;q33_2_rec;Idade;Faixas_etarias;d_33_9;d_33_11;d_33_9bin1;d_33_9bin2;d_33_9bin3;d_33_10bin1;d_33_10bin2;d_33_10bin3;d_33_10bin4;d_33_10bin5;d_33_11bin1;d_33_11bin2;d_33_11bin3;d_33_11bin4;d_33_9bin1_sum;d_33_9bin2_sum;d_33_9bin3_sum;d_33_10bin1_sum;d_33_10bin2_sum;d_33_10bin3_sum;d_33_10bin4_sum;d_33_10bin5_sum;d_33_11bin1_sum;d_33_11bin2_sum;d_33_11bin3_sum;d_33_11bin4_sum;nu_trabalhadores
23037096254;230370;2303709;2;23;Caucaia;Caucaia;1227,9;325441;290220;35221;4;0;2;252;239;266;254;20;06/02/2017; ; ; ;20070261436;06/02/2017;31.08.2019;8/31/2019;12/16/1973;45;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;1;5;5;1;3;0;0;1;2;0;0;9;11
23042098022;230420;2304202;2;23;Crato;Crato;1009,2;121428;100916;20512;4;0;1;257;273;266;249;18;03/04/2017;2;3;1;2002030000000;03/04/2017;31.08.2019;8/31/2019;3/6/1989;30;2;2;4; ; ;1; ;1; ; ; ; ; ; ;1;0;0;5;0;1;0;1;1;1;0;2;2;5
23042098022;230420;2304202;2;23;Crato;Crato;1009,2;121428;100916;20512;4;0;2;257;232;292;249;18;02/01/2017;1;2;99;200034000000;02/01/2017;31.08.2019;8/31/2019;2/3/1976;43;3;2;3; ; ;1; ; ; ;1; ; ; ;1; ;0;0;5;0;1;0;1;1;1;0;2;2;5
23042098022;230420;2304202;2;23;Crato;Crato;1009,2;121428;100916;20512;4;0;2;257;235;292;21;20;02/04/2018;1;2;3;2005030000000;02/04/2018;31.08.2019;8/31/2019;3/27/1987;32;2;2;3; ; ;1; ; ; ; ; ; ; ;1; ;0;0;5;0;1;0;1;1;1;0;2;2;5
23042098022;230420;2304202;2;23;Crato;Crato;1009,2;121428;100916;20512;4;0;2;257;274;266;249;20;03/04/2017;2;3;1;99029218968;03/04/2017;31.08.2019;8/31/2019;8/26/1981;38;2;2;4; ; ;1; ; ; ; ;1; ; ; ;1;0;0;5;0;1;0;1;1;1;0;2;2;5
23042098022;230420;2304202;2;23;Crato;Crato;1009,2;121428;100916;20512;4;0;1;257;237;138;251;20;03/04/2018;99;1;2;1002919;03/04/2018;31.08.2019;8/31/2019;2/17/1958;61;5;2;1; ; ;1; ; ; ; ; ;1; ; ; ;0;0;5;0;1;0;1;1;1;0;2;2;5
23044095900;230440;2304400;2;23;Fortaleza;Fortaleza;313,14;2452185;2452185; ;5;0;1;257;273;266;249;18;01/08/2018;2;1;99;2001000000000;01/08/2018;31.08.2019;8/31/2019;2/23/1971;48;3;2;4; ; ;1; ;1; ; ; ; ; ; ;1;2;12;14;1;5;0;1;1;0;0;1;27;28
23044095900;230440;2304400;2;23;Fortaleza;Fortaleza;313,14;2452185;2452185; ;5;0;1;257;273;266;249;18;04/01/2018;2;1;99;2000010000000;04/01/2018;31.08.2019;8/31/2019;11/8/1985;33;2;2;4; ; ;1; ;1; ; ; ; ; ; ;1;2;12;14;1;5;0;1;1;0;0;1;27;28
23044095900;230440;2304400;2;23;Fortaleza;Fortaleza;313,14;2452185;2452185; ;5;0;2;258;275;292;21;20;01/09/2014;1;3;99;92002053405;01/09/2014;31.08.2019;8/31/2019;10/18/1978;40;2;2;3; ; ;1;1; ; ; ; ; ; ;1; ;2;12;14;1;5;0;1;1;0;0;1;27;28
23044095900;230440;2304400;2;23;Fortaleza;Fortaleza;313,14;2452185;2452185; ;5;0;2;258;237;266;248;20;01/08/2018;2;1;99;2004000000000;01/08/2018;31.08.2019;8/31/2019;1/6/1987;32;2;2;4; ; ;1; ; ; ; ; ; ; ; ;1;2;12;14;1;5;0;1;1;0;0;1;27;28
23044095900;230440;2304400;2;23;Fortaleza;Fortaleza;313,14;2452185;2452185; ;5;0;1;255;238;266;248;20;01/04/2019;1;2;99;2008010000000;01/04/2019;31.08.2019;8/31/2019;10/25/1992;26;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;12;14;1;5;0;1;1;0;0;1;27;28
23044095900;230440;2304400;2;23;Fortaleza;Fortaleza;313,14;2452185;2452185; ;5;0;1;255;238;266;248;20;01/08/2018;2;1;99;98010339494;01/08/2018;31.08.2019;8/31/2019;10/29/1981;37;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;12;14;1;5;0;1;1;0;0;1;27;28
23044095900;230440;2304400;2;23;Fortaleza;Fortaleza;313,14;2452185;2452185; ;5;0;2;257;238;266;248;20;01/08/2018;3;2;99;99002021144;01/08/2018;31.08.2019;8/31/2019;9/1/1984;34;2;2;4; ; ;1; ; ; ; ; ; ; ; ;1;2;12;14;1;5;0;1;1;0;0;1;27;28
23044095900;230440;2304400;2;23;Fortaleza;Fortaleza;313,14;2452185;2452185; ;5;0;1;257;273;266;248;20;07/11/2018;3;2;99;2005030000000;07/11/2018;31.08.2019;8/31/2019;12/15/1989;29;1;2;4; ; ;1; ;1; ; ; ; ; ; ;1;2;12;14;1;5;0;1;1;0;0;1;27;28
23044095900;230440;2304400;2;23;Fortaleza;Fortaleza;313,14;2452185;2452185; ;5;0;1;257;273;266;248;20;01/08/2018;3;2;99;20070837648;01/08/2018;31.08.2019;8/31/2019;6/15/1989;30;2;2;4; ; ;1; ;1; ; ; ; ; ; ;1;2;12;14;1;5;0;1;1;0;0;1;27;28
23044095900;230440;2304400;2;23;Fortaleza;Fortaleza;313,14;2452185;2452185; ;5;0;1;258;237;293;248;20;01/08/2018;2;3;99;91025027208;01/08/2018;31.08.2019;8/31/2019;2/29/1972;47;3;2;4; ; ;1; ; ; ; ; ; ; ; ;1;2;12;14;1;5;0;1;1;0;0;1;27;28
23044095900;230440;2304400;2;23;Fortaleza;Fortaleza;313,14;2452185;2452185; ;5;0;2;255;238;293;248;20;01/02/2017;2;1;99;96006007737;01/02/2017;31.08.2019;8/31/2019;1/2/1980;39;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;12;14;1;5;0;1;1;0;0;1;27;28
23044095900;230440;2304400;2;23;Fortaleza;Fortaleza;313,14;2452185;2452185; ;5;0;1;257;274;266;249;20;01/08/2018;1;2;99;99010520464;01/08/2018;31.08.2019;8/31/2019;4/20/1986;33;2;2;4; ; ;1; ; ; ; ;1; ; ; ;1;2;12;14;1;5;0;1;1;0;0;1;27;28
23044095900;230440;2304400;2;23;Fortaleza;Fortaleza;313,14;2452185;2452185; ;5;0;1;257;273;293;249;20;01/01/2018;2;1;99;92013026749;01/01/2018;31.08.2019;8/31/2019;11/7/1965;53;4;2;4; ; ;1; ;1; ; ; ; ; ; ;1;2;12;14;1;5;0;1;1;0;0;1;27;28
23044095900;230440;2304400;2;23;Fortaleza;Fortaleza;313,14;2452185;2452185; ;5;0;2;255;238;293;254;20;02/01/2017;2;3;99;94002293496;02/01/2017;31.08.2019;8/31/2019;1/17/1979;40;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;12;14;1;5;0;1;1;0;0;1;27;28
23044095900;230440;2304400;2;23;Fortaleza;Fortaleza;313,14;2452185;2452185; ;5;0;2;255;238;293;254;20; ;1;2;99;2002010000000;01/02/1017;31.08.2019;8/31/2019;10/2/1982;36;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;12;14;1;5;0;1;1;0;0;1;27;28
23044095900;230440;2304400;2;23;Fortaleza;Fortaleza;313,14;2452185;2452185; ;5;0;2;255;238;293;254;20;01/08/2008;2;3;99;8904000000000;01/08/2008;31.08.2019;8/31/2019;9/18/1973;45;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;12;14;1;5;0;1;1;0;0;1;27;28
23044095900;230440;2304400;2;23;Fortaleza;Fortaleza;313,14;2452185;2452185; ;5;0;2;255;238;293;254;20;02/09/2019;2;1;99;96010004089;02/09/2019;31.08.2019;8/31/2019;2/1/1968;51;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;12;14;1;5;0;1;1;0;0;1;27;28
23044095900;230440;2304400;2;23;Fortaleza;Fortaleza;313,14;2452185;2452185; ;5;0;1;254;239;293;254;20;01/02/2017; ; ; ;96002469787;01/02/2017;31.08.2019;8/31/2019;12/14/1979;39;2;0;4;1; ; ; ; ; ; ; ; ; ; ;1;2;12;14;1;5;0;1;1;0;0;1;27;28
23044095900;230440;2304400;2;23;Fortaleza;Fortaleza;313,14;2452185;2452185; ;5;0;2;258;237;293;370;20;01/09/2017;4;2;99;2003010000000;01/09/2017;31.08.2019;8/31/2019;12/27/1995;23;1;2;4; ; ;1; ; ; ; ; ; ; ; ;1;2;12;14;1;5;0;1;1;0;0;1;27;28
23044095900;230440;2304400;2;23;Fortaleza;Fortaleza;313,14;2452185;2452185; ;5;0;2;255;238;293;370;20;01/09/2018;4;1;99;20074079950;01/09/2018;31.08.2019;8/31/2019;9/10/1994;24;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;12;14;1;5;0;1;1;0;0;1;27;28
23044095900;230440;2304400;2;23;Fortaleza;Fortaleza;313,14;2452185;2452185; ;5;0;2;253;239;293;254;262;06/05/2019; ; ; ;20077756350;06/05/2019;31.08.2019;8/31/2019;12/7/1961;57;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;2;12;14;1;5;0;1;1;0;0;1;27;28
23044095900;230440;2304400;2;23;Fortaleza;Fortaleza;313,14;2452185;2452185; ;5;0;1;257;237;293;251;263;01/04/2018;1;2;99;95002310151;01/04/2018;31.08.2019;8/31/2019;12/11/1975;43;3;2;4; ; ;1; ; ; ; ; ; ; ; ;1;2;12;14;1;5;0;1;1;0;0;1;27;28
23044095900;230440;2304400;2;23;Fortaleza;Fortaleza;313,14;2452185;2452185; ;5;0;1;255;238;293;252;263;02/01/2017;1;2;99;95010005680;02/01/2017;31.08.2019;8/31/2019;8/14/1960;59;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;12;14;1;5;0;1;1;0;0;1;27;28
23044095900;230440;2304400;2;23;Fortaleza;Fortaleza;313,14;2452185;2452185; ;5;0;2;255;238;293;252;263;02/09/2019;1;2;99;91002131505;02/09/2019;31.08.2019;8/31/2019;8/25/1973;46;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;12;14;1;5;0;1;1;0;0;1;27;28
23044095900;230440;2304400;2;23;Fortaleza;Fortaleza;313,14;2452185;2452185; ;5;0;1;255;238;266;254;263;02/10/2017;1;2;99;91023010057;02/10/2017;31.08.2019;8/31/2019;12/27/1973;45;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;12;14;1;5;0;1;1;0;0;1;27;28
23044095900;230440;2304400;2;23;Fortaleza;Fortaleza;313,14;2452185;2452185; ;5;0;2;255;238;293;254;263; ;1;2;99;2004000000000;01/02/1017;31.08.2019;8/31/2019;9/18/1972;46;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;12;14;1;5;0;1;1;0;0;1;27;28
23044095900;230440;2304400;2;23;Fortaleza;Fortaleza;313,14;2452185;2452185; ;5;0;2;258;237;266;248;272;01/01/2018;2;1;99;2003010000000;01/01/2018;31.08.2019;8/31/2019;1/1/1987;32;2;2;4; ; ;1; ; ; ; ; ; ; ; ;1;2;12;14;1;5;0;1;1;0;0;1;27;28
23044095900;230440;2304400;2;23;Fortaleza;Fortaleza;313,14;2452185;2452185; ;5;0;2;257;232;266;249;272;03/04/2018;2;4;99;2004010000000;03/04/2018;31.08.2019;8/31/2019;6/4/1987;32;2;2;4; ; ;1; ; ; ;1; ; ; ; ;1;2;12;14;1;5;0;1;1;0;0;1;27;28
23044097740;230440;2304400;2;23;Fortaleza;Fortaleza;313,14;2452185;2452185; ;5;0;1;258;238;139;248;20;01/10/2019;3;99; ;2009010000000;01/10/2019;31.08.2019;8/31/2019;5/5/1992;27;1;2;2; ; ;1; ; ; ; ; ; ;1; ; ;2;10;8;1;2;0;1;1;0;4;1;15;20
23044097740;230440;2304400;2;23;Fortaleza;Fortaleza;313,14;2452185;2452185; ;5;0;1;256;238;266;248;20;01/08/2019;99; ; ;2007010000000;01/08/2019;31.08.2019;8/31/2019;7/27/1993;26;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;10;8;1;2;0;1;1;0;4;1;15;20
23044097740;230440;2304400;2;23;Fortaleza;Fortaleza;313,14;2452185;2452185; ;5;0;1;257;273;266;248;20;09/11/2019;3;99; ;99010017452;09/11/2019;31.08.2019;8/31/2019;2/13/1993;26;1;2;4; ; ;1; ;1; ; ; ; ; ; ;1;2;10;8;1;2;0;1;1;0;4;1;15;20
23044097740;230440;2304400;2;23;Fortaleza;Fortaleza;313,14;2452185;2452185; ;5;0;1;258;232;139;249;20;05/01/2018;2;99; ;2005000000000;05/01/2018;31.08.2019;8/31/2019;12/21/1990;28;1;2;2; ; ;1; ; ; ;1; ; ;1; ; ;2;10;8;1;2;0;1;1;0;4;1;15;20
23044097740;230440;2304400;2;23;Fortaleza;Fortaleza;313,14;2452185;2452185; ;5;0;1;258;273;139;249;20;05/01/2018;2;99; ;97002507920;05/01/2018;31.08.2019;8/31/2019;1/28/1980;39;2;2;2; ; ;1; ;1; ; ; ; ;1; ; ;2;10;8;1;2;0;1;1;0;4;1;15;20
23044097740;230440;2304400;2;23;Fortaleza;Fortaleza;313,14;2452185;2452185; ;5;0;1;256;238;293;254;20;10/08/2017;99; ; ;92011006392;10/08/2017;31.08.2019;8/31/2019;7/31/1962;57;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;10;8;1;2;0;1;1;0;4;1;15;20
23044097740;230440;2304400;2;23;Fortaleza;Fortaleza;313,14;2452185;2452185; ;5;0;2;255;238;293;370;20;01/05/2014;4; ; ;2003000000000;01/05/2014;31.08.2019;8/31/2019;10/5/1990;28;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;10;8;1;2;0;1;1;0;4;1;15;20
23044097740;230440;2304400;2;23;Fortaleza;Fortaleza;313,14;2452185;2452185; ;5;0;1;257;275;292;21;263;10/01/2018;1;99; ;91027000021;10/01/2018;31.08.2019;8/31/2019;11/5/1964;54;4;2;3; ; ;1;1; ; ; ; ; ; ;1; ;2;10;8;1;2;0;1;1;0;4;1;15;20
23044097740;230440;2304400;2;23;Fortaleza;Fortaleza;313,14;2452185;2452185; ;5;0;2;257;237;139;248;263;05/01/2018;3;99; ;20075316972;05/01/2018;31.08.2019;8/31/2019;1/21/1996;23;1;2;2; ; ;1; ; ; ; ; ; ;1; ; ;2;10;8;1;2;0;1;1;0;4;1;15;20
23044097740;230440;2304400;2;23;Fortaleza;Fortaleza;313,14;2452185;2452185; ;5;0;1;257;237;266;248;263;01/08/2018;3;99; ;2006010000000;01/08/2018;31.08.2019;8/31/2019;12/17/1991;27;1;2;4; ; ;1; ; ; ; ; ; ; ; ;1;2;10;8;1;2;0;1;1;0;4;1;15;20
23044097740;230440;2304400;2;23;Fortaleza;Fortaleza;313,14;2452185;2452185; ;5;0;1;255;238;266;248;263;01/08/2018;3;99; ;97002653225;01/08/2018;31.08.2019;8/31/2019;10/12/1982;36;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;10;8;1;2;0;1;1;0;4;1;15;20
23044097740;230440;2304400;2;23;Fortaleza;Fortaleza;313,14;2452185;2452185; ;5;0;1;258;274;266;249;263;06/11/2018;2;99; ;95002422480;06/11/2018;31.08.2019;8/31/2019;5/3/1964;55;4;2;4; ; ;1; ; ; ; ;1; ; ; ;1;2;10;8;1;2;0;1;1;0;4;1;15;20
23044097740;230440;2304400;2;23;Fortaleza;Fortaleza;313,14;2452185;2452185; ;5;0;1;256;235;293;251;263;01/06/2017;1;99; ;2005010000000;01/06/2017;31.08.2019;8/31/2019;7/26/1990;29;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;10;8;1;2;0;1;1;0;4;1;15;20
23044097740;230440;2304400;2;23;Fortaleza;Fortaleza;313,14;2452185;2452185; ;5;0;1;255;238;293;251;263;01/06/2018;1;99; ;2001010000000;01/06/2018;31.08.2019;8/31/2019;12/11/1984;34;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;10;8;1;2;0;1;1;0;4;1;15;20
23044097740;230440;2304400;2;23;Fortaleza;Fortaleza;313,14;2452185;2452185; ;5;0;2;256;241;142;252;263;16/08/2017;99; ; ;8812000000000;16/08/2017;31.08.2019;8/31/2019;10/3/1991;27;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;10;8;1;2;0;1;1;0;4;1;15;20
23044097740;230440;2304400;2;23;Fortaleza;Fortaleza;313,14;2452185;2452185; ;5;0;2;256;238;293;252;263;18/08/2017;99; ; ;2003010000000;18/08/2017;31.08.2019;8/31/2019;4/30/1989;30;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;10;8;1;2;0;1;1;0;4;1;15;20
23044097740;230440;2304400;2;23;Fortaleza;Fortaleza;313,14;2452185;2452185; ;5;0;2;255;238;142;253;263;16/06/2012;99; ; ;96002737439;16/06/2012;31.08.2019;8/31/2019;3/11/1982;37;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;10;8;1;2;0;1;1;0;4;1;15;20
23044097740;230440;2304400;2;23;Fortaleza;Fortaleza;313,14;2452185;2452185; ;5;0;1;253;239;293;254;263;01/11/2014; ; ; ;93019004478;01/11/2014;31.08.2019;8/31/2019;5/21/1971;48;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;2;10;8;1;2;0;1;1;0;4;1;15;20
23044097740;230440;2304400;2;23;Fortaleza;Fortaleza;313,14;2452185;2452185; ;5;0;2;255;238;293;370;263;01/04/2013;4; ; ;2005010000000;01/04/2013;31.08.2019;8/31/2019;3/10/1991;28;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;10;8;1;2;0;1;1;0;4;1;15;20
23044097740;230440;2304400;2;23;Fortaleza;Fortaleza;313,14;2452185;2452185; ;5;0;2;254;241;293;370;263;13/10/2017; ; ; ;2002010000000;13/10/2017;31.08.2019;8/31/2019;3/3/1986;33;2;0;4;1; ; ; ; ; ; ; ; ; ; ;1;2;10;8;1;2;0;1;1;0;4;1;15;20
23073097218;230730;2307304;2;23;Juazeiro do Norte;Juazeiro do Norte;248,56;249939;240128;9811;4;0;1;257;273;138;249;18;16/08/2010;2;99;2;2003010000000;16/08/2010;31.08.2019;8/31/2019;12/1/1986;32;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;4;4;6;0;4;0;1;1;2;0;1;11;14
23073097218;230730;2307304;2;23;Juazeiro do Norte;Juazeiro do Norte;248,56;249939;240128;9811;4;0;1;257;273;266;249;18;17/02/2017;2;99; ;2002030000000;17/02/2017;31.08.2019;8/31/2019;6/16/1974;45;3;2;4; ; ;1; ;1; ; ; ; ; ; ;1;4;4;6;0;4;0;1;1;2;0;1;11;14
23073097218;230730;2307304;2;23;Juazeiro do Norte;Juazeiro do Norte;248,56;249939;240128;9811;4;0;1;258;273;266;249;18;02/02/2017;2;99; ;99029157039;02/02/2017;31.08.2019;8/31/2019;5/7/1984;35;2;2;4; ; ;1; ;1; ; ; ; ; ; ;1;4;4;6;0;4;0;1;1;2;0;1;11;14
23073097218;230730;2307304;2;23;Juazeiro do Norte;Juazeiro do Norte;248,56;249939;240128;9811;4;0;2;258;273;292;21;20;01/02/2017;1;99;1;6441956;01/02/2017;31.08.2019;8/31/2019;4/4/1975;44;3;2;3; ; ;1; ;1; ; ; ; ; ;1; ;4;4;6;0;4;0;1;1;2;0;1;11;14
23073097218;230730;2307304;2;23;Juazeiro do Norte;Juazeiro do Norte;248,56;249939;240128;9811;4;0;1;255;238;266;248;20;10/02/2017;2;99; ;20075070256;10/02/2017;31.08.2019;8/31/2019;2/8/1993;26;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;4;4;6;0;4;0;1;1;2;0;1;11;14
23073097218;230730;2307304;2;23;Juazeiro do Norte;Juazeiro do Norte;248,56;249939;240128;9811;4;0;1;255;239;266;248;20;02/01/2018;2;99; ;2006010000000;02/01/2018;31.08.2019;8/31/2019;12/21/1994;24;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;4;4;6;0;4;0;1;1;2;0;1;11;14
23073097218;230730;2307304;2;23;Juazeiro do Norte;Juazeiro do Norte;248,56;249939;240128;9811;4;0;1;257;274;138;249;20;20/12/2011;2;99;2;2003030000000;20/12/2011;31.08.2019;8/31/2019;7/31/1985;34;2;2;1; ; ;1; ; ; ; ;1;1; ; ; ;4;4;6;0;4;0;1;1;2;0;1;11;14
23073097218;230730;2307304;2;23;Juazeiro do Norte;Juazeiro do Norte;248,56;249939;240128;9811;4;0;1;252;239;266;252;20;08/01/2017; ; ; ;98029098778;08/01/2017;31.08.2019;8/31/2019;1/22/1973;46;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;4;4;6;0;4;0;1;1;2;0;1;11;14
23073097218;230730;2307304;2;23;Juazeiro do Norte;Juazeiro do Norte;248,56;249939;240128;9811;4;0;2;255;239;266;252;20;16/01/2017;99; ; ;2007030000000;16/01/2017;31.08.2019;8/31/2019;2/5/1972;47;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;4;4;6;0;4;0;1;1;2;0;1;11;14
23073097218;230730;2307304;2;23;Juazeiro do Norte;Juazeiro do Norte;248,56;249939;240128;9811;4;0;2;252;239;266;254;20;20/01/2017; ; ; ;96029133887;20/01/2017;31.08.2019;8/31/2019;5/31/1973;46;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;4;4;6;0;4;0;1;1;2;0;1;11;14
23073097218;230730;2307304;2;23;Juazeiro do Norte;Juazeiro do Norte;248,56;249939;240128;9811;4;0;2;252;239;266;254;20;03/07/2018; ; ; ;2006030000000;03/07/2018;31.08.2019;8/31/2019;2/17/1977;42;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;4;4;6;0;4;0;1;1;2;0;1;11;14
23073097218;230730;2307304;2;23;Juazeiro do Norte;Juazeiro do Norte;248,56;249939;240128;9811;4;0;1;252;239;266;254;20;08/01/2017; ; ; ;2001030000000;08/01/2017;31.08.2019;8/31/2019;1/19/1964;55;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;4;4;6;0;4;0;1;1;2;0;1;11;14
23073097218;230730;2307304;2;23;Juazeiro do Norte;Juazeiro do Norte;248,56;249939;240128;9811;4;0;1;255;239;266;254;20;17/01/2017;99; ; ;2006030000000;17/01/2017;31.08.2019;8/31/2019;10/9/1990;28;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;4;4;6;0;4;0;1;1;2;0;1;11;14
23073097218;230730;2307304;2;23;Juazeiro do Norte;Juazeiro do Norte;248,56;249939;240128;9811;4;0;2;257;232;266;249;272;16/01/2017;2;99; ;96015006624;16/01/2017;31.08.2019;8/31/2019;12/3/1977;41;3;2;4; ; ;1; ; ; ;1; ; ; ; ;1;4;4;6;0;4;0;1;1;2;0;1;11;14
23096098104;230960;2309607;2;23;Pacajus;Pacajus;254,44;61838;50675;11163;3;0;1;257;275;292;21;20;09/09/2019;1;99; ;20070022571;09/09/2019;31.08.2019;8/31/2019;1/5/1988;31;2;2;3; ; ;1;1; ; ; ; ; ; ;1; ;1;3;1;1;0;0;0;0;1;0;1;3;5
23096098104;230960;2309607;2;23;Pacajus;Pacajus;254,44;61838;50675;11163;3;0;2;255;239;266;248;20;02/10/2019;3;2;99;20080319488;02/10/2019;31.08.2019;8/31/2019;10/23/1996;22;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;3;1;1;0;0;0;0;1;0;1;3;5
23096098104;230960;2309607;2;23;Pacajus;Pacajus;254,44;61838;50675;11163;3;0;2;255;239;266;248;20;02/10/2019;3;2;99;97002104841;02/10/2019;31.08.2019;8/31/2019;2/24/1990;29;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;3;1;1;0;0;0;0;1;0;1;3;5
23096098104;230960;2309607;2;23;Pacajus;Pacajus;254,44;61838;50675;11163;3;0;1;254;239;138;251;20;30/06/2019; ; ; ;2000030000000;30/06/2019;31.08.2019;8/31/2019;6/2/1976;43;3;0;1;1; ; ; ; ; ; ; ;1; ; ; ;1;3;1;1;0;0;0;0;1;0;1;3;5
23096098104;230960;2309607;2;23;Pacajus;Pacajus;254,44;61838;50675;11163;3;0;1;255;238;266;252;20;25/03/2019;99; ; ;99025021728;25/03/2019;31.08.2019;8/31/2019;10/17/1982;36;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;3;1;1;0;0;0;0;1;0;1;3;5
23097098081;230970;2309706;2;23;Pacatuba;Pacatuba;132,43;72299;62095;10204;3;0;1;255;238;266;21;20;02/09/2019;1;2;3;2000010000000;02/09/2019;31.08.2019;8/31/2019;7/9/1966;53;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;5;4;1;0;0;0;1;0;1;0;0;9;10
23097098081;230970;2309706;2;23;Pacatuba;Pacatuba;132,43;72299;62095;10204;3;0;1;255;238;266;248;20;02/09/2019;3;4;1;2001030000000;02/09/2019;31.08.2019;8/31/2019;8/31/1969;50;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;5;4;1;0;0;0;1;0;1;0;0;9;10
23097098081;230970;2309706;2;23;Pacatuba;Pacatuba;132,43;72299;62095;10204;3;0;2;255;239;266;248;20;16/02/2017;2;3;1;95002245546;16/02/2017;31.08.2019;8/31/2019;8/1/1965;54;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;5;4;1;0;0;0;1;0;1;0;0;9;10
23097098081;230970;2309706;2;23;Pacatuba;Pacatuba;132,43;72299;62095;10204;3;0;1;255;239;266;251;20;16/02/2017;1;2;3;2,40301E+016;16/02/2017;31.08.2019;8/31/2019;11/27/1987;31;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;5;4;1;0;0;0;1;0;1;0;0;9;10
23097098081;230970;2309706;2;23;Pacatuba;Pacatuba;132,43;72299;62095;10204;3;0;1;253;239;266;252;20;16/02/2017; ; ; ;2002030000000;16/02/2017;31.08.2019;8/31/2019;8/4/1968;51;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;5;4;1;0;0;0;1;0;1;0;0;9;10
23097098081;230970;2309706;2;23;Pacatuba;Pacatuba;132,43;72299;62095;10204;3;0;1;254;239;266;252;20;16/02/2017; ; ; ;2003030000000;16/02/2017;31.08.2019;8/31/2019;5/8/1974;45;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;5;4;1;0;0;0;1;0;1;0;0;9;10
23097098081;230970;2309706;2;23;Pacatuba;Pacatuba;132,43;72299;62095;10204;3;0;2;253;239;138;254;20;01/01/1994; ; ; ;92015111530;01/01/1994;31.08.2019;8/31/2019;1/17/1967;52;4;0;1;1; ; ; ; ; ; ; ;1; ; ; ;5;4;1;0;0;0;1;0;1;0;0;9;10
23097098081;230970;2309706;2;23;Pacatuba;Pacatuba;132,43;72299;62095;10204;3;0;2;251;239;266;254;20;16/02/2017; ; ; ;299533895;16/02/2017;31.08.2019;8/31/2019;9/11/1965;53;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;5;4;1;0;0;0;1;0;1;0;0;9;10
23097098081;230970;2309706;2;23;Pacatuba;Pacatuba;132,43;72299;62095;10204;3;0;2;253;239;291;254;20;08/02/2017; ; ; ;99097161330;08/02/2017;31.08.2019;8/31/2019;3/18/1961;58;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;5;4;1;0;0;0;1;0;1;0;0;9;10
