IBGE;q85_3;q85_5;q85_6;q85_7;q85_8;q85_9;UF;Regiao;Q_incompleto;DataCenso;DataCenso_2021;Faixas_etarias;q85_8_rec;q85_9_rec;TempoMandato;d85_5;d85_5bin1;d85_5bin2;d85_5bin3;d85_6bin1;d85_6bin2;d85_6bin3;d85_6bin4;d85_6bin5;d85_6bin1_TIT;d85_6bin1_SUPL;d85_6bin2_TIT;d85_6bin2_SUPL;d85_6bin3_TIT;d85_6bin3_SUPL;d85_6bin4_TIT;d85_6bin4_SUPL;d85_6bin5_TIT;d85_6bin5_SUPL;d85_6bin1_sum;d85_6bin2_sum;d85_6bin3_sum;d85_6bin4_sum;d85_6bin5_sum;d85_6bin1_TIT_sum;d85_6bin1_SUPL_sum;d85_6bin2_TIT_sum;d85_6bin2_SUPL_sum;d85_6bin3_TIT_sum;d85_6bin3_SUPL_sum;d85_6bin4_TIT_sum;d85_6bin4_SUPL_sum;d85_6bin5_TIT_sum;d85_6bin5_SUPL_sum;nu_conselheiros
12;1;255;U;106;02/10/2020;02/10/2022;12;1; ;31.08.2021;8/31/2021;5;10/2/2020;10/2/2022;2;1; ;1; ;1; ; ; ;1; ;1; ; ; ; ; ; ; ;1;6;7;5;16;18;3;3;3;4;3;2;10;6;9;9;34
12;1;258;GE;106;02/10/2020;02/10/2022;12;1; ;31.08.2021;8/31/2021;4;10/2/2020;10/2/2022;2;2; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ;6;7;5;16;18;3;3;3;4;3;2;10;6;9;9;34
12;1;257;E;105;02/10/2020;02/10/2022;12;1; ;31.08.2021;8/31/2021;4;10/2/2020;10/2/2022;2;2; ; ;1; ;1; ; ;1; ; ;1; ; ; ; ; ;1; ;6;7;5;16;18;3;3;3;4;3;2;10;6;9;9;34
12;1;257;GO;105;02/10/2020;02/10/2022;12;1; ;31.08.2021;8/31/2021;4;10/2/2020;10/2/2022;2;2; ; ;1; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ;6;7;5;16;18;3;3;3;4;3;2;10;6;9;9;34
12;1;255;U;105;02/10/2020;02/10/2022;12;1; ;31.08.2021;8/31/2021;4;10/2/2020;10/2/2022;2;1; ;1; ;1; ; ; ;1;1; ; ; ; ; ; ; ;1; ;6;7;5;16;18;3;3;3;4;3;2;10;6;9;9;34
12;1;257;GO;105;02/10/2020;02/10/2022;12;1; ;31.08.2021;8/31/2021;3;10/2/2020;10/2/2022;2;2; ; ;1; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ;6;7;5;16;18;3;3;3;4;3;2;10;6;9;9;34
12;1;257;GO;106;02/10/2020;02/10/2022;12;1; ;31.08.2021;8/31/2021;3;10/2/2020;10/2/2022;2;2; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ;6;7;5;16;18;3;3;3;4;3;2;10;6;9;9;34
12;1;257;GO;106;02/10/2020;02/10/2022;12;1; ;31.08.2021;8/31/2021;3;10/2/2020;10/2/2022;2;2; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ;6;7;5;16;18;3;3;3;4;3;2;10;6;9;9;34
12;1;258;GA;105;02/10/2020;02/10/2022;12;1; ;31.08.2021;8/31/2021;4;10/2/2020;10/2/2022;2;2; ; ;1; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ;6;7;5;16;18;3;3;3;4;3;2;10;6;9;9;34
12;1;258;T;106;02/10/2020;02/10/2022;12;1; ;31.08.2021;8/31/2021;3;10/2/2020;10/2/2022;2;2; ; ;1; ; ;1; ;1; ; ; ; ; ;1; ; ; ;1;6;7;5;16;18;3;3;3;4;3;2;10;6;9;9;34
12;1;257;T;105;02/10/2020;02/10/2022;12;1; ;31.08.2021;8/31/2021;3;10/2/2020;10/2/2022;2;2; ; ;1; ; ;1; ;1; ; ; ; ;1; ; ; ;1; ;6;7;5;16;18;3;3;3;4;3;2;10;6;9;9;34
12;2;257;E;106;02/10/2020;02/10/2022;12;1; ;31.08.2021;8/31/2021;3;10/2/2020;10/2/2022;2;2; ; ;1; ;1; ; ;1; ; ; ;1; ; ; ; ; ;1;6;7;5;16;18;3;3;3;4;3;2;10;6;9;9;34
12;1;257;GA;106;02/10/2020;02/10/2022;12;1; ;31.08.2021;8/31/2021;3;10/2/2020;10/2/2022;2;2; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ;6;7;5;16;18;3;3;3;4;3;2;10;6;9;9;34
12;1;258;GO;105;02/10/2020;02/10/2022;12;1; ;31.08.2021;8/31/2021;3;10/2/2020;10/2/2022;2;2; ; ;1; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ;6;7;5;16;18;3;3;3;4;3;2;10;6;9;9;34
12;1;257;GE;105;02/10/2020;02/10/2022;12;1; ;31.08.2021;8/31/2021;3;10/2/2020;10/2/2022;2;2; ; ;1; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ;6;7;5;16;18;3;3;3;4;3;2;10;6;9;9;34
12;2;257;E;106;02/10/2020;02/10/2022;12;1; ;31.08.2021;8/31/2021;3;10/2/2020;10/2/2022;2;2; ; ;1; ;1; ; ;1; ; ; ;1; ; ; ; ; ;1;6;7;5;16;18;3;3;3;4;3;2;10;6;9;9;34
12;2;258;GO;105;02/10/2020;02/10/2022;12;1; ;31.08.2021;8/31/2021;3;10/2/2020;10/2/2022;2;2; ; ;1; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ;6;7;5;16;18;3;3;3;4;3;2;10;6;9;9;34
12;1;256;U;106;02/10/2020;02/10/2022;12;1; ;31.08.2021;8/31/2021;3;10/2/2020;10/2/2022;2;1; ;1; ;1; ; ; ;1; ;1; ; ; ; ; ; ; ;1;6;7;5;16;18;3;3;3;4;3;2;10;6;9;9;34
12;1;258;E;20;02/10/2020;02/10/2022;12;1; ;31.08.2021;8/31/2021;2;10/2/2020;10/2/2022;2;2; ; ;1; ;1; ; ;1; ; ;1; ; ; ; ; ;1; ;6;7;5;16;18;3;3;3;4;3;2;10;6;9;9;34
12;1;257;GO;308;02/10/2020;02/10/2022;12;1; ;31.08.2021;8/31/2021;2;10/2/2020;10/2/2022;2;2; ; ;1; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ;6;7;5;16;18;3;3;3;4;3;2;10;6;9;9;34
12;2;257;GA;106;02/10/2020;02/10/2022;12;1; ;31.08.2021;8/31/2021;2;10/2/2020;10/2/2022;2;2; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ;6;7;5;16;18;3;3;3;4;3;2;10;6;9;9;34
12;2;257;T;105;02/10/2020;02/10/2022;12;1; ;31.08.2021;8/31/2021;2;10/2/2020;10/2/2022;2;2; ; ;1; ; ;1; ;1; ; ; ; ;1; ; ; ;1; ;6;7;5;16;18;3;3;3;4;3;2;10;6;9;9;34
12;1;257;GS;105;02/10/2020;02/10/2022;12;1; ;31.08.2021;8/31/2021;2;10/2/2020;10/2/2022;2;2; ; ;1; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ;6;7;5;16;18;3;3;3;4;3;2;10;6;9;9;34
12;1;257;E;106;02/10/2020;02/10/2022;12;1; ;31.08.2021;8/31/2021;2;10/2/2020;10/2/2022;2;2; ; ;1; ;1; ; ;1; ; ; ;1; ; ; ; ; ;1;6;7;5;16;18;3;3;3;4;3;2;10;6;9;9;34
12;1;256;U;105;02/10/2020;02/10/2022;12;1; ;31.08.2021;8/31/2021;2;10/2/2020;10/2/2022;2;1; ;1; ;1; ; ; ;1;1; ; ; ; ; ; ; ;1; ;6;7;5;16;18;3;3;3;4;3;2;10;6;9;9;34
12;2;257;GA;105;02/10/2020;02/10/2022;12;1; ;31.08.2021;8/31/2021;2;10/2/2020;10/2/2022;2;2; ; ;1; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ;6;7;5;16;18;3;3;3;4;3;2;10;6;9;9;34
12;1;257;GS;106;02/10/2020;02/10/2022;12;1; ;31.08.2021;8/31/2021;2;10/2/2020;10/2/2022;2;2; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ;6;7;5;16;18;3;3;3;4;3;2;10;6;9;9;34
13;1;256;GO;105;16/04/2021;01/01/2023;13;1; ;31.08.2021;8/31/2021;1;4/16/2021;1/1/2023;2;1; ;1; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ;5;9;5;17;19;3;2;3;6;3;2;9;8;9;10;36
13;1;257;T;105;17/05/2021;01/01/2023;13;1; ;31.08.2021;8/31/2021;1;5/17/2021;1/1/2023;2;2; ; ;1; ; ;1; ;1; ; ; ; ;1; ; ; ;1; ;5;9;5;17;19;3;2;3;6;3;2;9;8;9;10;36
13;1;255;E;106;01/01/2021;01/01/2023;13;1; ;31.08.2021;8/31/2021;1;1/1/2021;1/1/2023;2;1; ;1; ; ;1; ; ;1; ; ; ;1; ; ; ; ; ;1;5;9;5;17;19;3;2;3;6;3;2;9;8;9;10;36
13;2;255;E;105;01/01/2021;01/01/2023;13;1; ;31.08.2021;8/31/2021;5;1/1/2021;1/1/2023;2;1; ;1; ; ;1; ; ;1; ; ;1; ; ; ; ; ;1; ;5;9;5;17;19;3;2;3;6;3;2;9;8;9;10;36
13;1;257;GO;106;01/01/2021;01/01/2023;13;1; ;31.08.2021;8/31/2021;1;1/1/2021;1/1/2023;2;2; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ;5;9;5;17;19;3;2;3;6;3;2;9;8;9;10;36
13;1;258;E;106;01/01/2021;01/01/2023;13;1; ;31.08.2021;8/31/2021;5;1/1/2021;1/1/2023;2;2; ; ;1; ;1; ; ;1; ; ; ;1; ; ; ; ; ;1;5;9;5;17;19;3;2;3;6;3;2;9;8;9;10;36
13;1;257;T;106;01/01/2021;01/01/2023;13;1; ;31.08.2021;8/31/2021;4;1/1/2021;1/1/2023;2;2; ; ;1; ; ;1; ;1; ; ; ; ; ;1; ; ; ;1;5;9;5;17;19;3;2;3;6;3;2;9;8;9;10;36
13;1;257;U;106;01/01/2021;01/01/2023;13;1; ;31.08.2021;8/31/2021;4;1/1/2021;1/1/2023;2;2; ; ;1;1; ; ; ;1; ;1; ; ; ; ; ; ; ;1;5;9;5;17;19;3;2;3;6;3;2;9;8;9;10;36
13;1;257;GO;105;01/01/2021;01/01/2023;13;1; ;31.08.2021;8/31/2021;4;1/1/2021;1/1/2023;2;2; ; ;1; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ;5;9;5;17;19;3;2;3;6;3;2;9;8;9;10;36
13;1;258;E;105;01/01/2021;01/01/2023;13;1; ;31.08.2021;8/31/2021;4;1/1/2021;1/1/2023;2;2; ; ;1; ;1; ; ;1; ; ;1; ; ; ; ; ;1; ;5;9;5;17;19;3;2;3;6;3;2;9;8;9;10;36
13;1;257;GA;105;01/01/2021;01/01/2023;13;1; ;31.08.2021;8/31/2021;3;1/1/2021;1/1/2023;2;2; ; ;1; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ;5;9;5;17;19;3;2;3;6;3;2;9;8;9;10;36
13;1;260;E;106;28/04/2021;01/01/2023;13;1; ;31.08.2021;8/31/2021;4;4/28/2021;1/1/2023;2;2; ; ;1; ;1; ; ;1; ; ; ;1; ; ; ; ; ;1;5;9;5;17;19;3;2;3;6;3;2;9;8;9;10;36
13;1;257;O;105;01/01/2021;01/01/2023;13;1; ;31.08.2021;8/31/2021;4;1/1/2021;1/1/2023;2;2; ; ;1;1; ; ; ;1;1; ; ; ; ; ; ; ;1; ;5;9;5;17;19;3;2;3;6;3;2;9;8;9;10;36
13;1;258;E;106;01/01/2021;01/01/2023;13;1; ;31.08.2021;8/31/2021;3;1/1/2021;1/1/2023;2;2; ; ;1; ;1; ; ;1; ; ; ;1; ; ; ; ; ;1;5;9;5;17;19;3;2;3;6;3;2;9;8;9;10;36
13;1;257;GO;105;01/01/2021;01/01/2023;13;1; ;31.08.2021;8/31/2021;3;1/1/2021;1/1/2023;2;2; ; ;1; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ;5;9;5;17;19;3;2;3;6;3;2;9;8;9;10;36
13;1;257;GA;20;12/04/2021;01/01/2023;13;1; ;31.08.2021;8/31/2021;3;4/12/2021;1/1/2023;2;2; ; ;1; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ;5;9;5;17;19;3;2;3;6;3;2;9;8;9;10;36
13;1;258;GS;106;01/01/2021;01/01/2023;13;1; ;31.08.2021;8/31/2021;4;1/1/2021;1/1/2023;2;2; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ;5;9;5;17;19;3;2;3;6;3;2;9;8;9;10;36
13;1;257;GO;106;01/01/2021;01/01/2023;13;1; ;31.08.2021;8/31/2021;3;1/1/2021;1/1/2023;2;2; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ;5;9;5;17;19;3;2;3;6;3;2;9;8;9;10;36
13;1;258;E;105;01/01/2021;01/01/2023;13;1; ;31.08.2021;8/31/2021;3;1/1/2021;1/1/2023;2;2; ; ;1; ;1; ; ;1; ; ;1; ; ; ; ; ;1; ;5;9;5;17;19;3;2;3;6;3;2;9;8;9;10;36
13;1;257;GO;105;01/01/2021;01/01/2023;13;1; ;31.08.2021;8/31/2021;3;1/1/2021;1/1/2023;2;2; ; ;1; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ;5;9;5;17;19;3;2;3;6;3;2;9;8;9;10;36
13;2;257;T;106;17/05/2021;01/01/2023;13;1; ;31.08.2021;8/31/2021;3;5/17/2021;1/1/2023;2;2; ; ;1; ; ;1; ;1; ; ; ; ; ;1; ; ; ;1;5;9;5;17;19;3;2;3;6;3;2;9;8;9;10;36
13;2;258;E;106;01/01/2021;01/01/2023;13;1; ;31.08.2021;8/31/2021;3;1/1/2021;1/1/2023;2;2; ; ;1; ;1; ; ;1; ; ; ;1; ; ; ; ; ;1;5;9;5;17;19;3;2;3;6;3;2;9;8;9;10;36
13;1;258;GS;105;01/01/2021;01/01/2023;13;1; ;31.08.2021;8/31/2021;3;1/1/2021;1/1/2023;2;2; ; ;1; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ;5;9;5;17;19;3;2;3;6;3;2;9;8;9;10;36
13;2;257;E;106;01/01/2021;01/01/2023;13;1; ;31.08.2021;8/31/2021;3;1/1/2021;1/1/2023;2;2; ; ;1; ;1; ; ;1; ; ; ;1; ; ; ; ; ;1;5;9;5;17;19;3;2;3;6;3;2;9;8;9;10;36
13;2;257;GA;106;12/04/2021;01/01/2023;13;1; ;31.08.2021;8/31/2021;3;4/12/2021;1/1/2023;2;2; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ;5;9;5;17;19;3;2;3;6;3;2;9;8;9;10;36
13;2;258;GO;105;01/01/2021;01/01/2023;13;1; ;31.08.2021;8/31/2021;3;1/1/2021;1/1/2023;2;2; ; ;1; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ;5;9;5;17;19;3;2;3;6;3;2;9;8;9;10;36
13;1;258;GA;106;01/01/2021;01/01/2023;13;1; ;31.08.2021;8/31/2021;3;1/1/2021;1/1/2023;2;2; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ;5;9;5;17;19;3;2;3;6;3;2;9;8;9;10;36
13;1;257;GO;106;01/01/2021;01/01/2023;13;1; ;31.08.2021;8/31/2021;3;1/1/2021;1/1/2023;2;2; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ;5;9;5;17;19;3;2;3;6;3;2;9;8;9;10;36
13;1;258;T;308;01/01/2021;01/01/2023;13;1; ;31.08.2021;8/31/2021;2;1/1/2021;1/1/2023;2;2; ; ;1; ; ;1; ;1; ; ; ; ;1; ; ; ;1; ;5;9;5;17;19;3;2;3;6;3;2;9;8;9;10;36
13;1;255;O;105;01/01/2021;01/01/2023;13;1; ;31.08.2021;8/31/2021;3;1/1/2021;1/1/2023;2;1; ;1; ;1; ; ; ;1;1; ; ; ; ; ; ; ;1; ;5;9;5;17;19;3;2;3;6;3;2;9;8;9;10;36
13;1;258;GE;105;01/01/2021;01/01/2023;13;1; ;31.08.2021;8/31/2021;2;1/1/2021;1/1/2023;2;2; ; ;1; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ;5;9;5;17;19;3;2;3;6;3;2;9;8;9;10;36
13;1;256;U;106;01/01/2021;01/01/2023;13;1; ;31.08.2021;8/31/2021;2;1/1/2021;1/1/2023;2;1; ;1; ;1; ; ; ;1; ;1; ; ; ; ; ; ; ;1;5;9;5;17;19;3;2;3;6;3;2;9;8;9;10;36
13;2;257;U;105;04/11/2021;01/01/2023;13;1; ;31.08.2021;8/31/2021;4;11/4/2021;1/1/2023;1;2; ; ;1;1; ; ; ;1;1; ; ; ; ; ; ; ;1; ;5;9;5;17;19;3;2;3;6;3;2;9;8;9;10;36
13;2;260;GO;106;28/09/2021;01/01/2023;13;1; ;31.08.2021;8/31/2021;2;9/28/2021;1/1/2023;1;2; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ;5;9;5;17;19;3;2;3;6;3;2;9;8;9;10;36
13;1;257;T;105;01/01/2021;01/01/2023;13;1; ;31.08.2021;8/31/2021;2;1/1/2021;1/1/2023;2;2; ; ;1; ; ;1; ;1; ; ; ; ;1; ; ; ;1; ;5;9;5;17;19;3;2;3;6;3;2;9;8;9;10;36
13;1;257;GO;106;01/01/2021;01/01/2023;13;1; ;31.08.2021;8/31/2021;2;1/1/2021;1/1/2023;2;2; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ;5;9;5;17;19;3;2;3;6;3;2;9;8;9;10;36
14;2;257;T;105;17/12/2020;16/12/2022;14;1; ;31.08.2021;8/31/2021;1;12/17/2020;12/16/2022;2;2; ; ;1; ; ;1; ;1; ; ; ; ;1; ; ; ;1; ;4;4;4;12;12;2;2;2;2;2;2;6;6;6;6;24
14;1;257;GO;106;22/02/2021;21/02/2023;14;1; ;31.08.2021;8/31/2021;1;2/22/2021;2/21/2023;2;2; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ;4;4;4;12;12;2;2;2;2;2;2;6;6;6;6;24
14;1;257;T;106;17/12/2020;16/12/2022;14;1; ;31.08.2021;8/31/2021;1;12/17/2020;12/16/2022;2;2; ; ;1; ; ;1; ;1; ; ; ; ; ;1; ; ; ;1;4;4;4;12;12;2;2;2;2;2;2;6;6;6;6;24
14;2;257;GO;106;23/07/2020;22/07/2022;14;1; ;31.08.2021;8/31/2021;5;7/23/2020;7/22/2022;2;2; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ;4;4;4;12;12;2;2;2;2;2;2;6;6;6;6;24
14;1;260;E;106;17/12/2020;16/12/2022;14;1; ;31.08.2021;8/31/2021;5;12/17/2020;12/16/2022;2;2; ; ;1; ;1; ; ;1; ; ; ;1; ; ; ; ; ;1;4;4;4;12;12;2;2;2;2;2;2;6;6;6;6;24
14;1;257;GS;105;01/06/2021;31/05/2023;14;1; ;31.08.2021;8/31/2021;4;6/1/2021;5/31/2023;2;2; ; ;1; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ;4;4;4;12;12;2;2;2;2;2;2;6;6;6;6;24
14;1;257;GO;105;02/12/2021;01/12/2023;14;1; ;31.08.2021;8/31/2021;3;12/2/2021;12/1/2023;2;2; ; ;1; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ;4;4;4;12;12;2;2;2;2;2;2;6;6;6;6;24
14;2;255;T;106;22/07/2021;21/07/2023;14;1; ;31.08.2021;8/31/2021;3;7/22/2021;7/21/2023;2;1; ;1; ; ; ;1; ;1; ; ; ; ; ;1; ; ; ;1;4;4;4;12;12;2;2;2;2;2;2;6;6;6;6;24
14;1;257;GE;106;31/07/2021;30/07/2023;14;1; ;31.08.2021;8/31/2021;3;7/31/2021;7/30/2023;2;2; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ;4;4;4;12;12;2;2;2;2;2;2;6;6;6;6;24
14;2;255;GO;106;04/03/2021;03/03/2023;14;1; ;31.08.2021;8/31/2021;3;3/4/2021;3/3/2023;2;1; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ;4;4;4;12;12;2;2;2;2;2;2;6;6;6;6;24
14;1;258;GA;20;22/02/2021;21/02/2022;14;1; ;31.08.2021;8/31/2021;3;2/22/2021;2/21/2022;1;2; ; ;1; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ;4;4;4;12;12;2;2;2;2;2;2;6;6;6;6;24
14;1;257;GO;105;12/11/2020;11/11/2022;14;1; ;31.08.2021;8/31/2021;3;11/12/2020;11/11/2022;2;2; ; ;1; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ;4;4;4;12;12;2;2;2;2;2;2;6;6;6;6;24
