IBGE;q_16_3;q_16_8;q_16_9;q_16_10;q_16_11;q_16_12;q_16_13;UF;Região;DataCenso;DataCenso_2018;q_16_2_rec;Idade;Faixas_etarias;d_16_8;d_16_10;d_16_8bin1;d_16_8bin2;d_16_8bin3;d_16_9bin1;d_16_9bin2;d_16_9bin3;d_16_9bin4;d_16_9bin5;d_16_10bin1;d_16_10bin2;d_16_10bin3;d_16_10bin4;d_16_8bin1_sum;d_16_8bin2_sum;d_16_8bin3_sum;d_16_9bin1_sum;d_16_9bin2_sum;d_16_9bin3_sum;d_16_9bin4_sum;d_16_9bin5_sum;d_16_10bin1_sum;d_16_10bin2_sum;d_16_10bin3_sum;d_16_10bin4_sum;nu_trabalhadores
31;2;257;237;138;249;20; ;31;3;31.08.2018;8/31/2018;3/27/1974;44;3;2;1; ; ;1; ; ; ; ; ;1; ; ; ;1;8;8; ;1; ;1; ;9; ;2;6;17
31;1;256;235;142;251;20; ;31;3;31.08.2018;8/31/2018;8/23/1984;34;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;8;8; ;1; ;1; ;9; ;2;6;17
31;1;257;237;142;249;20; ;31;3;31.08.2018;8/31/2018;2/29/1984;34;2;2;4; ; ;1; ; ; ; ; ; ; ; ;1;1;8;8; ;1; ;1; ;9; ;2;6;17
31;1;256;238;142;250;20; ;31;3;31.08.2018;8/31/2018;9/16/1984;33;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;8;8; ;1; ;1; ;9; ;2;6;17
31;2;257;235;138;249;20; ;31;3;31.08.2018;8/31/2018;1/12/1988;30;2;2;1; ; ;1; ; ; ; ; ;1; ; ; ;1;8;8; ;1; ;1; ;9; ;2;6;17
31;2;256;237;138;21;20; ;31;3;31.08.2018;8/31/2018;1/23/1956;62;5;1;1; ;1; ; ; ; ; ; ;1; ; ; ;1;8;8; ;1; ;1; ;9; ;2;6;17
31;2;255;238;138;250;263; ;31;3;31.08.2018;8/31/2018;6/7/1961;57;4;1;1; ;1; ; ; ; ; ; ;1; ; ; ;1;8;8; ;1; ;1; ;9; ;2;6;17
31;1;255;238;142;251;20; ;31;3;31.08.2018;8/31/2018;9/5/1962;55;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;8;8; ;1; ;1; ;9; ;2;6;17
31;1;257;273;292;389;263;01/01/2015;31;3;31.08.2018;8/31/2018;8/7/1962;56;4;2;3; ; ;1; ;1; ; ; ; ; ;1; ;1;8;8; ;1; ;1; ;9; ;2;6;17
31;1;255;238;138;250;18; ;31;3;31.08.2018;8/31/2018;8/14/1966;52;4;1;1; ;1; ; ; ; ; ; ;1; ; ; ;1;8;8; ;1; ;1; ;9; ;2;6;17
31;1;257;237;138;249;18; ;31;3;31.08.2018;8/31/2018;12/25/1961;56;4;2;1; ; ;1; ; ; ; ; ;1; ; ; ;1;8;8; ;1; ;1; ;9; ;2;6;17
31;1;256;238;142;251;18; ;31;3;31.08.2018;8/31/2018;11/29/1963;54;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;8;8; ;1; ;1; ;9; ;2;6;17
31;1;255;238;138;251;18; ;31;3;31.08.2018;8/31/2018;11/6/1966;51;4;1;1; ;1; ; ; ; ; ; ;1; ; ; ;1;8;8; ;1; ;1; ;9; ;2;6;17
31;2;257;232;142;249;20; ;31;3;31.08.2018;8/31/2018;4/26/1969;49;3;2;4; ; ;1; ; ; ;1; ; ; ; ;1;1;8;8; ;1; ;1; ;9; ;2;6;17
31;1;257;236;138;21;20; ;31;3;31.08.2018;8/31/2018;3/25/1968;50;3;2;1; ; ;1; ; ; ; ; ;1; ; ; ;1;8;8; ;1; ;1; ;9; ;2;6;17
31;1;254;238;138;250;18; ;31;3;31.08.2018;8/31/2018;1/9/1962;56;4;0;1;1; ; ; ; ; ; ; ;1; ; ; ;1;8;8; ;1; ;1; ;9; ;2;6;17
32;2;257;237;138;249;20; ;32;3;31.08.2018;8/31/2018;12/24/1976;41;3;2;1; ; ;1; ; ; ; ; ;1; ; ; ; ; ;5; ;2; ; ; ;3; ;2; ;5
32;1;260;236;292;254;20;28/06/2017;32;3;31.08.2018;8/31/2018;10/18/1977;40;2;2;3; ; ;1; ; ; ; ; ; ; ;1; ; ; ;5; ;2; ; ; ;3; ;2; ;5
32;1;258;273;138;249;20; ;32;3;31.08.2018;8/31/2018;4/7/1979;39;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ; ; ;5; ;2; ; ; ;3; ;2; ;5
32;2;257;235;138;249;20; ;32;3;31.08.2018;8/31/2018;4/20/1984;34;2;2;1; ; ;1; ; ; ; ; ;1; ; ; ; ; ;5; ;2; ; ; ;3; ;2; ;5
32;1;258;273;292;21;20; ;32;3;31.08.2018;8/31/2018;7/15/1962;56;4;2;3; ; ;1; ;1; ; ; ; ; ;1; ; ; ;5; ;2; ; ; ;3; ;2; ;5
33;1;258;235;292;249;263; ;33;3;31.08.2018;8/31/2018;10/27/1970;47;3;2;3; ; ;1; ; ; ; ; ; ; ;1; ;1; ;4;1; ; ; ; ; ; ;3;2;5
33;1;258;237;292;249;263; ;33;3;31.08.2018;8/31/2018;12/14/1977;40;2;2;3; ; ;1; ; ; ; ; ; ; ;1; ;1; ;4;1; ; ; ; ; ; ;3;2;5
33;2;253;239;142;251;263; ;33;3;31.08.2018;8/31/2018;8/6/1973;45;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;1; ;4;1; ; ; ; ; ; ;3;2;5
33;1;257;237;142;254;263; ;33;3;31.08.2018;8/31/2018;2/20/1959;59;4;2;4; ; ;1; ; ; ; ; ; ; ; ;1;1; ;4;1; ; ; ; ; ; ;3;2;5
33;1;257;275;292;249;263; ;33;3;31.08.2018;8/31/2018;2/22/1961;57;4;2;3; ; ;1;1; ; ; ; ; ; ;1; ;1; ;4;1; ; ; ; ; ; ;3;2;5
35;1;257;236;292;249;20; ;35;3;31.08.2018;8/31/2018;4/13/1963;55;4;2;3; ; ;1; ; ; ; ; ; ; ;1; ; ; ;12; ; ; ; ; ;5; ;7; ;12
35;1;257;237;292;249;20; ;35;3;31.08.2018;8/31/2018;10/1/1958;59;4;2;3; ; ;1; ; ; ; ; ; ; ;1; ; ; ;12; ; ; ; ; ;5; ;7; ;12
35;1;257;237;138;254;20; ;35;3;31.08.2018;8/31/2018;8/25/1961;57;4;2;1; ; ;1; ; ; ; ; ;1; ; ; ; ; ;12; ; ; ; ; ;5; ;7; ;12
35;2;257;237;138;21;20;15/03/2016;35;3;31.08.2018;8/31/2018;11/7/1963;54;4;2;1; ; ;1; ; ; ; ; ;1; ; ; ; ; ;12; ; ; ; ; ;5; ;7; ;12
35;1;257;237;292;249;20; ;35;3;31.08.2018;8/31/2018;12/1/1970;47;3;2;3; ; ;1; ; ; ; ; ; ; ;1; ; ; ;12; ; ; ; ; ;5; ;7; ;12
35;2;257;236;292;254;20; ;35;3;31.08.2018;8/31/2018;3/16/1949;69;5;2;3; ; ;1; ; ; ; ; ; ; ;1; ; ; ;12; ; ; ; ; ;5; ;7; ;12
35;2;257;237;138;254;20; ;35;3;31.08.2018;8/31/2018;5/30/1972;46;3;2;1; ; ;1; ; ; ; ; ;1; ; ; ; ; ;12; ; ; ; ; ;5; ;7; ;12
35;1;257;236;138;249;20; ;35;3;31.08.2018;8/31/2018;1/14/1981;37;2;2;1; ; ;1; ; ; ; ; ;1; ; ; ; ; ;12; ; ; ; ; ;5; ;7; ;12
35;2;257;237;292;254;20; ;35;3;31.08.2018;8/31/2018;6/30/1981;37;2;2;3; ; ;1; ; ; ; ; ; ; ;1; ; ; ;12; ; ; ; ; ;5; ;7; ;12
35;2;257;235;138;249;20; ;35;3;31.08.2018;8/31/2018;9/23/1952;65;5;2;1; ; ;1; ; ; ; ; ;1; ; ; ; ; ;12; ; ; ; ; ;5; ;7; ;12
35;1;257;237;292;254;20; ;35;3;31.08.2018;8/31/2018;10/3/1950;67;5;2;3; ; ;1; ; ; ; ; ; ; ;1; ; ; ;12; ; ; ; ; ;5; ;7; ;12
35;1;257;237;292;249;20; ;35;3;31.08.2018;8/31/2018;11/23/1955;62;5;2;3; ; ;1; ; ; ; ; ; ; ;1; ; ; ;12; ; ; ; ; ;5; ;7; ;12
41;1;257;232;292;249;20; ;41;4;31.08.2018;8/31/2018;4/30/1972;46;3;2;3; ; ;1; ; ; ;1; ; ; ;1; ; ;13;23; ;1; ;4;1;9; ;25;2;36
41;1;255;238;292;254;20; ;41;4;31.08.2018;8/31/2018;4/9/1980;38;2;1;3; ;1; ; ; ; ; ; ; ; ;1; ; ;13;23; ;1; ;4;1;9; ;25;2;36
41;1;258;236;142;254;18; ;41;4;31.08.2018;8/31/2018;5/5/1979;39;2;2;4; ; ;1; ; ; ; ; ; ; ; ;1; ;13;23; ;1; ;4;1;9; ;25;2;36
41;1;257;279;292;254;20; ;41;4;31.08.2018;8/31/2018;7/29/1984;34;2;2;3; ; ;1; ; ; ; ; ; ; ;1; ; ;13;23; ;1; ;4;1;9; ;25;2;36
41;2;256;238;292;250;20; ;41;4;31.08.2018;8/31/2018;3/22/1993;25;1;1;3; ;1; ; ; ; ; ; ; ; ;1; ; ;13;23; ;1; ;4;1;9; ;25;2;36
41;2;257;235;292;250;20; ;41;4;31.08.2018;8/31/2018;12/6/1988;29;1;2;3; ; ;1; ; ; ; ; ; ; ;1; ; ;13;23; ;1; ;4;1;9; ;25;2;36
41;1;258;232;292;249;20; ;41;4;31.08.2018;8/31/2018;3/7/1987;31;2;2;3; ; ;1; ; ; ;1; ; ; ;1; ; ;13;23; ;1; ;4;1;9; ;25;2;36
41;2;257;237;292;251;20; ;41;4;31.08.2018;8/31/2018;12/16/1988;29;1;2;3; ; ;1; ; ; ; ; ; ; ;1; ; ;13;23; ;1; ;4;1;9; ;25;2;36
41;2;256;237;292;251;20; ;41;4;31.08.2018;8/31/2018;10/25/1995;22;1;1;3; ;1; ; ; ; ; ; ; ; ;1; ; ;13;23; ;1; ;4;1;9; ;25;2;36
41;2;255;239;292;254;20; ;41;4;31.08.2018;8/31/2018;5/7/1992;26;1;1;3; ;1; ; ; ; ; ; ; ; ;1; ; ;13;23; ;1; ;4;1;9; ;25;2;36
41;2;256;237;292;250;20; ;41;4;31.08.2018;8/31/2018;1/17/1991;27;1;1;3; ;1; ; ; ; ; ; ; ; ;1; ; ;13;23; ;1; ;4;1;9; ;25;2;36
41;2;255;238;292;251;20; ;41;4;31.08.2018;8/31/2018;3/19/1991;27;1;1;3; ;1; ; ; ; ; ; ; ; ;1; ; ;13;23; ;1; ;4;1;9; ;25;2;36
41;2;256;232;138;249;20; ;41;4;31.08.2018;8/31/2018;6/2/1955;63;5;1;1; ;1; ; ; ; ;1; ;1; ; ; ; ;13;23; ;1; ;4;1;9; ;25;2;36
41;2;257;237;292;251;20; ;41;4;31.08.2018;8/31/2018;6/4/1993;25;1;2;3; ; ;1; ; ; ; ; ; ; ;1; ; ;13;23; ;1; ;4;1;9; ;25;2;36
41;1;256;238;292;250;20; ;41;4;31.08.2018;8/31/2018;5/19/1993;25;1;1;3; ;1; ; ; ; ; ; ; ; ;1; ; ;13;23; ;1; ;4;1;9; ;25;2;36
41;1;255;238;142;253;18; ;41;4;31.08.2018;8/31/2018;2/24/1997;21;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1; ;13;23; ;1; ;4;1;9; ;25;2;36
41;1;256;239;292;251;20; ;41;4;31.08.2018;8/31/2018;11/8/1995;22;1;1;3; ;1; ; ; ; ; ; ; ; ;1; ; ;13;23; ;1; ;4;1;9; ;25;2;36
41;1;256;237;292;251;20; ;41;4;31.08.2018;8/31/2018;6/11/1998;20;1;1;3; ;1; ; ; ; ; ; ; ; ;1; ; ;13;23; ;1; ;4;1;9; ;25;2;36
41;1;257;235;292;254;20; ;41;4;31.08.2018;8/31/2018;11/19/1975;42;3;2;3; ; ;1; ; ; ; ; ; ; ;1; ; ;13;23; ;1; ;4;1;9; ;25;2;36
41;2;257;235;138;249;20; ;41;4;31.08.2018;8/31/2018;11/1/1955;62;5;2;1; ; ;1; ; ; ; ; ;1; ; ; ; ;13;23; ;1; ;4;1;9; ;25;2;36
41;1;256;238;292;251;20; ;41;4;31.08.2018;8/31/2018;5/15/1957;61;5;1;3; ;1; ; ; ; ; ; ; ; ;1; ; ;13;23; ;1; ;4;1;9; ;25;2;36
41;1;257;273;292;389;20;15/10/2018;41;4;31.08.2018;8/31/2018;6/16/1958;60;4;2;3; ; ;1; ;1; ; ; ; ; ;1; ; ;13;23; ;1; ;4;1;9; ;25;2;36
41;1;258;232;292;249;20; ;41;4;31.08.2018;8/31/2018;1/8/1960;58;4;2;3; ; ;1; ; ; ;1; ; ; ;1; ; ;13;23; ;1; ;4;1;9; ;25;2;36
41;2;257;237;138;250;20; ;41;4;31.08.2018;8/31/2018;8/14/1957;61;5;2;1; ; ;1; ; ; ; ; ;1; ; ; ; ;13;23; ;1; ;4;1;9; ;25;2;36
41;2;257;237;292;249;20; ;41;4;31.08.2018;8/31/2018;3/30/1995;23;1;2;3; ; ;1; ; ; ; ; ; ; ;1; ; ;13;23; ;1; ;4;1;9; ;25;2;36
41;1;257;237;292;249;20; ;41;4;31.08.2018;8/31/2018;12/25/1968;49;3;2;3; ; ;1; ; ; ; ; ; ; ;1; ; ;13;23; ;1; ;4;1;9; ;25;2;36
41;1;256;235;292;249;20; ;41;4;31.08.2018;8/31/2018;7/26/1963;55;4;1;3; ;1; ; ; ; ; ; ; ; ;1; ; ;13;23; ;1; ;4;1;9; ;25;2;36
41;1;257;274;292;254;20; ;41;4;31.08.2018;8/31/2018;1/19/1968;50;3;2;3; ; ;1; ; ; ; ;1; ; ;1; ; ;13;23; ;1; ;4;1;9; ;25;2;36
41;2;258;237;138;254;20; ;41;4;31.08.2018;8/31/2018;5/12/1969;49;3;2;1; ; ;1; ; ; ; ; ;1; ; ; ; ;13;23; ;1; ;4;1;9; ;25;2;36
41;1;258;237;292;389;20;02/01/2011;41;4;31.08.2018;8/31/2018;3/20/1964;54;4;2;3; ; ;1; ; ; ; ; ; ; ;1; ; ;13;23; ;1; ;4;1;9; ;25;2;36
41;1;257;238;138;250;20; ;41;4;31.08.2018;8/31/2018;11/10/1966;51;4;2;1; ; ;1; ; ; ; ; ;1; ; ; ; ;13;23; ;1; ;4;1;9; ;25;2;36
41;1;257;238;138;250;20; ;41;4;31.08.2018;8/31/2018;7/19/1964;54;4;2;1; ; ;1; ; ; ; ; ;1; ; ; ; ;13;23; ;1; ;4;1;9; ;25;2;36
41;2;257;237;138;249;20; ;41;4;31.08.2018;8/31/2018;1/6/1969;49;3;2;1; ; ;1; ; ; ; ; ;1; ; ; ; ;13;23; ;1; ;4;1;9; ;25;2;36
41;1;257;237;138;250;20; ;41;4;31.08.2018;8/31/2018;9/21/1964;53;4;2;1; ; ;1; ; ; ; ; ;1; ; ; ; ;13;23; ;1; ;4;1;9; ;25;2;36
41;1;258;235;138;249;20; ;41;4;31.08.2018;8/31/2018;2/12/1969;49;3;2;1; ; ;1; ; ; ; ; ;1; ; ; ; ;13;23; ;1; ;4;1;9; ;25;2;36
41;1;258;237;292;21;20; ;41;4;31.08.2018;8/31/2018;4/4/1974;44;3;2;3; ; ;1; ; ; ; ; ; ; ;1; ; ;13;23; ;1; ;4;1;9; ;25;2;36
42;1;258;273;292;249;20; ;42;4;31.08.2018;8/31/2018;5/6/1978;40;2;2;3; ; ;1; ;1; ; ; ; ; ;1; ; ;1;4; ;1; ; ;1; ; ;5; ;5
42;1;256;238;292;250;20; ;42;4;31.08.2018;8/31/2018;11/30/1988;29;1;1;3; ;1; ; ; ; ; ; ; ; ;1; ; ;1;4; ;1; ; ;1; ; ;5; ;5
42;2;257;237;292;21;20; ;42;4;31.08.2018;8/31/2018;7/24/1976;42;3;2;3; ; ;1; ; ; ; ; ; ; ;1; ; ;1;4; ;1; ; ;1; ; ;5; ;5
42;1;261;274;292;48;20; ;42;4;31.08.2018;8/31/2018;4/11/1965;53;4;2;3; ; ;1; ; ; ; ;1; ; ;1; ; ;1;4; ;1; ; ;1; ; ;5; ;5
42;1;257;237;292;389;20; ;42;4;31.08.2018;8/31/2018;2/18/1975;43;3;2;3; ; ;1; ; ; ; ; ; ; ;1; ; ;1;4; ;1; ; ;1; ; ;5; ;5
43;1;257;237;138;249;20;01/10/2018;43;4;31.08.2018;8/31/2018;8/3/1989;29;1;2;1; ; ;1; ; ; ; ; ;1; ; ; ; ; ;3; ;2; ; ; ;3; ; ; ;3
43;1;257;273;138;249;20; ;43;4;31.08.2018;8/31/2018;3/18/1965;53;4;2;1; ; ;1; ;1; ; ; ;1; ; ; ; ; ;3; ;2; ; ; ;3; ; ; ;3
43;1;257;273;138;249;20; ;43;4;31.08.2018;8/31/2018;2/16/1979;39;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ; ; ;3; ;2; ; ; ;3; ; ; ;3
50;1;255;238;138;250;20; ;50;5;31.08.2018;8/31/2018;9/23/1985;32;2;1;1; ;1; ; ; ; ; ; ;1; ; ; ; ;9;9;2;2; ; ; ;12; ;6; ;18
50;1;255;238;138;250;18; ;50;5;31.08.2018;8/31/2018;1/15/1952;66;5;1;1; ;1; ; ; ; ; ; ;1; ; ; ; ;9;9;2;2; ; ; ;12; ;6; ;18
50;1;257;237;138;249;20; ;50;5;31.08.2018;8/31/2018;11/10/1973;44;3;2;1; ; ;1; ; ; ; ; ;1; ; ; ; ;9;9;2;2; ; ; ;12; ;6; ;18
50;1;257;275;292;249;20; ;50;5;31.08.2018;8/31/2018;3/12/1964;54;4;2;3; ; ;1;1; ; ; ; ; ; ;1; ; ;9;9;2;2; ; ; ;12; ;6; ;18
50;1;257;237;138;249;20; ;50;5;31.08.2018;8/31/2018;12/3/1965;52;4;2;1; ; ;1; ; ; ; ; ;1; ; ; ; ;9;9;2;2; ; ; ;12; ;6; ;18
50;2;257;235;292;21;20; ;50;5;31.08.2018;8/31/2018;4/4/1974;44;3;2;3; ; ;1; ; ; ; ; ; ; ;1; ; ;9;9;2;2; ; ; ;12; ;6; ;18
50;1;258;273;292;48;263;19/04/2016;50;5;31.08.2018;8/31/2018;11/4/1965;52;4;2;3; ; ;1; ;1; ; ; ; ; ;1; ; ;9;9;2;2; ; ; ;12; ;6; ;18
50;1;257;275;138;249;20; ;50;5;31.08.2018;8/31/2018;9/18/1974;43;3;2;1; ; ;1;1; ; ; ; ;1; ; ; ; ;9;9;2;2; ; ; ;12; ;6; ;18
50;1;255;238;138;250;18; ;50;5;31.08.2018;8/31/2018;5/10/1976;42;3;1;1; ;1; ; ; ; ; ; ;1; ; ; ; ;9;9;2;2; ; ; ;12; ;6; ;18
50;1;255;238;292;249;20; ;50;5;31.08.2018;8/31/2018;5/27/1976;42;3;1;3; ;1; ; ; ; ; ; ; ; ;1; ; ;9;9;2;2; ; ; ;12; ;6; ;18
50;1;257;235;138;249;20; ;50;5;31.08.2018;8/31/2018;6/4/1963;55;4;2;1; ; ;1; ; ; ; ; ;1; ; ; ; ;9;9;2;2; ; ; ;12; ;6; ;18
50;1;256;237;138;249;20; ;50;5;31.08.2018;8/31/2018;7/11/1972;46;3;1;1; ;1; ; ; ; ; ; ;1; ; ; ; ;9;9;2;2; ; ; ;12; ;6; ;18
50;1;257;273;138;249;20; ;50;5;31.08.2018;8/31/2018;3/21/1978;40;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ; ;9;9;2;2; ; ; ;12; ;6; ;18
50;1;256;238;138;250;18; ;50;5;31.08.2018;8/31/2018;7/29/1979;39;2;1;1; ;1; ; ; ; ; ; ;1; ; ; ; ;9;9;2;2; ; ; ;12; ;6; ;18
50;1;256;239;292;249;20; ;50;5;31.08.2018;8/31/2018;7/24/1982;36;2;1;3; ;1; ; ; ; ; ; ; ; ;1; ; ;9;9;2;2; ; ; ;12; ;6; ;18
50;1;257;237;292;249;20; ;50;5;31.08.2018;8/31/2018;7/8/1979;39;2;2;3; ; ;1; ; ; ; ; ; ; ;1; ; ;9;9;2;2; ; ; ;12; ;6; ;18
50;1;256;238;138;250;18; ;50;5;31.08.2018;8/31/2018;8/25/1980;38;2;1;1; ;1; ; ; ; ; ; ;1; ; ; ; ;9;9;2;2; ; ; ;12; ;6; ;18
51;2;257;232;138;389;20;05/02/2018;51;5;31.08.2018;8/31/2018;4/7/1973;45;3;2;1; ; ;1; ; ; ;1; ;1; ; ; ; ; ;1; ; ; ;1; ;1; ; ; ;1
52;1;258;276;138;48;263;01/06/2018;52;5;31.08.2018;8/31/2018;3/20/1965;53;4;2;1; ; ;1; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ;1
