NU_IDENTIFICADOR;IBGE;IBGE7;Região;UF;Município;area;Pop_Total2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;q44_3;q44_9;q44_10;q44_11;q44_12;q44_13;q44_14;q44_15_1;q44_15_2;q44_15_3;DataCenso;DataCenso_2020;q44_2_rec;Idade;Faixas_etarias;d_44_9;d_44_11;d_44_9bin1;d_44_9bin2;d_44_9bin3;d_44_10bin1;d_44_10bin2;d_44_10bin3;d_44_10bin4;d_44_10bin5;d_44_11bin1;d_44_11bin2;d_44_11bin3;d_44_11bin4;d_44_9bin1_sum;d_44_9bin2_sum;d_44_9bin3_sum;d_44_10bin1_sum;d_44_10bin2_sum;d_44_10bin3_sum;d_44_10bin4_sum;d_44_10bin5_sum;d_44_11bin1_sum;d_44_11bin2_sum;d_44_11bin3_sum;d_44_11bin4_sum;nu_trabalhadores;d_44_15_1bin_Gestão;d_44_15_1bin_PopRua;d_44_15_1bin_Abordagem;d_44_15_1bin_Cadastramento;d_44_15_1bin_Outros;d_44_15_2bin_Gestão;d_44_15_2bin_PopRua;d_44_15_2bin_Abordagem;d_44_15_2bin_Cadastramento;d_44_15_2bin_Outros;d_44_15_3bin_Gestão;d_44_15_3bin_PopRua;d_44_15_3bin_Abordagem;d_44_15_3bin_Cadastramento;d_44_15_3bin_Outros;Gestao;PopRua;Abordagem;Cadastramento;Outros;d_44_15_1bin_Gestão_sum;d_44_15_1bin_PopRua_sum;d_44_15_1bin_Abordagem_sum;d_44_15_1bin_Cadastramento_sum;d_44_15_1bin_Outros_sum;d_44_15_2bin_Gestão_sum;d_44_15_2bin_PopRua_sum;d_44_15_2bin_Abordagem_sum;d_44_15_2bin_Cadastramento_sum;d_44_15_2bin_Outros_sum;d_44_15_3bin_Gestão_sum;d_44_15_3bin_PopRua_sum;d_44_15_3bin_Abordagem_sum;d_44_15_3bin_Cadastramento_sum;d_44_15_3bin_Outros_sum
12.004.097.308;120.040;1.200.401;1;12;Rio Branco;9.222,58;336.038,0000000000000000;308.545,0;27.493,0;4;0;255;239;264;254;20;05/05/2007;99;;;31.08.2020;31-ago-2020;15-jul-1982;38;2,00;1,00;4,00;;1,00;;;;;;;;;;1,00;3,00;8,00;8,00;0,00;3,00;0,00;0,00;1,00;0,00;0,00;1,00;18,00;19;;;;;1,00;;;;;;;;;;;;;;;1,00;1,00;9,00;3,00;;3,00;;;;;;;;;;
12.004.097.308;120.040;1.200.401;1;12;Rio Branco;9.222,58;336.038,0000000000000000;308.545,0;27.493,0;4;1;256;239;264;254;20;12/06/2014;99;;;31.08.2020;31-ago-2020;11-fev-1991;29;1,00;1,00;4,00;;1,00;;;;;;;;;;1,00;3,00;8,00;8,00;0,00;3,00;0,00;0,00;1,00;0,00;0,00;1,00;18,00;19;;;;;1,00;;;;;;;;;;;;;;;1,00;1,00;9,00;3,00;;3,00;;;;;;;;;;
12.004.097.308;120.040;1.200.401;1;12;Rio Branco;9.222,58;336.038,0000000000000000;308.545,0;27.493,0;4;0;257;237;293;248;263;30/06/2020;2;;;31.08.2020;31-ago-2020;15-out-1990;29;1,00;2,00;4,00;;;1,00;;;;;;;;;1,00;3,00;8,00;8,00;0,00;3,00;0,00;0,00;1,00;0,00;0,00;1,00;18,00;19;;1,00;;;;;;;;;;;;;;;1,00;;;;1,00;9,00;3,00;;3,00;;;;;;;;;;
12.004.097.308;120.040;1.200.401;1;12;Rio Branco;9.222,58;336.038,0000000000000000;308.545,0;27.493,0;4;0;256;239;293;248;263;24/04/2020;3;;;31.08.2020;31-ago-2020;07-fev-1993;27;1,00;1,00;4,00;;1,00;;;;;;;;;;1,00;3,00;8,00;8,00;0,00;3,00;0,00;0,00;1,00;0,00;0,00;1,00;18,00;19;;;1,00;;;;;;;;;;;;;;;1,00;;;1,00;9,00;3,00;;3,00;;;;;;;;;;
12.004.097.308;120.040;1.200.401;1;12;Rio Branco;9.222,58;336.038,0000000000000000;308.545,0;27.493,0;4;1;256;239;293;251;263;01/09/2020;2;;;31.08.2020;31-ago-2020;29-jul-1996;24;1,00;1,00;4,00;;1,00;;;;;;;;;;1,00;3,00;8,00;8,00;0,00;3,00;0,00;0,00;1,00;0,00;0,00;1,00;18,00;19;;1,00;;;;;;;;;;;;;;;1,00;;;;1,00;9,00;3,00;;3,00;;;;;;;;;;
12.004.097.308;120.040;1.200.401;1;12;Rio Branco;9.222,58;336.038,0000000000000000;308.545,0;27.493,0;4;0;257;237;266;248;20;13/10/2020;3;;;31.08.2020;31-ago-2020;26-jun-1996;24;1,00;2,00;4,00;;;1,00;;;;;;;;;1,00;3,00;8,00;8,00;0,00;3,00;0,00;0,00;1,00;0,00;0,00;1,00;18,00;19;;;1,00;;;;;;;;;;;;;;;1,00;;;1,00;9,00;3,00;;3,00;;;;;;;;;;
12.004.097.308;120.040;1.200.401;1;12;Rio Branco;9.222,58;336.038,0000000000000000;308.545,0;27.493,0;4;0;256;239;142;253;18;02/01/2018;2;;;31.08.2020;31-ago-2020;20-mai-1998;22;1,00;1,00;4,00;;1,00;;;;;;;;;;1,00;3,00;8,00;8,00;0,00;3,00;0,00;0,00;1,00;0,00;0,00;1,00;18,00;19;;1,00;;;;;;;;;;;;;;;1,00;;;;1,00;9,00;3,00;;3,00;;;;;;;;;;
12.004.097.308;120.040;1.200.401;1;12;Rio Branco;9.222,58;336.038,0000000000000000;308.545,0;27.493,0;4;1;257;237;266;248;20;13/10/2020;3;;;31.08.2020;31-ago-2020;15-ago-1999;21;1,00;2,00;4,00;;;1,00;;;;;;;;;1,00;3,00;8,00;8,00;0,00;3,00;0,00;0,00;1,00;0,00;0,00;1,00;18,00;19;;;1,00;;;;;;;;;;;;;;;1,00;;;1,00;9,00;3,00;;3,00;;;;;;;;;;
12.004.097.308;120.040;1.200.401;1;12;Rio Branco;9.222,58;336.038,0000000000000000;308.545,0;27.493,0;4;1;256;239;293;248;263;01/06/2020;2;;;31.08.2020;31-ago-2020;29-out-1999;20;1,00;1,00;4,00;;1,00;;;;;;;;;;1,00;3,00;8,00;8,00;0,00;3,00;0,00;0,00;1,00;0,00;0,00;1,00;18,00;19;;1,00;;;;;;;;;;;;;;;1,00;;;;1,00;9,00;3,00;;3,00;;;;;;;;;;
13.025.098.092;130.250;1.302.504;1;13;Manacapuru;7.329,23;85.141,0000000000000000;60.174,0;24.967,0;3;1;255;238;264;248;20;01/01/2017;3;2;99;31.08.2020;31-ago-2020;17-set-1963;56;4,00;1,00;4,00;;1,00;;;;;;;;;;1,00;1,00;7,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;11;;;1,00;;;;1,00;;;;;;;;1,00;;1,00;1,00;;1,00;3,00;3,00;2,00;1,00;2,00;;5,00;4,00;;;2,00;1,00;1,00;1,00;4,00
13.025.098.092;130.250;1.302.504;1;13;Manacapuru;7.329,23;85.141,0000000000000000;60.174,0;24.967,0;3;1;255;238;264;248;20;01/01/2017;3;2;99;31.08.2020;31-ago-2020;17-set-1963;56;4,00;1,00;4,00;;1,00;;;;;;;;;;1,00;1,00;7,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;11;;;1,00;;;;1,00;;;;;;;;1,00;;1,00;1,00;;1,00;3,00;3,00;2,00;1,00;2,00;;5,00;4,00;;;2,00;1,00;1,00;1,00;4,00
13.025.098.092;130.250;1.302.504;1;13;Manacapuru;7.329,23;85.141,0000000000000000;60.174,0;24.967,0;3;0;255;238;266;248;20;01/06/2020;1;2;3;31.08.2020;31-ago-2020;13-nov-1964;55;4,00;1,00;4,00;;1,00;;;;;;;;;;1,00;1,00;7,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;11;1,00;;;;;;1,00;;;;;;1,00;;;1,00;1,00;1,00;;;3,00;3,00;2,00;1,00;2,00;;5,00;4,00;;;2,00;1,00;1,00;1,00;4,00
13.025.098.092;130.250;1.302.504;1;13;Manacapuru;7.329,23;85.141,0000000000000000;60.174,0;24.967,0;3;0;253;239;264;252;20;01/01/2017;99;;;31.08.2020;31-ago-2020;28-mai-1971;49;3,00;0,00;4,00;1,00;;;;;;;;;;;1,00;1,00;7,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;11;;;;;1,00;;;;;;;;;;;;;;;1,00;3,00;3,00;2,00;1,00;2,00;;5,00;4,00;;;2,00;1,00;1,00;1,00;4,00
13.025.098.092;130.250;1.302.504;1;13;Manacapuru;7.329,23;85.141,0000000000000000;60.174,0;24.967,0;3;0;255;239;266;251;20;01/06/2020;1;2;4;31.08.2020;31-ago-2020;01-dez-1975;44;3,00;1,00;4,00;;1,00;;;;;;;;;;1,00;1,00;7,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;11;1,00;;;;;;1,00;;;;;;;1,00;;1,00;1,00;;;;3,00;3,00;2,00;1,00;2,00;;5,00;4,00;;;2,00;1,00;1,00;1,00;4,00
13.025.098.092;130.250;1.302.504;1;13;Manacapuru;7.329,23;85.141,0000000000000000;60.174,0;24.967,0;3;0;257;273;264;21;20;02/01/2017;1;2;99;31.08.2020;31-ago-2020;08-fev-1978;42;3,00;2,00;4,00;;;1,00;;1,00;;;;;;;1,00;1,00;7,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;11;1,00;;;;;;1,00;;;;;;;;1,00;1,00;1,00;;;1,00;3,00;3,00;2,00;1,00;2,00;;5,00;4,00;;;2,00;1,00;1,00;1,00;4,00
13.025.098.092;130.250;1.302.504;1;13;Manacapuru;7.329,23;85.141,0000000000000000;60.174,0;24.967,0;3;0;255;238;264;251;20;01/01/2017;2;3;1;31.08.2020;31-ago-2020;10-jun-1980;40;2,00;1,00;4,00;;1,00;;;;;;;;;;1,00;1,00;7,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;11;;1,00;;;;;;1,00;;;1,00;;;;;1,00;1,00;1,00;;;3,00;3,00;2,00;1,00;2,00;;5,00;4,00;;;2,00;1,00;1,00;1,00;4,00
13.025.098.092;130.250;1.302.504;1;13;Manacapuru;7.329,23;85.141,0000000000000000;60.174,0;24.967,0;3;0;255;238;264;252;20;01/01/2017;99;;;31.08.2020;31-ago-2020;02-jun-1986;34;2,00;1,00;4,00;;1,00;;;;;;;;;;1,00;1,00;7,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;11;;;;;1,00;;;;;;;;;;;;;;;1,00;3,00;3,00;2,00;1,00;2,00;;5,00;4,00;;;2,00;1,00;1,00;1,00;4,00
13.025.098.092;130.250;1.302.504;1;13;Manacapuru;7.329,23;85.141,0000000000000000;60.174,0;24.967,0;3;1;257;273;264;249;18;01/01/2017;2;3;99;31.08.2020;31-ago-2020;17-jun-1990;30;2,00;2,00;4,00;;;1,00;;1,00;;;;;;;1,00;1,00;7,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;11;;1,00;;;;;;1,00;;;;;;;1,00;;1,00;1,00;;1,00;3,00;3,00;2,00;1,00;2,00;;5,00;4,00;;;2,00;1,00;1,00;1,00;4,00
13.025.098.092;130.250;1.302.504;1;13;Manacapuru;7.329,23;85.141,0000000000000000;60.174,0;24.967,0;3;0;257;273;266;249;20;01/06/2020;2;3;1;31.08.2020;31-ago-2020;22-dez-1989;30;2,00;2,00;4,00;;;1,00;;1,00;;;;;;;1,00;1,00;7,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;11;;1,00;;;;;;1,00;;;1,00;;;;;1,00;1,00;1,00;;;3,00;3,00;2,00;1,00;2,00;;5,00;4,00;;;2,00;1,00;1,00;1,00;4,00
13.025.098.092;130.250;1.302.504;1;13;Manacapuru;7.329,23;85.141,0000000000000000;60.174,0;24.967,0;3;0;255;238;266;254;20;01/06/2020;4;3;2;31.08.2020;31-ago-2020;14-jan-1994;26;1,00;1,00;4,00;;1,00;;;;;;;;;;1,00;1,00;7,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;11;;;;1,00;;;;1,00;;;;1,00;;;;;1,00;1,00;;;3,00;3,00;2,00;1,00;2,00;;5,00;4,00;;;2,00;1,00;1,00;1,00;4,00
13.026.095.800;130.260;1.302.603;1;13;Manaus;11.401,06;1.802.014,0000000000000000;1.792.881,0;9.133,0;5;1;252;239;142;252;272;22/06/2019;;;;31.08.2020;31-ago-2020;03-set-1959;60;4,00;0,00;4,00;1,00;;;;;;;;;;;1,00;4,00;4,00;5,00;0,00;2,00;0,00;0,00;1,00;2,00;1,00;1,00;9,00;13;;;;;;;;;;;;;;;;;;;;;1,00;8,00;;;;;;;;1,00;;;;;
13.026.095.800;130.260;1.302.603;1;13;Manaus;11.401,06;1.802.014,0000000000000000;1.792.881,0;9.133,0;5;1;253;239;142;252;272;09/09/2019;;;;31.08.2020;31-ago-2020;23-jul-1965;55;4,00;0,00;4,00;1,00;;;;;;;;;;;1,00;4,00;4,00;5,00;0,00;2,00;0,00;0,00;1,00;2,00;1,00;1,00;9,00;13;;;;;;;;;;;;;;;;;;;;;1,00;8,00;;;;;;;;1,00;;;;;
13.026.095.800;130.260;1.302.603;1;13;Manaus;11.401,06;1.802.014,0000000000000000;1.792.881,0;9.133,0;5;0;258;273;292;249;20;04/03/2020;2;;;31.08.2020;31-ago-2020;31-out-1965;54;4,00;2,00;3,00;;;1,00;;1,00;;;;;;1,00;;4,00;4,00;5,00;0,00;2,00;0,00;0,00;1,00;2,00;1,00;1,00;9,00;13;;1,00;;;;;;;;;;;;;;;1,00;;;;1,00;8,00;;;;;;;;1,00;;;;;
13.026.095.800;130.260;1.302.603;1;13;Manaus;11.401,06;1.802.014,0000000000000000;1.792.881,0;9.133,0;5;1;256;238;142;251;272;18/06/2018;2;;;31.08.2020;31-ago-2020;28-jan-1973;47;3,00;1,00;4,00;;1,00;;;;;;;;;;1,00;4,00;4,00;5,00;0,00;2,00;0,00;0,00;1,00;2,00;1,00;1,00;9,00;13;;1,00;;;;;;;;;;;;;;;1,00;;;;1,00;8,00;;;;;;;;1,00;;;;;
13.026.095.800;130.260;1.302.603;1;13;Manaus;11.401,06;1.802.014,0000000000000000;1.792.881,0;9.133,0;5;1;257;237;139;21;20;01/08/2018;1;99;;31.08.2020;31-ago-2020;06-out-1974;45;3,00;2,00;2,00;;;1,00;;;;;;;1,00;;;4,00;4,00;5,00;0,00;2,00;0,00;0,00;1,00;2,00;1,00;1,00;9,00;13;1,00;;;;;;;;;1,00;;;;;;1,00;;;;1,00;1,00;8,00;;;;;;;;1,00;;;;;
13.026.095.800;130.260;1.302.603;1;13;Manaus;11.401,06;1.802.014,0000000000000000;1.792.881,0;9.133,0;5;0;258;273;138;249;272;16/03/2020;2;;;31.08.2020;31-ago-2020;27-mar-1978;42;3,00;2,00;1,00;;;1,00;;1,00;;;;1,00;;;;4,00;4,00;5,00;0,00;2,00;0,00;0,00;1,00;2,00;1,00;1,00;9,00;13;;1,00;;;;;;;;;;;;;;;1,00;;;;1,00;8,00;;;;;;;;1,00;;;;;
13.026.095.800;130.260;1.302.603;1;13;Manaus;11.401,06;1.802.014,0000000000000000;1.792.881,0;9.133,0;5;1;257;237;142;254;272;16/07/2018;2;;;31.08.2020;31-ago-2020;11-abr-1978;42;3,00;2,00;4,00;;;1,00;;;;;;;;;1,00;4,00;4,00;5,00;0,00;2,00;0,00;0,00;1,00;2,00;1,00;1,00;9,00;13;;1,00;;;;;;;;;;;;;;;1,00;;;;1,00;8,00;;;;;;;;1,00;;;;;
13.026.095.800;130.260;1.302.603;1;13;Manaus;11.401,06;1.802.014,0000000000000000;1.792.881,0;9.133,0;5;0;254;238;142;251;272;14/01/2019;;;;31.08.2020;31-ago-2020;09-dez-1982;37;2,00;0,00;4,00;1,00;;;;;;;;;;;1,00;4,00;4,00;5,00;0,00;2,00;0,00;0,00;1,00;2,00;1,00;1,00;9,00;13;;;;;;;;;;;;;;;;;;;;;1,00;8,00;;;;;;;;1,00;;;;;
13.026.095.800;130.260;1.302.603;1;13;Manaus;11.401,06;1.802.014,0000000000000000;1.792.881,0;9.133,0;5;1;255;239;142;254;20;08/03/2020;2;;;31.08.2020;31-ago-2020;22-jul-1985;35;2,00;1,00;4,00;;1,00;;;;;;;;;;1,00;4,00;4,00;5,00;0,00;2,00;0,00;0,00;1,00;2,00;1,00;1,00;9,00;13;;1,00;;;;;;;;;;;;;;;1,00;;;;1,00;8,00;;;;;;;;1,00;;;;;
13.026.095.800;130.260;1.302.603;1;13;Manaus;11.401,06;1.802.014,0000000000000000;1.792.881,0;9.133,0;5;0;257;274;138;249;20;15/10/2012;2;;;31.08.2020;31-ago-2020;29-dez-1985;34;2,00;2,00;1,00;;;1,00;;;;;1,00;1,00;;;;4,00;4,00;5,00;0,00;2,00;0,00;0,00;1,00;2,00;1,00;1,00;9,00;13;;1,00;;;;;;;;;;;;;;;1,00;;;;1,00;8,00;;;;;;;;1,00;;;;;
13.026.095.800;130.260;1.302.603;1;13;Manaus;11.401,06;1.802.014,0000000000000000;1.792.881,0;9.133,0;5;1;254;239;142;252;272;23/08/2020;;;;31.08.2020;31-ago-2020;07-set-1987;32;2,00;0,00;4,00;1,00;;;;;;;;;;;1,00;4,00;4,00;5,00;0,00;2,00;0,00;0,00;1,00;2,00;1,00;1,00;9,00;13;;;;;;;;;;;;;;;;;;;;;1,00;8,00;;;;;;;;1,00;;;;;
13.026.095.800;130.260;1.302.603;1;13;Manaus;11.401,06;1.802.014,0000000000000000;1.792.881,0;9.133,0;5;0;256;239;142;251;272;16/07/2018;2;;;31.08.2020;31-ago-2020;14-mar-1997;23;1,00;1,00;4,00;;1,00;;;;;;;;;;1,00;4,00;4,00;5,00;0,00;2,00;0,00;0,00;1,00;2,00;1,00;1,00;9,00;13;;1,00;;;;;;;;;;;;;;;1,00;;;;1,00;8,00;;;;;;;;1,00;;;;;
13.026.095.800;130.260;1.302.603;1;13;Manaus;11.401,06;1.802.014,0000000000000000;1.792.881,0;9.133,0;5;0;256;238;142;251;272;12/04/2018;2;;;31.08.2020;31-ago-2020;18-jan-1999;21;1,00;1,00;4,00;;1,00;;;;;;;;;;1,00;4,00;4,00;5,00;0,00;2,00;0,00;0,00;1,00;2,00;1,00;1,00;9,00;13;;1,00;;;;;;;;;;;;;;;1,00;;;;1,00;8,00;;;;;;;;1,00;;;;;
13.042.098.157;130.420;1.304.203;1;13;Tefé;23.704,43;61.453,0000000000000000;50.069,0;11.384,0;3;0;255;238;266;254;18;23/03/2020;1;99;3;31.08.2020;31-ago-2020;13-mai-1980;40;2,00;1,00;4,00;;1,00;;;;;;;;;;1,00;1,00;6,00;6,00;1,00;2,00;0,00;0,00;2,00;1,00;0,00;0,00;12,00;13;1,00;;;;;;;;;1,00;;;1,00;;;1,00;;1,00;;1,00;10,00;;2,00;;;;4,00;2,00;3,00;3,00;;1,00;5,00;1,00;5,00
13.042.098.157;130.420;1.304.203;1;13;Tefé;23.704,43;61.453,0000000000000000;50.069,0;11.384,0;3;0;257;273;266;249;18;23/03/2020;1;2;3;31.08.2020;31-ago-2020;18-out-1980;39;2,00;2,00;4,00;;;1,00;;1,00;;;;;;;1,00;1,00;6,00;6,00;1,00;2,00;0,00;0,00;2,00;1,00;0,00;0,00;12,00;13;1,00;;;;;;1,00;;;;;;1,00;;;1,00;1,00;1,00;;;10,00;;2,00;;;;4,00;2,00;3,00;3,00;;1,00;5,00;1,00;5,00
13.042.098.157;130.420;1.304.203;1;13;Tefé;23.704,43;61.453,0000000000000000;50.069,0;11.384,0;3;0;255;239;266;251;18;23/03/2020;1;99;3;31.08.2020;31-ago-2020;06-jan-1981;39;2,00;1,00;4,00;;1,00;;;;;;;;;;1,00;1,00;6,00;6,00;1,00;2,00;0,00;0,00;2,00;1,00;0,00;0,00;12,00;13;1,00;;;;;;;;;1,00;;;1,00;;;1,00;;1,00;;1,00;10,00;;2,00;;;;4,00;2,00;3,00;3,00;;1,00;5,00;1,00;5,00
13.042.098.157;130.420;1.304.203;1;13;Tefé;23.704,43;61.453,0000000000000000;50.069,0;11.384,0;3;0;254;239;266;248;18;23/03/2020;;;;31.08.2020;31-ago-2020;08-abr-1983;37;2,00;0,00;4,00;1,00;;;;;;;;;;;1,00;1,00;6,00;6,00;1,00;2,00;0,00;0,00;2,00;1,00;0,00;0,00;12,00;13;;;;;;;;;;;;;;;;;;;;;10,00;;2,00;;;;4,00;2,00;3,00;3,00;;1,00;5,00;1,00;5,00
13.042.098.157;130.420;1.304.203;1;13;Tefé;23.704,43;61.453,0000000000000000;50.069,0;11.384,0;3;0;257;273;266;21;18;23/03/2020;1;2;3;31.08.2020;31-ago-2020;08-mar-1984;36;2,00;2,00;4,00;;;1,00;;1,00;;;;;;;1,00;1,00;6,00;6,00;1,00;2,00;0,00;0,00;2,00;1,00;0,00;0,00;12,00;13;1,00;;;;;;1,00;;;;;;1,00;;;1,00;1,00;1,00;;;10,00;;2,00;;;;4,00;2,00;3,00;3,00;;1,00;5,00;1,00;5,00
13.042.098.157;130.420;1.304.203;1;13;Tefé;23.704,43;61.453,0000000000000000;50.069,0;11.384,0;3;1;255;239;266;248;18;23/03/2020;3;4;99;31.08.2020;31-ago-2020;20-out-1985;34;2,00;1,00;4,00;;1,00;;;;;;;;;;1,00;1,00;6,00;6,00;1,00;2,00;0,00;0,00;2,00;1,00;0,00;0,00;12,00;13;;;1,00;;;;;;1,00;;;;;;1,00;;;1,00;;1,00;10,00;;2,00;;;;4,00;2,00;3,00;3,00;;1,00;5,00;1,00;5,00
13.042.098.157;130.420;1.304.203;1;13;Tefé;23.704,43;61.453,0000000000000000;50.069,0;11.384,0;3;0;257;278;266;249;18;23/03/2020;1;2;4;31.08.2020;31-ago-2020;19-nov-1988;31;2,00;2,00;4,00;;;1,00;;;;;;;;;1,00;1,00;6,00;6,00;1,00;2,00;0,00;0,00;2,00;1,00;0,00;0,00;12,00;13;1,00;;;;;;1,00;;;;;;;1,00;;1,00;1,00;;;;10,00;;2,00;;;;4,00;2,00;3,00;3,00;;1,00;5,00;1,00;5,00
13.042.098.157;130.420;1.304.203;1;13;Tefé;23.704,43;61.453,0000000000000000;50.069,0;11.384,0;3;0;255;237;266;248;18;23/03/2020;1;99;3;31.08.2020;31-ago-2020;13-set-1988;31;2,00;1,00;4,00;;1,00;;;;;;;;;;1,00;1,00;6,00;6,00;1,00;2,00;0,00;0,00;2,00;1,00;0,00;0,00;12,00;13;1,00;;;;;;;;;1,00;;;1,00;;;1,00;;1,00;;1,00;10,00;;2,00;;;;4,00;2,00;3,00;3,00;;1,00;5,00;1,00;5,00
13.042.098.157;130.420;1.304.203;1;13;Tefé;23.704,43;61.453,0000000000000000;50.069,0;11.384,0;3;1;257;275;266;249;18;23/03/2020;1;3;99;31.08.2020;31-ago-2020;21-mar-1989;31;2,00;2,00;4,00;;;1,00;1,00;;;;;;;;1,00;1,00;6,00;6,00;1,00;2,00;0,00;0,00;2,00;1,00;0,00;0,00;12,00;13;1,00;;;;;;;1,00;;;;;;;1,00;1,00;;1,00;;1,00;10,00;;2,00;;;;4,00;2,00;3,00;3,00;;1,00;5,00;1,00;5,00
13.042.098.157;130.420;1.304.203;1;13;Tefé;23.704,43;61.453,0000000000000000;50.069,0;11.384,0;3;0;255;239;266;248;18;23/03/2020;3;4;99;31.08.2020;31-ago-2020;12-fev-1990;30;2,00;1,00;4,00;;1,00;;;;;;;;;;1,00;1,00;6,00;6,00;1,00;2,00;0,00;0,00;2,00;1,00;0,00;0,00;12,00;13;;;1,00;;;;;;1,00;;;;;;1,00;;;1,00;;1,00;10,00;;2,00;;;;4,00;2,00;3,00;3,00;;1,00;5,00;1,00;5,00
13.042.098.157;130.420;1.304.203;1;13;Tefé;23.704,43;61.453,0000000000000000;50.069,0;11.384,0;3;0;257;274;266;249;18;23/03/2020;1;3;99;31.08.2020;31-ago-2020;25-ago-1990;30;2,00;2,00;4,00;;;1,00;;;;;1,00;;;;1,00;1,00;6,00;6,00;1,00;2,00;0,00;0,00;2,00;1,00;0,00;0,00;12,00;13;1,00;;;;;;;1,00;;;;;;;1,00;1,00;;1,00;;1,00;10,00;;2,00;;;;4,00;2,00;3,00;3,00;;1,00;5,00;1,00;5,00
13.042.098.157;130.420;1.304.203;1;13;Tefé;23.704,43;61.453,0000000000000000;50.069,0;11.384,0;3;1;255;239;266;248;18;23/03/2020;1;4;2;31.08.2020;31-ago-2020;17-mar-1995;25;1,00;1,00;4,00;;1,00;;;;;;;;;;1,00;1,00;6,00;6,00;1,00;2,00;0,00;0,00;2,00;1,00;0,00;0,00;12,00;13;1,00;;;;;;;;1,00;;;1,00;;;;1,00;1,00;;;;10,00;;2,00;;;;4,00;2,00;3,00;3,00;;1,00;5,00;1,00;5,00
13.042.098.157;130.420;1.304.203;1;13;Tefé;23.704,43;61.453,0000000000000000;50.069,0;11.384,0;3;0;257;274;138;249;18;23/03/2020;1;2;99;31.08.2020;31-ago-2020;22-abr-1996;24;1,00;2,00;1,00;;;1,00;;;;;1,00;1,00;;;;1,00;6,00;6,00;1,00;2,00;0,00;0,00;2,00;1,00;0,00;0,00;12,00;13;1,00;;;;;;1,00;;;;;;;;1,00;1,00;1,00;;;1,00;10,00;;2,00;;;;4,00;2,00;3,00;3,00;;1,00;5,00;1,00;5,00
13.205.303.522;320.530;3.205.309;3;32;Vitória;93,38;327.801,0000000000000000;327.801,0;;4;0;255;239;264;254;20;07/06/2018;2;2;99;31.08.2020;31-ago-2020;23-mar-1966;54;4,00;1,00;4,00;;1,00;;;;;;;;;;1,00;4,00;13,00;16,00;2,00;6,00;0,00;1,00;4,00;1,00;0,00;0,00;32,00;33;;1,00;;;;;1,00;;;;;;;;1,00;;1,00;;;1,00;1,00;28,00;;;;1,00;19,00;;9,00;;;1,00;;;28,00
13.205.303.522;320.530;3.205.309;3;32;Vitória;93,38;327.801,0000000000000000;327.801,0;;4;1;252;239;264;252;20;04/04/2017;;;;31.08.2020;31-ago-2020;16-out-1966;53;4,00;0,00;4,00;1,00;;;;;;;;;;;1,00;4,00;13,00;16,00;2,00;6,00;0,00;1,00;4,00;1,00;0,00;0,00;32,00;33;;;;;;;;;;;;;;;;;;;;;1,00;28,00;;;;1,00;19,00;;9,00;;;1,00;;;28,00
13.205.303.522;320.530;3.205.309;3;32;Vitória;93,38;327.801,0000000000000000;327.801,0;;4;0;257;237;264;254;20;26/03/2017;2;2;99;31.08.2020;31-ago-2020;30-jun-1969;51;4,00;2,00;4,00;;;1,00;;;;;;;;;1,00;4,00;13,00;16,00;2,00;6,00;0,00;1,00;4,00;1,00;0,00;0,00;32,00;33;;1,00;;;;;1,00;;;;;;;;1,00;;1,00;;;1,00;1,00;28,00;;;;1,00;19,00;;9,00;;;1,00;;;28,00
13.205.303.522;320.530;3.205.309;3;32;Vitória;93,38;327.801,0000000000000000;327.801,0;;4;0;253;239;264;252;20;20/10/2014;;;;31.08.2020;31-ago-2020;20-jun-1969;51;4,00;0,00;4,00;1,00;;;;;;;;;;;1,00;4,00;13,00;16,00;2,00;6,00;0,00;1,00;4,00;1,00;0,00;0,00;32,00;33;;;;;;;;;;;;;;;;;;;;;1,00;28,00;;;;1,00;19,00;;9,00;;;1,00;;;28,00
