IBGE;UF;Região;Pop_Total2010;Quant_municipios;q19_3;q19_8;q19_9;q19_10;q19_11;q19_12;q19_13;q19_2_rec;Idade;Faixas_etarias;d_19_8;d_19_8bin1;d_19_8bin2;d_19_8bin3;d_19_9;d_19_9bin1;d_19_9bin2;d_19_9bin3;d_19_9bin4;d_19_9bin5;d_19_10;d_19_10bin1;d_19_10bin2;d_19_10bin3;d_19_10bin4;d_19_8bin1_sum;d_19_8bin2_sum;d_19_8bin3_sum;d_19_9bin1_sum;d_19_9bin2_sum;d_19_9bin3_sum;d_19_9bin4_sum;d_19_9bin5_sum;d_19_10bin1_sum;d_19_10bin2_sum;d_19_10bin3_sum;d_19_10bin4_sum;nu_trabalhadores
41;PR;Sul;10444526;399;Feminino;Ensino Superior Completo;Advogado (a);Comissionado (a);Técnico(a) de nível superior;De 31 a 40 horas semanais;;30/abr/72;47;41 a 50 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Advogado;#NULO!;#NULO!;#NULO!;Advogado;#NULO!;Comissionado;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;14,00;23,00;#NULO!;1,00;#NULO!;4,00;1,00;9,00;#NULO!;26,00;2,00;37
41;PR;Sul;10444526;399;Feminino;Ensino Superior Completo;Outro(a) profissional de nível superior;Comissionado (a);Técnico(a) de nível superior;De 31 a 40 horas semanais;;25/dez/68;50;41 a 50 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;14,00;23,00;#NULO!;1,00;#NULO!;4,00;1,00;9,00;#NULO!;26,00;2,00;37
41;PR;Sul;10444526;399;Masculino;Especialização;Outro(a) profissional de nível superior;Servidor/Estatutário (a);Outros;De 31 a 40 horas semanais;;12/mai/69;50;41 a 50 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;14,00;23,00;#NULO!;1,00;#NULO!;4,00;1,00;9,00;#NULO!;26,00;2,00;37
41;PR;Sul;10444526;399;Masculino;Ensino Superior Completo;Outro(a) profissional de nível superior;Servidor/Estatutário (a);Técnico(a) de nível superior;De 31 a 40 horas semanais;;06/jan/69;50;41 a 50 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;14,00;23,00;#NULO!;1,00;#NULO!;4,00;1,00;9,00;#NULO!;26,00;2,00;37
41;PR;Sul;10444526;399;Feminino;Especialização;Administrador (a);Servidor/Estatutário (a);Técnico(a) de nível superior;De 31 a 40 horas semanais;;12/fev/69;50;41 a 50 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;14,00;23,00;#NULO!;1,00;#NULO!;4,00;1,00;9,00;#NULO!;26,00;2,00;37
41;PR;Sul;10444526;399;Feminino;Ensino Superior Completo;Psicólogo (a);Comissionado (a);Outros;De 31 a 40 horas semanais;;19/jan/68;51;51 a 60 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Psicólogo;#NULO!;#NULO!;#NULO!;#NULO!;Psicólogo;Comissionado;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;14,00;23,00;#NULO!;1,00;#NULO!;4,00;1,00;9,00;#NULO!;26,00;2,00;37
41;PR;Sul;10444526;399;Feminino;Ensino Superior Completo;Profissional de nível médio;Servidor/Estatutário (a);Técnico(a) de nível Médio;De 31 a 40 horas semanais;;10/nov/66;52;51 a 60 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Profissional de nível médio;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;14,00;23,00;#NULO!;1,00;#NULO!;4,00;1,00;9,00;#NULO!;26,00;2,00;37
41;PR;Sul;10444526;399;Feminino;Ensino Médio Completo;Profissional de nível médio;Comissionado (a);Outros;De 31 a 40 horas semanais;;21/out/64;54;51 a 60 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Profissional de nível médio;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;14,00;23,00;#NULO!;1,00;#NULO!;4,00;1,00;9,00;#NULO!;26,00;2,00;37
41;PR;Sul;10444526;399;Feminino;Ensino Superior Completo;Outro(a) profissional de nível superior;Servidor/Estatutário (a);Técnico(a) de nível Médio;De 31 a 40 horas semanais;;21/set/64;54;51 a 60 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;14,00;23,00;#NULO!;1,00;#NULO!;4,00;1,00;9,00;#NULO!;26,00;2,00;37
41;PR;Sul;10444526;399;Feminino;Especialização;Outro(a) profissional de nível superior;Comissionado (a);Ordenador(a) de Despesas;De 31 a 40 horas semanais;02/01/2011;20/mar/64;55;51 a 60 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;14,00;23,00;#NULO!;1,00;#NULO!;4,00;1,00;9,00;#NULO!;26,00;2,00;37
41;PR;Sul;10444526;399;Feminino;Ensino Superior Completo;Profissional de nível médio;Servidor/Estatutário (a);Técnico(a) de nível Médio;De 31 a 40 horas semanais;;19/jul/64;55;51 a 60 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Profissional de nível médio;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;14,00;23,00;#NULO!;1,00;#NULO!;4,00;1,00;9,00;#NULO!;26,00;2,00;37
41;PR;Sul;10444526;399;Feminino;Ensino Superior Incompleto;Administrador (a);Comissionado (a);Técnico(a) de nível superior;De 31 a 40 horas semanais;;26/jul/63;56;51 a 60 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;14,00;23,00;#NULO!;1,00;#NULO!;4,00;1,00;9,00;#NULO!;26,00;2,00;37
41;PR;Sul;10444526;399;Feminino;Especialização;Advogado (a);Comissionado (a);Técnico(a) de nível superior;De 31 a 40 horas semanais;;08/jan/60;59;51 a 60 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Advogado;#NULO!;#NULO!;#NULO!;Advogado;#NULO!;Comissionado;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;14,00;23,00;#NULO!;1,00;#NULO!;4,00;1,00;9,00;#NULO!;26,00;2,00;37
41;PR;Sul;10444526;399;Feminino;Ensino Superior Completo;Assistente Social;Comissionado (a);Ordenador(a) de Despesas;De 31 a 40 horas semanais;15/10/2018;16/jun/58;61;Mais de 60 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Assistente Social;#NULO!;Assistente Social;#NULO!;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;14,00;23,00;#NULO!;1,00;#NULO!;4,00;1,00;9,00;#NULO!;26,00;2,00;37
41;PR;Sul;10444526;399;Feminino;Ensino Superior Incompleto;Profissional de nível médio;Comissionado (a);Apoio Administrativo;De 31 a 40 horas semanais;;15/mai/57;62;Mais de 60 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Profissional de nível médio;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;14,00;23,00;#NULO!;1,00;#NULO!;4,00;1,00;9,00;#NULO!;26,00;2,00;37
41;PR;Sul;10444526;399;Masculino;Ensino Superior Completo;Outro(a) profissional de nível superior;Servidor/Estatutário (a);Técnico(a) de nível Médio;De 31 a 40 horas semanais;;14/ago/57;62;Mais de 60 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;14,00;23,00;#NULO!;1,00;#NULO!;4,00;1,00;9,00;#NULO!;26,00;2,00;37
41;PR;Sul;10444526;399;Masculino;Ensino Superior Completo;Administrador (a);Servidor/Estatutário (a);Técnico(a) de nível superior;De 31 a 40 horas semanais;;01/nov/55;63;Mais de 60 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;14,00;23,00;#NULO!;1,00;#NULO!;4,00;1,00;9,00;#NULO!;26,00;2,00;37
41;PR;Sul;10444526;399;Masculino;Ensino Superior Incompleto;Advogado (a);Servidor/Estatutário (a);Técnico(a) de nível superior;De 31 a 40 horas semanais;;02/jun/55;64;Mais de 60 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Advogado;#NULO!;#NULO!;#NULO!;Advogado;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;14,00;23,00;#NULO!;1,00;#NULO!;4,00;1,00;9,00;#NULO!;26,00;2,00;37
42;SC;Sul;6248436;295;Masculino;Ensino Superior Incompleto;Sem formação profissional;Terceirizado (a);Apoio Administrativo;De 21 a 30 horas semanais;;05/mai/87;32;30 a 40 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;#NULO!;2,00;3,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;1,00;#NULO!;2,00;2,00;5
42;SC;Sul;6248436;295;Feminino;Ensino Médio Completo;Sem formação profissional;Terceirizado (a);Apoio Administrativo;De 21 a 30 horas semanais;;16/jun/87;32;30 a 40 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;#NULO!;2,00;3,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;1,00;#NULO!;2,00;2,00;5
42;SC;Sul;6248436;295;Feminino;Ensino Superior Completo;Economista;Comissionado (a);Ordenador(a) de Despesas;De 31 a 40 horas semanais;;22/jan/67;52;51 a 60 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;2,00;3,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;1,00;#NULO!;2,00;2,00;5
42;SC;Sul;6248436;295;Masculino;Especialização;Outro(a) profissional de nível superior;Servidor/Estatutário (a);Coordenador(a);De 31 a 40 horas semanais;;30/dez/64;54;51 a 60 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;2,00;3,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;1,00;#NULO!;2,00;2,00;5
42;SC;Sul;6248436;295;Masculino;Ensino Superior Completo;Outro(a) profissional de nível superior;Comissionado (a);Ordenador(a) de Despesas;De 31 a 40 horas semanais;;23/set/63;55;51 a 60 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;2,00;3,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;1,00;#NULO!;2,00;2,00;5
50;MS;Centro-Oeste;2449024;79;Masculino;Ensino Superior Completo;Outro(a) profissional de nível superior;Comissionado (a);Técnico(a) de nível superior;De 31 a 40 horas semanais;;08/jul/91;28;16 a 29 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;10,00;15,00;3,00;2,00;#NULO!;#NULO!;1,00;17,00;#NULO!;8,00;#NULO!;25
50;MS;Centro-Oeste;2449024;79;Feminino;Ensino Médio Completo;Profissional de nível médio;Servidor/Estatutário (a);Técnico(a) de nível Médio;De 31 a 40 horas semanais;;23/set/85;33;30 a 40 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Profissional de nível médio;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;10,00;15,00;3,00;2,00;#NULO!;#NULO!;1,00;17,00;#NULO!;8,00;#NULO!;25
50;MS;Centro-Oeste;2449024;79;Feminino;Ensino Superior Completo;Outro(a) profissional de nível superior;Comissionado (a);Técnico(a) de nível superior;De 31 a 40 horas semanais;;27/set/82;36;30 a 40 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;10,00;15,00;3,00;2,00;#NULO!;#NULO!;1,00;17,00;#NULO!;8,00;#NULO!;25
50;MS;Centro-Oeste;2449024;79;Feminino;Ensino Superior Incompleto;Sem formação profissional;Comissionado (a);Técnico(a) de nível superior;De 31 a 40 horas semanais;;24/jul/82;37;30 a 40 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;10,00;15,00;3,00;2,00;#NULO!;#NULO!;1,00;17,00;#NULO!;8,00;#NULO!;25
50;MS;Centro-Oeste;2449024;79;Feminino;Ensino Médio Completo;Profissional de nível médio;Servidor/Estatutário (a);Técnico(a) de nível Médio;De 31 a 40 horas semanais;;22/nov/81;37;30 a 40 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Profissional de nível médio;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;10,00;15,00;3,00;2,00;#NULO!;#NULO!;1,00;17,00;#NULO!;8,00;#NULO!;25
50;MS;Centro-Oeste;2449024;79;Feminino;Ensino Superior Incompleto;Profissional de nível médio;Servidor/Estatutário (a);Técnico(a) de nível Médio;De 21 a 30 horas semanais;;25/ago/80;39;30 a 40 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Profissional de nível médio;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;10,00;15,00;3,00;2,00;#NULO!;#NULO!;1,00;17,00;#NULO!;8,00;#NULO!;25
50;MS;Centro-Oeste;2449024;79;Feminino;Ensino Superior Incompleto;Profissional de nível médio;Servidor/Estatutário (a);Técnico(a) de nível Médio;De 21 a 30 horas semanais;;29/jul/79;40;30 a 40 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Profissional de nível médio;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;10,00;15,00;3,00;2,00;#NULO!;#NULO!;1,00;17,00;#NULO!;8,00;#NULO!;25
50;MS;Centro-Oeste;2449024;79;Feminino;Ensino Superior Completo;Outro(a) profissional de nível superior;Comissionado (a);Técnico(a) de nível superior;De 31 a 40 horas semanais;;08/jul/79;40;30 a 40 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;10,00;15,00;3,00;2,00;#NULO!;#NULO!;1,00;17,00;#NULO!;8,00;#NULO!;25
50;MS;Centro-Oeste;2449024;79;Feminino;Ensino Superior Completo;Assistente Social;Servidor/Estatutário (a);Técnico(a) de nível superior;De 31 a 40 horas semanais;;21/mar/78;41;41 a 50 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Assistente Social;#NULO!;Assistente Social;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;10,00;15,00;3,00;2,00;#NULO!;#NULO!;1,00;17,00;#NULO!;8,00;#NULO!;25
50;MS;Centro-Oeste;2449024;79;Masculino;Ensino Médio Completo;Profissional de nível médio;Servidor/Estatutário (a);Técnico(a) de nível superior;De 31 a 40 horas semanais;;09/jul/78;41;41 a 50 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Profissional de nível médio;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;10,00;15,00;3,00;2,00;#NULO!;#NULO!;1,00;17,00;#NULO!;8,00;#NULO!;25
50;MS;Centro-Oeste;2449024;79;Feminino;Ensino Médio Completo;Profissional de nível médio;Servidor/Estatutário (a);Técnico(a) de nível Médio;De 21 a 30 horas semanais;;10/mai/76;43;41 a 50 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Profissional de nível médio;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;10,00;15,00;3,00;2,00;#NULO!;#NULO!;1,00;17,00;#NULO!;8,00;#NULO!;25
50;MS;Centro-Oeste;2449024;79;Feminino;Ensino Médio Completo;Profissional de nível médio;Comissionado (a);Técnico(a) de nível superior;De 31 a 40 horas semanais;;27/mai/76;43;41 a 50 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Profissional de nível médio;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;10,00;15,00;3,00;2,00;#NULO!;#NULO!;1,00;17,00;#NULO!;8,00;#NULO!;25
50;MS;Centro-Oeste;2449024;79;Feminino;Ensino Superior Completo;Outro(a) profissional de nível superior;Servidor/Estatutário (a);Técnico(a) de nível superior;De 31 a 40 horas semanais;;22/mar/75;44;41 a 50 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;10,00;15,00;3,00;2,00;#NULO!;#NULO!;1,00;17,00;#NULO!;8,00;#NULO!;25
50;MS;Centro-Oeste;2449024;79;Feminino;Ensino Superior Completo;Outro(a) profissional de nível superior;Servidor/Estatutário (a);Técnico(a) de nível superior;De 31 a 40 horas semanais;;02/jul/75;44;41 a 50 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;10,00;15,00;3,00;2,00;#NULO!;#NULO!;1,00;17,00;#NULO!;8,00;#NULO!;25
50;MS;Centro-Oeste;2449024;79;Feminino;Ensino Superior Completo;Outro(a) profissional de nível superior;Servidor/Estatutário (a);Técnico(a) de nível superior;De 31 a 40 horas semanais;;10/nov/73;45;41 a 50 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;10,00;15,00;3,00;2,00;#NULO!;#NULO!;1,00;17,00;#NULO!;8,00;#NULO!;25
50;MS;Centro-Oeste;2449024;79;Masculino;Ensino Superior Completo;Administrador (a);Comissionado (a);Coordenador(a);De 31 a 40 horas semanais;;04/abr/74;45;41 a 50 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;10,00;15,00;3,00;2,00;#NULO!;#NULO!;1,00;17,00;#NULO!;8,00;#NULO!;25
50;MS;Centro-Oeste;2449024;79;Feminino;Ensino Superior Completo;Psicólogo (a);Servidor/Estatutário (a);Técnico(a) de nível superior;De 31 a 40 horas semanais;;17/set/73;45;41 a 50 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Psicólogo;#NULO!;#NULO!;#NULO!;#NULO!;Psicólogo;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;10,00;15,00;3,00;2,00;#NULO!;#NULO!;1,00;17,00;#NULO!;8,00;#NULO!;25
50;MS;Centro-Oeste;2449024;79;Feminino;Ensino Superior Incompleto;Outro(a) profissional de nível superior;Servidor/Estatutário (a);Técnico(a) de nível superior;De 31 a 40 horas semanais;;11/jul/72;47;41 a 50 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;10,00;15,00;3,00;2,00;#NULO!;#NULO!;1,00;17,00;#NULO!;8,00;#NULO!;25
50;MS;Centro-Oeste;2449024;79;Masculino;Ensino Médio Completo;Profissional de nível médio;Servidor/Estatutário (a);Técnico(a) de nível Médio;De 31 a 40 horas semanais;;30/set/67;51;51 a 60 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Profissional de nível médio;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;10,00;15,00;3,00;2,00;#NULO!;#NULO!;1,00;17,00;#NULO!;8,00;#NULO!;25
50;MS;Centro-Oeste;2449024;79;Feminino;Ensino Superior Completo;Outro(a) profissional de nível superior;Servidor/Estatutário (a);Técnico(a) de nível superior;De 31 a 40 horas semanais;;03/dez/65;53;51 a 60 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;10,00;15,00;3,00;2,00;#NULO!;#NULO!;1,00;17,00;#NULO!;8,00;#NULO!;25
50;MS;Centro-Oeste;2449024;79;Feminino;Especialização;Assistente Social;Comissionado (a);Gestor(a);De 41 a 40 horas semanais;19/04/2016;04/nov/65;53;51 a 60 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Assistente Social;#NULO!;Assistente Social;#NULO!;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;10,00;15,00;3,00;2,00;#NULO!;#NULO!;1,00;17,00;#NULO!;8,00;#NULO!;25
50;MS;Centro-Oeste;2449024;79;Feminino;Ensino Superior Completo;Pedagogo (a);Comissionado (a);Técnico(a) de nível superior;De 31 a 40 horas semanais;;12/mar/64;55;51 a 60 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Pedagogo;Pedagogo;#NULO!;#NULO!;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;10,00;15,00;3,00;2,00;#NULO!;#NULO!;1,00;17,00;#NULO!;8,00;#NULO!;25
50;MS;Centro-Oeste;2449024;79;Feminino;Ensino Superior Completo;Administrador (a);Servidor/Estatutário (a);Técnico(a) de nível superior;De 31 a 40 horas semanais;;04/jun/63;56;51 a 60 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;10,00;15,00;3,00;2,00;#NULO!;#NULO!;1,00;17,00;#NULO!;8,00;#NULO!;25
50;MS;Centro-Oeste;2449024;79;Feminino;Ensino Superior Completo;Pedagogo (a);Servidor/Estatutário (a);Técnico(a) de nível superior;De 31 a 40 horas semanais;;23/abr/58;61;Mais de 60 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Pedagogo;Pedagogo;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;10,00;15,00;3,00;2,00;#NULO!;#NULO!;1,00;17,00;#NULO!;8,00;#NULO!;25
50;MS;Centro-Oeste;2449024;79;Feminino;Ensino Superior Completo;Pedagogo (a);Servidor/Estatutário (a);Técnico(a) de nível superior;De 31 a 40 horas semanais;;19/mai/57;62;Mais de 60 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Pedagogo;Pedagogo;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;10,00;15,00;3,00;2,00;#NULO!;#NULO!;1,00;17,00;#NULO!;8,00;#NULO!;25
51;MT;Centro-Oeste;3035122;141;Feminino;Ensino Superior Completo;Outro(a) profissional de nível superior;Servidor/Estatutário (a);Técnico(a) de nível superior;De 31 a 40 horas semanais;01/03/2019;19/mar/93;26;16 a 29 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;5,00;1,00;#NULO!;#NULO!;#NULO!;#NULO!;3,00;#NULO!;2,00;#NULO!;5
51;MT;Centro-Oeste;3035122;141;Feminino;Ensino Superior Completo;Outro(a) profissional de nível superior;Servidor/Estatutário (a);Técnico(a) de nível superior;De 31 a 40 horas semanais;01/03/2019;03/jun/89;30;30 a 40 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;5,00;1,00;#NULO!;#NULO!;#NULO!;#NULO!;3,00;#NULO!;2,00;#NULO!;5
51;MT;Centro-Oeste;3035122;141;Feminino;Especialização;Outro(a) profissional de nível superior;Servidor/Estatutário (a);Coordenador(a);De 31 a 40 horas semanais;01/03/2019;30/jun/79;40;30 a 40 anos;Nível Superior;#NULO!;#NULO!;Nível Superior;Outro profissional de nivel superior;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;5,00;1,00;#NULO!;#NULO!;#NULO!;#NULO!;3,00;#NULO!;2,00;#NULO!;5
