IBGE;NU_IDENTIFICADOR;q47_3;q47_8;q47_9;q47_10;q47_11;q47_12;q47_13;q47_14;q47_15;IBGE7;UF;Regiao;Município;areaKm2;Nome_UF;Pop_total_2022;Porte_pop2022;Q_incompleto;q1;DataCenso;DataCenso_2024;Faixas_etarias;d_47_8;d_47_8bin1;d_47_8bin2;d_47_8bin3;d_47_9;d_47_9bin1;d_47_9bin2;d_47_9bin3;d_47_9bin4;d_47_9bin5;d_47_10;d_47_10bin1;d_47_10bin2;d_47_10bin3;d_47_10bin4;d_47_8bin1_sum;d_47_8bin2_sum;d_47_8bin3_sum;d_47_9bin1_sum;d_47_9bin2_sum;d_47_9bin3_sum;d_47_9bin4_sum;d_47_9bin5_sum;d_47_10bin1_sum;d_47_10bin2_sum;d_47_10bin3_sum;d_47_10bin4_sum;nu_trabalhador;d_47_14_1bin_Gestão;d_47_14_1bin_PAIF;d_47_14_1bin_SCFV;d_47_14_1bin_PSB;d_47_14_1bin_Cadastramento;d_47_14_1bin_Beneficios;d_47_14_1bin_PCF;d_47_14_1bin_Outros;d_47_15_2bin_Gestão;d_47_15_2bin_PAIF;d_47_15_2bin_SCFV;d_47_15_2bin_PSB;d_47_15_2bin_Cadastramento;d_47_15_2bin_Beneficios;d_47_15_2bin_PCF;d_47_15_2bin_Outros;Gestao;PAIF;SCFV;PSB;Cadastramento;Beneficios;PCF;Outros;d_47_14_1bin_Gestão_sum;d_47_14_1bin_PAIF_sum;d_47_14_1bin_SCFV_sum;d_47_14_1bin_PSB_sum;d_47_14_1bin_Cadastramento_sum;d_47_14_1bin_Beneficios_sum;d_47_14_1bin_PCF_sum;d_47_14_1bin_Outros_sum;d_47_15_2bin_Gestão_sum;d_47_15_2bin_PAIF_sum;d_47_15_2bin_SCFV_sum;d_47_15_2bin_PSB_sum;d_47_15_2bin_Cadastramento_sum;d_47_15_2bin_Beneficios_sum;d_47_15_2bin_PCF_sum;d_47_15_2bin_Outros_sum
260775;26077596108; Feminino; Médio Completo; Sem formação profissional; Comissionada(o); Outros; De 21 a 30 horas semanais;01/04/2022; Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos; Serviço de Medida Socioeducativa (Liberdade Assistida ou Prestação de Serviço a Comunidade);2607752;Pernambuco;Região Nordeste; ;73,968;PE;27749;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Médio; ;Nível Médio; ;Outro profissional de nivel superior; ; ; ; ; ;Comissionado; ; ;Comissionado; ;2;4;4;0;1;0;1;1;0;0;7;3;10; ;PAIF; ; ; ; ; ; ; ; ;Serviço de Convivência e Fortalecimento de Vínculo; ; ; ; ; ; ;1;1; ; ; ; ; ;1;7; ; ; ; ; ; ; ;1;7; ; ; ; ; 
260780;26078098768; Feminino; Especialização; Psicóloga(o); Servidor(a) Temporária(o); Técnico(a) de nível superior; De 21 a 30 horas semanais;01/02/2021; Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos; Serviço Especializado em Abordagem Social;2607802;Pernambuco;Região Nordeste; ;162,739;PE;16554;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior; ; ;Nível Superior;Psicólogo; ; ; ; ;Psicólogo;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;0;0;5;0;1;0;1;1;1;0;1;3;5; ;PAIF; ; ; ; ; ; ; ; ; ;Serviço de PSB no domicílio; ; ; ; ; ;1; ;1; ; ; ; ;2;2;1; ; ; ; ; ; ;3; ;1; ;1; ; 
260780;26078098768; Feminino;Superior Completo;Outra(o) profissional de nível superior; Comissionada(o); Coordenador(a); De 11 a 20 horas semanais;01/02/2024; Atividades de gestão (administrativo); Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos;2607802;Pernambuco;Região Nordeste; ;162,739;PE;16554;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Comissionado; ; ;Comissionado; ;0;0;5;0;1;0;1;1;1;0;1;3;5;Gestão; ; ; ; ; ; ; ; ;PAIF; ; ; ; ; ; ;1;1; ; ; ; ; ; ;2;2;1; ; ; ; ; ; ;3; ;1; ;1; ; 
260780;26078098768; Feminino;Superior Completo;Assistente Social; Servidor(a) Temporária(o); Técnico(a) de nível superior; De 21 a 30 horas semanais;01/02/2021; Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos; Concessão Benefícios Eventual;2607802;Pernambuco;Região Nordeste; ;162,739;PE;16554;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;18 a 29 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;0;0;5;0;1;0;1;1;1;0;1;3;5; ;PAIF; ; ; ; ; ; ; ; ; ; ; ;Concessão de Benefícios Eventuais; ; ; ;1; ; ; ;1; ; ;2;2;1; ; ; ; ; ; ;3; ;1; ;1; ; 
260780;26078098768; Masculino;Superior Completo;Advogada(o); Servidor(a) Temporária(o); Técnico(a) de nível superior; De 21 a 30 horas semanais;01/02/2021; Serviço de Medida Socioeducativa (Liberdade Assistida ou Prestação de Serviço a Comunidade); Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos;2607802;Pernambuco;Região Nordeste; ;162,739;PE;16554;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;18 a 29 anos;Nível Superior; ; ;Nível Superior;Advogado; ; ; ;Advogado; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;0;0;5;0;1;0;1;1;1;0;1;3;5; ; ;Serviço de Convivência e Fortalecimento de Vínculo; ; ; ; ; ; ;PAIF; ; ; ; ; ; ; ;1;1; ; ; ; ; ;2;2;1; ; ; ; ; ; ;3; ;1; ;1; ; 
260780;26078098768; Feminino;Superior Completo;Outra(o) profissional de nível superior; Servidor(a)/Estatutário(a); Apoio Administrativo; De 31 a 40 horas semanais;01/04/2022; Atividades de gestão (administrativo); Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos;2607802;Pernambuco;Região Nordeste; ;162,739;PE;16554;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;0;0;5;0;1;0;1;1;1;0;1;3;5;Gestão; ; ; ; ; ; ; ; ;PAIF; ; ; ; ; ; ;1;1; ; ; ; ; ; ;2;2;1; ; ; ; ; ; ;3; ;1; ;1; ; 
260790;26079095824; Feminino;Superior Completo; Profissional de nível médio; Terceirizada(o); Apoio Administrativo; De 21 a 30 horas semanais;01/08/2022; Atividades de gestão (administrativo); Outros;2607901;Pernambuco;Região Nordeste; ;258,724;PE;644037;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior; ; ;Nível Superior;Profissional de nível médio; ; ; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;0;1;11;0;2;0;1;4;6;0;2;4;12;Gestão; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Outros;1; ; ; ; ; ; ;1;2;8; ; ; ; ; ;2;2;1; ;1; ; ; ;8
260790;26079095824; Feminino;Superior Completo; Psicóloga(o); Comissionada(o); Coordenador(a); De 31 a 40 horas semanais;22/02/2017; Atividades de gestão (administrativo); Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos;2607901;Pernambuco;Região Nordeste; ;258,724;PE;644037;Grande;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Psicólogo; ; ; ; ;Psicólogo;Comissionado; ; ;Comissionado; ;0;1;11;0;2;0;1;4;6;0;2;4;12;Gestão; ; ; ; ; ; ; ; ;PAIF; ; ; ; ; ; ;1;1; ; ; ; ; ; ;2;8; ; ; ; ; ;2;2;1; ;1; ; ; ;8
260790;26079095824; Feminino; Especialização;Assistente Social; Servidor(a)/Estatutário(a); Técnico(a) de nível superior; De 21 a 30 horas semanais;16/11/2015; Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos; Outros;2607901;Pernambuco;Região Nordeste; ;258,724;PE;644037;Grande;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;0;1;11;0;2;0;1;4;6;0;2;4;12; ;PAIF; ; ; ; ; ; ; ; ; ; ; ; ; ;Outros; ;1; ; ; ; ; ;1;2;8; ; ; ; ; ;2;2;1; ;1; ; ; ;8
260790;26079095824; Feminino;Mestrado;Outra(o) profissional de nível superior; Servidor(a)/Estatutário(a); Educador(a) Social; De 21 a 30 horas semanais;08/09/2020; Outros; Atividades de gestão (administrativo);2607901;Pernambuco;Região Nordeste; ;258,724;PE;644037;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;0;1;11;0;2;0;1;4;6;0;2;4;12; ; ; ; ; ; ; ;Outros;Gestão; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1;2;8; ; ; ; ; ;2;2;1; ;1; ; ; ;8
260790;26079095824; Feminino; Especialização;Assistente Social; Servidor(a)/Estatutário(a); Técnico(a) de nível superior; De 21 a 30 horas semanais;01/11/2015; Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos; Outros;2607901;Pernambuco;Região Nordeste; ;258,724;PE;644037;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;0;1;11;0;2;0;1;4;6;0;2;4;12; ;PAIF; ; ; ; ; ; ; ; ; ; ; ; ; ;Outros; ;1; ; ; ; ; ;1;2;8; ; ; ; ; ;2;2;1; ;1; ; ; ;8
260790;26079095824; Feminino;Superior Completo; Administrador(a); Servidor(a)/Estatutário(a); Educador(a) Social; De 21 a 30 horas semanais;04/06/2019; Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos; Serviço Especializado em Abordagem Social;2607901;Pernambuco;Região Nordeste; ;258,724;PE;644037;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;0;1;11;0;2;0;1;4;6;0;2;4;12; ;PAIF; ; ; ; ; ; ; ; ; ;Serviço de PSB no domicílio; ; ; ; ; ;1; ;1; ; ; ; ;2;8; ; ; ; ; ;2;2;1; ;1; ; ; ;8
260790;26079095824; Masculino; Especialização; Psicóloga(o); Servidor(a)/Estatutário(a); Técnico(a) de nível superior; De 21 a 30 horas semanais;16/11/2015; Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos; Outros;2607901;Pernambuco;Região Nordeste; ;258,724;PE;644037;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior; ; ;Nível Superior;Psicólogo; ; ; ; ;Psicólogo;Servidor Estatutário;Servidor Estatutário; ; ; ;0;1;11;0;2;0;1;4;6;0;2;4;12; ;PAIF; ; ; ; ; ; ; ; ; ; ; ; ; ;Outros; ;1; ; ; ; ; ;1;2;8; ; ; ; ; ;2;2;1; ;1; ; ; ;8
260790;26079095824; Feminino; Médio Completo; Profissional de nível médio; Terceirizada(o);Serviços Gerais (limpeza, conservação, motoristas, etc.); De 31 a 40 horas semanais;26/03/2018; Outros; Atividades de gestão (administrativo);2607901;Pernambuco;Região Nordeste; ;258,724;PE;644037;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Médio; ;Nível Médio; ;Profissional de nível médio; ; ; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;0;1;11;0;2;0;1;4;6;0;2;4;12; ; ; ; ; ; ; ;Outros;Gestão; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1;2;8; ; ; ; ; ;2;2;1; ;1; ; ; ;8
260790;26079095824; Masculino;Superior Completo; Profissional de nível médio; Servidor(a) Temporária(o); Educador(a) Social; De 21 a 30 horas semanais;11/09/2020; Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos; Outros;2607901;Pernambuco;Região Nordeste; ;258,724;PE;644037;Grande;completo;Municipal;31.08.2024;8/31/2024;18 a 29 anos;Nível Superior; ; ;Nível Superior;Profissional de nível médio; ; ; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;0;1;11;0;2;0;1;4;6;0;2;4;12; ;PAIF; ; ; ; ; ; ; ; ; ; ; ; ; ;Outros; ;1; ; ; ; ; ;1;2;8; ; ; ; ; ;2;2;1; ;1; ; ; ;8
260790;26079095824; Feminino;Superior Completo; Psicóloga(o); Comissionada(o); Técnico(a) de nível superior; De 31 a 40 horas semanais;15/09/2021; Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos; Outros;2607901;Pernambuco;Região Nordeste; ;258,724;PE;644037;Grande;completo;Municipal;31.08.2024;8/31/2024;18 a 29 anos;Nível Superior; ; ;Nível Superior;Psicólogo; ; ; ; ;Psicólogo;Comissionado; ; ;Comissionado; ;0;1;11;0;2;0;1;4;6;0;2;4;12; ;PAIF; ; ; ; ; ; ; ; ; ; ; ; ; ;Outros; ;1; ; ; ; ; ;1;2;8; ; ; ; ; ;2;2;1; ;1; ; ; ;8
260790;26079095824; Feminino; Especialização;Advogada(o); Servidor(a) Temporária(o); Técnico(a) de nível superior; De 21 a 30 horas semanais;08/05/2024; Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos; Outros;2607901;Pernambuco;Região Nordeste; ;258,724;PE;644037;Grande;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Superior; ; ;Nível Superior;Advogado; ; ; ;Advogado; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;0;1;11;0;2;0;1;4;6;0;2;4;12; ;PAIF; ; ; ; ; ; ; ; ; ; ; ; ; ;Outros; ;1; ; ; ; ; ;1;2;8; ; ; ; ; ;2;2;1; ;1; ; ; ;8
260790;26079095824; Feminino; Especialização; Psicóloga(o); Servidor(a)/Estatutário(a); Técnico(a) de nível superior; De 21 a 30 horas semanais;16/11/2015; Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos; Outros;2607901;Pernambuco;Região Nordeste; ;258,724;PE;644037;Grande;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Psicólogo; ; ; ; ;Psicólogo;Servidor Estatutário;Servidor Estatutário; ; ; ;0;1;11;0;2;0;1;4;6;0;2;4;12; ;PAIF; ; ; ; ; ; ; ; ; ; ; ; ; ;Outros; ;1; ; ; ; ; ;1;2;8; ; ; ; ; ;2;2;1; ;1; ; ; ;8
260800;26080098736; Feminino;Superior Completo;Outra(o) profissional de nível superior; Servidor(a) Temporária(o); Educador(a) Social; De 31 a 40 horas semanais;02/08/2021; Atividades de gestão (administrativo); Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos;2608008;Pernambuco;Região Nordeste; ;714,601;PE;15843;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;0;0;4;0;1;0;1;1;1;0;0;3;4;Gestão; ; ; ; ; ; ; ; ;PAIF; ; ; ; ; ; ;1;1; ; ; ; ; ; ;2;2; ; ; ; ; ; ; ;2;1; ;1; ; ; 
260800;26080098736; Feminino;Superior Completo;Assistente Social; Servidor(a) Temporária(o); Técnico(a) de nível superior; De 31 a 40 horas semanais;13/02/2023; Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos; Serviço de Proteção Social Especial para Pessoas com Deficiência, Idosos e suas Famílias;2608008;Pernambuco;Região Nordeste; ;714,601;PE;15843;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;0;0;4;0;1;0;1;1;1;0;0;3;4; ;PAIF; ; ; ; ; ; ; ; ; ; ;Cadastramento e/ou Atualização Cadastral (CadÚnico); ; ; ; ;1; ; ;1; ; ; ;2;2; ; ; ; ; ; ; ;2;1; ;1; ; ; 
260800;26080098736; Masculino;Superior Completo;Advogada(o); Servidor(a)/Estatutário(a); Coordenador(a); De 11 a 20 horas semanais;03/01/2023; Atividades de gestão (administrativo); Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos;2608008;Pernambuco;Região Nordeste; ;714,601;PE;15843;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;18 a 29 anos;Nível Superior; ; ;Nível Superior;Advogado; ; ; ;Advogado; ;Servidor Estatutário;Servidor Estatutário; ; ; ;0;0;4;0;1;0;1;1;1;0;0;3;4;Gestão; ; ; ; ; ; ; ; ;PAIF; ; ; ; ; ; ;1;1; ; ; ; ; ; ;2;2; ; ; ; ; ; ; ;2;1; ;1; ; ; 
260800;26080098736; Masculino;Superior Completo; Psicóloga(o); Servidor(a) Temporária(o); Técnico(a) de nível superior; De 21 a 30 horas semanais;02/05/2024; Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos; Serviço de Medida Socioeducativa (Liberdade Assistida ou Prestação de Serviço a Comunidade);2608008;Pernambuco;Região Nordeste; ;714,601;PE;15843;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;18 a 29 anos;Nível Superior; ; ;Nível Superior;Psicólogo; ; ; ; ;Psicólogo;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;0;0;4;0;1;0;1;1;1;0;0;3;4; ;PAIF; ; ; ; ; ; ; ; ;Serviço de Convivência e Fortalecimento de Vínculo; ; ; ; ; ; ;1;1; ; ; ; ; ;2;2; ; ; ; ; ; ; ;2;1; ;1; ; ; 
260805;26080599357; Feminino;Superior Completo; Psicóloga(o); Comissionada(o); Técnico(a) de nível superior; De 21 a 30 horas semanais;04/03/2024; Serviço de Medida Socioeducativa (Liberdade Assistida ou Prestação de Serviço a Comunidade); Outros;2608057;Pernambuco;Região Nordeste; ;277,862;PE;14020;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;18 a 29 anos;Nível Superior; ; ;Nível Superior;Psicólogo; ; ; ; ;Psicólogo;Comissionado; ; ;Comissionado; ;0;1;5;0;1;0;1;2;0;0;2;4;6; ; ;Serviço de Convivência e Fortalecimento de Vínculo; ; ; ; ; ; ; ; ; ; ; ; ;Outros; ; ;1; ; ; ; ;1;1;4;1; ; ; ; ; ;1; ;1; ;1;1; ;2
260805;26080599357; Feminino;Superior Completo;Assistente Social; Servidor(a) Temporária(o); Técnico(a) de nível superior;262;06/12/2021; Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos; Concessão Benefícios Eventual;2608057;Pernambuco;Região Nordeste; ;277,862;PE;14020;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;0;1;5;0;1;0;1;2;0;0;2;4;6; ;PAIF; ; ; ; ; ; ; ; ; ; ; ;Concessão de Benefícios Eventuais; ; ; ;1; ; ; ;1; ; ;1;4;1; ; ; ; ; ;1; ;1; ;1;1; ;2
260805;26080599357; Masculino;Superior Completo;Advogada(o); Servidor(a) Temporária(o); Técnico(a) de nível superior;262;06/12/2021; Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos; Serviço de Medida Socioeducativa (Liberdade Assistida ou Prestação de Serviço a Comunidade);2608057;Pernambuco;Região Nordeste; ;277,862;PE;14020;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;Mais de 60 anos;Nível Superior; ; ;Nível Superior;Advogado; ; ; ;Advogado; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;0;1;5;0;1;0;1;2;0;0;2;4;6; ;PAIF; ; ; ; ; ; ; ; ;Serviço de Convivência e Fortalecimento de Vínculo; ; ; ; ; ; ;1;1; ; ; ; ; ;1;4;1; ; ; ; ; ;1; ;1; ;1;1; ;2
260805;26080599357; Feminino;Superior Completo;Outra(o) profissional de nível superior; Comissionada(o); Coordenador(a); De 21 a 30 horas semanais;06/12/2021; Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos; Atividades de gestão (administrativo);2608057;Pernambuco;Região Nordeste; ;277,862;PE;14020;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Comissionado; ; ;Comissionado; ;0;1;5;0;1;0;1;2;0;0;2;4;6; ;PAIF; ; ; ; ; ; ;Gestão; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ;1;4;1; ; ; ; ; ;1; ;1; ;1;1; ;2
260805;26080599357; Feminino;Superior Completo; Psicóloga(o); Servidor(a) Temporária(o); Técnico(a) de nível superior; De 21 a 30 horas semanais;06/12/2021; Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos; Serviço de Proteção Social Especial para Pessoas com Deficiência, Idosos e suas Famílias;2608057;Pernambuco;Região Nordeste; ;277,862;PE;14020;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior; ; ;Nível Superior;Psicólogo; ; ; ; ;Psicólogo;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;0;1;5;0;1;0;1;2;0;0;2;4;6; ;PAIF; ; ; ; ; ; ; ; ; ; ;Cadastramento e/ou Atualização Cadastral (CadÚnico); ; ; ; ;1; ; ;1; ; ; ;1;4;1; ; ; ; ; ;1; ;1; ;1;1; ;2
260805;26080599357; Feminino; Médio Completo; Profissional de nível médio; Servidor(a) Temporária(o); Apoio Administrativo;262;06/12/2021; Atividades de gestão (administrativo); Outros;2608057;Pernambuco;Região Nordeste; ;277,862;PE;14020;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Médio; ;Nível Médio; ;Profissional de nível médio; ; ; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;0;1;5;0;1;0;1;2;0;0;2;4;6;Gestão; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Outros;1; ; ; ; ; ; ;1;1;4;1; ; ; ; ; ;1; ;1; ;1;1; ;2
260825;26082598794; Feminino; Especialização;Assistente Social; Servidor(a) Temporária(o); Técnico(a) de nível superior; De 21 a 30 horas semanais;09/08/2018; Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos; Serviço Especializado em Abordagem Social;2608255;Pernambuco;Região Nordeste; ;120,527;PE;11517;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;0;2;4;0;1;0;1;1;0;0;0;6;6; ;PAIF; ; ; ; ; ; ; ; ; ;Serviço de PSB no domicílio; ; ; ; ; ;1; ;1; ; ; ; ;3;3; ; ; ; ; ; ; ; ;2;1; ; ; ;3
260825;26082598794; Feminino;Superior Completo;Outra(o) profissional de nível superior; Servidor(a) Temporária(o); Coordenador(a); De 31 a 40 horas semanais;01/02/2021; Atividades de gestão (administrativo); Outros;2608255;Pernambuco;Região Nordeste; ;120,527;PE;11517;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;0;2;4;0;1;0;1;1;0;0;0;6;6;Gestão; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Outros;1; ; ; ; ; ; ;1;3;3; ; ; ; ; ; ; ; ;2;1; ; ; ;3
260825;26082598794; Masculino;Superior Completo; Psicóloga(o); Servidor(a) Temporária(o); Técnico(a) de nível superior; De 21 a 30 horas semanais;01/03/2021; Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos; Serviço de Medida Socioeducativa (Liberdade Assistida ou Prestação de Serviço a Comunidade);2608255;Pernambuco;Região Nordeste; ;120,527;PE;11517;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior; ; ;Nível Superior;Psicólogo; ; ; ; ;Psicólogo;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;0;2;4;0;1;0;1;1;0;0;0;6;6; ;PAIF; ; ; ; ; ; ; ; ;Serviço de Convivência e Fortalecimento de Vínculo; ; ; ; ; ; ;1;1; ; ; ; ; ;3;3; ; ; ; ; ; ; ; ;2;1; ; ; ;3
260825;26082598794; Masculino; Médio Completo; Sem formação profissional; Servidor(a) Temporária(o); Apoio Administrativo; De 31 a 40 horas semanais;02/01/2018; Atividades de gestão (administrativo); Outros;2608255;Pernambuco;Região Nordeste; ;120,527;PE;11517;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Médio; ;Nível Médio; ;Outro profissional de nivel superior; ; ; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;0;2;4;0;1;0;1;1;0;0;0;6;6;Gestão; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Outros;1; ; ; ; ; ; ;1;3;3; ; ; ; ; ; ; ; ;2;1; ; ; ;3
260825;26082598794; Feminino;Superior Completo;Advogada(o); Servidor(a) Temporária(o); Técnico(a) de nível superior; De 21 a 30 horas semanais;01/03/2023; Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos; Serviço de Medida Socioeducativa (Liberdade Assistida ou Prestação de Serviço a Comunidade);2608255;Pernambuco;Região Nordeste; ;120,527;PE;11517;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;18 a 29 anos;Nível Superior; ; ;Nível Superior;Advogado; ; ; ;Advogado; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;0;2;4;0;1;0;1;1;0;0;0;6;6; ;PAIF; ; ; ; ; ; ; ; ;Serviço de Convivência e Fortalecimento de Vínculo; ; ; ; ; ; ;1;1; ; ; ; ; ;3;3; ; ; ; ; ; ; ; ;2;1; ; ; ;3
260825;26082598794; Feminino; Médio Completo; Profissional de nível médio; Servidor(a) Temporária(o);Serviços Gerais (limpeza, conservação, motoristas, etc.); De 31 a 40 horas semanais;01/08/2022; Atividades de gestão (administrativo); Outros;2608255;Pernambuco;Região Nordeste; ;120,527;PE;11517;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Médio; ;Nível Médio; ;Profissional de nível médio; ; ; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;0;2;4;0;1;0;1;1;0;0;0;6;6;Gestão; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Outros;1; ; ; ; ; ; ;1;3;3; ; ; ; ; ; ; ; ;2;1; ; ; ;3
