NU_IDENTIFICADOR;IBGE;q40_3;q40_8;q40_9;q40_10;q40_11;q40_12;q40_13;IBGE7;UF;Regiao;Município;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;Q_incompleto;DataCenso;DataCenso_2022;Faixas_etarias;d40_8;d40_8bin1;d40_8bin2;d40_8bin3;d40_9;d40_9bin1;d40_9bin2;d40_9bin3;d40_9bin4;d40_9bin5;d40_10;d40_10bin1;d40_10bin2;d40_10bin3;d40_10bin4;d40_8bin1_sum;d40_8bin2_sum;d40_8bin3_sum;d40_9bin1_sum;d40_9bin2_sum;d40_9bin3_sum;d40_9bin4_sum;d40_9bin5_sum;d40_10bin1_sum;d40_10bin2_sum;d40_10bin3_sum;d40_10bin4_sum;nu_trabalhador
487546;150320;0;255;238;266;370;20;03/03/2022;1503200;15;1;Igarapé-Açu;35887;21207;14680;Pequeno II;785,983;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;10;2; ;1; ; ; ;1; ;1;10;12
487546;150320;1;255;238;138;251;20;01/01/2019;1503200;15;1;Igarapé-Açu;35887;21207;14680;Pequeno II;785,983;0;31.08.2022;8/31/2022;4;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ; ;10;2; ;1; ; ; ;1; ;1;10;12
487546;150320;0;255;239;266;370;20;01/08/2022;1503200;15;1;Igarapé-Açu;35887;21207;14680;Pequeno II;785,983;0;31.08.2022;8/31/2022;4;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1; ;10;2; ;1; ; ; ;1; ;1;10;12
487546;150320;0;256;238;266;370;20;06/01/2021;1503200;15;1;Igarapé-Açu;35887;21207;14680;Pequeno II;785,983;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;10;2; ;1; ; ; ;1; ;1;10;12
487546;150320;0;255;239;266;254;20;06/01/2021;1503200;15;1;Igarapé-Açu;35887;21207;14680;Pequeno II;785,983;0;31.08.2022;8/31/2022;4;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1; ;10;2; ;1; ; ; ;1; ;1;10;12
487547;316110;0;257;273;138;249;18;20/05/2016;3161106;31;3;São Francisco;53828;34204;19624;Médio;3308,1;0;31.08.2022;8/31/2022;4;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ; ;9;1; ;1; ; ; ;3; ;1;6;10
487547;316110;1;255;239;266;370;20;10/03/2022;3161106;31;3;São Francisco;53828;34204;19624;Médio;3308,1;0;31.08.2022;8/31/2022;4;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1; ;9;1; ;1; ; ; ;3; ;1;6;10
487547;316110;0;255;239;138;251;20;02/01/2015;3161106;31;3;São Francisco;53828;34204;19624;Médio;3308,1;0;31.08.2022;8/31/2022;4;1; ;1; ;8; ; ; ; ; ;1;1; ; ; ; ;9;1; ;1; ; ; ;3; ;1;6;10
487547;316110;0;255;238;292;21;20;02/01/2017;3161106;31;3;São Francisco;53828;34204;19624;Médio;3308,1;0;31.08.2022;8/31/2022;4;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ; ;9;1; ;1; ; ; ;3; ;1;6;10
487547;316110;0;255;239;266;370;20;21/01/2022;3161106;31;3;São Francisco;53828;34204;19624;Médio;3308,1;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1; ;9;1; ;1; ; ; ;3; ;1;6;10
487547;316110;0;255;239;266;370;20;10/03/2022;3161106;31;3;São Francisco;53828;34204;19624;Médio;3308,1;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1; ;9;1; ;1; ; ; ;3; ;1;6;10
487547;316110;0;255;239;266;370;20;04/04/2022;3161106;31;3;São Francisco;53828;34204;19624;Médio;3308,1;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1; ;9;1; ;1; ; ; ;3; ;1;6;10
487547;316110;0;255;239;266;370;20;21/07/2020;3161106;31;3;São Francisco;53828;34204;19624;Médio;3308,1;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1; ;9;1; ;1; ; ; ;3; ;1;6;10
487547;316110;1;255;239;266;370;20;21/03/2022;3161106;31;3;São Francisco;53828;34204;19624;Médio;3308,1;0;31.08.2022;8/31/2022;6;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1; ;9;1; ;1; ; ; ;3; ;1;6;10
487547;316110;0;255;239;138;252;20;09/03/2022;3161106;31;3;São Francisco;53828;34204;19624;Médio;3308,1;0;31.08.2022;8/31/2022;5;1; ;1; ;8; ; ; ; ; ;1;1; ; ; ; ;9;1; ;1; ; ; ;3; ;1;6;10
487549;293150;0;257;235;138;21;20;18/01/2021;2931509;29;2;Teofilândia;21482;6692;14790;Pequeno II;351,892;0;31.08.2022;8/31/2022;4;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ; ;5;1; ; ; ; ; ;2; ; ;4;6
487549;293150;1;255;239;266;370;20;01/11/2021;2931509;29;2;Teofilândia;21482;6692;14790;Pequeno II;351,892;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1; ;5;1; ; ; ; ; ;2; ; ;4;6
487549;293150;0;255;239;266;370;20;08/02/2022;2931509;29;2;Teofilândia;21482;6692;14790;Pequeno II;351,892;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1; ;5;1; ; ; ; ; ;2; ; ;4;6
487549;293150;0;255;238;266;370;20;21/09/2022;2931509;29;2;Teofilândia;21482;6692;14790;Pequeno II;351,892;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;5;1; ; ; ; ; ;2; ; ;4;6
487549;293150;1;255;238;138;370;20;01/11/2006;2931509;29;2;Teofilândia;21482;6692;14790;Pequeno II;351,892;0;31.08.2022;8/31/2022;5;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ; ;5;1; ; ; ; ; ;2; ; ;4;6
487549;293150;0;255;239;266;370;20;31/01/2022;2931509;29;2;Teofilândia;21482;6692;14790;Pequeno II;351,892;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1; ;5;1; ; ; ; ; ;2; ; ;4;6
487551;210355;0;255;238;138;370;272;01/09/2020;2103554;21;2;Conceição do Lago-Açu;14436;6869;7567;Pequeno I;733,228;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ; ;5;1; ; ; ; ; ;3; ;3; ;6
487551;210355;1;255;238;138;370;272;01/09/2020;2103554;21;2;Conceição do Lago-Açu;14436;6869;7567;Pequeno I;733,228;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ; ;5;1; ; ; ; ; ;3; ;3; ;6
487551;210355;0;255;238;292;370;20;13/07/2021;2103554;21;2;Conceição do Lago-Açu;14436;6869;7567;Pequeno I;733,228;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ; ;5;1; ; ; ; ; ;3; ;3; ;6
487551;210355;0;255;238;292;370;272;01/09/2020;2103554;21;2;Conceição do Lago-Açu;14436;6869;7567;Pequeno I;733,228;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ; ;5;1; ; ; ; ; ;3; ;3; ;6
487551;210355;1;255;238;292;251;20;14/11/2022;2103554;21;2;Conceição do Lago-Açu;14436;6869;7567;Pequeno I;733,228;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ; ;5;1; ; ; ; ; ;3; ;3; ;6
487551;210355;1;257;237;138;21;272;01/09/2020;2103554;21;2;Conceição do Lago-Açu;14436;6869;7567;Pequeno I;733,228;0;31.08.2022;8/31/2022;4;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ; ;5;1; ; ; ; ; ;3; ;3; ;6
487552;270740;1;255;238;138;370;20;01/01/2018;2707404;27;2;Porto de Pedras;8429;4798;3631;Pequeno I;257,396;0;31.08.2022;8/31/2022;4;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ;2;5;1; ;1; ; ; ;3; ; ;5;8
487552;270740;0;253;238;138;251;20;01/01/2018;2707404;27;2;Porto de Pedras;8429;4798;3631;Pequeno I;257,396;0;31.08.2022;8/31/2022;5;0;1; ; ;6; ; ; ; ; ;1;1; ; ; ;2;5;1; ;1; ; ; ;3; ; ;5;8
487552;270740;0;257;273;266;249;272;01/01/2018;2707404;27;2;Porto de Pedras;8429;4798;3631;Pequeno I;257,396;0;31.08.2022;8/31/2022;3;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1;2;5;1; ;1; ; ; ;3; ; ;5;8
487552;270740;0;255;239;266;21;20;01/09/2022;2707404;27;2;Porto de Pedras;8429;4798;3631;Pequeno I;257,396;0;31.08.2022;8/31/2022;3;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;2;5;1; ;1; ; ; ;3; ; ;5;8
487552;270740;1;256;238;266;370;20;02/08/2021;2707404;27;2;Porto de Pedras;8429;4798;3631;Pequeno I;257,396;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;2;5;1; ;1; ; ; ;3; ; ;5;8
487552;270740;0;255;239;266;370;20;03/02/2020;2707404;27;2;Porto de Pedras;8429;4798;3631;Pequeno I;257,396;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;2;5;1; ;1; ; ; ;3; ; ;5;8
487552;270740;1;253;239;138;252;20;01/01/2018;2707404;27;2;Porto de Pedras;8429;4798;3631;Pequeno I;257,396;0;31.08.2022;8/31/2022;5;0;1; ; ;8; ; ; ; ; ;1;1; ; ; ;2;5;1; ;1; ; ; ;3; ; ;5;8
487552;270740;0;255;239;266;251;20;02/08/2021;2707404;27;2;Porto de Pedras;8429;4798;3631;Pequeno I;257,396;0;31.08.2022;8/31/2022;5;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;2;5;1; ;1; ; ; ;3; ; ;5;8
487553;320120;0;255;239;266;252;20;02/06/2022;3201209;32;3;Cachoeiro de Itapemirim;189889;173589;16300;Grande;864,583;0;31.08.2022;8/31/2022;5;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;2;15;3; ;2; ; ; ;5; ; ;15;20
487553;320120;0;257;237;138;21;20;19/02/2021;3201209;32;3;Cachoeiro de Itapemirim;189889;173589;16300;Grande;864,583;0;31.08.2022;8/31/2022;4;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ;2;15;3; ;2; ; ; ;5; ; ;15;20
487553;320120;0;253;239;266;253;18;11/07/2022;3201209;32;3;Cachoeiro de Itapemirim;189889;173589;16300;Grande;864,583;0;31.08.2022;8/31/2022;2;0;1; ; ;8; ; ; ; ; ;4; ; ; ;1;2;15;3; ;2; ; ; ;5; ; ;15;20
487553;320120;0;255;238;138;370;20;01/03/2022;3201209;32;3;Cachoeiro de Itapemirim;189889;173589;16300;Grande;864,583;0;31.08.2022;8/31/2022;4;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ;2;15;3; ;2; ; ; ;5; ; ;15;20
487553;320120;0;257;273;266;249;18;27/10/2021;3201209;32;3;Cachoeiro de Itapemirim;189889;173589;16300;Grande;864,583;0;31.08.2022;8/31/2022;4;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1;2;15;3; ;2; ; ; ;5; ; ;15;20
487553;320120;0;255;238;138;370;20;03/02/2021;3201209;32;3;Cachoeiro de Itapemirim;189889;173589;16300;Grande;864,583;0;31.08.2022;8/31/2022;4;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ;2;15;3; ;2; ; ; ;5; ; ;15;20
487553;320120;0;256;239;266;253;18;10/08/2022;3201209;32;3;Cachoeiro de Itapemirim;189889;173589;16300;Grande;864,583;0;31.08.2022;8/31/2022;3;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;2;15;3; ;2; ; ; ;5; ; ;15;20
487553;320120;0;256;239;138;370;20;23/02/2021;3201209;32;3;Cachoeiro de Itapemirim;189889;173589;16300;Grande;864,583;0;31.08.2022;8/31/2022;3;1; ;1; ;8; ; ; ; ; ;1;1; ; ; ;2;15;3; ;2; ; ; ;5; ; ;15;20
487553;320120;1;256;239;266;253;18;16/05/2022;3201209;32;3;Cachoeiro de Itapemirim;189889;173589;16300;Grande;864,583;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;2;15;3; ;2; ; ; ;5; ; ;15;20
487553;320120;0;255;239;266;370;20;27/10/2021;3201209;32;3;Cachoeiro de Itapemirim;189889;173589;16300;Grande;864,583;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;2;15;3; ;2; ; ; ;5; ; ;15;20
487553;320120;1;255;239;266;370;20;09/03/2022;3201209;32;3;Cachoeiro de Itapemirim;189889;173589;16300;Grande;864,583;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;2;15;3; ;2; ; ; ;5; ; ;15;20
487553;320120;0;256;239;266;253;18;03/01/2022;3201209;32;3;Cachoeiro de Itapemirim;189889;173589;16300;Grande;864,583;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;2;15;3; ;2; ; ; ;5; ; ;15;20
487553;320120;0;256;239;266;253;18;01/08/2022;3201209;32;3;Cachoeiro de Itapemirim;189889;173589;16300;Grande;864,583;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;2;15;3; ;2; ; ; ;5; ; ;15;20
487553;320120;0;256;239;266;253;18;23/06/2021;3201209;32;3;Cachoeiro de Itapemirim;189889;173589;16300;Grande;864,583;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;2;15;3; ;2; ; ; ;5; ; ;15;20
487553;320120;1;256;239;266;253;18;10/08/2022;3201209;32;3;Cachoeiro de Itapemirim;189889;173589;16300;Grande;864,583;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;2;15;3; ;2; ; ; ;5; ; ;15;20
487553;320120;1;255;239;266;253;18;11/07/2022;3201209;32;3;Cachoeiro de Itapemirim;189889;173589;16300;Grande;864,583;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;2;15;3; ;2; ; ; ;5; ; ;15;20
487553;320120;1;256;239;266;253;18;10/08/2022;3201209;32;3;Cachoeiro de Itapemirim;189889;173589;16300;Grande;864,583;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;2;15;3; ;2; ; ; ;5; ; ;15;20
487553;320120;0;255;239;266;253;18;19/08/2022;3201209;32;3;Cachoeiro de Itapemirim;189889;173589;16300;Grande;864,583;0;31.08.2022;8/31/2022;1;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;2;15;3; ;2; ; ; ;5; ; ;15;20
487553;320120;0;254;239;266;253;18;03/10/2022;3201209;32;3;Cachoeiro de Itapemirim;189889;173589;16300;Grande;864,583;0;31.08.2022;8/31/2022;1;0;1; ; ;8; ; ; ; ; ;4; ; ; ;1;2;15;3; ;2; ; ; ;5; ; ;15;20
487553;320120;0;257;273;138;249;18;01/10/2021;3201209;32;3;Cachoeiro de Itapemirim;189889;173589;16300;Grande;864,583;0;31.08.2022;8/31/2022;5;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ;2;15;3; ;2; ; ; ;5; ; ;15;20
487554;270810;0;256;239;142;370;18;02/05/2016;2708105;27;2;Santana do Mundaú;10961;5658;5303;Pequeno I;225,405;0;31.08.2022;8/31/2022;4;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;1;2;2; ;2; ; ; ;1; ; ;4;5
487554;270810;0;253;239;138;252;18;02/01/2017;2708105;27;2;Santana do Mundaú;10961;5658;5303;Pequeno I;225,405;0;31.08.2022;8/31/2022;5;0;1; ; ;8; ; ; ; ; ;1;1; ; ; ;1;2;2; ;2; ; ; ;1; ; ;4;5
487554;270810;0;255;239;142;370;20;02/01/2017;2708105;27;2;Santana do Mundaú;10961;5658;5303;Pequeno I;225,405;0;31.08.2022;8/31/2022;3;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;1;2;2; ;2; ; ; ;1; ; ;4;5
487554;270810;0;257;273;142;251;20;02/09/2019;2708105;27;2;Santana do Mundaú;10961;5658;5303;Pequeno I;225,405;0;31.08.2022;8/31/2022;3;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1;1;2;2; ;2; ; ; ;1; ; ;4;5
487554;270810;0;257;273;142;21;20;01/03/2019;2708105;27;2;Santana do Mundaú;10961;5658;5303;Pequeno I;225,405;0;31.08.2022;8/31/2022;2;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1;1;2;2; ;2; ; ; ;1; ; ;4;5
487557;230090;0;255;238;292;370;20;01/01/2021;2300903;23;2;Apuiarés;13925;5772;8153;Pequeno I;545,158;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ; ;3;1; ; ; ; ; ; ; ;3;1;4
487557;230090;0;257;237;292;21;20;01/01/2021;2300903;23;2;Apuiarés;13925;5772;8153;Pequeno I;545,158;0;31.08.2022;8/31/2022;3;2; ; ;1;8; ; ; ; ; ;3; ; ;1; ; ;3;1; ; ; ; ; ; ; ;3;1;4
487557;230090;0;255;238;264;370;20;01/01/2021;2300903;23;2;Apuiarés;13925;5772;8153;Pequeno I;545,158;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;3;1; ; ; ; ; ; ; ;3;1;4
487557;230090;1;255;238;292;370;20;01/01/2021;2300903;23;2;Apuiarés;13925;5772;8153;Pequeno I;545,158;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ; ;3;1; ; ; ; ; ; ; ;3;1;4
487558;231095;0;255;238;292;370;20;03/04/2017;2310951;23;2;Pires Ferreira;10216;3354;6862;Pequeno I;243,099;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ;1;18;1; ; ; ; ; ; ; ;10;10;20
487558;231095;1;255;238;292;250;20;01/01/2017;2310951;23;2;Pires Ferreira;10216;3354;6862;Pequeno I;243,099;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ;1;18;1; ; ; ; ; ; ; ;10;10;20
487558;231095;1;256;239;266;370;20;16/08/2021;2310951;23;2;Pires Ferreira;10216;3354;6862;Pequeno I;243,099;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;1;18;1; ; ; ; ; ; ; ;10;10;20
487558;231095;1;255;238;292;370;20;01/01/2017;2310951;23;2;Pires Ferreira;10216;3354;6862;Pequeno I;243,099;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ;1;18;1; ; ; ; ; ; ; ;10;10;20
487558;231095;1;255;238;266;370;20;01/10/2022;2310951;23;2;Pires Ferreira;10216;3354;6862;Pequeno I;243,099;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;1;18;1; ; ; ; ; ; ; ;10;10;20
487558;231095;1;256;239;266;370;20;01/08/2021;2310951;23;2;Pires Ferreira;10216;3354;6862;Pequeno I;243,099;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;1;18;1; ; ; ; ; ; ; ;10;10;20
487558;231095;1;255;238;292;370;20;03/04/2017;2310951;23;2;Pires Ferreira;10216;3354;6862;Pequeno I;243,099;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ;1;18;1; ; ; ; ; ; ; ;10;10;20
487558;231095;1;256;238;292;370;20;03/04/2017;2310951;23;2;Pires Ferreira;10216;3354;6862;Pequeno I;243,099;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ;1;18;1; ; ; ; ; ; ; ;10;10;20
487558;231095;1;255;239;266;370;20;01/02/2021;2310951;23;2;Pires Ferreira;10216;3354;6862;Pequeno I;243,099;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;1;18;1; ; ; ; ; ; ; ;10;10;20
487558;231095;0;255;238;266;370;20;02/03/2020;2310951;23;2;Pires Ferreira;10216;3354;6862;Pequeno I;243,099;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;1;18;1; ; ; ; ; ; ; ;10;10;20
487558;231095;0;255;238;292;370;20;02/03/2020;2310951;23;2;Pires Ferreira;10216;3354;6862;Pequeno I;243,099;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ;1;18;1; ; ; ; ; ; ; ;10;10;20
487558;231095;1;255;238;266;370;20;01/10/2022;2310951;23;2;Pires Ferreira;10216;3354;6862;Pequeno I;243,099;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;1;18;1; ; ; ; ; ; ; ;10;10;20
487558;231095;1;255;238;292;370;20;15/07/2022;2310951;23;2;Pires Ferreira;10216;3354;6862;Pequeno I;243,099;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ;1;18;1; ; ; ; ; ; ; ;10;10;20
487558;231095;1;255;238;266;370;20;02/08/2021;2310951;23;2;Pires Ferreira;10216;3354;6862;Pequeno I;243,099;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;1;18;1; ; ; ; ; ; ; ;10;10;20
487558;231095;1;255;238;266;370;20;01/10/2022;2310951;23;2;Pires Ferreira;10216;3354;6862;Pequeno I;243,099;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;1;18;1; ; ; ; ; ; ; ;10;10;20
487558;231095;1;255;239;266;370;20;03/05/2021;2310951;23;2;Pires Ferreira;10216;3354;6862;Pequeno I;243,099;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;1;18;1; ; ; ; ; ; ; ;10;10;20
487558;231095;0;255;238;292;251;272;01/01/2020;2310951;23;2;Pires Ferreira;10216;3354;6862;Pequeno I;243,099;0;31.08.2022;8/31/2022;4;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ;1;18;1; ; ; ; ; ; ; ;10;10;20
487558;231095;1;255;239;266;370;20;04/10/2021;2310951;23;2;Pires Ferreira;10216;3354;6862;Pequeno I;243,099;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;1;18;1; ; ; ; ; ; ; ;10;10;20
487558;231095;0;253;239;292;21;20;01/01/2017;2310951;23;2;Pires Ferreira;10216;3354;6862;Pequeno I;243,099;0;31.08.2022;8/31/2022;4;0;1; ; ;8; ; ; ; ; ;3; ; ;1; ;1;18;1; ; ; ; ; ; ; ;10;10;20
487558;231095;1;257;237;292;370;20;03/04/2017;2310951;23;2;Pires Ferreira;10216;3354;6862;Pequeno I;243,099;0;31.08.2022;8/31/2022;3;2; ; ;1;8; ; ; ; ; ;3; ; ;1; ;1;18;1; ; ; ; ; ; ; ;10;10;20
487559;521935;0;255;238;292;370;263;01/01/2017;5219357;52;5;Santa Isabel;3686;1367;2319;Pequeno I;807,204;0;31.08.2022;8/31/2022;5;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ; ;2; ; ; ; ; ; ;1; ;1; ;2
487559;521935;0;255;238;138;21;263;01/01/2018;5219357;52;5;Santa Isabel;3686;1367;2319;Pequeno I;807,204;0;31.08.2022;8/31/2022;5;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ; ;2; ; ; ; ; ; ;1; ;1; ;2
487560;293360;1;255;238;266;370;20;04/01/2021;2933604;29;2;Xique-Xique;45536;32541;12995;Pequeno II;5079,662;0;31.08.2022;8/31/2022;4;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;6;2; ;2; ; ; ; ; ;1;7;8
487560;293360;0;255;239;266;370;20;04/01/2021;2933604;29;2;Xique-Xique;45536;32541;12995;Pequeno II;5079,662;0;31.08.2022;8/31/2022;3;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1; ;6;2; ;2; ; ; ; ; ;1;7;8
487560;293360;1;255;238;266;370;20;04/01/2021;2933604;29;2;Xique-Xique;45536;32541;12995;Pequeno II;5079,662;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;6;2; ;2; ; ; ; ; ;1;7;8
487560;293360;1;256;237;266;370;20;01/08/2022;2933604;29;2;Xique-Xique;45536;32541;12995;Pequeno II;5079,662;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1; ;6;2; ;2; ; ; ; ; ;1;7;8
487560;293360;1;255;238;266;370;20;01/08/2022;2933604;29;2;Xique-Xique;45536;32541;12995;Pequeno II;5079,662;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;6;2; ;2; ; ; ; ; ;1;7;8
487560;293360;0;257;273;142;370;20;01/04/2021;2933604;29;2;Xique-Xique;45536;32541;12995;Pequeno II;5079,662;0;31.08.2022;8/31/2022;4;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1; ;6;2; ;2; ; ; ; ; ;1;7;8
487560;293360;0;256;238;266;370;20;04/01/2021;2933604;29;2;Xique-Xique;45536;32541;12995;Pequeno II;5079,662;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;6;2; ;2; ; ; ; ; ;1;7;8
487560;293360;1;257;273;292;21;20;04/01/2021;2933604;29;2;Xique-Xique;45536;32541;12995;Pequeno II;5079,662;0;31.08.2022;8/31/2022;4;2; ; ;1;2; ;1; ; ; ;3; ; ;1; ; ;6;2; ;2; ; ; ; ; ;1;7;8
487563;150808;0;255;239;138;370;20;02/03/2020;1508084;15;1;Tucumã;33690;26907;6783;Pequeno II;2512,594;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;1;1; ; ; ; ;4;1; ;1; ; ; ;3; ; ;2;5
487563;150808;0;255;238;266;370;20;27/06/2022;1508084;15;1;Tucumã;33690;26907;6783;Pequeno II;2512,594;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;4;1; ;1; ; ; ;3; ; ;2;5
487563;150808;1;255;238;138;21;20;02/01/2017;1508084;15;1;Tucumã;33690;26907;6783;Pequeno II;2512,594;0;31.08.2022;8/31/2022;4;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ; ;4;1; ;1; ; ; ;3; ; ;2;5
487563;150808;0;257;273;138;249;18;01/08/2022;1508084;15;1;Tucumã;33690;26907;6783;Pequeno II;2512,594;0;31.08.2022;8/31/2022;3;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ; ;4;1; ;1; ; ; ;3; ; ;2;5
487563;150808;0;255;238;266;370;20;23/03/2020;1508084;15;1;Tucumã;33690;26907;6783;Pequeno II;2512,594;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;4;1; ;1; ; ; ;3; ; ;2;5
