IBGE;IBGE7;UF;Regiao;Município;Pop_Total2010_MICRO;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;Q_Municipal;NU_IDENTIFICADOR;q_33_2;q_33_3;q_33_9;q_33_10;q_33_11;q_33_12;q_33_13;q_33_14;DataCenso;DataCenso_2018;q_33_2_rec;Idade;d_33_2_Faixas_etarias;d_33_9;d_33_11;d_33_9bin1;d_33_9bin2;d_33_9bin3;d_33_10bin1;d_33_10bin2;d_33_10bin3;d_33_10bin4;d_33_10bin5;d_33_11bin1;d_33_11bin2;d_33_11bin3;d_33_11bin4;d_33_9bin1_sum;d_33_9bin2_sum;d_33_9bin3_sum;d_33_10bin1_sum;d_33_10bin2_sum;d_33_10bin3_sum;d_33_10bin4_sum;d_33_10bin5_sum;d_33_11bin1_sum;d_33_11bin2_sum;d_33_11bin3_sum;d_33_11bin4_sum;nu_trabalhadores
315180;3151800;31;3;Poços de Caldas;342055;152435;148722;3713;4;546,67;1;3151803303260;17/09/1985;0;257;274;264;254;18;24/10/2017;31.08.2018;8/31/2018;9/17/1985;32;2;2;4; ; ;1; ; ; ; ;1; ; ; ;1;0;1;5;0;1;0;0;2;0;0;0;6;6
315180;3151800;31;3;Poços de Caldas;342055;152435;148722;3713;4;546,67;1;3151803303260;11/09/1960;1;255;239;265;254;272;05/05/2018;31.08.2018;8/31/2018;9/11/1960;57;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;0;1;5;0;1;0;0;2;0;0;0;6;6
315180;3151800;31;3;Poços de Caldas;342055;152435;148722;3713;4;546,67;1;3151803303260;11/02/1964;1;258;237;265;254;272;02/01/2018;31.08.2018;8/31/2018;2/11/1964;54;4;2;4; ; ;1; ; ; ; ; ; ; ; ;1;0;1;5;0;1;0;0;2;0;0;0;6;6
315290;3152907;31;3;Pratápolis;226412;8807;7793;1014;1;215,516;1;3152903309424;09/08/1980;1;258;273;138;21;263;01/06/2018;31.08.2018;8/31/2018;8/9/1980;38;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;0;2;0;1;0;0;1;2;0;0;0;2
315290;3152907;31;3;Pratápolis;226412;8807;7793;1014;1;215,516;1;3152903309424;22/04/1990;0;257;274;138;218;20;01/06/2018;31.08.2018;8/31/2018;4/22/1990;28;1;2;1; ; ;1; ; ; ; ;1;1; ; ; ;0;0;2;0;1;0;0;1;2;0;0;0;2
315350;3153509;31;3;Alto Jequitibá;273814;8318;4300;4018;1;152,272;1;3153503307941;28/11/1985;1;257;274;138;218;272;01/01/2017;31.08.2018;8/31/2018;11/28/1985;32;2;2;1; ; ;1; ; ; ; ;1;1; ; ; ;0;0;1;0;0;0;0;1;1;0;0;0;1
315800;3158003;31;3;Santa Maria de Itabira;379237;10552;6336;4216;1;597,441;1;3158003308832;18/05/1975;1;257;275;138;21;263;02/01/2017;31.08.2018;8/31/2018;5/18/1975;43;3;2;1; ; ;1;1; ; ; ; ;1; ; ; ;0;0;2;1;1;0;0;0;1;0;0;1;2
315800;3158003;31;3;Santa Maria de Itabira;379237;10552;6336;4216;1;597,441;1;3158003308832;15/05/1979;0;257;273;266;218;18;02/01/2018;31.08.2018;8/31/2018;5/15/1979;39;2;2;4; ; ;1; ;1; ; ; ; ; ; ;1;0;0;2;1;1;0;0;0;1;0;0;1;2
316110;3161106;31;3;São Francisco;274092;53828;34204;19624;3;3308,1;1;3161103308638;27/05/1979;0;257;273;138;218;18;18/07/2016;31.08.2018;8/31/2018;5/27/1979;39;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;0;1;0;1;0;0;0;1;0;0;0;1
316150;3161502;31;3;São Geraldo;269650;10263;7270;2993;1;185,578;1;3161503308576;09/04/1976;0;257;275;362;21;20;24/08/2017;31.08.2018;8/31/2018;4/9/1976;42;3;2;4; ; ;1;1; ; ; ; ; ; ; ;1;0;0;1;1;0;0;0;0;0;0;0;1;1
316470;3164704;31;3;São Sebastião do Paraíso;265777;64980;59953;5027;3;814,925;1;3164703306054;13/09/1974;1;257;273;266;218;18;19/06/2017;31.08.2018;8/31/2018;9/13/1974;43;3;2;4; ; ;1; ;1; ; ; ; ; ; ;1;0;0;1;0;1;0;0;0;0;0;0;1;1
316555;3165552;31;3;Setubinha;266651;10885;2802;8083;1;534,655;1;3165553305505;27/09/1989;1;257;274;142;218;20;08/07/2013;31.08.2018;8/31/2018;9/27/1989;28;1;2;4; ; ;1; ; ; ; ;1; ; ; ;1;0;0;2;0;1;0;0;1;0;0;0;2;2
316730;3167301;31;3;Silveirânia;269650;2192;1429;763;1;157,456;1;3167303308247;26/07/1984;1;257;274;266;218;18;06/02/2015;31.08.2018;8/31/2018;7/26/1984;34;2;2;4; ; ;1; ; ; ; ;1; ; ; ;1;0;0;2;0;1;0;0;1;1;0;0;1;2
316730;3167301;31;3;Silveirânia;269650;2192;1429;763;1;157,456;1;3167303308247;18/10/1991;1;257;273;138;218;18;14/04/2014;31.08.2018;8/31/2018;10/18/1991;26;1;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;0;2;0;1;0;0;1;1;0;0;1;2
317020;3170206;31;3;Uberlândia;820245;604013;587266;16747;4;4115,206;1;3170203306540;07/05/1979;1;257;275;362;254;20;04/01/2016;31.08.2018;8/31/2018;5/7/1979;39;2;2;4; ; ;1;1; ; ; ; ; ; ; ;1;0;0;3;1;0;0;0;1;0;0;0;3;3
317020;3170206;31;3;Uberlândia;820245;604013;587266;16747;4;4115,206;1;3170203306540;26/09/1983;1;257;274;362;218;20;11/01/2017;31.08.2018;8/31/2018;9/26/1983;34;2;2;4; ; ;1; ; ; ; ;1; ; ; ;1;0;0;3;1;0;0;0;1;0;0;0;3;3
317020;3170206;31;3;Uberlândia;820245;604013;587266;16747;4;4115,206;1;3170203306540;26/01/1971;1;258;233;362;21;20;03/11/2016;31.08.2018;8/31/2018;1/26/1971;47;3;2;4; ; ;1; ; ; ; ; ; ; ; ;1;0;0;3;1;0;0;0;1;0;0;0;3;3
317030;3170305;31;3;Umburatiba;118762;2705;1558;1147;1;405,833;1;3170303307963;12/05/1987;1;257;273;138;218;18;01/01/2015;31.08.2018;8/31/2018;5/12/1987;31;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;1;3;0;1;0;0;1;3;0;0;1;4
317030;3170305;31;3;Umburatiba;118762;2705;1558;1147;1;405,833;1;3170303307963;30/01/1991;1;257;274;138;218;18;18/03/2016;31.08.2018;8/31/2018;1/30/1991;27;1;2;1; ; ;1; ; ; ; ;1;1; ; ; ;0;1;3;0;1;0;0;1;3;0;0;1;4
317030;3170305;31;3;Umburatiba;118762;2705;1558;1147;1;405,833;1;3170303307963;02/10/1975;1;255;239;138;220;263;24/10/2017;31.08.2018;8/31/2018;10/2/1975;42;3;1;1; ;1; ; ; ; ; ; ;1; ; ; ;0;1;3;0;1;0;0;1;3;0;0;1;4
317030;3170305;31;3;Umburatiba;118762;2705;1558;1147;1;405,833;1;3170303307963;02/04/1959;1;257;235;266;21;20;02/01/2018;31.08.2018;8/31/2018;4/2/1959;59;4;2;4; ; ;1; ; ; ; ; ; ; ; ;1;0;1;3;0;1;0;0;1;3;0;0;1;4
317130;3171303;31;3;Viçosa;221585;72220;67305;4915;3;299,418;1;3171303308358;27/01/1982;1;257;273;266;218;18;24/07/2018;31.08.2018;8/31/2018;1/27/1982;36;2;2;4; ; ;1; ;1; ; ; ; ; ; ;1;0;0;3;0;2;0;0;1;0;0;0;3;3
317130;3171303;31;3;Viçosa;221585;72220;67305;4915;3;299,418;1;3171303308358;04/04/1979;1;257;273;266;21;18;07/08/2017;31.08.2018;8/31/2018;4/4/1979;39;2;2;4; ; ;1; ;1; ; ; ; ; ; ;1;0;0;3;0;2;0;0;1;0;0;0;3;3
317130;3171303;31;3;Viçosa;221585;72220;67305;4915;3;299,418;1;3171303308358;03/10/1985;1;257;274;266;218;272;02/05/2017;31.08.2018;8/31/2018;10/3/1985;32;2;2;4; ; ;1; ; ; ; ;1; ; ; ;1;0;0;3;0;2;0;0;1;0;0;0;3;3
317200;3172004;31;3;Visconde do Rio Branco;269650;37942;31380;6562;2;243,351;1;3172003306050;21/07/1983;0;257;274;138;218;18;01/10/2014;31.08.2018;8/31/2018;7/21/1983;35;2;2;1; ; ;1; ; ; ; ;1;1; ; ; ;0;0;3;0;1;0;0;2;2;0;0;1;3
317200;3172004;31;3;Visconde do Rio Branco;269650;37942;31380;6562;2;243,351;1;3172003306050;18/10/1985;1;258;274;266;21;20;01/10/2014;31.08.2018;8/31/2018;10/18/1985;32;2;2;4; ; ;1; ; ; ; ;1; ; ; ;1;0;0;3;0;1;0;0;2;2;0;0;1;3
317200;3172004;31;3;Visconde do Rio Branco;269650;37942;31380;6562;2;243,351;1;3172003306050;05/12/1968;1;257;273;138;218;18;16/01/2018;31.08.2018;8/31/2018;12/5/1968;49;3;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;0;3;0;1;0;0;2;2;0;0;1;3
320030;3200300;32;3;Alfredo Chaves;185114;13955;6545;7410;1;615,791;1;3200303308918;29/08/1978;1;257;273;266;218;18;03/07/2017;31.08.2018;8/31/2018;8/29/1978;40;2;2;4; ; ;1; ;1; ; ; ; ; ; ;1;0;0;2;0;1;0;0;1;1;0;0;1;2
320030;3200300;32;3;Alfredo Chaves;185114;13955;6545;7410;1;615,791;1;3200303308918;05/11/1983;1;257;274;138;218;263;15/12/2014;31.08.2018;8/31/2018;11/5/1983;34;2;2;1; ; ;1; ; ; ; ;1;1; ; ; ;0;0;2;0;1;0;0;1;1;0;0;1;2
320060;3200607;32;3;Aracruz;308523;81832;71451;10381;3;1423,874;1;3200603306035;10/09/1980;1;257;237;142;21;20;24/07/2018;31.08.2018;8/31/2018;9/10/1980;37;2;2;4; ; ;1; ; ; ; ; ; ; ; ;1;0;0;2;0;0;0;0;1;1;0;0;1;2
320060;3200607;32;3;Aracruz;308523;81832;71451;10381;3;1423,874;1;3200603306035;17/05/1983;1;257;274;138;218;262;20/08/2018;31.08.2018;8/31/2018;5/17/1983;35;2;2;1; ; ;1; ; ; ; ;1;1; ; ; ;0;0;2;0;0;0;0;1;1;0;0;1;2
320130;3201308;32;3;Cariacica;1565393;348738;337643;11095;4;279,718;1;3201303306006;08/10/1990;1;257;273;142;21;20;30/08/2017;31.08.2018;8/31/2018;10/8/1990;27;1;2;4; ; ;1; ;1; ; ; ; ; ; ;1;0;0;3;0;2;0;0;1;2;0;0;1;3
320130;3201308;32;3;Cariacica;1565393;348738;337643;11095;4;279,718;1;3201303306006;27/12/1985;1;258;273;138;218;18;06/02/2012;31.08.2018;8/31/2018;12/27/1985;32;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;0;3;0;2;0;0;1;2;0;0;1;3
320130;3201308;32;3;Cariacica;1565393;348738;337643;11095;4;279,718;1;3201303306006;08/10/1990;1;257;274;138;218;18;06/02/2017;31.08.2018;8/31/2018;10/8/1990;27;1;2;1; ; ;1; ; ; ; ;1;1; ; ; ;0;0;3;0;2;0;0;1;2;0;0;1;3
320140;3201407;32;3;Castelo;332189;34747;21817;12930;2;664,062;1;3201403306913;16/05/1970;1;257;274;138;218;18;09/10/2018;31.08.2018;8/31/2018;5/16/1970;48;3;2;1; ; ;1; ; ; ; ;1;1; ; ; ;0;0;2;0;1;0;0;1;1;0;0;1;2
320140;3201407;32;3;Castelo;332189;34747;21817;12930;2;664,062;1;3201403306913;26/08/1979;1;257;273;266;218;18;10/09/2018;31.08.2018;8/31/2018;8/26/1979;39;2;2;4; ; ;1; ;1; ; ; ; ; ; ;1;0;0;2;0;1;0;0;1;1;0;0;1;2
320240;3202405;32;3;Guarapari;185114;105286;100528;4758;4;591,815;1;3202403309022;06/12/1989;1;257;274;138;218;20;28/09/2018;31.08.2018;8/31/2018;12/6/1989;28;1;2;1; ; ;1; ; ; ; ;1;1; ; ; ;0;0;2;0;1;0;0;1;2;0;0;0;2
320240;3202405;32;3;Guarapari;185114;105286;100528;4758;4;591,815;1;3202403309022;17/02/1961;1;257;273;138;218;20;11/12/2017;31.08.2018;8/31/2018;2/17/1961;57;4;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;0;2;0;1;0;0;1;2;0;0;0;2
320530;3205309;32;3;Vitória;1565393;327801;327801;0;4;96,536;1;3205303302915;31/05/1984;1;255;238;264;218;18;14/08/2017;31.08.2018;8/31/2018;5/31/1984;34;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;0;2;3;0;1;0;0;1;0;0;0;5;5
320530;3205309;32;3;Vitória;1565393;327801;327801;0;4;96,536;1;3205303302915;01/07/1959;1;255;239;264;216;18;01/04/2018;31.08.2018;8/31/2018;7/1/1959;59;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;0;2;3;0;1;0;0;1;0;0;0;5;5
320530;3205309;32;3;Vitória;1565393;327801;327801;0;4;96,536;1;3205303302915;04/02/1984;1;257;273;264;218;272;27/10/2016;31.08.2018;8/31/2018;2/4/1984;34;2;2;4; ; ;1; ;1; ; ; ; ; ; ;1;0;2;3;0;1;0;0;1;0;0;0;5;5
320530;3205309;32;3;Vitória;1565393;327801;327801;0;4;96,536;1;3205303302915;11/08/1979;1;257;239;264;21;18;14/08/2017;31.08.2018;8/31/2018;8/11/1979;39;2;2;4; ; ;1; ; ; ; ; ; ; ; ;1;0;2;3;0;1;0;0;1;0;0;0;5;5
320530;3205309;32;3;Vitória;1565393;327801;327801;0;4;96,536;1;3205303302915;13/05/1988;1;257;274;264;218;18;07/05/2018;31.08.2018;8/31/2018;5/13/1988;30;2;2;4; ; ;1; ; ; ; ;1; ; ; ;1;0;2;3;0;1;0;0;1;0;0;0;5;5
330025;3300258;33;3;Arraial do Cabo;538470;27715;27715;0;2;156,639;1;3300253306637;21/10/1970;1;257;273;266;21;272;03/10/2017;31.08.2018;8/31/2018;10/21/1970;47;3;2;4; ; ;1; ;1; ; ; ; ; ; ;1;0;0;4;0;2;0;1;1;0;0;0;4;4
330025;3300258;33;3;Arraial do Cabo;538470;27715;27715;0;2;156,639;1;3300253306637;28/06/1976;1;258;273;266;218;272;01/08/2018;31.08.2018;8/31/2018;6/28/1976;42;3;2;4; ; ;1; ;1; ; ; ; ; ; ;1;0;0;4;0;2;0;1;1;0;0;0;4;4
330025;3300258;33;3;Arraial do Cabo;538470;27715;27715;0;2;156,639;1;3300253306637;06/06/1987;0;258;232;266;218;272;01/01/2018;31.08.2018;8/31/2018;6/6/1987;31;2;2;4; ; ;1; ; ; ;1; ; ; ; ;1;0;0;4;0;2;0;1;1;0;0;0;4;4
330025;3300258;33;3;Arraial do Cabo;538470;27715;27715;0;2;156,639;1;3300253306637;15/09/1989;1;258;274;266;218;272;03/10/2017;31.08.2018;8/31/2018;9/15/1989;28;1;2;4; ; ;1; ; ; ; ;1; ; ; ;1;0;0;4;0;2;0;1;1;0;0;0;4;4
330030;3300308;33;3;Barra do Piraí;175182;94778;91957;2821;3;584,61;1;3300303307919;17/10/1963;1;257;237;138;216;18;08/05/2014;31.08.2018;8/31/2018;10/17/1963;54;4;2;1; ; ;1; ; ; ; ; ;1; ; ; ;1;0;5;0;1;0;0;3;5;0;0;1;6
330030;3300308;33;3;Barra do Piraí;175182;94778;91957;2821;3;584,61;1;3300303307919;26/07/1963;1;253;239;138;220;20;01/02/2018;31.08.2018;8/31/2018;7/26/1963;55;4;0;1;1; ; ; ; ; ; ; ;1; ; ; ;1;0;5;0;1;0;0;3;5;0;0;1;6
330030;3300308;33;3;Barra do Piraí;175182;94778;91957;2821;3;584,61;1;3300303307919;01/01/1987;1;257;273;138;218;18;08/05/2014;31.08.2018;8/31/2018;1/1/1987;31;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;1;0;5;0;1;0;0;3;5;0;0;1;6
330030;3300308;33;3;Barra do Piraí;175182;94778;91957;2821;3;584,61;1;3300303307919;23/08/1988;1;257;274;142;21;20;14/09/2018;31.08.2018;8/31/2018;8/23/1988;30;2;2;4; ; ;1; ; ; ; ;1; ; ; ;1;1;0;5;0;1;0;0;3;5;0;0;1;6
330030;3300308;33;3;Barra do Piraí;175182;94778;91957;2821;3;584,61;1;3300303307919;25/08/1962;1;257;274;138;218;20;08/05/2014;31.08.2018;8/31/2018;8/25/1962;56;4;2;1; ; ;1; ; ; ; ;1;1; ; ; ;1;0;5;0;1;0;0;3;5;0;0;1;6
330030;3300308;33;3;Barra do Piraí;175182;94778;91957;2821;3;584,61;1;3300303307919;10/10/1990;1;257;274;138;218;18;05/02/2018;31.08.2018;8/31/2018;10/10/1990;27;1;2;1; ; ;1; ; ; ; ;1;1; ; ; ;1;0;5;0;1;0;0;3;5;0;0;1;6
330070;3300704;33;3;Cabo Frio;538470;186227;140486;45741;4;413,645;1;3300703307905;06/01/1974;1;255;238;266;216;20;04/05/2018;31.08.2018;8/31/2018;1/6/1974;44;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;0;3;3;0;1;0;0;2;1;0;0;5;6
330070;3300704;33;3;Cabo Frio;538470;186227;140486;45741;4;413,645;1;3300703307905;19/07/1982;1;257;274;138;21;263;01/06/2018;31.08.2018;8/31/2018;7/19/1982;36;2;2;1; ; ;1; ; ; ; ;1;1; ; ; ;0;3;3;0;1;0;0;2;1;0;0;5;6
330070;3300704;33;3;Cabo Frio;538470;186227;140486;45741;4;413,645;1;3300703307905;11/07/1994;1;257;273;266;218;18;03/05/2018;31.08.2018;8/31/2018;7/11/1994;24;1;2;4; ; ;1; ;1; ; ; ; ; ; ;1;0;3;3;0;1;0;0;2;1;0;0;5;6
330070;3300704;33;3;Cabo Frio;538470;186227;140486;45741;4;413,645;1;3300703307905;27/02/1992;1;256;239;265;253;272;06/08/2018;31.08.2018;8/31/2018;2/27/1992;26;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;0;3;3;0;1;0;0;2;1;0;0;5;6
330070;3300704;33;3;Cabo Frio;538470;186227;140486;45741;4;413,645;1;3300703307905;12/03/1994;1;256;239;266;217;272;16/04/2018;31.08.2018;8/31/2018;3/12/1994;24;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;0;3;3;0;1;0;0;2;1;0;0;5;6
330070;3300704;33;3;Cabo Frio;538470;186227;140486;45741;4;413,645;1;3300703307905;23/11/1959;1;257;274;266;218;18;02/01/2018;31.08.2018;8/31/2018;11/23/1959;58;4;2;4; ; ;1; ; ; ; ;1; ; ; ;1;0;3;3;0;1;0;0;2;1;0;0;5;6
330185;3301850;33;3;Guapimirim;11601307;51483;49746;1737;3;358,352;1;3301853307469;16/02/1976;1;257;273;142;21;20;26/04/2016;31.08.2018;8/31/2018;2/16/1976;42;3;2;4; ; ;1; ;1; ; ; ; ; ; ;1;0;0;3;0;2;0;0;1;0;0;0;3;3
330185;3301850;33;3;Guapimirim;11601307;51483;49746;1737;3;358,352;1;3301853307469;18/05/1990;1;257;273;142;218;18;01/07/2017;31.08.2018;8/31/2018;5/18/1990;28;1;2;4; ; ;1; ;1; ; ; ; ; ; ;1;0;0;3;0;2;0;0;1;0;0;0;3;3
330185;3301850;33;3;Guapimirim;11601307;51483;49746;1737;3;358,352;1;3301853307469;08/11/1991;0;257;274;142;218;272;01/02/2017;31.08.2018;8/31/2018;11/8/1991;26;1;2;4; ; ;1; ; ; ; ;1; ; ; ;1;0;0;3;0;2;0;0;1;0;0;0;3;3
330187;3301876;33;3;Iguaba Grande;538470;22851;22851;0;2;50,543;1;3301873309148;22/07/1983;0;257;273;266;21;18;03/04/2018;31.08.2018;8/31/2018;7/22/1983;35;2;2;4; ; ;1; ;1; ; ; ; ; ; ;1;0;0;3;0;2;0;0;1;0;0;0;3;3
330187;3301876;33;3;Iguaba Grande;538470;22851;22851;0;2;50,543;1;3301873309148;23/10/1987;1;257;273;266;218;18;22/02/2018;31.08.2018;8/31/2018;10/23/1987;30;2;2;4; ; ;1; ;1; ; ; ; ; ; ;1;0;0;3;0;2;0;0;1;0;0;0;3;3
330187;3301876;33;3;Iguaba Grande;538470;22851;22851;0;2;50,543;1;3301873309148;02/04/1993;1;257;274;266;218;18;08/08/2018;31.08.2018;8/31/2018;4/2/1993;25;1;2;4; ; ;1; ; ; ; ;1; ; ; ;1;0;0;3;0;2;0;0;1;0;0;0;3;3
330200;3302007;33;3;Itaguaí;223733;109091;104209;4882;4;273,368;1;3302003307539;01/12/1970;1;257;273;138;218;272;29/03/2016;31.08.2018;8/31/2018;12/1/1970;47;3;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;2;3;0;2;0;0;1;5;0;0;0;5
330200;3302007;33;3;Itaguaí;223733;109091;104209;4882;4;273,368;1;3302003307539;27/02/1961;1;255;239;138;220;20;08/06/2017;31.08.2018;8/31/2018;2/27/1961;57;4;1;1; ;1; ; ; ; ; ; ;1; ; ; ;0;2;3;0;2;0;0;1;5;0;0;0;5
330200;3302007;33;3;Itaguaí;223733;109091;104209;4882;4;273,368;1;3302003307539;04/09/1974;1;257;274;138;218;272;08/05/2018;31.08.2018;8/31/2018;9/4/1974;43;3;2;1; ; ;1; ; ; ; ;1;1; ; ; ;0;2;3;0;2;0;0;1;5;0;0;0;5
330200;3302007;33;3;Itaguaí;223733;109091;104209;4882;4;273,368;1;3302003307539;30/06/1987;0;256;239;138;216;20;29/03/2016;31.08.2018;8/31/2018;6/30/1987;31;2;1;1; ;1; ; ; ; ; ; ;1; ; ; ;0;2;3;0;2;0;0;1;5;0;0;0;5
330200;3302007;33;3;Itaguaí;223733;109091;104209;4882;4;273,368;1;3302003307539;16/10/1986;1;257;273;138;21;18;03/06/2016;31.08.2018;8/31/2018;10/16/1986;31;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;2;3;0;2;0;0;1;5;0;0;0;5
330230;3302304;33;3;Laje do Muriaé;195119;7487;5637;1850;1;253,556;1;3302303306697;07/02/1982;1;257;273;266;21;20;04/06/2018;31.08.2018;8/31/2018;2/7/1982;36;2;2;4; ; ;1; ;1; ; ; ; ; ; ;1;0;0;3;0;2;0;0;1;2;0;0;1;3
330230;3302304;33;3;Laje do Muriaé;195119;7487;5637;1850;1;253,556;1;3302303306697;25/06/1991;1;257;273;138;218;18;07/05/2018;31.08.2018;8/31/2018;6/25/1991;27;1;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;0;3;0;2;0;0;1;2;0;0;1;3
330230;3302304;33;3;Laje do Muriaé;195119;7487;5637;1850;1;253,556;1;3302303306697;02/10/1961;1;257;274;138;218;18;01/01/2017;31.08.2018;8/31/2018;10/2/1961;56;4;2;1; ; ;1; ; ; ; ;1;1; ; ; ;0;0;3;0;2;0;0;1;2;0;0;1;3
330310;3303104;33;3;Natividade;195119;15082;12046;3036;1;387,073;1;3303103303080;01/03/1979;1;258;232;266;21;20;01/02/2017;31.08.2018;8/31/2018;3/1/1979;39;2;2;4; ; ;1; ; ; ;1; ; ; ; ;1;0;0;3;0;1;0;1;1;2;0;0;1;3
330310;3303104;33;3;Natividade;195119;15082;12046;3036;1;387,073;1;3303103303080;04/04/1983;1;257;274;138;218;272;01/02/2016;31.08.2018;8/31/2018;4/4/1983;35;2;2;1; ; ;1; ; ; ; ;1;1; ; ; ;0;0;3;0;1;0;1;1;2;0;0;1;3
330310;3303104;33;3;Natividade;195119;15082;12046;3036;1;387,073;1;3303103303080;06/05/1987;1;257;273;138;218;18;01/02/2016;31.08.2018;8/31/2018;5/6/1987;31;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;0;3;0;1;0;1;1;2;0;0;1;3
330330;3303302;33;3;Niterói;11601307;487562;487562;0;4;134,074;1;3303303306173;13/03/1985;0;260;274;266;21;18;11/01/2017;31.08.2018;8/31/2018;3/13/1985;33;2;2;4; ; ;1; ; ; ; ;1; ; ; ;1;0;2;3;0;1;0;0;2;0;0;0;5;5
330330;3303302;33;3;Niterói;11601307;487562;487562;0;4;134,074;1;3303303306173;23/11/1991;1;258;274;266;218;18;01/06/2018;31.08.2018;8/31/2018;11/23/1991;26;1;2;4; ; ;1; ; ; ; ;1; ; ; ;1;0;2;3;0;1;0;0;2;0;0;0;5;5
330330;3303302;33;3;Niterói;11601307;487562;487562;0;4;134,074;1;3303303306173;05/03/1992;1;257;273;266;218;18;11/01/2017;31.08.2018;8/31/2018;3/5/1992;26;1;2;4; ; ;1; ;1; ; ; ; ; ; ;1;0;2;3;0;1;0;0;2;0;0;0;5;5
330330;3303302;33;3;Niterói;11601307;487562;487562;0;4;134,074;1;3303303306173;30/04/1994;0;256;239;142;253;18;14/09/2017;31.08.2018;8/31/2018;4/30/1994;24;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;0;2;3;0;1;0;0;2;0;0;0;5;5
330330;3303302;33;3;Niterói;11601307;487562;487562;0;4;134,074;1;3303303306173;16/06/1997;1;256;239;142;253;18;12/03/2018;31.08.2018;8/31/2018;6/16/1997;21;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;0;2;3;0;1;0;0;2;0;0;0;5;5
330390;3303906;33;3;Petrópolis;479914;295917;281286;14631;4;791,144;1;3303903306661;27/04/1968;0;256;238;138;216;20;12/06/2016;31.08.2018;8/31/2018;4/27/1968;50;3;1;1; ;1; ; ; ; ; ; ;1; ; ; ;0;1;3;0;2;0;0;1;2;0;0;2;4
330390;3303906;33;3;Petrópolis;479914;295917;281286;14631;4;791,144;1;3303903306661;03/08/1977;1;257;273;138;21;20;22/05/2017;31.08.2018;8/31/2018;8/3/1977;41;3;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;1;3;0;2;0;0;1;2;0;0;2;4
330390;3303906;33;3;Petrópolis;479914;295917;281286;14631;4;791,144;1;3303903306661;12/04/1990;1;257;274;142;218;18;02/05/2018;31.08.2018;8/31/2018;4/12/1990;28;1;2;4; ; ;1; ; ; ; ;1; ; ; ;1;0;1;3;0;2;0;0;1;2;0;0;2;4
330390;3303906;33;3;Petrópolis;479914;295917;281286;14631;4;791,144;1;3303903306661;23/09/1962;1;257;273;142;218;18;25/01/2017;31.08.2018;8/31/2018;9/23/1962;55;4;2;4; ; ;1; ;1; ; ; ; ; ; ;1;0;1;3;0;2;0;0;1;2;0;0;2;4
330420;3304201;33;3;Resende;680011;119769;112331;7438;4;1099,336;1;3304203307011;02/01/1970;1;255;239;138;220;20;17/09/2018;31.08.2018;8/31/2018;1/2/1970;48;3;1;1; ;1; ; ; ; ; ; ;1; ; ; ;2;3;3;0;2;0;0;1;6;0;0;2;8
330420;3304201;33;3;Resende;680011;119769;112331;7438;4;1099,336;1;3304203307011;12/07/1982;1;254;239;142;216;20;01/03/2017;31.08.2018;8/31/2018;7/12/1982;36;2;0;4;1; ; ; ; ; ; ; ; ; ; ;1;2;3;3;0;2;0;0;1;6;0;0;2;8
330420;3304201;33;3;Resende;680011;119769;112331;7438;4;1099,336;1;3304203307011;29/12/1985;1;258;273;138;218;18;01/02/2018;31.08.2018;8/31/2018;12/29/1985;32;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;2;3;3;0;2;0;0;1;6;0;0;2;8
330420;3304201;33;3;Resende;680011;119769;112331;7438;4;1099,336;1;3304203307011;28/12/1986;1;258;273;138;21;20;30/08/2017;31.08.2018;8/31/2018;12/28/1986;31;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;2;3;3;0;2;0;0;1;6;0;0;2;8
330420;3304201;33;3;Resende;680011;119769;112331;7438;4;1099,336;1;3304203307011;24/04/1986;1;257;274;138;218;20;13/07/2017;31.08.2018;8/31/2018;4/24/1986;32;2;2;1; ; ;1; ; ; ; ;1;1; ; ; ;2;3;3;0;2;0;0;1;6;0;0;2;8
