IBGE;IBGE7;UF;Regiao;Município;Pop_Total2010_MICRO;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;Q_Municipal;NU_IDENTIFICADOR;q_33_2;q_33_3;q_33_9;q_33_10;q_33_11;q_33_12;q_33_13;q_33_14;DataCenso;DataCenso_2018;q_33_2_rec;Idade;d_33_2_Faixas_etarias;d_33_9;d_33_11;d_33_9bin1;d_33_9bin2;d_33_9bin3;d_33_10bin1;d_33_10bin2;d_33_10bin3;d_33_10bin4;d_33_10bin5;d_33_11bin1;d_33_11bin2;d_33_11bin3;d_33_11bin4;d_33_9bin1_sum;d_33_9bin2_sum;d_33_9bin3_sum;d_33_10bin1_sum;d_33_10bin2_sum;d_33_10bin3_sum;d_33_10bin4_sum;d_33_10bin5_sum;d_33_11bin1_sum;d_33_11bin2_sum;d_33_11bin3_sum;d_33_11bin4_sum;nu_trabalhadores
354140;3541406;35;3;Presidente Prudente;573368;207610;203375;4235;4;560,637;1;3541403308402;10/01/1982;1;255;239;362;220;263;30/01/2017;31.08.2018;8/31/2018;1/10/1982;36;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;2;5;0;2;0;0;2;0;0;0;8;8
354140;3541406;35;3;Presidente Prudente;573368;207610;203375;4235;4;560,637;1;3541403308402;23/02/1983;1;257;237;362;254;272;04/06/2005;31.08.2018;8/31/2018;2/23/1983;35;2;2;4; ; ;1; ; ; ; ; ; ; ; ;1;1;2;5;0;2;0;0;2;0;0;0;8;8
354140;3541406;35;3;Presidente Prudente;573368;207610;203375;4235;4;560,637;1;3541403308402;05/02/1992;1;257;273;362;218;20;03/12/2013;31.08.2018;8/31/2018;2/5/1992;26;1;2;4; ; ;1; ;1; ; ; ; ; ; ;1;1;2;5;0;2;0;0;2;0;0;0;8;8
354200;3542008;35;3;Quintana;109773;6004;5494;510;1;318,937;1;3542003307945;26/09/1970;1;257;273;362;21;18;30/01/2012;31.08.2018;8/31/2018;9/26/1970;47;3;2;4; ; ;1; ;1; ; ; ; ; ; ;1;0;0;2;0;1;0;0;1;0;0;0;2;2
354200;3542008;35;3;Quintana;109773;6004;5494;510;1;318,937;1;3542003307945;12/02/1993;1;257;274;142;218;18;05/06/2017;31.08.2018;8/31/2018;2/12/1993;25;1;2;4; ; ;1; ; ; ; ;1; ; ; ;1;0;0;2;0;1;0;0;1;0;0;0;2;2
354260;3542602;35;3;Registro;243592;54261;48169;6092;3;722,201;1;3542603308191;14/11/1983;1;257;273;138;218;18;01/09/2017;31.08.2018;8/31/2018;11/14/1983;34;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;0;2;0;1;0;0;1;2;0;0;0;2
354260;3542602;35;3;Registro;243592;54261;48169;6092;3;722,201;1;3542603308191;23/02/1990;0;258;274;138;218;20;01/09/2017;31.08.2018;8/31/2018;2/23/1990;28;1;2;1; ; ;1; ; ; ; ;1;1; ; ; ;0;0;2;0;1;0;0;1;2;0;0;0;2
354340;3543402;35;3;Ribeirão Preto;1032547;604682;602966;1716;4;650,916;1;3543403306148;09/08/1958;1;252;239;362;220;263;01/02/2018;31.08.2018;8/31/2018;8/9/1958;60;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;1;1;3;0;3;0;0;0;0;0;0;5;5
354340;3543402;35;3;Ribeirão Preto;1032547;604682;602966;1716;4;650,916;1;3543403306148;19/10/1968;1;256;239;362;216;263;03/03/2016;31.08.2018;8/31/2018;10/19/1968;49;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;1;3;0;3;0;0;0;0;0;0;5;5
354340;3543402;35;3;Ribeirão Preto;1032547;604682;602966;1716;4;650,916;1;3543403306148;29/01/1984;1;258;273;266;21;20;27/04/2015;31.08.2018;8/31/2018;1/29/1984;34;2;2;4; ; ;1; ;1; ; ; ; ; ; ;1;1;1;3;0;3;0;0;0;0;0;0;5;5
354340;3543402;35;3;Ribeirão Preto;1032547;604682;602966;1716;4;650,916;1;3543403306148;05/06/1986;1;258;273;362;218;20;01/01/2015;31.08.2018;8/31/2018;6/5/1986;32;2;2;4; ; ;1; ;1; ; ; ; ; ; ;1;1;1;3;0;3;0;0;0;0;0;0;5;5
354340;3543402;35;3;Ribeirão Preto;1032547;604682;602966;1716;4;650,916;1;3543403306148;23/09/1953;1;258;273;266;218;20;19/09/2018;31.08.2018;8/31/2018;9/23/1953;64;5;2;4; ; ;1; ;1; ; ; ; ; ; ;1;1;1;3;0;3;0;0;0;0;0;0;5;5
354420;3544202;35;3;Riolândia;139475;10575;8366;2209;1;631,897;1;3544203303628;16/10/1978;1;257;273;138;218;272;21/05/2018;31.08.2018;8/31/2018;10/16/1978;39;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;0;2;0;1;0;0;1;2;0;0;0;2
354420;3544202;35;3;Riolândia;139475;10575;8366;2209;1;631,897;1;3544203303628;23/03/1993;1;257;274;138;218;272;10/07/2018;31.08.2018;8/31/2018;3/23/1993;25;1;2;1; ; ;1; ; ; ; ;1;1; ; ; ;0;0;2;0;1;0;0;1;2;0;0;0;2
354420;3544202;35;3;Riolândia;139475;10575;8366;2209;1;631,897;1;3544203306479;16/10/1978;1;257;273;138;21;262;10/07/2018;31.08.2018;8/31/2018;10/16/1978;39;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;0;2;0;1;0;0;1;2;0;0;0;2
354420;3544202;35;3;Riolândia;139475;10575;8366;2209;1;631,897;1;3544203306479;23/03/1993;1;257;274;138;218;262;21/05/2018;31.08.2018;8/31/2018;3/23/1993;25;1;2;1; ; ;1; ; ; ; ;1;1; ; ; ;0;0;2;0;1;0;0;1;2;0;0;0;2
354850;3548500;35;3;Santos;1471013;419400;419086;314;4;281,033;1;3548503304201;13/03/1965;0;257;232;138;220;20;14/06/2012;31.08.2018;8/31/2018;3/13/1965;53;4;2;1; ; ;1; ; ; ;1; ;1; ; ; ;0;0;5;0;1;0;1;2;5;0;0;0;5
354850;3548500;35;3;Santos;1471013;419400;419086;314;4;281,033;1;3548503304201;10/02/1968;1;258;273;138;218;18;21/03/2014;31.08.2018;8/31/2018;2/10/1968;50;3;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;0;5;0;1;0;1;2;5;0;0;0;5
354850;3548500;35;3;Santos;1471013;419400;419086;314;4;281,033;1;3548503304201;28/10/1967;1;258;274;138;218;20;14/08/2002;31.08.2018;8/31/2018;10/28/1967;50;3;2;1; ; ;1; ; ; ; ;1;1; ; ; ;0;0;5;0;1;0;1;2;5;0;0;0;5
354850;3548500;35;3;Santos;1471013;419400;419086;314;4;281,033;1;3548503304201;06/05/1981;1;258;274;138;21;20;27/01/2014;31.08.2018;8/31/2018;5/6/1981;37;2;2;1; ; ;1; ; ; ; ;1;1; ; ; ;0;0;5;0;1;0;1;2;5;0;0;0;5
354850;3548500;35;3;Santos;1471013;419400;419086;314;4;281,033;1;3548503304201;09/01/1979;1;257;237;138;217;20;15/10/2007;31.08.2018;8/31/2018;1/9/1979;39;2;2;1; ; ;1; ; ; ; ; ;1; ; ; ;0;0;5;0;1;0;1;2;5;0;0;0;5
354890;3548906;35;3;São Carlos;308777;221950;213061;8889;4;1136,907;1;3548903308293;18/12/1976;1;257;274;291;21;263;08/11/2013;31.08.2018;8/31/2018;12/18/1976;41;3;2;4; ; ;1; ; ; ; ;1; ; ; ;1;0;0;1;0;0;0;0;1;0;0;0;1;1
354980;3549805;35;3;São José do Rio Preto;763534;408258;383490;24768;4;431,944;1;3549803306845;02/05/1976;1;258;273;362;21;18;02/02/2001;31.08.2018;8/31/2018;5/2/1976;42;3;2;4; ; ;1; ;1; ; ; ; ; ; ;1;0;0;2;0;2;0;0;0;0;0;0;2;2
354980;3549805;35;3;São José do Rio Preto;763534;408258;383490;24768;4;431,944;1;3549803306845;16/02/1990;1;257;273;362;218;18;01/10/2013;31.08.2018;8/31/2018;2/16/1990;28;1;2;4; ; ;1; ;1; ; ; ; ; ; ;1;0;0;2;0;2;0;0;0;0;0;0;2;2
354980;3549805;35;3;São José do Rio Preto;763534;408258;383490;24768;4;431,944;1;3549803306849;28/02/1964;1;255;238;362;372;262;01/10/2013;31.08.2018;8/31/2018;2/28/1964;54;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;0;5;9;0;2;0;0;5;1;0;0;13;14
354980;3549805;35;3;São José do Rio Preto;763534;408258;383490;24768;4;431,944;1;3549803306849;09/12/1975;0;257;235;362;218;262;01/10/2013;31.08.2018;8/31/2018;12/9/1975;42;3;2;4; ; ;1; ; ; ; ; ; ; ; ;1;0;5;9;0;2;0;0;5;1;0;0;13;14
354980;3549805;35;3;São José do Rio Preto;763534;408258;383490;24768;4;431,944;1;3549803306849;01/06/1969;1;255;238;362;372;262;01/11/2013;31.08.2018;8/31/2018;6/1/1969;49;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;0;5;9;0;2;0;0;5;1;0;0;13;14
354980;3549805;35;3;São José do Rio Preto;763534;408258;383490;24768;4;431,944;1;3549803306849;09/03/1962;1;257;273;362;218;262;01/10/2013;31.08.2018;8/31/2018;3/9/1962;56;4;2;4; ; ;1; ;1; ; ; ; ; ; ;1;0;5;9;0;2;0;0;5;1;0;0;13;14
354980;3549805;35;3;São José do Rio Preto;763534;408258;383490;24768;4;431,944;1;3549803306849;02/10/1972;1;260;274;138;21;262;03/09/2018;31.08.2018;8/31/2018;10/2/1972;45;3;2;1; ; ;1; ; ; ; ;1;1; ; ; ;0;5;9;0;2;0;0;5;1;0;0;13;14
354980;3549805;35;3;São José do Rio Preto;763534;408258;383490;24768;4;431,944;1;3549803306849;13/06/1973;1;255;238;362;372;262;01/07/2017;31.08.2018;8/31/2018;6/13/1973;45;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;0;5;9;0;2;0;0;5;1;0;0;13;14
354980;3549805;35;3;São José do Rio Preto;763534;408258;383490;24768;4;431,944;1;3549803306849;12/04/1975;1;258;274;362;218;262;01/08/2017;31.08.2018;8/31/2018;4/12/1975;43;3;2;4; ; ;1; ; ; ; ;1; ; ; ;1;0;5;9;0;2;0;0;5;1;0;0;13;14
354980;3549805;35;3;São José do Rio Preto;763534;408258;383490;24768;4;431,944;1;3549803306849;16/03/1982;1;257;238;362;216;262;06/11/2017;31.08.2018;8/31/2018;3/16/1982;36;2;2;4; ; ;1; ; ; ; ; ; ; ; ;1;0;5;9;0;2;0;0;5;1;0;0;13;14
354980;3549805;35;3;São José do Rio Preto;763534;408258;383490;24768;4;431,944;1;3549803306849;27/02/1980;1;257;274;362;218;262;01/10/2013;31.08.2018;8/31/2018;2/27/1980;38;2;2;4; ; ;1; ; ; ; ;1; ; ; ;1;0;5;9;0;2;0;0;5;1;0;0;13;14
354980;3549805;35;3;São José do Rio Preto;763534;408258;383490;24768;4;431,944;1;3549803306849;11/09/1984;1;258;274;362;218;262;12/10/2013;31.08.2018;8/31/2018;9/11/1984;33;2;2;4; ; ;1; ; ; ; ;1; ; ; ;1;0;5;9;0;2;0;0;5;1;0;0;13;14
354980;3549805;35;3;São José do Rio Preto;763534;408258;383490;24768;4;431,944;1;3549803306849;01/02/1985;0;257;274;362;218;262;25/11/2013;31.08.2018;8/31/2018;2/1/1985;33;2;2;4; ; ;1; ; ; ; ;1; ; ; ;1;0;5;9;0;2;0;0;5;1;0;0;13;14
354980;3549805;35;3;São José do Rio Preto;763534;408258;383490;24768;4;431,944;1;3549803306849;17/06/1991;1;257;273;362;218;262;01/10/2013;31.08.2018;8/31/2018;6/17/1991;27;1;2;4; ; ;1; ;1; ; ; ; ; ; ;1;0;5;9;0;2;0;0;5;1;0;0;13;14
354980;3549805;35;3;São José do Rio Preto;763534;408258;383490;24768;4;431,944;1;3549803306849;11/01/1995;1;255;239;362;216;262;06/03/2018;31.08.2018;8/31/2018;1/11/1995;23;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;0;5;9;0;2;0;0;5;1;0;0;13;14
354980;3549805;35;3;São José do Rio Preto;763534;408258;383490;24768;4;431,944;1;3549803306849;21/07/1998;0;255;239;362;254;262;01/07/2017;31.08.2018;8/31/2018;7/21/1998;20;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;0;5;9;0;2;0;0;5;1;0;0;13;14
355000;3550001;35;3;São Luís do Paraitinga;70392;10397;6180;4217;1;617,315;1;3550003306584;16/06/1956;1;257;273;139;21;18;02/01/2017;31.08.2018;8/31/2018;6/16/1956;62;5;2;2; ; ;1; ;1; ; ; ; ;1; ; ;0;0;1;0;1;0;0;0;0;1;0;0;1
355395;3553955;35;3;Tarumã;263861;12885;12126;759;1;302,913;1;3553953309160;27/04/1980;1;257;273;138;21;20;07/06/2018;31.08.2018;8/31/2018;4/27/1980;38;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;0;1;0;1;0;0;0;1;0;0;0;1
355440;3554409;35;3;Terra Roxa;408199;8505;8107;398;1;221,541;1;3554403307529;27/07/1976;1;257;274;138;218;272;01/08/2011;31.08.2018;8/31/2018;7/27/1976;42;3;2;1; ; ;1; ; ; ; ;1;1; ; ; ;0;0;3;0;1;0;0;2;3;0;0;0;3
355440;3554409;35;3;Terra Roxa;408199;8505;8107;398;1;221,541;1;3554403307529;22/05/1984;1;257;273;138;21;272;12/01/2015;31.08.2018;8/31/2018;5/22/1984;34;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;0;3;0;1;0;0;2;3;0;0;0;3
355440;3554409;35;3;Terra Roxa;408199;8505;8107;398;1;221,541;1;3554403307529;02/07/1992;1;257;274;138;218;272;15/05/2018;31.08.2018;8/31/2018;7/2/1992;26;1;2;1; ; ;1; ; ; ; ;1;1; ; ; ;0;0;3;0;1;0;0;2;3;0;0;0;3
355510;3555109;35;3;Tupi Paulista;116149;14269;11206;3063;1;244,77;1;3555103308412;23/05/1962;1;257;237;362;21;263;22/02/2018;31.08.2018;8/31/2018;5/23/1962;56;4;2;4; ; ;1; ; ; ; ; ; ; ; ;1;0;0;3;0;1;0;0;1;0;0;0;3;3
355510;3555109;35;3;Tupi Paulista;116149;14269;11206;3063;1;244,77;1;3555103308412;28/05/1976;1;258;274;362;218;272;15/05/2017;31.08.2018;8/31/2018;5/28/1976;42;3;2;4; ; ;1; ; ; ; ;1; ; ; ;1;0;0;3;0;1;0;0;1;0;0;0;3;3
355510;3555109;35;3;Tupi Paulista;116149;14269;11206;3063;1;244,77;1;3555103308412;18/07/1989;0;258;273;362;218;272;01/06/2016;31.08.2018;8/31/2018;7/18/1989;29;1;2;4; ; ;1; ;1; ; ; ; ; ; ;1;0;0;3;0;1;0;0;1;0;0;0;3;3
355600;3556008;35;3;Urupês;79222;12714;11314;1400;1;323,916;1;3556003307909;10/12/1980;1;257;273;266;218;18;01/01/2017;31.08.2018;8/31/2018;12/10/1980;37;2;2;4; ; ;1; ;1; ; ; ; ; ; ;1;1;0;2;0;1;0;0;1;1;0;0;2;3
355600;3556008;35;3;Urupês;79222;12714;11314;1400;1;323,916;1;3556003307909;19/06/1990;1;257;274;266;21;20;01/01/2017;31.08.2018;8/31/2018;6/19/1990;28;1;2;4; ; ;1; ; ; ; ;1; ; ; ;1;1;0;2;0;1;0;0;1;1;0;0;2;3
355600;3556008;35;3;Urupês;79222;12714;11314;1400;1;323,916;1;3556003307909;25/01/1957;1;253;239;138;220;272;01/01/2017;31.08.2018;8/31/2018;1/25/1957;61;5;0;1;1; ; ; ; ; ; ; ;1; ; ; ;1;0;2;0;1;0;0;1;1;0;0;2;3
355620;3556206;35;3;Valinhos;2630893;106793;101626;5167;4;148,538;1;3556203306478;06/03/1969;1;255;238;362;220;20;02/01/2018;31.08.2018;8/31/2018;3/6/1969;49;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;0;3;4;0;2;0;0;1;0;0;0;7;7
355620;3556206;35;3;Valinhos;2630893;106793;101626;5167;4;148,538;1;3556203306478;24/05/1978;0;255;238;362;372;20;01/10/2018;31.08.2018;8/31/2018;5/24/1978;40;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;0;3;4;0;2;0;0;1;0;0;0;7;7
355620;3556206;35;3;Valinhos;2630893;106793;101626;5167;4;148,538;1;3556203306478;20/07/1982;1;257;237;362;216;20;10/04/2017;31.08.2018;8/31/2018;7/20/1982;36;2;2;4; ; ;1; ; ; ; ; ; ; ; ;1;0;3;4;0;2;0;0;1;0;0;0;7;7
355620;3556206;35;3;Valinhos;2630893;106793;101626;5167;4;148,538;1;3556203306478;04/10/1977;1;255;239;362;254;263;18/06/2015;31.08.2018;8/31/2018;10/4/1977;40;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;0;3;4;0;2;0;0;1;0;0;0;7;7
355620;3556206;35;3;Valinhos;2630893;106793;101626;5167;4;148,538;1;3556203306478;12/11/1980;1;257;273;362;218;18;12/11/1981;31.08.2018;8/31/2018;11/12/1980;37;2;2;4; ; ;1; ;1; ; ; ; ; ; ;1;0;3;4;0;2;0;0;1;0;0;0;7;7
355620;3556206;35;3;Valinhos;2630893;106793;101626;5167;4;148,538;1;3556203306478;22/05/1987;1;257;274;362;218;20;25/06/2018;31.08.2018;8/31/2018;5/22/1987;31;2;2;4; ; ;1; ; ; ; ;1; ; ; ;1;0;3;4;0;2;0;0;1;0;0;0;7;7
355620;3556206;35;3;Valinhos;2630893;106793;101626;5167;4;148,538;1;3556203306478;04/05/1964;1;258;273;362;21;20;12/07/2018;31.08.2018;8/31/2018;5/4/1964;54;4;2;4; ; ;1; ;1; ; ; ; ; ; ;1;0;3;4;0;2;0;0;1;0;0;0;7;7
355710;3557105;35;3;Votuporanga;139475;84692;82319;2373;3;420,703;1;3557103306300;13/08/1969;1;258;274;138;218;272;24/01/2017;31.08.2018;8/31/2018;8/13/1969;49;3;2;1; ; ;1; ; ; ; ;1;1; ; ; ;0;0;3;0;2;0;0;1;3;0;0;0;3
355710;3557105;35;3;Votuporanga;139475;84692;82319;2373;3;420,703;1;3557103306300;04/07/1979;1;257;273;138;218;272;01/02/2017;31.08.2018;8/31/2018;7/4/1979;39;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;0;3;0;2;0;0;1;3;0;0;0;3
355710;3557105;35;3;Votuporanga;139475;84692;82319;2373;3;420,703;1;3557103306300;01/06/1981;1;258;273;138;21;272;01/01/2010;31.08.2018;8/31/2018;6/1/1981;37;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;0;3;0;2;0;0;1;3;0;0;0;3
410100;4101002;41;4;Ampére;95292;17308;13257;4051;1;298,349;1;4101003308784;08/02/1975;1;257;274;266;218;262;01/03/2017;31.08.2018;8/31/2018;2/8/1975;43;3;2;4; ; ;1; ; ; ; ;1; ; ; ;1;0;0;1;0;0;0;0;1;0;0;0;1;1
410140;4101408;41;4;Apucarana;286984;120919;114098;6821;4;558,389;1;4101403306280;15/10/1975;1;253;239;291;350;263;26/12/2003;31.08.2018;8/31/2018;10/15/1975;42;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;4;0;2;0;1;0;0;1;0;0;0;6;6
410140;4101408;41;4;Apucarana;286984;120919;114098;6821;4;558,389;1;4101403306280;08/11/1985;1;257;273;142;21;20;08/09/2015;31.08.2018;8/31/2018;11/8/1985;32;2;2;4; ; ;1; ;1; ; ; ; ; ; ;1;4;0;2;0;1;0;0;1;0;0;0;6;6
410140;4101408;41;4;Apucarana;286984;120919;114098;6821;4;558,389;1;4101403306280;18/07/1979;1;253;239;291;350;263;26/12/2003;31.08.2018;8/31/2018;7/18/1979;39;2;0;4;1; ; ; ; ; ; ; ; ; ; ;1;4;0;2;0;1;0;0;1;0;0;0;6;6
410140;4101408;41;4;Apucarana;286984;120919;114098;6821;4;558,389;1;4101403306280;25/05/1988;1;257;274;142;218;20;08/05/2013;31.08.2018;8/31/2018;5/25/1988;30;2;2;4; ; ;1; ; ; ; ;1; ; ; ;1;4;0;2;0;1;0;0;1;0;0;0;6;6
410140;4101408;41;4;Apucarana;286984;120919;114098;6821;4;558,389;1;4101403306280;25/03/1986;1;253;239;291;350;263;26/12/2003;31.08.2018;8/31/2018;3/25/1986;32;2;0;4;1; ; ; ; ; ; ; ; ; ; ;1;4;0;2;0;1;0;0;1;0;0;0;6;6
410140;4101408;41;4;Apucarana;286984;120919;114098;6821;4;558,389;1;4101403306280;03/11/1951;1;253;239;291;350;263;26/12/2003;31.08.2018;8/31/2018;11/3/1951;66;5;0;4;1; ; ; ; ; ; ; ; ; ; ;1;4;0;2;0;1;0;0;1;0;0;0;6;6
410275;4102752;41;4;Bela Vista da Caroba;95292;3945;1041;2904;1;148,107;1;4102753307805;06/11/1998;1;257;273;138;218;272;29/10/2018;31.08.2018;8/31/2018;11/6/1998;19;1;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;1;3;1;1;0;0;1;3;0;0;1;4
410275;4102752;41;4;Bela Vista da Caroba;95292;3945;1041;2904;1;148,107;1;4102753307805;06/10/1983;1;257;275;266;21;272;19/12/2016;31.08.2018;8/31/2018;10/6/1983;34;2;2;4; ; ;1;1; ; ; ; ; ; ; ;1;0;1;3;1;1;0;0;1;3;0;0;1;4
410275;4102752;41;4;Bela Vista da Caroba;95292;3945;1041;2904;1;148,107;1;4102753307805;22/11/1989;1;257;274;138;218;272;19/12/2016;31.08.2018;8/31/2018;11/22/1989;28;1;2;1; ; ;1; ; ; ; ;1;1; ; ; ;0;1;3;1;1;0;0;1;3;0;0;1;4
410275;4102752;41;4;Bela Vista da Caroba;95292;3945;1041;2904;1;148,107;1;4102753307805;24/07/1994;1;255;238;138;216;272;19/12/2016;31.08.2018;8/31/2018;7/24/1994;24;1;1;1; ;1; ; ; ; ; ; ;1; ; ; ;0;1;3;1;1;0;0;1;3;0;0;1;4
410322;4103222;41;4;Bom Sucesso do Sul;159424;3293;1581;1712;1;195,931;1;4103223307935;20/12/1974;1;257;237;138;254;20;01/01/2017;31.08.2018;8/31/2018;12/20/1974;43;3;2;1; ; ;1; ; ; ; ; ;1; ; ; ;0;0;3;0;1;0;0;1;2;0;0;1;3
410322;4103222;41;4;Bom Sucesso do Sul;159424;3293;1581;1712;1;195,931;1;4103223307935;07/02/1988;0;257;274;138;218;272;01/01/2017;31.08.2018;8/31/2018;2/7/1988;30;2;2;1; ; ;1; ; ; ; ;1;1; ; ; ;0;0;3;0;1;0;0;1;2;0;0;1;3
410322;4103222;41;4;Bom Sucesso do Sul;159424;3293;1581;1712;1;195,931;1;4103223307935;02/10/1964;1;257;273;266;218;20;19/03/2018;31.08.2018;8/31/2018;10/2/1964;53;4;2;4; ; ;1; ;1; ; ; ; ; ; ;1;0;0;3;0;1;0;0;1;2;0;0;1;3
410340;4103404;41;4;Cafeara;183911;2695;2195;500;1;185,8;1;4103403308506;20/06/1976;1;257;275;138;21;20;06/11/2017;31.08.2018;8/31/2018;6/20/1976;42;3;2;1; ; ;1;1; ; ; ; ;1; ; ; ;0;0;3;1;1;0;0;1;3;0;0;0;3
410340;4103404;41;4;Cafeara;183911;2695;2195;500;1;185,8;1;4103403308506;04/03/1994;1;257;274;138;218;20;22/01/2018;31.08.2018;8/31/2018;3/4/1994;24;1;2;1; ; ;1; ; ; ; ;1;1; ; ; ;0;0;3;1;1;0;0;1;3;0;0;0;3
410340;4103404;41;4;Cafeara;183911;2695;2195;500;1;185,8;1;4103403308506;14/05/1995;1;257;273;138;218;18;06/11/2017;31.08.2018;8/31/2018;5/14/1995;23;1;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;0;3;1;1;0;0;1;3;0;0;0;3
410345;4103453;41;4;Cafelândia;432978;14662;12348;2314;1;271,724;1;4103453306169;04/11/1989;1;257;274;138;21;20;08/11/2017;31.08.2018;8/31/2018;11/4/1989;28;1;2;1; ; ;1; ; ; ; ;1;1; ; ; ;0;0;1;0;0;0;0;1;1;0;0;0;1
410460;4104600;41;4;Capitão Leônidas Marques;432978;14970;11490;3480;1;275,748;1;4104603309308;26/10/1975;1;257;275;266;21;20;07/06/2018;31.08.2018;8/31/2018;10/26/1975;42;3;2;4; ; ;1;1; ; ; ; ; ; ; ;1;0;0;3;1;1;0;0;1;0;0;0;3;3
410460;4104600;41;4;Capitão Leônidas Marques;432978;14970;11490;3480;1;275,748;1;4104603309308;11/01/1991;1;257;274;266;218;272;07/06/2018;31.08.2018;8/31/2018;1/11/1991;27;1;2;4; ; ;1; ; ; ; ;1; ; ; ;1;0;0;3;1;1;0;0;1;0;0;0;3;3
410460;4104600;41;4;Capitão Leônidas Marques;432978;14970;11490;3480;1;275,748;1;4104603309308;15/04/1990;1;257;273;266;218;20;07/06/2018;31.08.2018;8/31/2018;4/15/1990;28;1;2;4; ; ;1; ;1; ; ; ; ; ; ;1;0;0;3;1;1;0;0;1;0;0;0;3;3
410465;4104659;41;4;Carambeí;429981;19163;13918;5245;1;649,68;1;4104653309050;11/12/1987;1;257;273;362;218;18;24/03/2015;31.08.2018;8/31/2018;12/11/1987;30;2;2;4; ; ;1; ;1; ; ; ; ; ; ;1;0;1;3;1;1;0;0;1;0;0;0;4;4
410465;4104659;41;4;Carambeí;429981;19163;13918;5245;1;649,68;1;4104653309050;13/11/1947;1;258;275;362;218;20;24/03/2015;31.08.2018;8/31/2018;11/13/1947;70;5;2;4; ; ;1;1; ; ; ; ; ; ; ;1;0;1;3;1;1;0;0;1;0;0;0;4;4
410465;4104659;41;4;Carambeí;429981;19163;13918;5245;1;649,68;1;4104653309050;22/08/1957;1;257;274;362;218;20;05/04/2017;31.08.2018;8/31/2018;8/22/1957;61;5;2;4; ; ;1; ; ; ; ;1; ; ; ;1;0;1;3;1;1;0;0;1;0;0;0;4;4
410465;4104659;41;4;Carambeí;429981;19163;13918;5245;1;649,68;1;4104653309050;06/01/1972;0;256;237;362;21;20;04/01/2017;31.08.2018;8/31/2018;1/6/1972;46;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;0;1;3;1;1;0;0;1;0;0;0;4;4
410480;4104808;41;4;Cascavel;432978;286205;270049;16156;4;2100,831;1;4104803302239;04/05/1985;1;258;274;138;218;18;20/06/2018;31.08.2018;8/31/2018;5/4/1985;33;2;2;1; ; ;1; ; ; ; ;1;1; ; ; ;2;8;14;0;8;0;0;6;22;0;0;2;24
410480;4104808;41;4;Cascavel;432978;286205;270049;16156;4;2100,831;1;4104803302239;24/01/1989;0;255;239;138;372;20;05/03/2014;31.08.2018;8/31/2018;1/24/1989;29;1;1;1; ;1; ; ; ; ; ; ;1; ; ; ;2;8;14;0;8;0;0;6;22;0;0;2;24
410480;4104808;41;4;Cascavel;432978;286205;270049;16156;4;2100,831;1;4104803302239;26/05/1983;1;255;239;138;217;18;09/06/2016;31.08.2018;8/31/2018;5/26/1983;35;2;1;1; ;1; ; ; ; ; ; ;1; ; ; ;2;8;14;0;8;0;0;6;22;0;0;2;24
410480;4104808;41;4;Cascavel;432978;286205;270049;16156;4;2100,831;1;4104803302239;04/06/1982;1;257;273;138;218;18;18/06/2018;31.08.2018;8/31/2018;6/4/1982;36;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;2;8;14;0;8;0;0;6;22;0;0;2;24
410480;4104808;41;4;Cascavel;432978;286205;270049;16156;4;2100,831;1;4104803302239;10/08/1988;1;257;273;138;218;18;14/05/2018;31.08.2018;8/31/2018;8/10/1988;30;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;2;8;14;0;8;0;0;6;22;0;0;2;24
410480;4104808;41;4;Cascavel;432978;286205;270049;16156;4;2100,831;1;4104803302239;03/07/1991;1;258;274;138;218;18;01/02/2018;31.08.2018;8/31/2018;7/3/1991;27;1;2;1; ; ;1; ; ; ; ;1;1; ; ; ;2;8;14;0;8;0;0;6;22;0;0;2;24
